[['2, k, 0', [-0.312456, -0.214189, 1.0]], ['2, k, 1', [-0.332132, -0.162029, 1.0]], ['2, k, 2', [-0.349979, -0.110287, 1.0]], ['2, k, 3', [-0.367693, 0.0343959, 1.0]], ['2, k, 4', [-0.519078, -0.19105, 1.0]], ['2, k, 5', [-0.611592, -0.286019, 1.0]], ['2, k, 6', [-0.614304, -0.408606, 1.0]], ['2, k, 7', [-0.611418, -0.374579, 1.0]], ['2, k, 8', [-0.199631, -0.181856, 1.0]], ['2, k, 9', [-0.0875568, -0.246543, 1.0]], ['2, k, 10', [0.0166466, -0.315061, 1.0]], ['2, k, 11', [0.04083, -0.383414, 1.0]], ['2, k, 12', [-0.38143, -0.213726, 1.0]], ['2, k, 13', [-0.682173, -0.30534, 1.0]], ['2, k, 14', [-0.455326, -0.429417, 1.0]], ['2, k, 15', [-0.323041, -0.413699, 1.0]], ['2, k, 16', [-0.236029, -0.209544, 1.0]], ['2, k, 17', [-0.684963, -0.284905, 1.0]], ['2, k, 18', [-0.24893, -0.283514, 1.0]], ['2, k, 19', [-0.155698, -0.312705, 1.0]], ['2, k, 20', [-0.345844, -0.1232, 1.0]], ['2, k, 21', [-0.616477, -0.37984, 1.0]], ['2, k, 22', [-0.549371, -0.380518, 1.0]], ['2, k, 23', [0.03895, -0.394176, 1.0]], ['2, k, 24', [-0.00733044, -0.394908, 1.0]]]
[['2, k, 0', [-0.49544, -0.796709, 1.0]], ['2, k, 1', [-0.389482, -0.598492, 1.0]], ['2, k, 2', [-0.282523, -0.402936, 1.0]], ['2, k, 3', [-0.285975, -0.286813, 1.0]], ['2, k, 4', [-0.426185, -0.476133, 1.0]], ['2, k, 5', [-0.536177, -0.636447, 1.0]], ['2, k, 6', [-0.557154, -0.787585, 1.0]], ['2, k, 7', [-0.539581, -0.860452, 1.0]], ['2, k, 8', [-0.145928, -0.454547, 1.0]], ['2, k, 9', [0.00853497, -0.604627, 1.0]], ['2, k, 10', [0.0785414, -0.751258, 1.0]], ['2, k, 11', [0.0888112, -0.836448, 1.0]], ['2, k, 12', [-0.535698, -0.783992, 1.0]], ['2, k, 13', [-0.644018, -1.11027, 1.0]], ['2, k, 14', [-0.48074, -0.818099, 1.0]], ['2, k, 15', [-0.510592, -0.840181, 1.0]], ['2, k, 16', [-0.446677, -0.798111, 1.0]], ['2, k, 17', [-0.540941, -1.11444, 1.0]], ['2, k, 18', [-0.508251, -1.35939, 1.0]], ['2, k, 19', [-0.425363, -1.28093, 1.0]], ['2, k, 20', [-0.309461, -0.451752, 1.0]], ['2, k, 21', [-0.534074, -0.879506, 1.0]], ['2, k, 22', [-0.482267, -0.859356, 1.0]], ['2, k, 23', [0.0927005, -0.859604, 1.0]], ['2, k, 24', [0.134233, -0.810621, 1.0]]]
[['2, k, 0', [-0.496351, -0.809572, 1.0]], ['2, k, 1', [-0.390357, -0.60983, 1.0]], ['2, k, 2', [-0.283839, -0.411834, 1.0]], ['2, k, 3', [-0.28343, -0.297844, 1.0]], ['2, k, 4', [-0.423792, -0.48628, 1.0]], ['2, k, 5', [-0.523161, -0.653017, 1.0]], ['2, k, 6', [-0.556076, -0.802651, 1.0]], ['2, k, 7', [-0.542017, -0.880377, 1.0]], ['2, k, 8', [-0.14666, -0.467751, 1.0]], ['2, k, 9', [0.00927351, -0.616861, 1.0]], ['2, k, 10', [0.0784226, -0.771, 1.0]], ['2, k, 11', [0.0845366, -0.856509, 1.0]], ['2, k, 12', [-0.540092, -0.793379, 1.0]], ['2, k, 13', [-0.64618, -1.11455, 1.0]], ['2, k, 14', [-0.482658, -0.821944, 1.0]], ['2, k, 15', [-0.507526, -0.849289, 1.0]], ['2, k, 16', [-0.443032, -0.812568, 1.0]], ['2, k, 17', [-0.544092, -1.14238, 1.0]], ['2, k, 18', [-0.506924, -1.37743, 1.0]], ['2, k, 19', [-0.424721, -1.2982, 1.0]], ['2, k, 20', [-0.310594, -0.461217, 1.0]], ['2, k, 21', [-0.545477, -0.902419, 1.0]], ['2, k, 22', [-0.482096, -0.883644, 1.0]], ['2, k, 23', [0.0824094, -0.880909, 1.0]], ['2, k, 24', [0.129021, -0.827183, 1.0]]]
[['2, k, 0', [-0.497178, -0.814891, 1.0]], ['2, k, 1', [-0.391399, -0.618293, 1.0]], ['2, k, 2', [-0.285523, -0.424341, 1.0]], ['2, k, 3', [-0.280651, -0.312712, 1.0]], ['2, k, 4', [-0.422026, -0.495702, 1.0]], ['2, k, 5', [-0.525286, -0.660801, 1.0]], ['2, k, 6', [-0.544219, -0.815006, 1.0]], ['2, k, 7', [-0.537715, -0.891571, 1.0]], ['2, k, 8', [-0.146081, -0.474289, 1.0]], ['2, k, 9', [0.00761648, -0.626565, 1.0]], ['2, k, 10', [0.0789535, -0.783176, 1.0]], ['2, k, 11', [0.0860487, -0.873097, 1.0]], ['2, k, 12', [-0.539303, -0.796834, 1.0]], ['2, k, 13', [-0.53254, -1.11255, 1.0]], ['2, k, 14', [-0.369002, -0.819491, 1.0]], ['2, k, 15', [-0.437743, -0.842146, 1.0]], ['2, k, 16', [-0.446193, -0.819431, 1.0]], ['2, k, 17', [-0.544399, -1.14597, 1.0]], ['2, k, 18', [-0.508735, -1.38109, 1.0]], ['2, k, 19', [-0.425909, -1.30388, 1.0]], ['2, k, 20', [-0.312057, -0.472657, 1.0]], ['2, k, 21', [-0.538285, -0.910575, 1.0]], ['2, k, 22', [-0.476149, -0.894144, 1.0]], ['2, k, 23', [0.088652, -0.900434, 1.0]], ['2, k, 24', [0.129335, -0.845626, 1.0]]]
[['2, k, 0', [-0.571339, -0.956382, 1.0]], ['2, k, 1', [-0.429552, -0.703384, 1.0]], ['2, k, 2', [-0.287494, -0.43886, 1.0]], ['2, k, 3', [-0.279673, -0.304758, 1.0]], ['2, k, 4', [-0.426841, -0.505568, 1.0]], ['2, k, 5', [-0.538573, -0.685456, 1.0]], ['2, k, 6', [-0.559075, -0.858927, 1.0]], ['2, k, 7', [-0.539877, -0.900831, 1.0]], ['2, k, 8', [-0.141707, -0.500103, 1.0]], ['2, k, 9', [0.0341782, -0.667378, 1.0]], ['2, k, 10', [0.096663, -0.834755, 1.0]], ['2, k, 11', [0.0934409, -0.887384, 1.0]], ['2, k, 12', [-0.623715, -0.946663, 1.0]], ['2, k, 13', [-0.538217, -1.22415, 1.0]], ['2, k, 14', [-0.554884, -0.905253, 1.0]], ['2, k, 15', [-0.531003, -0.893534, 1.0]], ['2, k, 16', [-0.505773, -0.944021, 1.0]], ['2, k, 17', [-0.480891, -1.13133, 1.0]], ['2, k, 18', [-0.522163, -1.40644, 1.0]], ['2, k, 19', [-0.427597, -1.31793, 1.0]], ['2, k, 20', [-0.321488, -0.506236, 1.0]], ['2, k, 21', [-0.530213, -0.920274, 1.0]], ['2, k, 22', [-0.474878, -0.899309, 1.0]], ['2, k, 23', [0.0848, -0.913243, 1.0]], ['2, k, 24', [0.144706, -0.872193, 1.0]]]
[['2, k, 0', [-0.571298, -0.95635, 1.0]], ['2, k, 1', [-0.429445, -0.70337, 1.0]], ['2, k, 2', [-0.286681, -0.442343, 1.0]], ['2, k, 3', [-0.278104, -0.307801, 1.0]], ['2, k, 4', [-0.425951, -0.510801, 1.0]], ['2, k, 5', [-0.53845, -0.68533, 1.0]], ['2, k, 6', [-0.559707, -0.85843, 1.0]], ['2, k, 7', [-0.53821, -0.901257, 1.0]], ['2, k, 8', [-0.14136, -0.501306, 1.0]], ['2, k, 9', [0.0332317, -0.670438, 1.0]], ['2, k, 10', [0.097025, -0.839513, 1.0]], ['2, k, 11', [0.091247, -0.895063, 1.0]], ['2, k, 12', [-0.62459, -0.947044, 1.0]], ['2, k, 13', [-0.528849, -1.21677, 1.0]], ['2, k, 14', [-0.550945, -0.874161, 1.0]], ['2, k, 15', [-0.527941, -0.899058, 1.0]], ['2, k, 16', [-0.505135, -0.943882, 1.0]], ['2, k, 17', [-0.531967, -1.17279, 1.0]], ['2, k, 18', [-0.518933, -1.45112, 1.0]], ['2, k, 19', [-0.423886, -1.35602, 1.0]], ['2, k, 20', [-0.321262, -0.507715, 1.0]], ['2, k, 21', [-0.527954, -0.921192, 1.0]], ['2, k, 22', [-0.469565, -0.90085, 1.0]], ['2, k, 23', [0.0911773, -0.919091, 1.0]], ['2, k, 24', [0.147319, -0.882969, 1.0]]]
[['2, k, 0', [-0.571253, -0.956306, 1.0]], ['2, k, 1', [-0.429249, -0.703285, 1.0]], ['2, k, 2', [-0.286075, -0.443512, 1.0]], ['2, k, 3', [-0.276942, -0.308262, 1.0]], ['2, k, 4', [-0.425838, -0.510604, 1.0]], ['2, k, 5', [-0.538311, -0.684221, 1.0]], ['2, k, 6', [-0.557778, -0.863381, 1.0]], ['2, k, 7', [-0.537732, -0.898096, 1.0]], ['2, k, 8', [-0.14098, -0.50174, 1.0]], ['2, k, 9', [0.0331021, -0.671901, 1.0]], ['2, k, 10', [0.0970284, -0.84754, 1.0]], ['2, k, 11', [0.0911702, -0.898968, 1.0]], ['2, k, 12', [-0.624902, -0.94693, 1.0]], ['2, k, 13', [-0.527695, -1.216, 1.0]], ['2, k, 14', [-0.546842, -0.924194, 1.0]], ['2, k, 15', [-0.525898, -0.900278, 1.0]], ['2, k, 16', [-0.504367, -0.94394, 1.0]], ['2, k, 17', [-0.490254, -1.18705, 1.0]], ['2, k, 18', [-0.527498, -1.47523, 1.0]], ['2, k, 19', [-0.434466, -1.38016, 1.0]], ['2, k, 20', [-0.320987, -0.508251, 1.0]], ['2, k, 21', [-0.528526, -0.916818, 1.0]], ['2, k, 22', [-0.471829, -0.897194, 1.0]], ['2, k, 23', [0.0827917, -0.927295, 1.0]], ['2, k, 24', [0.146969, -0.886985, 1.0]]]
[['2, k, 0', [-0.571768, -0.956722, 1.0]], ['2, k, 1', [-0.429256, -0.703271, 1.0]], ['2, k, 2', [-0.285919, -0.44381, 1.0]], ['2, k, 3', [-0.27637, -0.308544, 1.0]], ['2, k, 4', [-0.425652, -0.510679, 1.0]], ['2, k, 5', [-0.538866, -0.683726, 1.0]], ['2, k, 6', [-0.55851, -0.858808, 1.0]], ['2, k, 7', [-0.537537, -0.890828, 1.0]], ['2, k, 8', [-0.140874, -0.501744, 1.0]], ['2, k, 9', [0.033126, -0.672249, 1.0]], ['2, k, 10', [0.0970629, -0.848306, 1.0]], ['2, k, 11', [0.0926644, -0.897363, 1.0]], ['2, k, 12', [-0.626632, -0.947756, 1.0]], ['2, k, 13', [-0.534366, -1.208, 1.0]], ['2, k, 14', [-0.546161, -0.917386, 1.0]], ['2, k, 15', [-0.524811, -0.899933, 1.0]], ['2, k, 16', [-0.504373, -0.944092, 1.0]], ['2, k, 17', [-0.531819, -1.14597, 1.0]], ['2, k, 18', [-0.515223, -1.41815, 1.0]], ['2, k, 19', [-0.419723, -1.3282, 1.0]], ['2, k, 20', [-0.320959, -0.508415, 1.0]], ['2, k, 21', [-0.53217, -0.909072, 1.0]], ['2, k, 22', [-0.4708, -0.889957, 1.0]], ['2, k, 23', [0.08045, -0.930229, 1.0]], ['2, k, 24', [0.144231, -0.885099, 1.0]]]
[['2, k, 0', [-0.57244, -0.955201, 1.0]], ['2, k, 1', [-0.42879, -0.701153, 1.0]], ['2, k, 2', [-0.284875, -0.442897, 1.0]], ['2, k, 3', [-0.276004, -0.30923, 1.0]], ['2, k, 4', [-0.425533, -0.509981, 1.0]], ['2, k, 5', [-0.543587, -0.680686, 1.0]], ['2, k, 6', [-0.561482, -0.835232, 1.0]], ['2, k, 7', [-0.536652, -0.876143, 1.0]], ['2, k, 8', [-0.138838, -0.495807, 1.0]], ['2, k, 9', [0.0327772, -0.671311, 1.0]], ['2, k, 10', [0.0951368, -0.847283, 1.0]], ['2, k, 11', [0.0924896, -0.887614, 1.0]], ['2, k, 12', [-0.628329, -0.94644, 1.0]], ['2, k, 13', [-0.534358, -1.20798, 1.0]], ['2, k, 14', [-0.54067, -0.937682, 1.0]], ['2, k, 15', [-0.52052, -0.930413, 1.0]], ['2, k, 16', [-0.504274, -0.942049, 1.0]], ['2, k, 17', [-0.535948, -1.14036, 1.0]], ['2, k, 18', [-0.510897, -1.40836, 1.0]], ['2, k, 19', [-0.4156, -1.31944, 1.0]], ['2, k, 20', [-0.320259, -0.50741, 1.0]], ['2, k, 21', [-0.520606, -0.893101, 1.0]], ['2, k, 22', [-0.469467, -0.876158, 1.0]], ['2, k, 23', [0.0867839, -0.911693, 1.0]], ['2, k, 24', [0.146004, -0.876562, 1.0]]]
[['2, k, 0', [-0.573952, -0.951283, 1.0]], ['2, k, 1', [-0.428705, -0.68502, 1.0]], ['2, k, 2', [-0.282099, -0.413269, 1.0]], ['2, k, 3', [-0.274658, -0.285098, 1.0]], ['2, k, 4', [-0.423626, -0.490097, 1.0]], ['2, k, 5', [-0.545433, -0.670192, 1.0]], ['2, k, 6', [-0.560192, -0.824567, 1.0]], ['2, k, 7', [-0.535928, -0.853863, 1.0]], ['2, k, 8', [-0.140175, -0.482799, 1.0]], ['2, k, 9', [0.0419701, -0.677469, 1.0]], ['2, k, 10', [0.0958012, -0.839938, 1.0]], ['2, k, 11', [0.0911162, -0.872274, 1.0]], ['2, k, 12', [-0.631056, -0.941529, 1.0]], ['2, k, 13', [-0.5157, -1.14093, 1.0]], ['2, k, 14', [-0.53849, -0.969283, 1.0]], ['2, k, 15', [-0.520981, -0.963966, 1.0]], ['2, k, 16', [-0.504532, -0.939057, 1.0]], ['2, k, 17', [-0.55313, -1.10795, 1.0]], ['2, k, 18', [-0.513608, -1.34871, 1.0]], ['2, k, 19', [-0.413326, -1.2641, 1.0]], ['2, k, 20', [-0.318685, -0.481484, 1.0]], ['2, k, 21', [-0.52277, -0.869616, 1.0]], ['2, k, 22', [-0.467544, -0.857718, 1.0]], ['2, k, 23', [0.0772626, -0.89639, 1.0]], ['2, k, 24', [0.148164, -0.863646, 1.0]]]
[['2, k, 0', [-0.582907, -0.9476, 1.0]], ['2, k, 1', [-0.432995, -0.666339, 1.0]], ['2, k, 2', [-0.284901, -0.381783, 1.0]], ['2, k, 3', [-0.276248, -0.263412, 1.0]], ['2, k, 4', [-0.421296, -0.474587, 1.0]], ['2, k, 5', [-0.552741, -0.654889, 1.0]], ['2, k, 6', [-0.560255, -0.79741, 1.0]], ['2, k, 7', [-0.536498, -0.824195, 1.0]], ['2, k, 8', [-0.131774, -0.430785, 1.0]], ['2, k, 9', [0.0370482, -0.64741, 1.0]], ['2, k, 10', [0.0921841, -0.826685, 1.0]], ['2, k, 11', [0.0908633, -0.845354, 1.0]], ['2, k, 12', [-0.63983, -0.943052, 1.0]], ['2, k, 13', [-0.52473, -1.2171, 1.0]], ['2, k, 14', [-0.508611, -1.0286, 1.0]], ['2, k, 15', [-0.483104, -1.02801, 1.0]], ['2, k, 16', [-0.512387, -0.929718, 1.0]], ['2, k, 17', [-0.534761, -1.14889, 1.0]], ['2, k, 18', [-0.504241, -1.41382, 1.0]], ['2, k, 19', [-0.410888, -1.31839, 1.0]], ['2, k, 20', [-0.321864, -0.453471, 1.0]], ['2, k, 21', [-0.524962, -0.843277, 1.0]], ['2, k, 22', [-0.465143, -0.828615, 1.0]], ['2, k, 23', [0.086949, -0.867894, 1.0]], ['2, k, 24', [0.147426, -0.83639, 1.0]]]
[['2, k, 0', [-0.575934, -0.939179, 1.0]], ['2, k, 1', [-0.430815, -0.651863, 1.0]], ['2, k, 2', [-0.285428, -0.357337, 1.0]], ['2, k, 3', [-0.279157, -0.231648, 1.0]], ['2, k, 4', [-0.448067, -0.453885, 1.0]], ['2, k, 5', [-0.574099, -0.646799, 1.0]], ['2, k, 6', [-0.562625, -0.777804, 1.0]], ['2, k, 7', [-0.533541, -0.791005, 1.0]], ['2, k, 8', [-0.136577, -0.405927, 1.0]], ['2, k, 9', [0.0326323, -0.628256, 1.0]], ['2, k, 10', [0.0964436, -0.776999, 1.0]], ['2, k, 11', [0.0887406, -0.812174, 1.0]], ['2, k, 12', [-0.633991, -0.938526, 1.0]], ['2, k, 13', [-0.524731, -1.21779, 1.0]], ['2, k, 14', [-0.580818, -0.922782, 1.0]], ['2, k, 15', [-0.564963, -0.872464, 1.0]], ['2, k, 16', [-0.504342, -0.916649, 1.0]], ['2, k, 17', [-0.465388, -1.15575, 1.0]], ['2, k, 18', [-0.52198, -1.4388, 1.0]], ['2, k, 19', [-0.430854, -1.33771, 1.0]], ['2, k, 20', [-0.321604, -0.431173, 1.0]], ['2, k, 21', [-0.511401, -0.808301, 1.0]], ['2, k, 22', [-0.465057, -0.797365, 1.0]], ['2, k, 23', [0.0860897, -0.836511, 1.0]], ['2, k, 24', [0.146313, -0.801912, 1.0]]]
[['2, k, 0', [-0.585676, -0.894632, 1.0]], ['2, k, 1', [-0.42888, -0.605032, 1.0]], ['2, k, 2', [-0.274853, -0.324298, 1.0]], ['2, k, 3', [-0.283659, -0.201019, 1.0]], ['2, k, 4', [-0.426493, -0.387653, 1.0]], ['2, k, 5', [-0.559228, -0.580508, 1.0]], ['2, k, 6', [-0.556169, -0.721888, 1.0]], ['2, k, 7', [-0.535269, -0.747474, 1.0]], ['2, k, 8', [-0.137531, -0.391001, 1.0]], ['2, k, 9', [0.0681062, -0.586912, 1.0]], ['2, k, 10', [0.0996076, -0.747708, 1.0]], ['2, k, 11', [0.0887713, -0.772851, 1.0]], ['2, k, 12', [-0.644604, -0.886107, 1.0]], ['2, k, 13', [-0.535815, -1.06058, 1.0]], ['2, k, 14', [-0.654053, -0.798347, 1.0]], ['2, k, 15', [-0.59581, -0.769443, 1.0]], ['2, k, 16', [-0.512948, -0.882087, 1.0]], ['2, k, 17', [-0.536033, -1.08497, 1.0]], ['2, k, 18', [-0.514674, -1.36188, 1.0]], ['2, k, 19', [-0.421482, -1.26461, 1.0]], ['2, k, 20', [-0.312926, -0.39436, 1.0]], ['2, k, 21', [-0.517275, -0.764357, 1.0]], ['2, k, 22', [-0.464428, -0.754038, 1.0]], ['2, k, 23', [0.0745307, -0.804635, 1.0]], ['2, k, 24', [0.14284, -0.764707, 1.0]]]
[['2, k, 0', [-0.549561, -0.818175, 1.0]], ['2, k, 1', [-0.408742, -0.554099, 1.0]], ['2, k, 2', [-0.270499, -0.302484, 1.0]], ['2, k, 3', [-0.284831, -0.156752, 1.0]], ['2, k, 4', [-0.419211, -0.354052, 1.0]], ['2, k, 5', [-0.5666, -0.528496, 1.0]], ['2, k, 6', [-0.562431, -0.665453, 1.0]], ['2, k, 7', [-0.537104, -0.698578, 1.0]], ['2, k, 8', [-0.132182, -0.343602, 1.0]], ['2, k, 9', [0.0499665, -0.546781, 1.0]], ['2, k, 10', [0.0906892, -0.686083, 1.0]], ['2, k, 11', [0.0866267, -0.719718, 1.0]], ['2, k, 12', [-0.589413, -0.7926, 1.0]], ['2, k, 13', [-0.526749, -0.975307, 1.0]], ['2, k, 14', [-0.624038, -1.23194, 1.0]], ['2, k, 15', [-0.597262, -1.12346, 1.0]], ['2, k, 16', [-0.496729, -0.824414, 1.0]], ['2, k, 17', [-0.597852, -1.10938, 1.0]], ['2, k, 18', [-0.506954, -1.38229, 1.0]], ['2, k, 19', [-0.420606, -1.27814, 1.0]], ['2, k, 20', [-0.305597, -0.365651, 1.0]], ['2, k, 21', [-0.517264, -0.715093, 1.0]], ['2, k, 22', [-0.466279, -0.705561, 1.0]], ['2, k, 23', [0.0764295, -0.738195, 1.0]], ['2, k, 24', [0.141053, -0.712883, 1.0]]]
[['2, k, 0', [-0.56191, -0.79681, 1.0]], ['2, k, 1', [-0.419209, -0.524108, 1.0]], ['2, k, 2', [-0.277436, -0.246873, 1.0]], ['2, k, 3', [-0.287176, -0.118402, 1.0]], ['2, k, 4', [-0.424182, -0.356634, 1.0]], ['2, k, 5', [-0.573432, -0.513891, 1.0]], ['2, k, 6', [-0.546218, -0.611175, 1.0]], ['2, k, 7', [-0.537262, -0.642119, 1.0]], ['2, k, 8', [-0.155843, -0.292019, 1.0]], ['2, k, 9', [0.0319344, -0.493893, 1.0]], ['2, k, 10', [0.0890373, -0.634948, 1.0]], ['2, k, 11', [0.100518, -0.661094, 1.0]], ['2, k, 12', [-0.597089, -0.778112, 1.0]], ['2, k, 13', [-0.538529, -1.03338, 1.0]], ['2, k, 14', [-0.554436, -1.22396, 1.0]], ['2, k, 15', [-0.54433, -1.12227, 1.0]], ['2, k, 16', [-0.514479, -0.795388, 1.0]], ['2, k, 17', [-0.580254, -1.10168, 1.0]], ['2, k, 18', [-0.497855, -1.37431, 1.0]], ['2, k, 19', [-0.415026, -1.26737, 1.0]], ['2, k, 20', [-0.31354, -0.313886, 1.0]], ['2, k, 21', [-0.527522, -0.653085, 1.0]], ['2, k, 22', [-0.479219, -0.644378, 1.0]], ['2, k, 23', [0.0802843, -0.688704, 1.0]], ['2, k, 24', [0.169087, -0.667546, 1.0]]]
[['2, k, 0', [-0.57271, -0.767051, 1.0]], ['2, k, 1', [-0.424275, -0.487099, 1.0]], ['2, k, 2', [-0.275964, -0.210613, 1.0]], ['2, k, 3', [-0.286428, -0.0755221, 1.0]], ['2, k, 4', [-0.420751, -0.342669, 1.0]], ['2, k, 5', [-0.600626, -0.470359, 1.0]], ['2, k, 6', [-0.545588, -0.558912, 1.0]], ['2, k, 7', [-0.536124, -0.584904, 1.0]], ['2, k, 8', [-0.158332, -0.274571, 1.0]], ['2, k, 9', [0.0506679, -0.451594, 1.0]], ['2, k, 10', [0.0886473, -0.576562, 1.0]], ['2, k, 11', [0.10139, -0.600208, 1.0]], ['2, k, 12', [-0.611086, -0.742718, 1.0]], ['2, k, 13', [-0.534466, -1.02881, 1.0]], ['2, k, 14', [-0.555704, -1.24863, 1.0]], ['2, k, 15', [-0.544981, -1.13937, 1.0]], ['2, k, 16', [-0.521173, -0.772796, 1.0]], ['2, k, 17', [-0.5876, -1.09629, 1.0]], ['2, k, 18', [-0.500994, -1.42817, 1.0]], ['2, k, 19', [-0.424131, -1.31545, 1.0]], ['2, k, 20', [-0.313125, -0.280982, 1.0]], ['2, k, 21', [-0.51751, -0.594649, 1.0]], ['2, k, 22', [-0.467929, -0.593697, 1.0]], ['2, k, 23', [0.0987805, -0.613118, 1.0]], ['2, k, 24', [0.163861, -0.609623, 1.0]]]
[['2, k, 0', [-0.370193, -0.74075, 1.0]], ['2, k, 1', [-0.329893, -0.45336, 1.0]], ['2, k, 2', [-0.286923, -0.174845, 1.0]], ['2, k, 3', [-0.29022, -0.0385594, 1.0]], ['2, k, 4', [-0.423956, -0.241478, 1.0]], ['2, k, 5', [-0.565229, -0.39571, 1.0]], ['2, k, 6', [-0.569776, -0.501865, 1.0]], ['2, k, 7', [-0.535523, -0.521061, 1.0]], ['2, k, 8', [-0.155371, -0.250456, 1.0]], ['2, k, 9', [0.0363123, -0.400858, 1.0]], ['2, k, 10', [0.103015, -0.502081, 1.0]], ['2, k, 11', [0.105837, -0.533312, 1.0]], ['2, k, 12', [-0.417916, -0.724131, 1.0]], ['2, k, 13', [-0.135493, -0.96587, 1.0]], ['2, k, 14', [-0.138909, -1.29401, 1.0]], ['2, k, 15', [-0.174337, -1.15813, 1.0]], ['2, k, 16', [-0.313625, -0.739657, 1.0]], ['2, k, 17', [-0.510852, -1.03463, 1.0]], ['2, k, 18', [-0.40963, -1.30585, 1.0]], ['2, k, 19', [-0.489695, -1.20378, 1.0]], ['2, k, 20', [-0.300918, -0.245079, 1.0]], ['2, k, 21', [-0.512374, -0.530913, 1.0]], ['2, k, 22', [-0.478527, -0.523245, 1.0]], ['2, k, 23', [0.110071, -0.543197, 1.0]], ['2, k, 24', [0.167681, -0.543871, 1.0]]]
[['2, k, 0', [-0.387137, -0.693762, 1.0]], ['2, k, 1', [-0.344475, -0.405615, 1.0]], ['2, k, 2', [-0.30081, -0.12091, 1.0]], ['2, k, 3', [-0.290436, -0.00989848, 1.0]], ['2, k, 4', [-0.423669, -0.226679, 1.0]], ['2, k, 5', [-0.550551, -0.360355, 1.0]], ['2, k, 6', [-0.6052, -0.450225, 1.0]], ['2, k, 7', [-0.537334, -0.453849, 1.0]], ['2, k, 8', [-0.153414, -0.205094, 1.0]], ['2, k, 9', [0.0414589, -0.348895, 1.0]], ['2, k, 10', [0.120671, -0.456967, 1.0]], ['2, k, 11', [0.102998, -0.464277, 1.0]], ['2, k, 12', [-0.429523, -0.679076, 1.0]], ['2, k, 13', [-0.160435, -0.939596, 1.0]], ['2, k, 14', [-0.138075, -1.29565, 1.0]], ['2, k, 15', [-0.106145, -1.15498, 1.0]], ['2, k, 16', [-0.335637, -0.6921, 1.0]], ['2, k, 17', [-0.507448, -0.97167, 1.0]], ['2, k, 18', [-0.516358, -1.25208, 1.0]], ['2, k, 19', [-0.558724, -1.13284, 1.0]], ['2, k, 20', [-0.311926, -0.191609, 1.0]], ['2, k, 21', [-0.517758, -0.464632, 1.0]], ['2, k, 22', [-0.487102, -0.444826, 1.0]], ['2, k, 23', [0.0958003, -0.477788, 1.0]], ['2, k, 24', [0.167367, -0.476076, 1.0]]]
[['2, k, 0', [-0.416504, -0.64568, 1.0]], ['2, k, 1', [-0.352092, -0.376548, 1.0]], ['2, k, 2', [-0.295547, -0.1045, 1.0]], ['2, k, 3', [-0.29028, 0.0344669, 1.0]], ['2, k, 4', [-0.429501, -0.220638, 1.0]], ['2, k, 5', [-0.538101, -0.309704, 1.0]], ['2, k, 6', [-0.597315, -0.404537, 1.0]], ['2, k, 7', [-0.537913, -0.385353, 1.0]], ['2, k, 8', [-0.156914, -0.152808, 1.0]], ['2, k, 9', [0.00166735, -0.283477, 1.0]], ['2, k, 10', [0.10812, -0.359014, 1.0]], ['2, k, 11', [0.104931, -0.397654, 1.0]], ['2, k, 12', [-0.460155, -0.631179, 1.0]], ['2, k, 13', [-0.531381, -0.327968, 1.0]], ['2, k, 14', [-0.539776, -0.670499, 1.0]], ['2, k, 15', [-0.484693, -0.570422, 1.0]], ['2, k, 16', [-0.363058, -0.644984, 1.0]], ['2, k, 17', [-0.50781, -0.955136, 1.0]], ['2, k, 18', [-0.516798, -1.23753, 1.0]], ['2, k, 19', [-0.537648, -1.09889, 1.0]], ['2, k, 20', [-0.309305, -0.173026, 1.0]], ['2, k, 21', [-0.518968, -0.389981, 1.0]], ['2, k, 22', [-0.481861, -0.382931, 1.0]], ['2, k, 23', [0.100615, -0.406449, 1.0]], ['2, k, 24', [0.171896, -0.407968, 1.0]]]
