[['2, k, 0', [-0.28295, -0.46555, 1.0]], ['2, k, 1', [-0.277821, -0.15228, 1.0]], ['2, k, 2', [-0.271019, 0.153561, 1.0]], ['2, k, 3', [-0.288193, 0.309641, 1.0]], ['2, k, 4', [-0.459619, 0.0363334, 1.0]], ['2, k, 5', [-0.516027, -0.235583, 1.0]], ['2, k, 6', [-0.500175, -0.466999, 1.0]], ['2, k, 7', [-0.493111, -0.469259, 1.0]], ['2, k, 8', [-0.0891852, 0.0285036, 1.0]], ['2, k, 9', [-0.0285092, -0.226214, 1.0]], ['2, k, 10', [-0.0163173, -0.458076, 1.0]], ['2, k, 11', [-0.0272179, -0.471953, 1.0]], ['2, k, 12', [-0.363142, -0.456504, 1.0]], ['2, k, 13', [-0.416486, -0.77774, 1.0]], ['2, k, 14', [-0.487696, -1.0852, 1.0]], ['2, k, 15', [-0.53082, -1.14209, 1.0]], ['2, k, 16', [-0.194027, -0.460292, 1.0]], ['2, k, 17', [-0.110075, -0.780045, 1.0]], ['2, k, 18', [-0.0301984, -1.10242, 1.0]], ['2, k, 19', [0.00381435, -1.13491, 1.0]], ['2, k, 20', [-0.273011, 0.0781517, 1.0]], ['2, k, 21', [-0.491622, -0.538, 1.0]], ['2, k, 22', [-0.445582, -0.45421, 1.0]], ['2, k, 23', [-0.0337306, -0.540199, 1.0]], ['2, k, 24', [-0.0558803, -0.473589, 1.0]]]
[['2, k, 0', [-0.292723, -0.451969, 1.0]], ['2, k, 1', [-0.297037, -0.154801, 1.0]], ['2, k, 2', [-0.299499, 0.135618, 1.0]], ['2, k, 3', [-0.306986, 0.284753, 1.0]], ['2, k, 4', [-0.444945, 0.0320709, 1.0]], ['2, k, 5', [-0.551648, 0.0320689, 1.0]], ['2, k, 6', [-0.553133, -0.0341647, 1.0]], ['2, k, 7', [-0.568892, -0.0286945, 1.0]], ['2, k, 8', [-0.169616, 0.0670454, 1.0]], ['2, k, 9', [-0.0670449, 0.0678809, 1.0]], ['2, k, 10', [-0.0903213, 0.0106491, 1.0]], ['2, k, 11', [-0.123842, -0.01965, 1.0]], ['2, k, 12', [-0.371589, -0.450099, 1.0]], ['2, k, 13', [-0.447869, -0.746227, 1.0]], ['2, k, 14', [-0.487022, -1.08627, 1.0]], ['2, k, 15', [-0.53587, -1.13501, 1.0]], ['2, k, 16', [-0.204967, -0.440082, 1.0]], ['2, k, 17', [-0.0995391, -0.741988, 1.0]], ['2, k, 18', [-0.0285402, -1.10263, 1.0]], ['2, k, 19', [0.00889916, -1.13798, 1.0]], ['2, k, 20', [-0.299213, 0.0639693, 1.0]], ['2, k, 21', [-0.582807, -0.0316982, 1.0]], ['2, k, 22', [-0.524173, -0.0574153, 1.0]], ['2, k, 23', [-0.137738, -0.00965277, 1.0]], ['2, k, 24', [-0.166862, -0.0453244, 1.0]]]
[['2, k, 0', [-0.292809, -0.44983, 1.0]], ['2, k, 1', [-0.297304, -0.150383, 1.0]], ['2, k, 2', [-0.299974, 0.143079, 1.0]], ['2, k, 3', [-0.307887, 0.291349, 1.0]], ['2, k, 4', [-0.445333, 0.0382643, 1.0]], ['2, k, 5', [-0.552245, 0.0324393, 1.0]], ['2, k, 6', [-0.552609, -0.0168584, 1.0]], ['2, k, 7', [-0.567698, -0.017558, 1.0]], ['2, k, 8', [-0.166134, 0.0665543, 1.0]], ['2, k, 9', [-0.0660157, 0.0760003, 1.0]], ['2, k, 10', [-0.0905357, 0.0141, 1.0]], ['2, k, 11', [-0.127135, -0.00910261, 1.0]], ['2, k, 12', [-0.371379, -0.447567, 1.0]], ['2, k, 13', [-0.444764, -0.749285, 1.0]], ['2, k, 14', [-0.486485, -1.08599, 1.0]], ['2, k, 15', [-0.528974, -1.12853, 1.0]], ['2, k, 16', [-0.205298, -0.438353, 1.0]], ['2, k, 17', [-0.101949, -0.744142, 1.0]], ['2, k, 18', [-0.0306494, -1.09885, 1.0]], ['2, k, 19', [0.00647189, -1.13545, 1.0]], ['2, k, 20', [-0.299637, 0.0706109, 1.0]], ['2, k, 21', [-0.578941, -0.0202979, 1.0]], ['2, k, 22', [-0.522682, -0.0468292, 1.0]], ['2, k, 23', [-0.138887, 0.00113822, 1.0]], ['2, k, 24', [-0.182655, -0.0399824, 1.0]]]
[['2, k, 0', [-0.292027, -0.447976, 1.0]], ['2, k, 1', [-0.296786, -0.146922, 1.0]], ['2, k, 2', [-0.299896, 0.148103, 1.0]], ['2, k, 3', [-0.308134, 0.295775, 1.0]], ['2, k, 4', [-0.445617, 0.0426204, 1.0]], ['2, k, 5', [-0.536052, 0.0352673, 1.0]], ['2, k, 6', [-0.567683, -0.0113188, 1.0]], ['2, k, 7', [-0.571013, -0.0140838, 1.0]], ['2, k, 8', [-0.16446, 0.0663213, 1.0]], ['2, k, 9', [-0.0682786, 0.0796761, 1.0]], ['2, k, 10', [-0.0944552, 0.0323057, 1.0]], ['2, k, 11', [-0.13107, -0.00229344, 1.0]], ['2, k, 12', [-0.370157, -0.445044, 1.0]], ['2, k, 13', [-0.441114, -0.750898, 1.0]], ['2, k, 14', [-0.486479, -1.08522, 1.0]], ['2, k, 15', [-0.52977, -1.12897, 1.0]], ['2, k, 16', [-0.204888, -0.437124, 1.0]], ['2, k, 17', [-0.103554, -0.74783, 1.0]], ['2, k, 18', [-0.0311384, -1.09839, 1.0]], ['2, k, 19', [0.00571024, -1.13427, 1.0]], ['2, k, 20', [-0.299436, 0.0752692, 1.0]], ['2, k, 21', [-0.593247, -0.0091462, 1.0]], ['2, k, 22', [-0.520622, -0.0369048, 1.0]], ['2, k, 23', [-0.142411, 0.00933304, 1.0]], ['2, k, 24', [-0.183109, -0.029911, 1.0]]]
[['2, k, 0', [-0.291966, -0.447335, 1.0]], ['2, k, 1', [-0.296827, -0.145046, 1.0]], ['2, k, 2', [-0.300042, 0.151355, 1.0]], ['2, k, 3', [-0.308418, 0.299185, 1.0]], ['2, k, 4', [-0.445888, 0.0467435, 1.0]], ['2, k, 5', [-0.536953, 0.0359055, 1.0]], ['2, k, 6', [-0.562927, 0.00600499, 1.0]], ['2, k, 7', [-0.568326, -0.00831519, 1.0]], ['2, k, 8', [-0.160158, 0.0637943, 1.0]], ['2, k, 9', [-0.110078, 0.0820146, 1.0]], ['2, k, 10', [-0.0865404, 0.0226101, 1.0]], ['2, k, 11', [-0.128685, 0.00418432, 1.0]], ['2, k, 12', [-0.369984, -0.44409, 1.0]], ['2, k, 13', [-0.438671, -0.752395, 1.0]], ['2, k, 14', [-0.486018, -1.0846, 1.0]], ['2, k, 15', [-0.527626, -1.12704, 1.0]], ['2, k, 16', [-0.204912, -0.436767, 1.0]], ['2, k, 17', [-0.10666, -0.755854, 1.0]], ['2, k, 18', [-0.0314882, -1.09781, 1.0]], ['2, k, 19', [0.00497903, -1.13329, 1.0]], ['2, k, 20', [-0.299559, 0.0781812, 1.0]], ['2, k, 21', [-0.592158, -0.00316685, 1.0]], ['2, k, 22', [-0.515471, -0.0311173, 1.0]], ['2, k, 23', [-0.140306, 0.016067, 1.0]], ['2, k, 24', [-0.179462, -0.0238277, 1.0]]]
[['2, k, 0', [-0.292316, -0.446644, 1.0]], ['2, k, 1', [-0.29689, -0.14369, 1.0]], ['2, k, 2', [-0.299582, 0.15332, 1.0]], ['2, k, 3', [-0.307936, 0.302195, 1.0]], ['2, k, 4', [-0.445874, 0.047993, 1.0]], ['2, k, 5', [-0.538904, 0.0295636, 1.0]], ['2, k, 6', [-0.557048, 0.0208257, 1.0]], ['2, k, 7', [-0.56359, 4.25673e-05, 1.0]], ['2, k, 8', [-0.159035, 0.0634558, 1.0]], ['2, k, 9', [-0.108677, 0.0806951, 1.0]], ['2, k, 10', [-0.102174, 0.0186991, 1.0]], ['2, k, 11', [-0.132092, 0.00634457, 1.0]], ['2, k, 12', [-0.37029, -0.442899, 1.0]], ['2, k, 13', [-0.43689, -0.753191, 1.0]], ['2, k, 14', [-0.485951, -1.08343, 1.0]], ['2, k, 15', [-0.526652, -1.12674, 1.0]], ['2, k, 16', [-0.2053, -0.436413, 1.0]], ['2, k, 17', [-0.107797, -0.755461, 1.0]], ['2, k, 18', [-0.0315021, -1.09619, 1.0]], ['2, k, 19', [0.0041141, -1.13205, 1.0]], ['2, k, 20', [-0.299251, 0.0800015, 1.0]], ['2, k, 21', [-0.578697, 0.000339067, 1.0]], ['2, k, 22', [-0.518035, -0.0262699, 1.0]], ['2, k, 23', [-0.14567, 0.0176051, 1.0]], ['2, k, 24', [-0.185835, -0.0207408, 1.0]]]
[['2, k, 0', [-0.2923, -0.446332, 1.0]], ['2, k, 1', [-0.296746, -0.142835, 1.0]], ['2, k, 2', [-0.299238, 0.154632, 1.0]], ['2, k, 3', [-0.307594, 0.303851, 1.0]], ['2, k, 4', [-0.445733, 0.0494607, 1.0]], ['2, k, 5', [-0.539879, 0.0308291, 1.0]], ['2, k, 6', [-0.556213, 0.020625, 1.0]], ['2, k, 7', [-0.560371, 0.00143122, 1.0]], ['2, k, 8', [-0.15784, 0.0625301, 1.0]], ['2, k, 9', [-0.107508, 0.0810969, 1.0]], ['2, k, 10', [-0.102069, 0.0182761, 1.0]], ['2, k, 11', [-0.132993, 0.00598768, 1.0]], ['2, k, 12', [-0.370249, -0.442494, 1.0]], ['2, k, 13', [-0.435907, -0.75444, 1.0]], ['2, k, 14', [-0.485915, -1.08266, 1.0]], ['2, k, 15', [-0.526917, -1.12693, 1.0]], ['2, k, 16', [-0.205314, -0.436231, 1.0]], ['2, k, 17', [-0.109331, -0.760069, 1.0]], ['2, k, 18', [-0.0318605, -1.09658, 1.0]], ['2, k, 19', [0.00387362, -1.13152, 1.0]], ['2, k, 20', [-0.298962, 0.0812108, 1.0]], ['2, k, 21', [-0.575226, 0.00255417, 1.0]], ['2, k, 22', [-0.521794, -0.0252837, 1.0]], ['2, k, 23', [-0.142278, 0.0190949, 1.0]], ['2, k, 24', [-0.186642, -0.0216432, 1.0]]]
[['2, k, 0', [-0.292357, -0.445755, 1.0]], ['2, k, 1', [-0.296598, -0.14171, 1.0]], ['2, k, 2', [-0.298796, 0.156147, 1.0]], ['2, k, 3', [-0.307262, 0.305423, 1.0]], ['2, k, 4', [-0.445309, 0.0506077, 1.0]], ['2, k, 5', [-0.540105, 0.0313771, 1.0]], ['2, k, 6', [-0.555808, 0.0206524, 1.0]], ['2, k, 7', [-0.562566, -0.00311407, 1.0]], ['2, k, 8', [-0.157404, 0.0626333, 1.0]], ['2, k, 9', [-0.101467, 0.073345, 1.0]], ['2, k, 10', [-0.121034, 0.014036, 1.0]], ['2, k, 11', [-0.131241, 0.00522445, 1.0]], ['2, k, 12', [-0.370184, -0.441642, 1.0]], ['2, k, 13', [-0.43563, -0.754578, 1.0]], ['2, k, 14', [-0.485604, -1.08253, 1.0]], ['2, k, 15', [-0.526913, -1.12704, 1.0]], ['2, k, 16', [-0.205461, -0.435917, 1.0]], ['2, k, 17', [-0.110358, -0.762152, 1.0]], ['2, k, 18', [-0.0320731, -1.09646, 1.0]], ['2, k, 19', [0.00361038, -1.13115, 1.0]], ['2, k, 20', [-0.298598, 0.0826408, 1.0]], ['2, k, 21', [-0.587317, 0.00425972, 1.0]], ['2, k, 22', [-0.509805, -0.0260086, 1.0]], ['2, k, 23', [-0.146624, 0.0162217, 1.0]], ['2, k, 24', [-0.185008, -0.025016, 1.0]]]
[['2, k, 0', [-0.29253, -0.445385, 1.0]], ['2, k, 1', [-0.29664, -0.141212, 1.0]], ['2, k, 2', [-0.298688, 0.156822, 1.0]], ['2, k, 3', [-0.30712, 0.30618, 1.0]], ['2, k, 4', [-0.445132, 0.0516038, 1.0]], ['2, k, 5', [-0.540642, 0.0320116, 1.0]], ['2, k, 6', [-0.55531, 0.0201418, 1.0]], ['2, k, 7', [-0.559508, -0.00379953, 1.0]], ['2, k, 8', [-0.15718, 0.0626201, 1.0]], ['2, k, 9', [-0.101876, 0.0722737, 1.0]], ['2, k, 10', [-0.121493, 0.0131462, 1.0]], ['2, k, 11', [-0.130629, 0.00215299, 1.0]], ['2, k, 12', [-0.370361, -0.441278, 1.0]], ['2, k, 13', [-0.435582, -0.754756, 1.0]], ['2, k, 14', [-0.485775, -1.08281, 1.0]], ['2, k, 15', [-0.525287, -1.12643, 1.0]], ['2, k, 16', [-0.205641, -0.435596, 1.0]], ['2, k, 17', [-0.110422, -0.762394, 1.0]], ['2, k, 18', [-0.0320774, -1.09637, 1.0]], ['2, k, 19', [0.00359491, -1.13106, 1.0]], ['2, k, 20', [-0.298534, 0.0832665, 1.0]], ['2, k, 21', [-0.582032, 0.00202081, 1.0]], ['2, k, 22', [-0.513266, -0.0292387, 1.0]], ['2, k, 23', [-0.143904, 0.0137854, 1.0]], ['2, k, 24', [-0.187083, -0.0273869, 1.0]]]
[['2, k, 0', [-0.292324, -0.444896, 1.0]], ['2, k, 1', [-0.296398, -0.14064, 1.0]], ['2, k, 2', [-0.298412, 0.157371, 1.0]], ['2, k, 3', [-0.306699, 0.306725, 1.0]], ['2, k, 4', [-0.444882, 0.0518552, 1.0]], ['2, k, 5', [-0.537729, 0.0361166, 1.0]], ['2, k, 6', [-0.555345, 0.0190639, 1.0]], ['2, k, 7', [-0.560453, -0.00657404, 1.0]], ['2, k, 8', [-0.156806, 0.0633204, 1.0]], ['2, k, 9', [-0.103368, 0.0684548, 1.0]], ['2, k, 10', [-0.12151, 0.0109186, 1.0]], ['2, k, 11', [-0.133364, -0.00394938, 1.0]], ['2, k, 12', [-0.370202, -0.440937, 1.0]], ['2, k, 13', [-0.435597, -0.754761, 1.0]], ['2, k, 14', [-0.485817, -1.08279, 1.0]], ['2, k, 15', [-0.52639, -1.12633, 1.0]], ['2, k, 16', [-0.205416, -0.435017, 1.0]], ['2, k, 17', [-0.110608, -0.756167, 1.0]], ['2, k, 18', [-0.0325161, -1.09528, 1.0]], ['2, k, 19', [0.00361105, -1.13045, 1.0]], ['2, k, 20', [-0.298266, 0.0838261, 1.0]], ['2, k, 21', [-0.581881, -0.000926938, 1.0]], ['2, k, 22', [-0.508111, -0.0315651, 1.0]], ['2, k, 23', [-0.140243, 0.0109986, 1.0]], ['2, k, 24', [-0.189334, -0.0315643, 1.0]]]
[['2, k, 0', [-0.29188, -0.444069, 1.0]], ['2, k, 1', [-0.296156, -0.140317, 1.0]], ['2, k, 2', [-0.298212, 0.157443, 1.0]], ['2, k, 3', [-0.305966, 0.306991, 1.0]], ['2, k, 4', [-0.44469, 0.0522421, 1.0]], ['2, k, 5', [-0.532244, 0.0405552, 1.0]], ['2, k, 6', [-0.563446, 0.0119259, 1.0]], ['2, k, 7', [-0.558808, -0.0107404, 1.0]], ['2, k, 8', [-0.156888, 0.0651256, 1.0]], ['2, k, 9', [-0.0741764, 0.0845541, 1.0]], ['2, k, 10', [-0.0847219, 0.0233845, 1.0]], ['2, k, 11', [-0.127508, -0.00781949, 1.0]], ['2, k, 12', [-0.36975, -0.44035, 1.0]], ['2, k, 13', [-0.435624, -0.754638, 1.0]], ['2, k, 14', [-0.485638, -1.08288, 1.0]], ['2, k, 15', [-0.52213, -1.12294, 1.0]], ['2, k, 16', [-0.204989, -0.433987, 1.0]], ['2, k, 17', [-0.110469, -0.756223, 1.0]], ['2, k, 18', [-0.0324841, -1.09517, 1.0]], ['2, k, 19', [0.00361267, -1.13048, 1.0]], ['2, k, 20', [-0.29808, 0.0839449, 1.0]], ['2, k, 21', [-0.579042, -0.00440487, 1.0]], ['2, k, 22', [-0.506124, -0.0343553, 1.0]], ['2, k, 23', [-0.141994, 0.00243378, 1.0]], ['2, k, 24', [-0.182919, -0.0324631, 1.0]]]
[['2, k, 0', [-0.29094, -0.442653, 1.0]], ['2, k, 1', [-0.295539, -0.139646, 1.0]], ['2, k, 2', [-0.297871, 0.157566, 1.0]], ['2, k, 3', [-0.30557, 0.306962, 1.0]], ['2, k, 4', [-0.444462, 0.052283, 1.0]], ['2, k, 5', [-0.531856, 0.0392231, 1.0]], ['2, k, 6', [-0.541677, -0.01096, 1.0]], ['2, k, 7', [-0.556567, -0.0147127, 1.0]], ['2, k, 8', [-0.159663, 0.0773527, 1.0]], ['2, k, 9', [-0.0612691, 0.0830619, 1.0]], ['2, k, 10', [-0.0937512, 0.0265696, 1.0]], ['2, k, 11', [-0.12631, -0.0127699, 1.0]], ['2, k, 12', [-0.368678, -0.439497, 1.0]], ['2, k, 13', [-0.435776, -0.754607, 1.0]], ['2, k, 14', [-0.485665, -1.08299, 1.0]], ['2, k, 15', [-0.522452, -1.12331, 1.0]], ['2, k, 16', [-0.204157, -0.431961, 1.0]], ['2, k, 17', [-0.110019, -0.756603, 1.0]], ['2, k, 18', [-0.0323955, -1.09523, 1.0]], ['2, k, 19', [0.0036466, -1.13054, 1.0]], ['2, k, 20', [-0.297691, 0.0841661, 1.0]], ['2, k, 21', [-0.582512, -0.00772014, 1.0]], ['2, k, 22', [-0.502722, -0.0382184, 1.0]], ['2, k, 23', [-0.139735, -0.00205566, 1.0]], ['2, k, 24', [-0.175326, -0.0377762, 1.0]]]
[['2, k, 0', [-0.290667, -0.442403, 1.0]], ['2, k, 1', [-0.295311, -0.139635, 1.0]], ['2, k, 2', [-0.297537, 0.157216, 1.0]], ['2, k, 3', [-0.304745, 0.306478, 1.0]], ['2, k, 4', [-0.444032, 0.0522112, 1.0]], ['2, k, 5', [-0.531397, 0.0377436, 1.0]], ['2, k, 6', [-0.541566, -0.0100176, 1.0]], ['2, k, 7', [-0.555059, -0.0194152, 1.0]], ['2, k, 8', [-0.160342, 0.0781677, 1.0]], ['2, k, 9', [-0.0596535, 0.0811428, 1.0]], ['2, k, 10', [-0.0909554, 0.019394, 1.0]], ['2, k, 11', [-0.111286, -0.011469, 1.0]], ['2, k, 12', [-0.3684, -0.439405, 1.0]], ['2, k, 13', [-0.436415, -0.753855, 1.0]], ['2, k, 14', [-0.485667, -1.083, 1.0]], ['2, k, 15', [-0.522771, -1.12371, 1.0]], ['2, k, 16', [-0.203906, -0.431587, 1.0]], ['2, k, 17', [-0.108759, -0.753666, 1.0]], ['2, k, 18', [-0.0323706, -1.09524, 1.0]], ['2, k, 19', [0.00366434, -1.13058, 1.0]], ['2, k, 20', [-0.297405, 0.0839554, 1.0]], ['2, k, 21', [-0.578487, -0.0152229, 1.0]], ['2, k, 22', [-0.502509, -0.0436097, 1.0]], ['2, k, 23', [-0.125478, -0.00925213, 1.0]], ['2, k, 24', [-0.145689, -0.0360091, 1.0]]]
[['2, k, 0', [-0.290425, -0.442891, 1.0]], ['2, k, 1', [-0.294883, -0.140092, 1.0]], ['2, k, 2', [-0.29677, 0.156447, 1.0]], ['2, k, 3', [-0.30398, 0.305646, 1.0]], ['2, k, 4', [-0.442684, 0.0437794, 1.0]], ['2, k, 5', [-0.531971, 0.0371472, 1.0]], ['2, k, 6', [-0.539184, -0.00258027, 1.0]], ['2, k, 7', [-0.551795, -0.0220657, 1.0]], ['2, k, 8', [-0.161213, 0.0782153, 1.0]], ['2, k, 9', [-0.0818356, 0.0611782, 1.0]], ['2, k, 10', [-0.104196, 0.00941841, 1.0]], ['2, k, 11', [-0.117956, -0.0198402, 1.0]], ['2, k, 12', [-0.368028, -0.44048, 1.0]], ['2, k, 13', [-0.438154, -0.753615, 1.0]], ['2, k, 14', [-0.485704, -1.0831, 1.0]], ['2, k, 15', [-0.521587, -1.12245, 1.0]], ['2, k, 16', [-0.203785, -0.431747, 1.0]], ['2, k, 17', [-0.108255, -0.753344, 1.0]], ['2, k, 18', [-0.0323456, -1.09528, 1.0]], ['2, k, 19', [0.00534801, -1.13115, 1.0]], ['2, k, 20', [-0.296727, 0.0832871, 1.0]], ['2, k, 21', [-0.573962, -0.0191898, 1.0]], ['2, k, 22', [-0.500541, -0.0471664, 1.0]], ['2, k, 23', [-0.132696, -0.0130942, 1.0]], ['2, k, 24', [-0.18371, -0.0544433, 1.0]]]
[['2, k, 0', [-0.290082, -0.443667, 1.0]], ['2, k, 1', [-0.294281, -0.141231, 1.0]], ['2, k, 2', [-0.295914, 0.154618, 1.0]], ['2, k, 3', [-0.303081, 0.303611, 1.0]], ['2, k, 4', [-0.441844, 0.0396605, 1.0]], ['2, k, 5', [-0.53156, 0.0375903, 1.0]], ['2, k, 6', [-0.539514, -0.00374531, 1.0]], ['2, k, 7', [-0.55002, -0.026702, 1.0]], ['2, k, 8', [-0.162172, 0.077589, 1.0]], ['2, k, 9', [-0.0821314, 0.0606849, 1.0]], ['2, k, 10', [-0.100251, -0.0287167, 1.0]], ['2, k, 11', [-0.117632, -0.0238938, 1.0]], ['2, k, 12', [-0.367474, -0.441655, 1.0]], ['2, k, 13', [-0.43957, -0.753271, 1.0]], ['2, k, 14', [-0.485734, -1.08322, 1.0]], ['2, k, 15', [-0.521707, -1.12267, 1.0]], ['2, k, 16', [-0.203628, -0.432205, 1.0]], ['2, k, 17', [-0.107289, -0.753549, 1.0]], ['2, k, 18', [-0.0322481, -1.09613, 1.0]], ['2, k, 19', [0.00562486, -1.1314, 1.0]], ['2, k, 20', [-0.29592, 0.0816498, 1.0]], ['2, k, 21', [-0.570461, -0.0243339, 1.0]], ['2, k, 22', [-0.498776, -0.0527812, 1.0]], ['2, k, 23', [-0.134932, -0.0184618, 1.0]], ['2, k, 24', [-0.17533, -0.0544807, 1.0]]]
[['2, k, 0', [-0.289754, -0.444931, 1.0]], ['2, k, 1', [-0.293304, -0.143502, 1.0]], ['2, k, 2', [-0.294139, 0.150825, 1.0]], ['2, k, 3', [-0.301467, 0.299763, 1.0]], ['2, k, 4', [-0.441557, 0.0368068, 1.0]], ['2, k, 5', [-0.530006, 0.0347633, 1.0]], ['2, k, 6', [-0.532257, -0.0341317, 1.0]], ['2, k, 7', [-0.548261, -0.0324667, 1.0]], ['2, k, 8', [-0.162622, 0.0769788, 1.0]], ['2, k, 9', [-0.0835116, 0.0562356, 1.0]], ['2, k, 10', [-0.0934256, -0.0272952, 1.0]], ['2, k, 11', [-0.113198, -0.026503, 1.0]], ['2, k, 12', [-0.366947, -0.443211, 1.0]], ['2, k, 13', [-0.440916, -0.752749, 1.0]], ['2, k, 14', [-0.485952, -1.08303, 1.0]], ['2, k, 15', [-0.524381, -1.12409, 1.0]], ['2, k, 16', [-0.203504, -0.433179, 1.0]], ['2, k, 17', [-0.105971, -0.75158, 1.0]], ['2, k, 18', [-0.0322424, -1.09624, 1.0]], ['2, k, 19', [0.00514934, -1.13121, 1.0]], ['2, k, 20', [-0.29434, 0.0782674, 1.0]], ['2, k, 21', [-0.566123, -0.0300178, 1.0]], ['2, k, 22', [-0.503009, -0.0560222, 1.0]], ['2, k, 23', [-0.131615, -0.0230127, 1.0]], ['2, k, 24', [-0.173902, -0.0601529, 1.0]]]
[['2, k, 0', [-0.289639, -0.446963, 1.0]], ['2, k, 1', [-0.292712, -0.147807, 1.0]], ['2, k, 2', [-0.293114, 0.143481, 1.0]], ['2, k, 3', [-0.300233, 0.293826, 1.0]], ['2, k, 4', [-0.441116, 0.0332031, 1.0]], ['2, k, 5', [-0.52956, 0.0299147, 1.0]], ['2, k, 6', [-0.536521, -0.0206295, 1.0]], ['2, k, 7', [-0.546952, -0.0369299, 1.0]], ['2, k, 8', [-0.163047, 0.0756739, 1.0]], ['2, k, 9', [-0.0903851, 0.0437606, 1.0]], ['2, k, 10', [-0.0914123, -0.0273126, 1.0]], ['2, k, 11', [-0.108855, -0.0296436, 1.0]], ['2, k, 12', [-0.366997, -0.445179, 1.0]], ['2, k, 13', [-0.443735, -0.751116, 1.0]], ['2, k, 14', [-0.485955, -1.08283, 1.0]], ['2, k, 15', [-0.524521, -1.12429, 1.0]], ['2, k, 16', [-0.203271, -0.435257, 1.0]], ['2, k, 17', [-0.104108, -0.748786, 1.0]], ['2, k, 18', [-0.0325538, -1.09656, 1.0]], ['2, k, 19', [0.00548016, -1.13132, 1.0]], ['2, k, 20', [-0.293403, 0.0717251, 1.0]], ['2, k, 21', [-0.564891, -0.0370699, 1.0]], ['2, k, 22', [-0.510149, -0.0585578, 1.0]], ['2, k, 23', [-0.131601, -0.0272875, 1.0]], ['2, k, 24', [-0.148344, -0.044509, 1.0]]]
[['2, k, 0', [-0.289458, -0.450181, 1.0]], ['2, k, 1', [-0.292732, -0.153836, 1.0]], ['2, k, 2', [-0.293788, 0.134481, 1.0]], ['2, k, 3', [-0.299052, 0.287225, 1.0]], ['2, k, 4', [-0.440762, 0.029752, 1.0]], ['2, k, 5', [-0.522552, 0.0185539, 1.0]], ['2, k, 6', [-0.53643, -0.0220976, 1.0]], ['2, k, 7', [-0.54629, -0.0450009, 1.0]], ['2, k, 8', [-0.163229, 0.0736048, 1.0]], ['2, k, 9', [-0.0864822, 0.0415628, 1.0]], ['2, k, 10', [-0.0908084, -0.0283384, 1.0]], ['2, k, 11', [-0.119327, -0.0431745, 1.0]], ['2, k, 12', [-0.36683, -0.448925, 1.0]], ['2, k, 13', [-0.448418, -0.751306, 1.0]], ['2, k, 14', [-0.486282, -1.08236, 1.0]], ['2, k, 15', [-0.526146, -1.12621, 1.0]], ['2, k, 16', [-0.203132, -0.437938, 1.0]], ['2, k, 17', [-0.101676, -0.749194, 1.0]], ['2, k, 18', [-0.0332957, -1.0968, 1.0]], ['2, k, 19', [0.00513713, -1.13085, 1.0]], ['2, k, 20', [-0.293869, 0.063448, 1.0]], ['2, k, 21', [-0.565899, -0.0435502, 1.0]], ['2, k, 22', [-0.497654, -0.0688719, 1.0]], ['2, k, 23', [-0.136716, -0.0360694, 1.0]], ['2, k, 24', [-0.162673, -0.0668482, 1.0]]]
[['2, k, 0', [-0.289572, -0.454918, 1.0]], ['2, k, 1', [-0.291896, -0.160706, 1.0]], ['2, k, 2', [-0.291897, 0.126011, 1.0]], ['2, k, 3', [-0.29823, 0.279389, 1.0]], ['2, k, 4', [-0.440403, 0.0263385, 1.0]], ['2, k, 5', [-0.526155, 0.00836642, 1.0]], ['2, k, 6', [-0.534016, -0.0339981, 1.0]], ['2, k, 7', [-0.546234, -0.0532153, 1.0]], ['2, k, 8', [-0.163878, 0.0699096, 1.0]], ['2, k, 9', [-0.0856546, 0.0300332, 1.0]], ['2, k, 10', [-0.107515, -0.0252027, 1.0]], ['2, k, 11', [-0.127607, -0.0545843, 1.0]], ['2, k, 12', [-0.366986, -0.453703, 1.0]], ['2, k, 13', [-0.453222, -0.750763, 1.0]], ['2, k, 14', [-0.48665, -1.08197, 1.0]], ['2, k, 15', [-0.530888, -1.12985, 1.0]], ['2, k, 16', [-0.203251, -0.442415, 1.0]], ['2, k, 17', [-0.101193, -0.747422, 1.0]], ['2, k, 18', [-0.0337199, -1.09605, 1.0]], ['2, k, 19', [0.0044924, -1.13072, 1.0]], ['2, k, 20', [-0.292247, 0.0553216, 1.0]], ['2, k, 21', [-0.561257, -0.0520914, 1.0]], ['2, k, 22', [-0.49654, -0.0786082, 1.0]], ['2, k, 23', [-0.135147, -0.0425415, 1.0]], ['2, k, 24', [-0.182162, -0.0804763, 1.0]]]
