[['2, k, 0', [-0.262287, -0.624473, 1.0]], ['2, k, 1', [-0.260058, -0.32867, 1.0]], ['2, k, 2', [-0.256553, -0.0379651, 1.0]], ['2, k, 3', [-0.230471, 0.0548331, 1.0]], ['2, k, 4', [-0.397186, -0.119903, 1.0]], ['2, k, 5', [-0.529855, -0.0802829, 1.0]], ['2, k, 6', [-0.560294, 0.0237977, 1.0]], ['2, k, 7', [-0.545826, 0.11749, 1.0]], ['2, k, 8', [-0.0976254, -0.108023, 1.0]], ['2, k, 9', [0.0721074, -0.0710552, 1.0]], ['2, k, 10', [0.147963, 0.0298084, 1.0]], ['2, k, 11', [0.17715, 0.122789, 1.0]], ['2, k, 12', [-0.327105, -0.619049, 1.0]], ['2, k, 13', [-0.347879, -0.928473, 1.0]], ['2, k, 14', [-0.373488, -1.38032, 1.0]], ['2, k, 15', [-0.368161, -1.40111, 1.0]], ['2, k, 16', [-0.19067, -0.613738, 1.0]], ['2, k, 17', [-0.103026, -0.950623, 1.0]], ['2, k, 18', [-0.0671854, -1.38619, 1.0]], ['2, k, 19', [-0.0598017, -1.40509, 1.0]], ['2, k, 20', [-0.257658, -0.109977, 1.0]], ['2, k, 21', [-0.523728, 0.149924, 1.0]], ['2, k, 22', [-0.576324, 0.136633, 1.0]], ['2, k, 23', [0.168281, 0.143402, 1.0]], ['2, k, 24', [0.216166, 0.139571, 1.0]]]
[['2, k, 0', [-0.228252, -0.59465, 1.0]], ['2, k, 1', [-0.231939, -0.311883, 1.0]], ['2, k, 2', [-0.235154, -0.0310244, 1.0]], ['2, k, 3', [-0.216972, 0.09132, 1.0]], ['2, k, 4', [-0.399464, -0.0678443, 1.0]], ['2, k, 5', [-0.576388, 0.130462, 1.0]], ['2, k, 6', [-0.589665, 0.41522, 1.0]], ['2, k, 7', [-0.596885, 0.492192, 1.0]], ['2, k, 8', [-0.0692166, -0.0578727, 1.0]], ['2, k, 9', [0.0971439, 0.10597, 1.0]], ['2, k, 10', [0.12107, 0.37227, 1.0]], ['2, k, 11', [0.111218, 0.471385, 1.0]], ['2, k, 12', [-0.303252, -0.585453, 1.0]], ['2, k, 13', [-0.353778, -0.99583, 1.0]], ['2, k, 14', [-0.377194, -1.41039, 1.0]], ['2, k, 15', [-0.360555, -1.48862, 1.0]], ['2, k, 16', [-0.14688, -0.587388, 1.0]], ['2, k, 17', [-0.10342, -1.01402, 1.0]], ['2, k, 18', [-0.0617844, -1.39679, 1.0]], ['2, k, 19', [-0.049096, -1.43741, 1.0]], ['2, k, 20', [-0.234526, -0.100104, 1.0]], ['2, k, 21', [-0.575548, 0.560243, 1.0]], ['2, k, 22', [-0.516808, 0.51134, 1.0]], ['2, k, 23', [0.11663, 0.540583, 1.0]], ['2, k, 24', [0.0568642, 0.503454, 1.0]]]
[['2, k, 0', [-0.228007, -0.594515, 1.0]], ['2, k, 1', [-0.231952, -0.311872, 1.0]], ['2, k, 2', [-0.23539, -0.0315081, 1.0]], ['2, k, 3', [-0.216948, 0.0912731, 1.0]], ['2, k, 4', [-0.39866, -0.0703348, 1.0]], ['2, k, 5', [-0.578779, 0.131028, 1.0]], ['2, k, 6', [-0.5906, 0.415392, 1.0]], ['2, k, 7', [-0.597201, 0.490895, 1.0]], ['2, k, 8', [-0.0692121, -0.0586305, 1.0]], ['2, k, 9', [0.0964013, 0.105467, 1.0]], ['2, k, 10', [0.120374, 0.372993, 1.0]], ['2, k, 11', [0.110284, 0.472939, 1.0]], ['2, k, 12', [-0.303087, -0.585312, 1.0]], ['2, k, 13', [-0.353577, -0.995018, 1.0]], ['2, k, 14', [-0.376666, -1.40766, 1.0]], ['2, k, 15', [-0.3724, -1.45113, 1.0]], ['2, k, 16', [-0.146562, -0.587278, 1.0]], ['2, k, 17', [-0.103531, -1.01395, 1.0]], ['2, k, 18', [-0.0621772, -1.4005, 1.0]], ['2, k, 19', [-0.0494074, -1.44124, 1.0]], ['2, k, 20', [-0.234675, -0.100417, 1.0]], ['2, k, 21', [-0.586468, 0.560708, 1.0]], ['2, k, 22', [-0.516724, 0.51239, 1.0]], ['2, k, 23', [0.116928, 0.540086, 1.0]], ['2, k, 24', [0.0568454, 0.503298, 1.0]]]
[['2, k, 0', [-0.227866, -0.594081, 1.0]], ['2, k, 1', [-0.231895, -0.311139, 1.0]], ['2, k, 2', [-0.235341, -0.0309624, 1.0]], ['2, k, 3', [-0.217032, 0.091408, 1.0]], ['2, k, 4', [-0.398424, -0.0712957, 1.0]], ['2, k, 5', [-0.580143, 0.131013, 1.0]], ['2, k, 6', [-0.591994, 0.415553, 1.0]], ['2, k, 7', [-0.599705, 0.490353, 1.0]], ['2, k, 8', [-0.0690245, -0.0567978, 1.0]], ['2, k, 9', [0.0960307, 0.105224, 1.0]], ['2, k, 10', [0.11972, 0.373104, 1.0]], ['2, k, 11', [0.108597, 0.471477, 1.0]], ['2, k, 12', [-0.302943, -0.58499, 1.0]], ['2, k, 13', [-0.353563, -0.995021, 1.0]], ['2, k, 14', [-0.37672, -1.40774, 1.0]], ['2, k, 15', [-0.371614, -1.45128, 1.0]], ['2, k, 16', [-0.146447, -0.586719, 1.0]], ['2, k, 17', [-0.103591, -1.01243, 1.0]], ['2, k, 18', [-0.0622351, -1.40012, 1.0]], ['2, k, 19', [-0.0485898, -1.44103, 1.0]], ['2, k, 20', [-0.234639, -0.0999491, 1.0]], ['2, k, 21', [-0.597667, 0.55326, 1.0]], ['2, k, 22', [-0.526363, 0.510435, 1.0]], ['2, k, 23', [0.11304, 0.541814, 1.0]], ['2, k, 24', [0.0573776, 0.501572, 1.0]]]
[['2, k, 0', [-0.228003, -0.593593, 1.0]], ['2, k, 1', [-0.232056, -0.310028, 1.0]], ['2, k, 2', [-0.23538, -0.0296909, 1.0]], ['2, k, 3', [-0.217249, 0.0915049, 1.0]], ['2, k, 4', [-0.399271, -0.0707765, 1.0]], ['2, k, 5', [-0.580716, 0.130882, 1.0]], ['2, k, 6', [-0.592678, 0.415058, 1.0]], ['2, k, 7', [-0.599924, 0.488766, 1.0]], ['2, k, 8', [-0.0692222, -0.0577872, 1.0]], ['2, k, 9', [0.09598, 0.105541, 1.0]], ['2, k, 10', [0.118957, 0.37345, 1.0]], ['2, k, 11', [0.108374, 0.469733, 1.0]], ['2, k, 12', [-0.303004, -0.584397, 1.0]], ['2, k, 13', [-0.353578, -0.994786, 1.0]], ['2, k, 14', [-0.376925, -1.40807, 1.0]], ['2, k, 15', [-0.37254, -1.45164, 1.0]], ['2, k, 16', [-0.146652, -0.586346, 1.0]], ['2, k, 17', [-0.103497, -1.01105, 1.0]], ['2, k, 18', [-0.0634449, -1.39319, 1.0]], ['2, k, 19', [-0.0505789, -1.43422, 1.0]], ['2, k, 20', [-0.234716, -0.0988508, 1.0]], ['2, k, 21', [-0.598893, 0.548378, 1.0]], ['2, k, 22', [-0.518681, 0.511105, 1.0]], ['2, k, 23', [0.111926, 0.542435, 1.0]], ['2, k, 24', [0.0577439, 0.50215, 1.0]]]
[['2, k, 0', [-0.228077, -0.592938, 1.0]], ['2, k, 1', [-0.232399, -0.309899, 1.0]], ['2, k, 2', [-0.236625, -0.0306004, 1.0]], ['2, k, 3', [-0.218412, 0.0915811, 1.0]], ['2, k, 4', [-0.402268, -0.0678734, 1.0]], ['2, k, 5', [-0.581201, 0.130783, 1.0]], ['2, k, 6', [-0.593669, 0.414154, 1.0]], ['2, k, 7', [-0.600774, 0.488079, 1.0]], ['2, k, 8', [-0.0698332, -0.0569469, 1.0]], ['2, k, 9', [0.0956028, 0.105025, 1.0]], ['2, k, 10', [0.118353, 0.373693, 1.0]], ['2, k, 11', [0.108643, 0.470577, 1.0]], ['2, k, 12', [-0.302999, -0.583992, 1.0]], ['2, k, 13', [-0.353529, -0.994868, 1.0]], ['2, k, 14', [-0.376991, -1.40852, 1.0]], ['2, k, 15', [-0.373539, -1.45213, 1.0]], ['2, k, 16', [-0.146842, -0.585399, 1.0]], ['2, k, 17', [-0.103631, -1.01115, 1.0]], ['2, k, 18', [-0.0632865, -1.39328, 1.0]], ['2, k, 19', [-0.0512217, -1.43446, 1.0]], ['2, k, 20', [-0.235678, -0.099409, 1.0]], ['2, k, 21', [-0.600185, 0.550716, 1.0]], ['2, k, 22', [-0.521886, 0.508422, 1.0]], ['2, k, 23', [0.112747, 0.541055, 1.0]], ['2, k, 24', [0.0587026, 0.50107, 1.0]]]
[['2, k, 0', [-0.228237, -0.592807, 1.0]], ['2, k, 1', [-0.232707, -0.30943, 1.0]], ['2, k, 2', [-0.23685, -0.0300521, 1.0]], ['2, k, 3', [-0.218563, 0.0916152, 1.0]], ['2, k, 4', [-0.402284, -0.0679399, 1.0]], ['2, k, 5', [-0.581729, 0.130542, 1.0]], ['2, k, 6', [-0.594227, 0.413281, 1.0]], ['2, k, 7', [-0.600599, 0.486756, 1.0]], ['2, k, 8', [-0.0699262, -0.0582626, 1.0]], ['2, k, 9', [0.0955907, 0.105065, 1.0]], ['2, k, 10', [0.117627, 0.373746, 1.0]], ['2, k, 11', [0.107436, 0.469899, 1.0]], ['2, k, 12', [-0.303134, -0.58378, 1.0]], ['2, k, 13', [-0.353497, -0.994795, 1.0]], ['2, k, 14', [-0.376855, -1.4083, 1.0]], ['2, k, 15', [-0.373495, -1.45197, 1.0]], ['2, k, 16', [-0.147057, -0.585333, 1.0]], ['2, k, 17', [-0.103684, -1.01151, 1.0]], ['2, k, 18', [-0.0626775, -1.39739, 1.0]], ['2, k, 19', [-0.0506603, -1.43866, 1.0]], ['2, k, 20', [-0.235924, -0.0989398, 1.0]], ['2, k, 21', [-0.597486, 0.546833, 1.0]], ['2, k, 22', [-0.52133, 0.507355, 1.0]], ['2, k, 23', [0.11585, 0.539613, 1.0]], ['2, k, 24', [0.0512716, 0.499329, 1.0]]]
[['2, k, 0', [-0.228338, -0.592782, 1.0]], ['2, k, 1', [-0.232869, -0.309171, 1.0]], ['2, k, 2', [-0.236965, -0.0295694, 1.0]], ['2, k, 3', [-0.218574, 0.0915948, 1.0]], ['2, k, 4', [-0.404305, -0.0668766, 1.0]], ['2, k, 5', [-0.582428, 0.129862, 1.0]], ['2, k, 6', [-0.595208, 0.41217, 1.0]], ['2, k, 7', [-0.601743, 0.486246, 1.0]], ['2, k, 8', [-0.070259, -0.0595104, 1.0]], ['2, k, 9', [0.095635, 0.107037, 1.0]], ['2, k, 10', [0.113127, 0.394257, 1.0]], ['2, k, 11', [0.104579, 0.474488, 1.0]], ['2, k, 12', [-0.303273, -0.583823, 1.0]], ['2, k, 13', [-0.35351, -0.994919, 1.0]], ['2, k, 14', [-0.376487, -1.4079, 1.0]], ['2, k, 15', [-0.373924, -1.45149, 1.0]], ['2, k, 16', [-0.147146, -0.585262, 1.0]], ['2, k, 17', [-0.103738, -1.01156, 1.0]], ['2, k, 18', [-0.0625083, -1.39692, 1.0]], ['2, k, 19', [-0.0513012, -1.43831, 1.0]], ['2, k, 20', [-0.236059, -0.0985711, 1.0]], ['2, k, 21', [-0.601303, 0.54786, 1.0]], ['2, k, 22', [-0.519932, 0.50599, 1.0]], ['2, k, 23', [0.114678, 0.538034, 1.0]], ['2, k, 24', [0.0216573, 0.49035, 1.0]]]
[['2, k, 0', [-0.228533, -0.592749, 1.0]], ['2, k, 1', [-0.233557, -0.308648, 1.0]], ['2, k, 2', [-0.23816, -0.0284932, 1.0]], ['2, k, 3', [-0.218856, 0.0917023, 1.0]], ['2, k, 4', [-0.404191, -0.067315, 1.0]], ['2, k, 5', [-0.583433, 0.129262, 1.0]], ['2, k, 6', [-0.596976, 0.4104, 1.0]], ['2, k, 7', [-0.605269, 0.483796, 1.0]], ['2, k, 8', [-0.0706163, -0.0605532, 1.0]], ['2, k, 9', [0.0955265, 0.107204, 1.0]], ['2, k, 10', [0.111922, 0.385717, 1.0]], ['2, k, 11', [0.103408, 0.47075, 1.0]], ['2, k, 12', [-0.303427, -0.583716, 1.0]], ['2, k, 13', [-0.353591, -0.994795, 1.0]], ['2, k, 14', [-0.377598, -1.40753, 1.0]], ['2, k, 15', [-0.375307, -1.45108, 1.0]], ['2, k, 16', [-0.147414, -0.585309, 1.0]], ['2, k, 17', [-0.10378, -1.01174, 1.0]], ['2, k, 18', [-0.0633906, -1.39742, 1.0]], ['2, k, 19', [-0.0523997, -1.43922, 1.0]], ['2, k, 20', [-0.237129, -0.0976881, 1.0]], ['2, k, 21', [-0.609912, 0.54532, 1.0]], ['2, k, 22', [-0.522514, 0.504732, 1.0]], ['2, k, 23', [0.108567, 0.536006, 1.0]], ['2, k, 24', [0.025902, 0.487829, 1.0]]]
[['2, k, 0', [-0.22872, -0.592913, 1.0]], ['2, k, 1', [-0.233931, -0.308398, 1.0]], ['2, k, 2', [-0.238856, -0.0277393, 1.0]], ['2, k, 3', [-0.21938, 0.0918577, 1.0]], ['2, k, 4', [-0.404088, -0.0678576, 1.0]], ['2, k, 5', [-0.583993, 0.128366, 1.0]], ['2, k, 6', [-0.598933, 0.407902, 1.0]], ['2, k, 7', [-0.604681, 0.480512, 1.0]], ['2, k, 8', [-0.0711099, -0.0614427, 1.0]], ['2, k, 9', [0.0956159, 0.107703, 1.0]], ['2, k, 10', [0.11155, 0.380252, 1.0]], ['2, k, 11', [0.10491, 0.468555, 1.0]], ['2, k, 12', [-0.303632, -0.58402, 1.0]], ['2, k, 13', [-0.353811, -0.995576, 1.0]], ['2, k, 14', [-0.377782, -1.40774, 1.0]], ['2, k, 15', [-0.375608, -1.45132, 1.0]], ['2, k, 16', [-0.14758, -0.585369, 1.0]], ['2, k, 17', [-0.103935, -1.01188, 1.0]], ['2, k, 18', [-0.0629191, -1.39789, 1.0]], ['2, k, 19', [-0.0519632, -1.43962, 1.0]], ['2, k, 20', [-0.237743, -0.0971091, 1.0]], ['2, k, 21', [-0.604156, 0.539368, 1.0]], ['2, k, 22', [-0.524692, 0.49948, 1.0]], ['2, k, 23', [0.109692, 0.531826, 1.0]], ['2, k, 24', [0.0334202, 0.487834, 1.0]]]
[['2, k, 0', [-0.22917, -0.593425, 1.0]], ['2, k, 1', [-0.23418, -0.308454, 1.0]], ['2, k, 2', [-0.239029, -0.0277026, 1.0]], ['2, k, 3', [-0.21995, 0.0917542, 1.0]], ['2, k, 4', [-0.403905, -0.0683493, 1.0]], ['2, k, 5', [-0.583916, 0.124269, 1.0]], ['2, k, 6', [-0.59863, 0.406799, 1.0]], ['2, k, 7', [-0.604798, 0.474804, 1.0]], ['2, k, 8', [-0.0713211, -0.0620613, 1.0]], ['2, k, 9', [0.0958674, 0.109449, 1.0]], ['2, k, 10', [0.112337, 0.371632, 1.0]], ['2, k, 11', [0.108493, 0.461639, 1.0]], ['2, k, 12', [-0.304082, -0.58444, 1.0]], ['2, k, 13', [-0.353876, -0.99572, 1.0]], ['2, k, 14', [-0.377714, -1.40743, 1.0]], ['2, k, 15', [-0.375514, -1.45088, 1.0]], ['2, k, 16', [-0.148038, -0.585997, 1.0]], ['2, k, 17', [-0.104287, -1.01261, 1.0]], ['2, k, 18', [-0.0629486, -1.3978, 1.0]], ['2, k, 19', [-0.0519729, -1.43928, 1.0]], ['2, k, 20', [-0.237927, -0.0971013, 1.0]], ['2, k, 21', [-0.606263, 0.531978, 1.0]], ['2, k, 22', [-0.527912, 0.495127, 1.0]], ['2, k, 23', [0.114967, 0.523837, 1.0]], ['2, k, 24', [0.0557764, 0.493375, 1.0]]]
[['2, k, 0', [-0.229435, -0.593767, 1.0]], ['2, k, 1', [-0.234554, -0.308359, 1.0]], ['2, k, 2', [-0.239429, -0.0274184, 1.0]], ['2, k, 3', [-0.220622, 0.0918002, 1.0]], ['2, k, 4', [-0.404202, -0.068773, 1.0]], ['2, k, 5', [-0.58192, 0.11995, 1.0]], ['2, k, 6', [-0.597239, 0.395329, 1.0]], ['2, k, 7', [-0.601339, 0.465514, 1.0]], ['2, k, 8', [-0.0714218, -0.0626419, 1.0]], ['2, k, 9', [0.0951087, 0.10945, 1.0]], ['2, k, 10', [0.113266, 0.392588, 1.0]], ['2, k, 11', [0.110598, 0.458301, 1.0]], ['2, k, 12', [-0.304404, -0.585011, 1.0]], ['2, k, 13', [-0.354026, -0.995819, 1.0]], ['2, k, 14', [-0.377835, -1.40776, 1.0]], ['2, k, 15', [-0.375689, -1.45128, 1.0]], ['2, k, 16', [-0.148235, -0.586158, 1.0]], ['2, k, 17', [-0.104802, -1.0134, 1.0]], ['2, k, 18', [-0.0627521, -1.39702, 1.0]], ['2, k, 19', [-0.0517354, -1.43822, 1.0]], ['2, k, 20', [-0.238331, -0.0968729, 1.0]], ['2, k, 21', [-0.595996, 0.523505, 1.0]], ['2, k, 22', [-0.519749, 0.484202, 1.0]], ['2, k, 23', [0.120747, 0.514019, 1.0]], ['2, k, 24', [0.0372406, 0.473323, 1.0]]]
[['2, k, 0', [-0.229864, -0.594163, 1.0]], ['2, k, 1', [-0.234759, -0.308359, 1.0]], ['2, k, 2', [-0.239454, -0.0273412, 1.0]], ['2, k, 3', [-0.221812, 0.0916443, 1.0]], ['2, k, 4', [-0.404316, -0.0699203, 1.0]], ['2, k, 5', [-0.576755, 0.111879, 1.0]], ['2, k, 6', [-0.592681, 0.388578, 1.0]], ['2, k, 7', [-0.596884, 0.451114, 1.0]], ['2, k, 8', [-0.0718796, -0.0637508, 1.0]], ['2, k, 9', [0.0946571, 0.109187, 1.0]], ['2, k, 10', [0.1071, 0.395433, 1.0]], ['2, k, 11', [0.112709, 0.449813, 1.0]], ['2, k, 12', [-0.304885, -0.585629, 1.0]], ['2, k, 13', [-0.354185, -0.995845, 1.0]], ['2, k, 14', [-0.377833, -1.40641, 1.0]], ['2, k, 15', [-0.375725, -1.44979, 1.0]], ['2, k, 16', [-0.14859, -0.586363, 1.0]], ['2, k, 17', [-0.105083, -1.01335, 1.0]], ['2, k, 18', [-0.0619365, -1.39768, 1.0]], ['2, k, 19', [-0.0508528, -1.4387, 1.0]], ['2, k, 20', [-0.238393, -0.0968085, 1.0]], ['2, k, 21', [-0.594418, 0.511014, 1.0]], ['2, k, 22', [-0.514127, 0.469598, 1.0]], ['2, k, 23', [0.132123, 0.499592, 1.0]], ['2, k, 24', [0.0398082, 0.468818, 1.0]]]
[['2, k, 0', [-0.230419, -0.594736, 1.0]], ['2, k, 1', [-0.235151, -0.308565, 1.0]], ['2, k, 2', [-0.239596, -0.0273816, 1.0]], ['2, k, 3', [-0.222759, 0.0916179, 1.0]], ['2, k, 4', [-0.403424, -0.0708075, 1.0]], ['2, k, 5', [-0.570307, 0.101894, 1.0]], ['2, k, 6', [-0.586969, 0.377114, 1.0]], ['2, k, 7', [-0.593736, 0.432938, 1.0]], ['2, k, 8', [-0.072124, -0.0647448, 1.0]], ['2, k, 9', [0.0917945, 0.100337, 1.0]], ['2, k, 10', [0.11328, 0.379828, 1.0]], ['2, k, 11', [0.120723, 0.425302, 1.0]], ['2, k, 12', [-0.30534, -0.586144, 1.0]], ['2, k, 13', [-0.354305, -0.996338, 1.0]], ['2, k, 14', [-0.377831, -1.40476, 1.0]], ['2, k, 15', [-0.375572, -1.44795, 1.0]], ['2, k, 16', [-0.149229, -0.58697, 1.0]], ['2, k, 17', [-0.105307, -1.01364, 1.0]], ['2, k, 18', [-0.0618158, -1.39869, 1.0]], ['2, k, 19', [-0.0505762, -1.43971, 1.0]], ['2, k, 20', [-0.238604, -0.0968918, 1.0]], ['2, k, 21', [-0.592241, 0.490497, 1.0]], ['2, k, 22', [-0.508541, 0.453221, 1.0]], ['2, k, 23', [0.138623, 0.473773, 1.0]], ['2, k, 24', [0.0686251, 0.458234, 1.0]]]
[['2, k, 0', [-0.23065, -0.595474, 1.0]], ['2, k, 1', [-0.235374, -0.308775, 1.0]], ['2, k, 2', [-0.239683, -0.0272047, 1.0]], ['2, k, 3', [-0.224083, 0.0916672, 1.0]], ['2, k, 4', [-0.401482, -0.0737322, 1.0]], ['2, k, 5', [-0.563708, 0.0877475, 1.0]], ['2, k, 6', [-0.576973, 0.338681, 1.0]], ['2, k, 7', [-0.588137, 0.411383, 1.0]], ['2, k, 8', [-0.0733021, -0.0647044, 1.0]], ['2, k, 9', [0.0897912, 0.0905981, 1.0]], ['2, k, 10', [0.118038, 0.334675, 1.0]], ['2, k, 11', [0.12408, 0.405053, 1.0]], ['2, k, 12', [-0.305637, -0.586969, 1.0]], ['2, k, 13', [-0.354747, -0.996175, 1.0]], ['2, k, 14', [-0.377721, -1.4044, 1.0]], ['2, k, 15', [-0.374647, -1.44743, 1.0]], ['2, k, 16', [-0.149377, -0.58759, 1.0]], ['2, k, 17', [-0.105518, -1.01394, 1.0]], ['2, k, 18', [-0.0617241, -1.40492, 1.0]], ['2, k, 19', [-0.0498617, -1.44575, 1.0]], ['2, k, 20', [-0.238743, -0.0968251, 1.0]], ['2, k, 21', [-0.588813, 0.46123, 1.0]], ['2, k, 22', [-0.506258, 0.430391, 1.0]], ['2, k, 23', [0.141963, 0.451293, 1.0]], ['2, k, 24', [0.0480054, 0.42189, 1.0]]]
[['2, k, 0', [-0.23187, -0.598136, 1.0]], ['2, k, 1', [-0.237126, -0.309398, 1.0]], ['2, k, 2', [-0.242066, -0.0259767, 1.0]], ['2, k, 3', [-0.22516, 0.0929667, 1.0]], ['2, k, 4', [-0.398764, -0.0769161, 1.0]], ['2, k, 5', [-0.553083, 0.0715778, 1.0]], ['2, k, 6', [-0.573928, 0.322041, 1.0]], ['2, k, 7', [-0.582019, 0.385236, 1.0]], ['2, k, 8', [-0.074974, -0.0649642, 1.0]], ['2, k, 9', [0.0867289, 0.0740303, 1.0]], ['2, k, 10', [0.118946, 0.311949, 1.0]], ['2, k, 11', [0.130076, 0.375061, 1.0]], ['2, k, 12', [-0.306938, -0.589644, 1.0]], ['2, k, 13', [-0.35493, -0.996132, 1.0]], ['2, k, 14', [-0.377796, -1.40211, 1.0]], ['2, k, 15', [-0.373791, -1.44519, 1.0]], ['2, k, 16', [-0.150459, -0.590159, 1.0]], ['2, k, 17', [-0.105953, -1.01499, 1.0]], ['2, k, 18', [-0.0641283, -1.39797, 1.0]], ['2, k, 19', [-0.0515171, -1.43878, 1.0]], ['2, k, 20', [-0.240969, -0.0961239, 1.0]], ['2, k, 21', [-0.582008, 0.431068, 1.0]], ['2, k, 22', [-0.497527, 0.398751, 1.0]], ['2, k, 23', [0.147674, 0.420062, 1.0]], ['2, k, 24', [0.0752108, 0.401259, 1.0]]]
[['2, k, 0', [-0.23217, -0.600304, 1.0]], ['2, k, 1', [-0.237145, -0.310302, 1.0]], ['2, k, 2', [-0.24179, -0.0261294, 1.0]], ['2, k, 3', [-0.225178, 0.0956703, 1.0]], ['2, k, 4', [-0.398031, -0.0776127, 1.0]], ['2, k, 5', [-0.547973, 0.0535266, 1.0]], ['2, k, 6', [-0.574187, 0.245904, 1.0]], ['2, k, 7', [-0.572774, 0.351576, 1.0]], ['2, k, 8', [-0.0758906, -0.0673176, 1.0]], ['2, k, 9', [0.08362, 0.0542959, 1.0]], ['2, k, 10', [0.127762, 0.259964, 1.0]], ['2, k, 11', [0.135035, 0.343204, 1.0]], ['2, k, 12', [-0.307176, -0.591589, 1.0]], ['2, k, 13', [-0.355549, -0.996352, 1.0]], ['2, k, 14', [-0.377815, -1.40186, 1.0]], ['2, k, 15', [-0.373797, -1.44468, 1.0]], ['2, k, 16', [-0.150815, -0.592517, 1.0]], ['2, k, 17', [-0.106334, -1.01729, 1.0]], ['2, k, 18', [-0.0633275, -1.39595, 1.0]], ['2, k, 19', [-0.0506708, -1.43603, 1.0]], ['2, k, 20', [-0.240762, -0.0964244, 1.0]], ['2, k, 21', [-0.574213, 0.396089, 1.0]], ['2, k, 22', [-0.490695, 0.364412, 1.0]], ['2, k, 23', [0.155109, 0.380054, 1.0]], ['2, k, 24', [0.0499802, 0.354273, 1.0]]]
[['2, k, 0', [-0.232695, -0.602078, 1.0]], ['2, k, 1', [-0.23792, -0.311703, 1.0]], ['2, k, 2', [-0.242477, -0.0270355, 1.0]], ['2, k, 3', [-0.224956, 0.0966863, 1.0]], ['2, k, 4', [-0.396043, -0.0804184, 1.0]], ['2, k, 5', [-0.53142, 0.00779697, 1.0]], ['2, k, 6', [-0.564816, 0.221546, 1.0]], ['2, k, 7', [-0.568491, 0.301394, 1.0]], ['2, k, 8', [-0.0759918, -0.0685889, 1.0]], ['2, k, 9', [0.0820961, 0.0387733, 1.0]], ['2, k, 10', [0.131929, 0.236296, 1.0]], ['2, k, 11', [0.142573, 0.299453, 1.0]], ['2, k, 12', [-0.307931, -0.593496, 1.0]], ['2, k, 13', [-0.356242, -0.99692, 1.0]], ['2, k, 14', [-0.377699, -1.40215, 1.0]], ['2, k, 15', [-0.373154, -1.44464, 1.0]], ['2, k, 16', [-0.151114, -0.594131, 1.0]], ['2, k, 17', [-0.106489, -1.01859, 1.0]], ['2, k, 18', [-0.0639963, -1.39537, 1.0]], ['2, k, 19', [-0.0510887, -1.43525, 1.0]], ['2, k, 20', [-0.241505, -0.0974674, 1.0]], ['2, k, 21', [-0.57031, 0.342158, 1.0]], ['2, k, 22', [-0.482057, 0.314782, 1.0]], ['2, k, 23', [0.165866, 0.333576, 1.0]], ['2, k, 24', [0.0688116, 0.311092, 1.0]]]
[['2, k, 0', [-0.232811, -0.604826, 1.0]], ['2, k, 1', [-0.240152, -0.314054, 1.0]], ['2, k, 2', [-0.247202, -0.0291747, 1.0]], ['2, k, 3', [-0.224825, 0.0958434, 1.0]], ['2, k, 4', [-0.395254, -0.0821826, 1.0]], ['2, k, 5', [-0.530326, 0.00243253, 1.0]], ['2, k, 6', [-0.564516, 0.176288, 1.0]], ['2, k, 7', [-0.565553, 0.24787, 1.0]], ['2, k, 8', [-0.0777412, -0.0742303, 1.0]], ['2, k, 9', [0.0849307, 0.0109655, 1.0]], ['2, k, 10', [0.135566, 0.18059, 1.0]], ['2, k, 11', [0.15266, 0.253745, 1.0]], ['2, k, 12', [-0.308122, -0.596012, 1.0]], ['2, k, 13', [-0.356824, -0.997159, 1.0]], ['2, k, 14', [-0.37768, -1.40104, 1.0]], ['2, k, 15', [-0.371831, -1.44338, 1.0]], ['2, k, 16', [-0.151138, -0.597062, 1.0]], ['2, k, 17', [-0.107032, -1.01941, 1.0]], ['2, k, 18', [-0.0644441, -1.39414, 1.0]], ['2, k, 19', [-0.0503344, -1.4336, 1.0]], ['2, k, 20', [-0.24556, -0.0996719, 1.0]], ['2, k, 21', [-0.564642, 0.286086, 1.0]], ['2, k, 22', [-0.4858, 0.260894, 1.0]], ['2, k, 23', [0.169337, 0.281106, 1.0]], ['2, k, 24', [0.098668, 0.264487, 1.0]]]
