[['2, k, 0', [-0.183157, -0.751792, 1.0]], ['2, k, 1', [-0.187714, -0.45569, 1.0]], ['2, k, 2', [-0.191201, -0.164118, 1.0]], ['2, k, 3', [-0.18545, -0.0201523, 1.0]], ['2, k, 4', [-0.378939, -0.256444, 1.0]], ['2, k, 5', [-0.514299, -0.435918, 1.0]], ['2, k, 6', [-0.421637, -0.578705, 1.0]], ['2, k, 7', [-0.370525, -0.611462, 1.0]], ['2, k, 8', [0.00523713, -0.264207, 1.0]], ['2, k, 9', [0.130068, -0.419135, 1.0]], ['2, k, 10', [0.0615509, -0.577863, 1.0]], ['2, k, 11', [0.0202356, -0.609867, 1.0]], ['2, k, 12', [-0.268298, -0.740142, 1.0]], ['2, k, 13', [-0.325619, -1.05925, 1.0]], ['2, k, 14', [-0.340332, -1.4048, 1.0]], ['2, k, 15', [-0.290685, -1.50243, 1.0]], ['2, k, 16', [-0.0932107, -0.743777, 1.0]], ['2, k, 17', [-0.0545653, -1.07704, 1.0]], ['2, k, 18', [-0.0331566, -1.42159, 1.0]], ['2, k, 19', [-0.0732439, -1.49181, 1.0]], ['2, k, 20', [-0.190515, -0.236453, 1.0]], ['2, k, 21', [-0.327925, -0.676691, 1.0]], ['2, k, 22', [-0.329085, -0.561052, 1.0]], ['2, k, 23', [-0.0026192, -0.681387, 1.0]], ['2, k, 24', [-0.00586467, -0.574251, 1.0]]]
[['2, k, 0', [-0.101027, -0.766773, 1.0]], ['2, k, 1', [-0.145565, -0.471842, 1.0]], ['2, k, 2', [-0.186286, -0.183169, 1.0]], ['2, k, 3', [-0.214099, -0.0445288, 1.0]], ['2, k, 4', [-0.361589, -0.306264, 1.0]], ['2, k, 5', [-0.456308, -0.502373, 1.0]], ['2, k, 6', [-0.324183, -0.616855, 1.0]], ['2, k, 7', [-0.274132, -0.632332, 1.0]], ['2, k, 8', [0.0177596, -0.240202, 1.0]], ['2, k, 9', [0.187842, -0.358681, 1.0]], ['2, k, 10', [0.145833, -0.542156, 1.0]], ['2, k, 11', [0.113577, -0.593164, 1.0]], ['2, k, 12', [-0.186773, -0.768077, 1.0]], ['2, k, 13', [-0.249728, -1.09331, 1.0]], ['2, k, 14', [-0.335981, -1.39912, 1.0]], ['2, k, 15', [-0.281948, -1.48347, 1.0]], ['2, k, 16', [-0.0125156, -0.745431, 1.0]], ['2, k, 17', [0.0114272, -1.06927, 1.0]], ['2, k, 18', [-0.0249872, -1.4142, 1.0]], ['2, k, 19', [-0.0373619, -1.4463, 1.0]], ['2, k, 20', [-0.177487, -0.253991, 1.0]], ['2, k, 21', [-0.222878, -0.692852, 1.0]], ['2, k, 22', [-0.236881, -0.569864, 1.0]], ['2, k, 23', [0.105613, -0.663712, 1.0]], ['2, k, 24', [0.0760883, -0.564657, 1.0]]]
[['2, k, 0', [-0.100791, -0.768137, 1.0]], ['2, k, 1', [-0.145168, -0.472849, 1.0]], ['2, k, 2', [-0.186159, -0.183621, 1.0]], ['2, k, 3', [-0.210583, -0.045793, 1.0]], ['2, k, 4', [-0.360938, -0.305664, 1.0]], ['2, k, 5', [-0.457535, -0.499482, 1.0]], ['2, k, 6', [-0.324841, -0.615975, 1.0]], ['2, k, 7', [-0.248192, -0.657238, 1.0]], ['2, k, 8', [0.0185985, -0.240275, 1.0]], ['2, k, 9', [0.187806, -0.358383, 1.0]], ['2, k, 10', [0.146174, -0.531123, 1.0]], ['2, k, 11', [0.114149, -0.582647, 1.0]], ['2, k, 12', [-0.186833, -0.769021, 1.0]], ['2, k, 13', [-0.250775, -1.09782, 1.0]], ['2, k, 14', [-0.335922, -1.39958, 1.0]], ['2, k, 15', [-0.353416, -1.43111, 1.0]], ['2, k, 16', [-0.0119457, -0.747272, 1.0]], ['2, k, 17', [0.0106882, -1.0695, 1.0]], ['2, k, 18', [-0.0245631, -1.41275, 1.0]], ['2, k, 19', [-0.0360723, -1.44439, 1.0]], ['2, k, 20', [-0.177229, -0.254478, 1.0]], ['2, k, 21', [-0.197945, -0.71702, 1.0]], ['2, k, 22', [-0.212519, -0.592484, 1.0]], ['2, k, 23', [0.106478, -0.652541, 1.0]], ['2, k, 24', [0.0756333, -0.555643, 1.0]]]
[['2, k, 0', [-0.103148, -0.768844, 1.0]], ['2, k, 1', [-0.144922, -0.473155, 1.0]], ['2, k, 2', [-0.185095, -0.183405, 1.0]], ['2, k, 3', [-0.208056, -0.0458766, 1.0]], ['2, k, 4', [-0.360211, -0.304935, 1.0]], ['2, k, 5', [-0.45771, -0.49676, 1.0]], ['2, k, 6', [-0.322808, -0.612247, 1.0]], ['2, k, 7', [-0.271456, -0.635031, 1.0]], ['2, k, 8', [0.0197245, -0.240398, 1.0]], ['2, k, 9', [0.187751, -0.35924, 1.0]], ['2, k, 10', [0.145356, -0.532339, 1.0]], ['2, k, 11', [0.113749, -0.575446, 1.0]], ['2, k, 12', [-0.18882, -0.76885, 1.0]], ['2, k, 13', [-0.254292, -1.10058, 1.0]], ['2, k, 14', [-0.336144, -1.39943, 1.0]], ['2, k, 15', [-0.272196, -1.47223, 1.0]], ['2, k, 16', [-0.0147047, -0.748958, 1.0]], ['2, k, 17', [0.0100943, -1.07195, 1.0]], ['2, k, 18', [-0.0243969, -1.41287, 1.0]], ['2, k, 19', [-0.0348244, -1.44417, 1.0]], ['2, k, 20', [-0.176503, -0.254519, 1.0]], ['2, k, 21', [-0.217609, -0.694202, 1.0]], ['2, k, 22', [-0.234082, -0.568435, 1.0]], ['2, k, 23', [0.103144, -0.646435, 1.0]], ['2, k, 24', [0.0744695, -0.55045, 1.0]]]
[['2, k, 0', [-0.103397, -0.768618, 1.0]], ['2, k, 1', [-0.144686, -0.473321, 1.0]], ['2, k, 2', [-0.18427, -0.183633, 1.0]], ['2, k, 3', [-0.206052, -0.0457647, 1.0]], ['2, k, 4', [-0.358608, -0.303078, 1.0]], ['2, k, 5', [-0.457512, -0.49565, 1.0]], ['2, k, 6', [-0.323105, -0.612121, 1.0]], ['2, k, 7', [-0.270407, -0.635862, 1.0]], ['2, k, 8', [0.0201754, -0.240523, 1.0]], ['2, k, 9', [0.187408, -0.360126, 1.0]], ['2, k, 10', [0.137681, -0.547389, 1.0]], ['2, k, 11', [0.100629, -0.609133, 1.0]], ['2, k, 12', [-0.189295, -0.769429, 1.0]], ['2, k, 13', [-0.254984, -1.09988, 1.0]], ['2, k, 14', [-0.335681, -1.39747, 1.0]], ['2, k, 15', [-0.286865, -1.47656, 1.0]], ['2, k, 16', [-0.0147842, -0.748045, 1.0]], ['2, k, 17', [0.00799517, -1.07287, 1.0]], ['2, k, 18', [-0.0256204, -1.41426, 1.0]], ['2, k, 19', [-0.0351253, -1.44541, 1.0]], ['2, k, 20', [-0.175819, -0.254804, 1.0]], ['2, k, 21', [-0.218504, -0.697063, 1.0]], ['2, k, 22', [-0.232122, -0.570821, 1.0]], ['2, k, 23', [0.0839966, -0.678961, 1.0]], ['2, k, 24', [0.059284, -0.570903, 1.0]]]
[['2, k, 0', [-0.104688, -0.768732, 1.0]], ['2, k, 1', [-0.144655, -0.473758, 1.0]], ['2, k, 2', [-0.183609, -0.184, 1.0]], ['2, k, 3', [-0.203048, -0.0460732, 1.0]], ['2, k, 4', [-0.358278, -0.302485, 1.0]], ['2, k, 5', [-0.458565, -0.49247, 1.0]], ['2, k, 6', [-0.326498, -0.612397, 1.0]], ['2, k, 7', [-0.2859, -0.627521, 1.0]], ['2, k, 8', [0.0205031, -0.240799, 1.0]], ['2, k, 9', [0.186692, -0.361627, 1.0]], ['2, k, 10', [0.137086, -0.547781, 1.0]], ['2, k, 11', [0.0996523, -0.600912, 1.0]], ['2, k, 12', [-0.190703, -0.768954, 1.0]], ['2, k, 13', [-0.256186, -1.09266, 1.0]], ['2, k, 14', [-0.336187, -1.39679, 1.0]], ['2, k, 15', [-0.287874, -1.48391, 1.0]], ['2, k, 16', [-0.0159217, -0.748666, 1.0]], ['2, k, 17', [0.00640194, -1.0723, 1.0]], ['2, k, 18', [-0.0253953, -1.41469, 1.0]], ['2, k, 19', [-0.0341084, -1.44561, 1.0]], ['2, k, 20', [-0.175311, -0.255158, 1.0]], ['2, k, 21', [-0.232986, -0.686695, 1.0]], ['2, k, 22', [-0.244582, -0.561074, 1.0]], ['2, k, 23', [0.0871817, -0.669974, 1.0]], ['2, k, 24', [0.0597398, -0.560432, 1.0]]]
[['2, k, 0', [-0.105542, -0.768404, 1.0]], ['2, k, 1', [-0.145115, -0.474235, 1.0]], ['2, k, 2', [-0.183633, -0.184288, 1.0]], ['2, k, 3', [-0.201716, -0.0462415, 1.0]], ['2, k, 4', [-0.358251, -0.301481, 1.0]], ['2, k, 5', [-0.459834, -0.490408, 1.0]], ['2, k, 6', [-0.330638, -0.61278, 1.0]], ['2, k, 7', [-0.291761, -0.624512, 1.0]], ['2, k, 8', [0.0200363, -0.241435, 1.0]], ['2, k, 9', [0.186153, -0.362522, 1.0]], ['2, k, 10', [0.136161, -0.547781, 1.0]], ['2, k, 11', [0.0950501, -0.601226, 1.0]], ['2, k, 12', [-0.191646, -0.769027, 1.0]], ['2, k, 13', [-0.259867, -1.09972, 1.0]], ['2, k, 14', [-0.336514, -1.39706, 1.0]], ['2, k, 15', [-0.282086, -1.47827, 1.0]], ['2, k, 16', [-0.0166706, -0.747942, 1.0]], ['2, k, 17', [0.00490614, -1.0719, 1.0]], ['2, k, 18', [-0.0250803, -1.41416, 1.0]], ['2, k, 19', [-0.00422733, -1.47067, 1.0]], ['2, k, 20', [-0.175272, -0.25546, 1.0]], ['2, k, 21', [-0.24024, -0.681391, 1.0]], ['2, k, 22', [-0.250443, -0.559872, 1.0]], ['2, k, 23', [0.0790396, -0.668741, 1.0]], ['2, k, 24', [0.053932, -0.556089, 1.0]]]
[['2, k, 0', [-0.107028, -0.768181, 1.0]], ['2, k, 1', [-0.145388, -0.474185, 1.0]], ['2, k, 2', [-0.183247, -0.184266, 1.0]], ['2, k, 3', [-0.200005, -0.0460256, 1.0]], ['2, k, 4', [-0.358263, -0.300409, 1.0]], ['2, k, 5', [-0.462293, -0.487356, 1.0]], ['2, k, 6', [-0.335799, -0.613322, 1.0]], ['2, k, 7', [-0.29436, -0.624617, 1.0]], ['2, k, 8', [0.020484, -0.241934, 1.0]], ['2, k, 9', [0.185364, -0.363349, 1.0]], ['2, k, 10', [0.134576, -0.548326, 1.0]], ['2, k, 11', [0.0919865, -0.602424, 1.0]], ['2, k, 12', [-0.193334, -0.769112, 1.0]], ['2, k, 13', [-0.261628, -1.10085, 1.0]], ['2, k, 14', [-0.338318, -1.39679, 1.0]], ['2, k, 15', [-0.346436, -1.48145, 1.0]], ['2, k, 16', [-0.0179351, -0.747437, 1.0]], ['2, k, 17', [0.00250024, -1.0719, 1.0]], ['2, k, 18', [-0.0250361, -1.41413, 1.0]], ['2, k, 19', [-0.0752752, -1.48809, 1.0]], ['2, k, 20', [-0.175046, -0.255521, 1.0]], ['2, k, 21', [-0.240754, -0.68285, 1.0]], ['2, k, 22', [-0.255435, -0.563445, 1.0]], ['2, k, 23', [0.0711911, -0.670906, 1.0]], ['2, k, 24', [0.0523211, -0.551855, 1.0]]]
[['2, k, 0', [-0.111319, -0.768367, 1.0]], ['2, k, 1', [-0.146561, -0.47423, 1.0]], ['2, k, 2', [-0.183049, -0.184235, 1.0]], ['2, k, 3', [-0.19855, -0.0457626, 1.0]], ['2, k, 4', [-0.358365, -0.298997, 1.0]], ['2, k, 5', [-0.463831, -0.485414, 1.0]], ['2, k, 6', [-0.340798, -0.615902, 1.0]], ['2, k, 7', [-0.293391, -0.633801, 1.0]], ['2, k, 8', [0.0199549, -0.242525, 1.0]], ['2, k, 9', [0.184887, -0.363434, 1.0]], ['2, k, 10', [0.135496, -0.537984, 1.0]], ['2, k, 11', [0.0901501, -0.589239, 1.0]], ['2, k, 12', [-0.197457, -0.769156, 1.0]], ['2, k, 13', [-0.263165, -1.09445, 1.0]], ['2, k, 14', [-0.338266, -1.39722, 1.0]], ['2, k, 15', [-0.290454, -1.48486, 1.0]], ['2, k, 16', [-0.022274, -0.747778, 1.0]], ['2, k, 17', [0.000816443, -1.07281, 1.0]], ['2, k, 18', [-0.0252151, -1.41444, 1.0]], ['2, k, 19', [-0.0324547, -1.44507, 1.0]], ['2, k, 20', [-0.174997, -0.255558, 1.0]], ['2, k, 21', [-0.240339, -0.695709, 1.0]], ['2, k, 22', [-0.251009, -0.573835, 1.0]], ['2, k, 23', [0.0668426, -0.656754, 1.0]], ['2, k, 24', [0.0470725, -0.539046, 1.0]]]
[['2, k, 0', [-0.114063, -0.76961, 1.0]], ['2, k, 1', [-0.147265, -0.474778, 1.0]], ['2, k, 2', [-0.182378, -0.184631, 1.0]], ['2, k, 3', [-0.19735, -0.0458144, 1.0]], ['2, k, 4', [-0.358666, -0.297578, 1.0]], ['2, k, 5', [-0.468905, -0.479111, 1.0]], ['2, k, 6', [-0.344497, -0.607607, 1.0]], ['2, k, 7', [-0.28091, -0.643597, 1.0]], ['2, k, 8', [0.0202083, -0.242997, 1.0]], ['2, k, 9', [0.183517, -0.364473, 1.0]], ['2, k, 10', [0.134578, -0.539155, 1.0]], ['2, k, 11', [0.0886566, -0.589381, 1.0]], ['2, k, 12', [-0.200061, -0.769525, 1.0]], ['2, k, 13', [-0.264537, -1.09678, 1.0]], ['2, k, 14', [-0.338668, -1.39849, 1.0]], ['2, k, 15', [-0.3479, -1.47754, 1.0]], ['2, k, 16', [-0.0251509, -0.749943, 1.0]], ['2, k, 17', [-0.00173925, -1.07337, 1.0]], ['2, k, 18', [-0.0253591, -1.41445, 1.0]], ['2, k, 19', [-0.0835006, -1.48211, 1.0]], ['2, k, 20', [-0.17469, -0.255935, 1.0]], ['2, k, 21', [-0.230465, -0.703584, 1.0]], ['2, k, 22', [-0.240437, -0.580852, 1.0]], ['2, k, 23', [0.0716104, -0.661089, 1.0]], ['2, k, 24', [0.0465092, -0.544523, 1.0]]]
[['2, k, 0', [-0.116561, -0.770348, 1.0]], ['2, k, 1', [-0.148221, -0.475429, 1.0]], ['2, k, 2', [-0.182019, -0.185239, 1.0]], ['2, k, 3', [-0.196569, -0.0456136, 1.0]], ['2, k, 4', [-0.359276, -0.296375, 1.0]], ['2, k, 5', [-0.469032, -0.47862, 1.0]], ['2, k, 6', [-0.34645, -0.609215, 1.0]], ['2, k, 7', [-0.284468, -0.643821, 1.0]], ['2, k, 8', [0.0194724, -0.243723, 1.0]], ['2, k, 9', [0.18083, -0.367138, 1.0]], ['2, k, 10', [0.127168, -0.541629, 1.0]], ['2, k, 11', [0.0825728, -0.588632, 1.0]], ['2, k, 12', [-0.2022, -0.769598, 1.0]], ['2, k, 13', [-0.269666, -1.09925, 1.0]], ['2, k, 14', [-0.338465, -1.40327, 1.0]], ['2, k, 15', [-0.296712, -1.49124, 1.0]], ['2, k, 16', [-0.027992, -0.751456, 1.0]], ['2, k, 17', [-0.004132, -1.07517, 1.0]], ['2, k, 18', [-0.0255027, -1.41446, 1.0]], ['2, k, 19', [-0.0317278, -1.445, 1.0]], ['2, k, 20', [-0.174547, -0.256481, 1.0]], ['2, k, 21', [-0.236047, -0.704764, 1.0]], ['2, k, 22', [-0.241914, -0.580598, 1.0]], ['2, k, 23', [0.0625114, -0.660369, 1.0]], ['2, k, 24', [0.0399172, -0.5447, 1.0]]]
[['2, k, 0', [-0.120756, -0.770845, 1.0]], ['2, k, 1', [-0.149694, -0.476064, 1.0]], ['2, k, 2', [-0.181725, -0.185937, 1.0]], ['2, k, 3', [-0.195976, -0.0458747, 1.0]], ['2, k, 4', [-0.359949, -0.294953, 1.0]], ['2, k, 5', [-0.47301, -0.475305, 1.0]], ['2, k, 6', [-0.351611, -0.606541, 1.0]], ['2, k, 7', [-0.285577, -0.646321, 1.0]], ['2, k, 8', [0.0186881, -0.24469, 1.0]], ['2, k, 9', [0.178703, -0.369532, 1.0]], ['2, k, 10', [0.121749, -0.549543, 1.0]], ['2, k, 11', [0.0747622, -0.596561, 1.0]], ['2, k, 12', [-0.206337, -0.770048, 1.0]], ['2, k, 13', [-0.270486, -1.09983, 1.0]], ['2, k, 14', [-0.338306, -1.40286, 1.0]], ['2, k, 15', [-0.292141, -1.49038, 1.0]], ['2, k, 16', [-0.0320656, -0.751946, 1.0]], ['2, k, 17', [-0.00613962, -1.074, 1.0]], ['2, k, 18', [-0.0259237, -1.41448, 1.0]], ['2, k, 19', [0.00890389, -1.46083, 1.0]], ['2, k, 20', [-0.174529, -0.25709, 1.0]], ['2, k, 21', [-0.236339, -0.704808, 1.0]], ['2, k, 22', [-0.244381, -0.580867, 1.0]], ['2, k, 23', [0.0555481, -0.667271, 1.0]], ['2, k, 24', [0.0334076, -0.547118, 1.0]]]
[['2, k, 0', [-0.125955, -0.770563, 1.0]], ['2, k, 1', [-0.152451, -0.476435, 1.0]], ['2, k, 2', [-0.18212, -0.186376, 1.0]], ['2, k, 3', [-0.195267, -0.0455765, 1.0]], ['2, k, 4', [-0.360988, -0.293548, 1.0]], ['2, k, 5', [-0.474971, -0.472902, 1.0]], ['2, k, 6', [-0.355478, -0.606112, 1.0]], ['2, k, 7', [-0.288104, -0.648232, 1.0]], ['2, k, 8', [0.0180308, -0.245625, 1.0]], ['2, k, 9', [0.176741, -0.372677, 1.0]], ['2, k, 10', [0.115654, -0.558298, 1.0]], ['2, k, 11', [0.0661532, -0.608607, 1.0]], ['2, k, 12', [-0.211706, -0.769335, 1.0]], ['2, k, 13', [-0.271182, -1.09662, 1.0]], ['2, k, 14', [-0.338175, -1.40377, 1.0]], ['2, k, 15', [-0.347816, -1.43483, 1.0]], ['2, k, 16', [-0.0370093, -0.752035, 1.0]], ['2, k, 17', [-0.0104711, -1.07424, 1.0]], ['2, k, 18', [-0.0269457, -1.41522, 1.0]], ['2, k, 19', [-0.0745239, -1.48535, 1.0]], ['2, k, 20', [-0.175076, -0.257545, 1.0]], ['2, k, 21', [-0.236577, -0.705348, 1.0]], ['2, k, 22', [-0.245669, -0.579314, 1.0]], ['2, k, 23', [0.048483, -0.679722, 1.0]], ['2, k, 24', [0.0269331, -0.5626, 1.0]]]
[['2, k, 0', [-0.132497, -0.771282, 1.0]], ['2, k, 1', [-0.154801, -0.477179, 1.0]], ['2, k, 2', [-0.18189, -0.187079, 1.0]], ['2, k, 3', [-0.194847, -0.0457005, 1.0]], ['2, k, 4', [-0.361987, -0.291982, 1.0]], ['2, k, 5', [-0.477917, -0.469893, 1.0]], ['2, k, 6', [-0.362661, -0.608544, 1.0]], ['2, k, 7', [-0.294629, -0.64964, 1.0]], ['2, k, 8', [0.0181662, -0.249733, 1.0]], ['2, k, 9', [0.173964, -0.376402, 1.0]], ['2, k, 10', [0.11391, -0.558758, 1.0]], ['2, k, 11', [0.0632878, -0.606876, 1.0]], ['2, k, 12', [-0.218385, -0.769288, 1.0]], ['2, k, 13', [-0.273178, -1.09426, 1.0]], ['2, k, 14', [-0.336964, -1.40114, 1.0]], ['2, k, 15', [-0.294019, -1.49063, 1.0]], ['2, k, 16', [-0.0432541, -0.75348, 1.0]], ['2, k, 17', [-0.0136254, -1.07439, 1.0]], ['2, k, 18', [-0.0271319, -1.41498, 1.0]], ['2, k, 19', [-0.0775958, -1.48857, 1.0]], ['2, k, 20', [-0.17525, -0.258168, 1.0]], ['2, k, 21', [-0.243118, -0.708546, 1.0]], ['2, k, 22', [-0.256623, -0.583995, 1.0]], ['2, k, 23', [0.0452031, -0.680245, 1.0]], ['2, k, 24', [0.0267262, -0.562573, 1.0]]]
[['2, k, 0', [-0.139337, -0.771932, 1.0]], ['2, k, 1', [-0.157058, -0.477784, 1.0]], ['2, k, 2', [-0.181169, -0.187856, 1.0]], ['2, k, 3', [-0.193887, -0.0461272, 1.0]], ['2, k, 4', [-0.363058, -0.290054, 1.0]], ['2, k, 5', [-0.48106, -0.465069, 1.0]], ['2, k, 6', [-0.367676, -0.604541, 1.0]], ['2, k, 7', [-0.297695, -0.651395, 1.0]], ['2, k, 8', [0.0180853, -0.253584, 1.0]], ['2, k, 9', [0.16762, -0.386209, 1.0]], ['2, k, 10', [0.107084, -0.559103, 1.0]], ['2, k, 11', [0.0560974, -0.605629, 1.0]], ['2, k, 12', [-0.224925, -0.768828, 1.0]], ['2, k, 13', [-0.27509, -1.09215, 1.0]], ['2, k, 14', [-0.336557, -1.40208, 1.0]], ['2, k, 15', [-0.294482, -1.4919, 1.0]], ['2, k, 16', [-0.0504009, -0.755262, 1.0]], ['2, k, 17', [-0.0184388, -1.07662, 1.0]], ['2, k, 18', [-0.0282228, -1.41696, 1.0]], ['2, k, 19', [-0.0346113, -1.44819, 1.0]], ['2, k, 20', [-0.175286, -0.258871, 1.0]], ['2, k, 21', [-0.240285, -0.706989, 1.0]], ['2, k, 22', [-0.261426, -0.585955, 1.0]], ['2, k, 23', [0.039671, -0.679567, 1.0]], ['2, k, 24', [0.0194625, -0.561324, 1.0]]]
[['2, k, 0', [-0.145458, -0.771596, 1.0]], ['2, k, 1', [-0.159264, -0.47798, 1.0]], ['2, k, 2', [-0.180417, -0.188257, 1.0]], ['2, k, 3', [-0.192471, -0.0464671, 1.0]], ['2, k, 4', [-0.364392, -0.286413, 1.0]], ['2, k, 5', [-0.483522, -0.462996, 1.0]], ['2, k, 6', [-0.367197, -0.602579, 1.0]], ['2, k, 7', [-0.300758, -0.652867, 1.0]], ['2, k, 8', [0.0176094, -0.256076, 1.0]], ['2, k, 9', [0.165798, -0.388774, 1.0]], ['2, k, 10', [0.10372, -0.561548, 1.0]], ['2, k, 11', [0.0513269, -0.604791, 1.0]], ['2, k, 12', [-0.23143, -0.767588, 1.0]], ['2, k, 13', [-0.285123, -1.08858, 1.0]], ['2, k, 14', [-0.336459, -1.40219, 1.0]], ['2, k, 15', [-0.294446, -1.49201, 1.0]], ['2, k, 16', [-0.0559909, -0.755744, 1.0]], ['2, k, 17', [-0.0224671, -1.07607, 1.0]], ['2, k, 18', [-0.0282529, -1.41486, 1.0]], ['2, k, 19', [-0.000766672, -1.46512, 1.0]], ['2, k, 20', [-0.175225, -0.25924, 1.0]], ['2, k, 21', [-0.24189, -0.696805, 1.0]], ['2, k, 22', [-0.262611, -0.584813, 1.0]], ['2, k, 23', [0.0323024, -0.67996, 1.0]], ['2, k, 24', [0.0178422, -0.558158, 1.0]]]
[['2, k, 0', [-0.152112, -0.771296, 1.0]], ['2, k, 1', [-0.161333, -0.478112, 1.0]], ['2, k, 2', [-0.179014, -0.188687, 1.0]], ['2, k, 3', [-0.190783, -0.0464751, 1.0]], ['2, k, 4', [-0.366058, -0.283619, 1.0]], ['2, k, 5', [-0.486188, -0.459516, 1.0]], ['2, k, 6', [-0.376634, -0.604595, 1.0]], ['2, k, 7', [-0.310676, -0.654144, 1.0]], ['2, k, 8', [0.0171032, -0.25942, 1.0]], ['2, k, 9', [0.162145, -0.397053, 1.0]], ['2, k, 10', [0.091244, -0.566764, 1.0]], ['2, k, 11', [0.0388503, -0.609238, 1.0]], ['2, k, 12', [-0.238056, -0.766189, 1.0]], ['2, k, 13', [-0.286865, -1.08795, 1.0]], ['2, k, 14', [-0.336405, -1.40259, 1.0]], ['2, k, 15', [-0.346885, -1.43336, 1.0]], ['2, k, 16', [-0.0625031, -0.756539, 1.0]], ['2, k, 17', [-0.0299937, -1.07831, 1.0]], ['2, k, 18', [-0.0289513, -1.41652, 1.0]], ['2, k, 19', [-8.01086e-05, -1.46527, 1.0]], ['2, k, 20', [-0.174922, -0.259663, 1.0]], ['2, k, 21', [-0.253177, -0.700022, 1.0]], ['2, k, 22', [-0.269874, -0.585889, 1.0]], ['2, k, 23', [0.0155961, -0.684509, 1.0]], ['2, k, 24', [0.0054888, -0.562541, 1.0]]]
[['2, k, 0', [-0.160282, -0.771483, 1.0]], ['2, k, 1', [-0.163919, -0.47779, 1.0]], ['2, k, 2', [-0.177495, -0.187947, 1.0]], ['2, k, 3', [-0.188783, -0.0459649, 1.0]], ['2, k, 4', [-0.367915, -0.279571, 1.0]], ['2, k, 5', [-0.488979, -0.45486, 1.0]], ['2, k, 6', [-0.382978, -0.607158, 1.0]], ['2, k, 7', [-0.320043, -0.654448, 1.0]], ['2, k, 8', [0.0154689, -0.263956, 1.0]], ['2, k, 9', [0.157502, -0.40567, 1.0]], ['2, k, 10', [0.0819409, -0.574006, 1.0]], ['2, k, 11', [0.0283704, -0.613697, 1.0]], ['2, k, 12', [-0.246073, -0.765014, 1.0]], ['2, k, 13', [-0.3003, -1.08354, 1.0]], ['2, k, 14', [-0.336392, -1.40554, 1.0]], ['2, k, 15', [-0.34687, -1.43628, 1.0]], ['2, k, 16', [-0.0708321, -0.758149, 1.0]], ['2, k, 17', [-0.0359285, -1.07845, 1.0]], ['2, k, 18', [-0.0315723, -1.42119, 1.0]], ['2, k, 19', [-0.040602, -1.45308, 1.0]], ['2, k, 20', [-0.174552, -0.259371, 1.0]], ['2, k, 21', [-0.2581, -0.705129, 1.0]], ['2, k, 22', [-0.276522, -0.585477, 1.0]], ['2, k, 23', [0.00425837, -0.691088, 1.0]], ['2, k, 24', [-0.000716599, -0.57217, 1.0]]]
[['2, k, 0', [-0.173972, -0.771845, 1.0]], ['2, k, 1', [-0.168547, -0.476946, 1.0]], ['2, k, 2', [-0.175912, -0.186404, 1.0]], ['2, k, 3', [-0.187115, -0.044954, 1.0]], ['2, k, 4', [-0.371174, -0.274068, 1.0]], ['2, k, 5', [-0.489973, -0.451751, 1.0]], ['2, k, 6', [-0.387724, -0.599852, 1.0]], ['2, k, 7', [-0.3319, -0.648391, 1.0]], ['2, k, 8', [0.0144679, -0.267227, 1.0]], ['2, k, 9', [0.153617, -0.41252, 1.0]], ['2, k, 10', [0.0682102, -0.576302, 1.0]], ['2, k, 11', [0.0123771, -0.61359, 1.0]], ['2, k, 12', [-0.258805, -0.762871, 1.0]], ['2, k, 13', [-0.306064, -1.08248, 1.0]], ['2, k, 14', [-0.336341, -1.40692, 1.0]], ['2, k, 15', [-0.290545, -1.48526, 1.0]], ['2, k, 16', [-0.0852364, -0.761201, 1.0]], ['2, k, 17', [-0.040988, -1.07982, 1.0]], ['2, k, 18', [-0.0320681, -1.42122, 1.0]], ['2, k, 19', [-0.0427525, -1.45354, 1.0]], ['2, k, 20', [-0.174314, -0.258544, 1.0]], ['2, k, 21', [-0.269512, -0.695758, 1.0]], ['2, k, 22', [-0.287453, -0.580003, 1.0]], ['2, k, 23', [-0.0126374, -0.688659, 1.0]], ['2, k, 24', [-0.0193154, -0.570621, 1.0]]]
