[['2, k, 0', [-0.2054355, -0.4365312, 1.0]], ['2, k, 1', [-0.1958667, -0.1958535, 1.0]], ['2, k, 2', [-0.1852338, 0.04166592, 1.0]], ['2, k, 3', [-0.1819345, 0.1698832, 1.0]], ['2, k, 4', [-0.3591161, -0.05958552, 1.0]], ['2, k, 5', [-0.4681786, -0.2495494, 1.0]], ['2, k, 6', [-0.4988019, -0.3858674, 1.0]], ['2, k, 7', [-0.4899689, -0.4398441, 1.0]], ['2, k, 8', [-0.02255144, -0.08395682, 1.0]], ['2, k, 9', [0.03797847, -0.2910567, 1.0]], ['2, k, 10', [0.1075227, -0.3200336, 1.0]], ['2, k, 11', [0.1300072, -0.3138345, 1.0]], ['2, k, 12', [-0.2759701, -0.4259744, 1.0]], ['2, k, 13', [-0.2726194, -0.5466735, 1.0]], ['2, k, 14', [-0.2096963, -0.9029777, 1.0]], ['2, k, 15', [-0.1958318, -0.956449, 1.0]], ['2, k, 16', [-0.1311322, -0.4362632, 1.0]], ['2, k, 17', [-0.05354104, -0.5243028, 1.0]], ['2, k, 18', [-0.009978815, -0.9158683, 1.0]], ['2, k, 19', [-0.0001965184, -0.9857201, 1.0]], ['2, k, 20', [-0.188232, -0.01715264, 1.0]], ['2, k, 21', [-0.4876199, -0.489937, 1.0]], ['2, k, 22', [-0.519983, -0.4534715, 1.0]], ['2, k, 23', [0.1214288, -0.3462622, 1.0]], ['2, k, 24', [0.1911113, -0.2890764, 1.0]]]
[['2, k, 0', [-0.2058944, -0.4371157, 1.0]], ['2, k, 1', [-0.2012693, -0.1994921, 1.0]], ['2, k, 2', [-0.1959824, 0.03282152, 1.0]], ['2, k, 3', [-0.1929899, 0.1695607, 1.0]], ['2, k, 4', [-0.3651237, -0.06515931, 1.0]], ['2, k, 5', [-0.4681641, -0.2599612, 1.0]], ['2, k, 6', [-0.5029623, -0.396454, 1.0]], ['2, k, 7', [-0.4953564, -0.4568064, 1.0]], ['2, k, 8', [-0.02962399, -0.07810652, 1.0]], ['2, k, 9', [0.02816166, -0.304375, 1.0]], ['2, k, 10', [0.146273, -0.3167083, 1.0]], ['2, k, 11', [0.196121, -0.3097759, 1.0]], ['2, k, 12', [-0.2763538, -0.4283476, 1.0]], ['2, k, 13', [-0.2726277, -0.545166, 1.0]], ['2, k, 14', [-0.2102563, -0.9042339, 1.0]], ['2, k, 15', [-0.195572, -0.9626379, 1.0]], ['2, k, 16', [-0.1304693, -0.4353148, 1.0]], ['2, k, 17', [-0.05360656, -0.5246683, 1.0]], ['2, k, 18', [-0.008382031, -0.9165828, 1.0]], ['2, k, 19', [-0.001750655, -0.9858165, 1.0]], ['2, k, 20', [-0.1974138, -0.02465527, 1.0]], ['2, k, 21', [-0.4908139, -0.5124876, 1.0]], ['2, k, 22', [-0.4528851, -0.4355727, 1.0]], ['2, k, 23', [0.2279188, -0.337029, 1.0]], ['2, k, 24', [0.2462032, -0.2894892, 1.0]]]
[['2, k, 0', [-0.2059325, -0.4371708, 1.0]], ['2, k, 1', [-0.2012957, -0.1995048, 1.0]], ['2, k, 2', [-0.1960118, 0.03287745, 1.0]], ['2, k, 3', [-0.192982, 0.1696975, 1.0]], ['2, k, 4', [-0.365013, -0.06506862, 1.0]], ['2, k, 5', [-0.4681358, -0.2599322, 1.0]], ['2, k, 6', [-0.5029641, -0.3964574, 1.0]], ['2, k, 7', [-0.4951742, -0.4569215, 1.0]], ['2, k, 8', [-0.02965994, -0.07830352, 1.0]], ['2, k, 9', [0.02417904, -0.3106129, 1.0]], ['2, k, 10', [0.1418979, -0.3088873, 1.0]], ['2, k, 11', [0.1911294, -0.293755, 1.0]], ['2, k, 12', [-0.2764371, -0.4283769, 1.0]], ['2, k, 13', [-0.2725978, -0.5452505, 1.0]], ['2, k, 14', [-0.2101263, -0.9042129, 1.0]], ['2, k, 15', [-0.1951879, -0.9606562, 1.0]], ['2, k, 16', [-0.1304742, -0.4354007, 1.0]], ['2, k, 17', [-0.05362616, -0.5246665, 1.0]], ['2, k, 18', [-0.008465947, -0.9166811, 1.0]], ['2, k, 19', [-0.001694572, -0.985647, 1.0]], ['2, k, 20', [-0.1974418, -0.02462385, 1.0]], ['2, k, 21', [-0.4873814, -0.5135092, 1.0]], ['2, k, 22', [-0.4498044, -0.4318333, 1.0]], ['2, k, 23', [0.2247393, -0.3131587, 1.0]], ['2, k, 24', [0.2448439, -0.2756487, 1.0]]]
[['2, k, 0', [-0.2061919, -0.4372613, 1.0]], ['2, k, 1', [-0.2013502, -0.1995315, 1.0]], ['2, k, 2', [-0.1959891, 0.03289267, 1.0]], ['2, k, 3', [-0.1929778, 0.1697438, 1.0]], ['2, k, 4', [-0.3650022, -0.06503429, 1.0]], ['2, k, 5', [-0.4680898, -0.2596489, 1.0]], ['2, k, 6', [-0.502962, -0.3964526, 1.0]], ['2, k, 7', [-0.4956563, -0.4572487, 1.0]], ['2, k, 8', [-0.02967502, -0.07834762, 1.0]], ['2, k, 9', [0.01653678, -0.3158602, 1.0]], ['2, k, 10', [0.1360548, -0.2951299, 1.0]], ['2, k, 11', [0.1829412, -0.2754355, 1.0]], ['2, k, 12', [-0.2766616, -0.4283862, 1.0]], ['2, k, 13', [-0.2726089, -0.5451969, 1.0]], ['2, k, 14', [-0.2113813, -0.9013712, 1.0]], ['2, k, 15', [-0.1958436, -0.9598367, 1.0]], ['2, k, 16', [-0.1307999, -0.4355941, 1.0]], ['2, k, 17', [-0.05380168, -0.5246322, 1.0]], ['2, k, 18', [-0.008612871, -0.9168708, 1.0]], ['2, k, 19', [-0.001552024, -0.9858672, 1.0]], ['2, k, 20', [-0.1974394, -0.02462064, 1.0]], ['2, k, 21', [-0.4898498, -0.5080711, 1.0]], ['2, k, 22', [-0.4501421, -0.4317043, 1.0]], ['2, k, 23', [0.2238541, -0.2875421, 1.0]], ['2, k, 24', [0.2287097, -0.2606452, 1.0]]]
[['2, k, 0', [-0.2062483, -0.4372841, 1.0]], ['2, k, 1', [-0.2013483, -0.1995862, 1.0]], ['2, k, 2', [-0.1958753, 0.03277206, 1.0]], ['2, k, 3', [-0.1928124, 0.1698258, 1.0]], ['2, k, 4', [-0.3649944, -0.06497003, 1.0]], ['2, k, 5', [-0.4680882, -0.2595947, 1.0]], ['2, k, 6', [-0.502774, -0.3965057, 1.0]], ['2, k, 7', [-0.4955617, -0.4563936, 1.0]], ['2, k, 8', [-0.02958884, -0.07883041, 1.0]], ['2, k, 9', [0.01800811, -0.3159232, 1.0]], ['2, k, 10', [0.137121, -0.285055, 1.0]], ['2, k, 11', [0.1775398, -0.2538684, 1.0]], ['2, k, 12', [-0.2767017, -0.4283931, 1.0]], ['2, k, 13', [-0.2726047, -0.5451728, 1.0]], ['2, k, 14', [-0.2112437, -0.9016681, 1.0]], ['2, k, 15', [-0.195946, -0.959096, 1.0]], ['2, k, 16', [-0.1308978, -0.4356403, 1.0]], ['2, k, 17', [-0.0539338, -0.5245937, 1.0]], ['2, k, 18', [-0.008869353, -0.9166638, 1.0]], ['2, k, 19', [-0.001063708, -0.9869763, 1.0]], ['2, k, 20', [-0.197366, -0.02472186, 1.0]], ['2, k, 21', [-0.4920283, -0.5077242, 1.0]], ['2, k, 22', [-0.449864, -0.4313564, 1.0]], ['2, k, 23', [0.2236541, -0.2628424, 1.0]], ['2, k, 24', [0.2266629, -0.2373568, 1.0]]]
[['2, k, 0', [-0.2064409, -0.4374662, 1.0]], ['2, k, 1', [-0.2013008, -0.199649, 1.0]], ['2, k, 2', [-0.1954349, 0.03287168, 1.0]], ['2, k, 3', [-0.1926549, 0.1698704, 1.0]], ['2, k, 4', [-0.3645619, -0.06494082, 1.0]], ['2, k, 5', [-0.4679146, -0.2577206, 1.0]], ['2, k, 6', [-0.5027344, -0.3964055, 1.0]], ['2, k, 7', [-0.4948371, -0.4584494, 1.0]], ['2, k, 8', [-0.02894982, -0.07967579, 1.0]], ['2, k, 9', [0.02102191, -0.2980446, 1.0]], ['2, k, 10', [0.1283614, -0.2724534, 1.0]], ['2, k, 11', [0.1635905, -0.2319703, 1.0]], ['2, k, 12', [-0.2769362, -0.4284644, 1.0]], ['2, k, 13', [-0.2725927, -0.5453447, 1.0]], ['2, k, 14', [-0.211087, -0.9014758, 1.0]], ['2, k, 15', [-0.1967339, -0.9596915, 1.0]], ['2, k, 16', [-0.131108, -0.4359736, 1.0]], ['2, k, 17', [-0.05393038, -0.5245939, 1.0]], ['2, k, 18', [-0.008872883, -0.916672, 1.0]], ['2, k, 19', [-0.001199285, -0.986971, 1.0]], ['2, k, 20', [-0.197065, -0.02468415, 1.0]], ['2, k, 21', [-0.4940154, -0.5121253, 1.0]], ['2, k, 22', [-0.4555057, -0.4378298, 1.0]], ['2, k, 23', [0.2150619, -0.234235, 1.0]], ['2, k, 24', [0.2087049, -0.2152748, 1.0]]]
[['2, k, 0', [-0.2064878, -0.4374512, 1.0]], ['2, k, 1', [-0.2012877, -0.1996354, 1.0]], ['2, k, 2', [-0.1952638, 0.03297096, 1.0]], ['2, k, 3', [-0.1925299, 0.1700715, 1.0]], ['2, k, 4', [-0.3643158, -0.06489125, 1.0]], ['2, k, 5', [-0.4678391, -0.2558003, 1.0]], ['2, k, 6', [-0.5027723, -0.3964989, 1.0]], ['2, k, 7', [-0.4958254, -0.4543728, 1.0]], ['2, k, 8', [-0.02823357, -0.08028632, 1.0]], ['2, k, 9', [0.02086693, -0.3190174, 1.0]], ['2, k, 10', [0.1185738, -0.2519693, 1.0]], ['2, k, 11', [0.1552562, -0.2041136, 1.0]], ['2, k, 12', [-0.2769886, -0.4284048, 1.0]], ['2, k, 13', [-0.2725975, -0.5453419, 1.0]], ['2, k, 14', [-0.2109171, -0.9015343, 1.0]], ['2, k, 15', [-0.1963782, -0.9596742, 1.0]], ['2, k, 16', [-0.1311595, -0.4359896, 1.0]], ['2, k, 17', [-0.05393358, -0.5246812, 1.0]], ['2, k, 18', [-0.008932948, -0.9166784, 1.0]], ['2, k, 19', [-0.001010661, -0.9867802, 1.0]], ['2, k, 20', [-0.1969469, -0.02461306, 1.0]], ['2, k, 21', [-0.4920675, -0.5057281, 1.0]], ['2, k, 22', [-0.4511329, -0.432402, 1.0]], ['2, k, 23', [0.1724882, -0.1820873, 1.0]], ['2, k, 24', [0.2037638, -0.1866042, 1.0]]]
[['2, k, 0', [-0.206471, -0.4374325, 1.0]], ['2, k, 1', [-0.2012226, -0.1996199, 1.0]], ['2, k, 2', [-0.1951198, 0.03300063, 1.0]], ['2, k, 3', [-0.1922897, 0.1700931, 1.0]], ['2, k, 4', [-0.364132, -0.06484357, 1.0]], ['2, k, 5', [-0.4682015, -0.2566451, 1.0]], ['2, k, 6', [-0.5027792, -0.396427, 1.0]], ['2, k, 7', [-0.4950962, -0.4547941, 1.0]], ['2, k, 8', [-0.02660414, -0.07757799, 1.0]], ['2, k, 9', [0.02091656, -0.3101196, 1.0]], ['2, k, 10', [0.1078403, -0.2286573, 1.0]], ['2, k, 11', [0.1343616, -0.1721146, 1.0]], ['2, k, 12', [-0.276942, -0.4283742, 1.0]], ['2, k, 13', [-0.2726034, -0.5450736, 1.0]], ['2, k, 14', [-0.2113569, -0.9006205, 1.0]], ['2, k, 15', [-0.1956442, -0.958926, 1.0]], ['2, k, 16', [-0.1311523, -0.4359704, 1.0]], ['2, k, 17', [-0.0539689, -0.5248624, 1.0]], ['2, k, 18', [-0.009011676, -0.916632, 1.0]], ['2, k, 19', [-0.001031083, -0.9863682, 1.0]], ['2, k, 20', [-0.1968213, -0.024587, 1.0]], ['2, k, 21', [-0.4909356, -0.5100212, 1.0]], ['2, k, 22', [-0.4512259, -0.4325793, 1.0]], ['2, k, 23', [0.1494477, -0.1433762, 1.0]], ['2, k, 24', [0.1881019, -0.156942, 1.0]]]
[['2, k, 0', [-0.2064711, -0.437387, 1.0]], ['2, k, 1', [-0.2011354, -0.1995469, 1.0]], ['2, k, 2', [-0.194839, 0.03317053, 1.0]], ['2, k, 3', [-0.1917295, 0.1699998, 1.0]], ['2, k, 4', [-0.3639256, -0.06474249, 1.0]], ['2, k, 5', [-0.4681729, -0.2567179, 1.0]], ['2, k, 6', [-0.5027877, -0.3964019, 1.0]], ['2, k, 7', [-0.4958055, -0.4575009, 1.0]], ['2, k, 8', [-0.02609878, -0.07889432, 1.0]], ['2, k, 9', [0.02119655, -0.3102973, 1.0]], ['2, k, 10', [0.1008374, -0.1820974, 1.0]], ['2, k, 11', [0.1206985, -0.1342041, 1.0]], ['2, k, 12', [-0.2768852, -0.4281902, 1.0]], ['2, k, 13', [-0.2725735, -0.545165, 1.0]], ['2, k, 14', [-0.2106302, -0.9023513, 1.0]], ['2, k, 15', [-0.194538, -0.9565612, 1.0]], ['2, k, 16', [-0.1311761, -0.4359637, 1.0]], ['2, k, 17', [-0.05383098, -0.5254924, 1.0]], ['2, k, 18', [-0.008854229, -0.9150254, 1.0]], ['2, k, 19', [-0.001265644, -0.9858305, 1.0]], ['2, k, 20', [-0.196594, -0.02444381, 1.0]], ['2, k, 21', [-0.4897626, -0.5091721, 1.0]], ['2, k, 22', [-0.4506488, -0.435661, 1.0]], ['2, k, 23', [0.1287289, -0.0932796, 1.0]], ['2, k, 24', [0.1730527, -0.1282586, 1.0]]]
[['2, k, 0', [-0.2067474, -0.4374433, 1.0]], ['2, k, 1', [-0.2010971, -0.1995713, 1.0]], ['2, k, 2', [-0.1941912, 0.03315515, 1.0]], ['2, k, 3', [-0.1914045, 0.1702746, 1.0]], ['2, k, 4', [-0.3634023, -0.06434608, 1.0]], ['2, k, 5', [-0.4676046, -0.2566799, 1.0]], ['2, k, 6', [-0.5028766, -0.3962015, 1.0]], ['2, k, 7', [-0.4951913, -0.4557859, 1.0]], ['2, k, 8', [-0.02590884, -0.07965192, 1.0]], ['2, k, 9', [0.02158887, -0.3106701, 1.0]], ['2, k, 10', [0.0899193, -0.1653361, 1.0]], ['2, k, 11', [0.1103596, -0.09782352, 1.0]], ['2, k, 12', [-0.277081, -0.4281456, 1.0]], ['2, k, 13', [-0.2725844, -0.545211, 1.0]], ['2, k, 14', [-0.2104523, -0.9022437, 1.0]], ['2, k, 15', [-0.1955024, -0.9574881, 1.0]], ['2, k, 16', [-0.1315533, -0.4361618, 1.0]], ['2, k, 17', [-0.0537651, -0.5255417, 1.0]], ['2, k, 18', [-0.008898087, -0.9146754, 1.0]], ['2, k, 19', [0.0001769373, -0.9869572, 1.0]], ['2, k, 20', [-0.1961626, -0.02446933, 1.0]], ['2, k, 21', [-0.4905424, -0.5106602, 1.0]], ['2, k, 22', [-0.4502785, -0.4338227, 1.0]], ['2, k, 23', [0.1129773, -0.04954356, 1.0]], ['2, k, 24', [0.1677071, -0.091578, 1.0]]]
[['2, k, 0', [-0.2066787, -0.4374733, 1.0]], ['2, k, 1', [-0.2007706, -0.1996893, 1.0]], ['2, k, 2', [-0.1935673, 0.03297579, 1.0]], ['2, k, 3', [-0.190891, 0.1704531, 1.0]], ['2, k, 4', [-0.3629234, -0.0645232, 1.0]], ['2, k, 5', [-0.4673104, -0.256579, 1.0]], ['2, k, 6', [-0.502264, -0.3958603, 1.0]], ['2, k, 7', [-0.4937996, -0.4545265, 1.0]], ['2, k, 8', [-0.02567914, -0.07960293, 1.0]], ['2, k, 9', [0.02694177, -0.2879683, 1.0]], ['2, k, 10', [0.08351507, -0.1283199, 1.0]], ['2, k, 11', [0.09441289, -0.06496543, 1.0]], ['2, k, 12', [-0.2769883, -0.4281713, 1.0]], ['2, k, 13', [-0.2727067, -0.5446424, 1.0]], ['2, k, 14', [-0.2104548, -0.9023047, 1.0]], ['2, k, 15', [-0.195321, -0.9572136, 1.0]], ['2, k, 16', [-0.1314857, -0.4361953, 1.0]], ['2, k, 17', [-0.05369572, -0.5255234, 1.0]], ['2, k, 18', [-0.008983191, -0.914638, 1.0]], ['2, k, 19', [0.0006541247, -0.9872862, 1.0]], ['2, k, 20', [-0.1955992, -0.02463384, 1.0]], ['2, k, 21', [-0.4895468, -0.5080727, 1.0]], ['2, k, 22', [-0.4508234, -0.4338669, 1.0]], ['2, k, 23', [0.1145498, -0.01336117, 1.0]], ['2, k, 24', [0.1460025, -0.0611422, 1.0]]]
[['2, k, 0', [-0.2066956, -0.4374638, 1.0]], ['2, k, 1', [-0.2006237, -0.1996, 1.0]], ['2, k, 2', [-0.1930588, 0.033296, 1.0]], ['2, k, 3', [-0.1902445, 0.1706143, 1.0]], ['2, k, 4', [-0.3625876, -0.06430786, 1.0]], ['2, k, 5', [-0.4674168, -0.2562563, 1.0]], ['2, k, 6', [-0.5023621, -0.3956996, 1.0]], ['2, k, 7', [-0.4946804, -0.4558814, 1.0]], ['2, k, 8', [-0.02595123, -0.07953759, 1.0]], ['2, k, 9', [0.01584601, -0.3161304, 1.0]], ['2, k, 10', [0.05989815, -0.1167221, 1.0]], ['2, k, 11', [0.08166812, -0.02765392, 1.0]], ['2, k, 12', [-0.2769854, -0.4281297, 1.0]], ['2, k, 13', [-0.2727964, -0.5442266, 1.0]], ['2, k, 14', [-0.2102954, -0.902482, 1.0]], ['2, k, 15', [-0.1953848, -0.9570659, 1.0]], ['2, k, 16', [-0.1315183, -0.4362015, 1.0]], ['2, k, 17', [-0.05361615, -0.5255281, 1.0]], ['2, k, 18', [-0.009116009, -0.9150862, 1.0]], ['2, k, 19', [3.471319e-05, -0.987134, 1.0]], ['2, k, 20', [-0.1951836, -0.02437969, 1.0]], ['2, k, 21', [-0.4889477, -0.5100216, 1.0]], ['2, k, 22', [-0.4503479, -0.4340416, 1.0]], ['2, k, 23', [0.08916169, 0.03078584, 1.0]], ['2, k, 24', [0.1322333, -0.02803146, 1.0]]]
[['2, k, 0', [-0.2064575, -0.4371839, 1.0]], ['2, k, 1', [-0.2002931, -0.1992538, 1.0]], ['2, k, 2', [-0.1927598, 0.03372345, 1.0]], ['2, k, 3', [-0.1898862, 0.1707657, 1.0]], ['2, k, 4', [-0.3619642, -0.06425738, 1.0]], ['2, k, 5', [-0.4666263, -0.2560784, 1.0]], ['2, k, 6', [-0.5022238, -0.395549, 1.0]], ['2, k, 7', [-0.4948428, -0.4542127, 1.0]], ['2, k, 8', [-0.02567148, -0.07526726, 1.0]], ['2, k, 9', [0.01561994, -0.3131664, 1.0]], ['2, k, 10', [0.05083277, -0.1000264, 1.0]], ['2, k, 11', [0.06728438, -5.259314e-05, 1.0]], ['2, k, 12', [-0.2764596, -0.427783, 1.0]], ['2, k, 13', [-0.2728313, -0.5438066, 1.0]], ['2, k, 14', [-0.2102661, -0.9024051, 1.0]], ['2, k, 15', [-0.1964008, -0.958539, 1.0]], ['2, k, 16', [-0.131383, -0.4359087, 1.0]], ['2, k, 17', [-0.05364426, -0.5255159, 1.0]], ['2, k, 18', [-0.009038636, -0.9151413, 1.0]], ['2, k, 19', [-0.0001215292, -0.9871494, 1.0]], ['2, k, 20', [-0.1948585, -0.02396742, 1.0]], ['2, k, 21', [-0.4889567, -0.5091336, 1.0]], ['2, k, 22', [-0.4517385, -0.4261696, 1.0]], ['2, k, 23', [0.07250741, 0.05755604, 1.0]], ['2, k, 24', [0.1218749, -0.003732954, 1.0]]]
[['2, k, 0', [-0.2059685, -0.4368759, 1.0]], ['2, k, 1', [-0.1999816, -0.1991224, 1.0]], ['2, k, 2', [-0.1926507, 0.03375106, 1.0]], ['2, k, 3', [-0.189518, 0.1710721, 1.0]], ['2, k, 4', [-0.3618154, -0.06409253, 1.0]], ['2, k, 5', [-0.4660299, -0.2549493, 1.0]], ['2, k, 6', [-0.5022032, -0.3953165, 1.0]], ['2, k, 7', [-0.4956617, -0.4548127, 1.0]], ['2, k, 8', [-0.02616129, -0.07212251, 1.0]], ['2, k, 9', [0.01524645, -0.3107888, 1.0]], ['2, k, 10', [0.04204551, -0.08595245, 1.0]], ['2, k, 11', [0.05349982, 0.02294057, 1.0]], ['2, k, 12', [-0.2760499, -0.4276508, 1.0]], ['2, k, 13', [-0.2728, -0.5439182, 1.0]], ['2, k, 14', [-0.2101849, -0.9029816, 1.0]], ['2, k, 15', [-0.1953286, -0.9571245, 1.0]], ['2, k, 16', [-0.1307889, -0.4353885, 1.0]], ['2, k, 17', [-0.0536343, -0.5254682, 1.0]], ['2, k, 18', [-0.009154421, -0.9154261, 1.0]], ['2, k, 19', [-0.002106392, -0.9859013, 1.0]], ['2, k, 20', [-0.1947002, -0.02391797, 1.0]], ['2, k, 21', [-0.4928348, -0.5071211, 1.0]], ['2, k, 22', [-0.4516606, -0.431527, 1.0]], ['2, k, 23', [0.05233843, 0.09313709, 1.0]], ['2, k, 24', [0.1127439, 0.01880953, 1.0]]]
[['2, k, 0', [-0.2055108, -0.4365036, 1.0]], ['2, k, 1', [-0.1997051, -0.1989518, 1.0]], ['2, k, 2', [-0.1925523, 0.03380049, 1.0]], ['2, k, 3', [-0.1893739, 0.1710659, 1.0]], ['2, k, 4', [-0.3617054, -0.0638648, 1.0]], ['2, k, 5', [-0.4657928, -0.2546261, 1.0]], ['2, k, 6', [-0.5020946, -0.3948406, 1.0]], ['2, k, 7', [-0.4952946, -0.4540927, 1.0]], ['2, k, 8', [-0.02735294, -0.06854159, 1.0]], ['2, k, 9', [0.01498032, -0.3076643, 1.0]], ['2, k, 10', [0.03617437, -0.07671992, 1.0]], ['2, k, 11', [0.03612414, 0.03749628, 1.0]], ['2, k, 12', [-0.2755457, -0.4274745, 1.0]], ['2, k, 13', [-0.2727725, -0.5441911, 1.0]], ['2, k, 14', [-0.2100066, -0.9034325, 1.0]], ['2, k, 15', [-0.1956419, -0.9550292, 1.0]], ['2, k, 16', [-0.1302957, -0.4347191, 1.0]], ['2, k, 17', [-0.05345153, -0.5260081, 1.0]], ['2, k, 18', [-0.009507031, -0.9171946, 1.0]], ['2, k, 19', [-0.005198102, -0.9826166, 1.0]], ['2, k, 20', [-0.1945591, -0.02384277, 1.0]], ['2, k, 21', [-0.4914732, -0.5080734, 1.0]], ['2, k, 22', [-0.4499996, -0.4298887, 1.0]], ['2, k, 23', [0.03428188, 0.1112134, 1.0]], ['2, k, 24', [0.08825161, 0.02287169, 1.0]]]
[['2, k, 0', [-0.1963204, -0.4355191, 1.0]], ['2, k, 1', [-0.1966789, -0.1983337, 1.0]], ['2, k, 2', [-0.1923895, 0.03401763, 1.0]], ['2, k, 3', [-0.1895091, 0.1709869, 1.0]], ['2, k, 4', [-0.3616069, -0.06389335, 1.0]], ['2, k, 5', [-0.4658772, -0.2542346, 1.0]], ['2, k, 6', [-0.5020571, -0.3949115, 1.0]], ['2, k, 7', [-0.4948186, -0.4551632, 1.0]], ['2, k, 8', [-0.02912871, -0.06426183, 1.0]], ['2, k, 9', [0.01738859, -0.2295097, 1.0]], ['2, k, 10', [0.007580948, -0.008768331, 1.0]], ['2, k, 11', [0.0225125, 0.05331931, 1.0]], ['2, k, 12', [-0.2671472, -0.4288437, 1.0]], ['2, k, 13', [-0.2727941, -0.5440567, 1.0]], ['2, k, 14', [-0.2098711, -0.9036448, 1.0]], ['2, k, 15', [-0.1956134, -0.9552187, 1.0]], ['2, k, 16', [-0.1201723, -0.4312262, 1.0]], ['2, k, 17', [-0.05345432, -0.5259949, 1.0]], ['2, k, 18', [-0.009406461, -0.9168587, 1.0]], ['2, k, 19', [-0.001985106, -0.9858574, 1.0]], ['2, k, 20', [-0.1940158, -0.02352558, 1.0]], ['2, k, 21', [-0.4933487, -0.510032, 1.0]], ['2, k, 22', [-0.4509578, -0.4335112, 1.0]], ['2, k, 23', [0.01780696, 0.1300214, 1.0]], ['2, k, 24', [0.07679341, 0.03566691, 1.0]]]
[['2, k, 0', [-0.194975, -0.4350981, 1.0]], ['2, k, 1', [-0.1958455, -0.1980421, 1.0]], ['2, k, 2', [-0.1923639, 0.0341033, 1.0]], ['2, k, 3', [-0.189927, 0.1713823, 1.0]], ['2, k, 4', [-0.3615676, -0.06379692, 1.0]], ['2, k, 5', [-0.4659579, -0.254369, 1.0]], ['2, k, 6', [-0.5020189, -0.3949091, 1.0]], ['2, k, 7', [-0.4957612, -0.456511, 1.0]], ['2, k, 8', [-0.03083204, -0.0617867, 1.0]], ['2, k, 9', [0.0178814, -0.2011954, 1.0]], ['2, k, 10', [-0.02851493, 0.04529322, 1.0]], ['2, k, 11', [-0.0014213, 0.09210014, 1.0]], ['2, k, 12', [-0.2658883, -0.428842, 1.0]], ['2, k, 13', [-0.2727548, -0.544223, 1.0]], ['2, k, 14', [-0.2098962, -0.9031931, 1.0]], ['2, k, 15', [-0.1954688, -0.9548214, 1.0]], ['2, k, 16', [-0.118791, -0.4303998, 1.0]], ['2, k, 17', [-0.05343578, -0.5259217, 1.0]], ['2, k, 18', [-0.009490002, -0.9168782, 1.0]], ['2, k, 19', [-0.001910837, -0.9858694, 1.0]], ['2, k, 20', [-0.193859, -0.02339052, 1.0]], ['2, k, 21', [-0.4901448, -0.5105435, 1.0]], ['2, k, 22', [-0.4504057, -0.4354197, 1.0]], ['2, k, 23', [0.001761515, 0.1360374, 1.0]], ['2, k, 24', [0.03090088, 0.08061606, 1.0]]]
[['2, k, 0', [-0.1942654, -0.4349774, 1.0]], ['2, k, 1', [-0.1952278, -0.197917, 1.0]], ['2, k, 2', [-0.1923021, 0.03421584, 1.0]], ['2, k, 3', [-0.1904935, 0.171528, 1.0]], ['2, k, 4', [-0.3612694, -0.06359569, 1.0]], ['2, k, 5', [-0.465661, -0.2543209, 1.0]], ['2, k, 6', [-0.5019512, -0.3948744, 1.0]], ['2, k, 7', [-0.4945126, -0.4568332, 1.0]], ['2, k, 8', [-0.03171652, -0.06114439, 1.0]], ['2, k, 9', [0.01816566, -0.200426, 1.0]], ['2, k, 10', [-0.01454368, 0.04638663, 1.0]], ['2, k, 11', [0.0005137346, 0.05754925, 1.0]], ['2, k, 12', [-0.2652874, -0.4289115, 1.0]], ['2, k, 13', [-0.2727493, -0.5444523, 1.0]], ['2, k, 14', [-0.2098942, -0.9046406, 1.0]], ['2, k, 15', [-0.1964104, -0.9583227, 1.0]], ['2, k, 16', [-0.1180386, -0.4301179, 1.0]], ['2, k, 17', [-0.0535942, -0.526205, 1.0]], ['2, k, 18', [-0.009523463, -0.916939, 1.0]], ['2, k, 19', [-0.001996987, -0.9858072, 1.0]], ['2, k, 20', [-0.1936402, -0.02327071, 1.0]], ['2, k, 21', [-0.4940523, -0.515605, 1.0]], ['2, k, 22', [-0.4510251, -0.4320107, 1.0]], ['2, k, 23', [0.01867758, 0.1241278, 1.0]], ['2, k, 24', [0.04989338, 0.02608283, 1.0]]]
