[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.293679, -0.247659, 1.0]], ['2, k, 1', [-0.303717, 0.0608991, 1.0]], ['2, k, 2', [-0.311503, 0.360751, 1.0]], ['2, k, 3', [-0.334737, 0.506353, 1.0]], ['2, k, 4', [-0.504718, 0.248155, 1.0]], ['2, k, 5', [-0.593291, -0.00370308, 1.0]], ['2, k, 6', [-0.613928, -0.253073, 1.0]], ['2, k, 7', [-0.590226, -0.287102, 1.0]], ['2, k, 8', [-0.127143, 0.266649, 1.0]], ['2, k, 9', [-0.016394, -0.0145696, 1.0]], ['2, k, 10', [0.0273973, -0.266138, 1.0]], ['2, k, 11', [0.0201092, -0.273341, 1.0]], ['2, k, 12', [-0.372808, -0.248769, 1.0]], ['2, k, 13', [-0.399604, -0.646282, 1.0]], ['2, k, 14', [-0.415953, -0.993427, 1.0]], ['2, k, 15', [-0.408857, -1.06167, 1.0]], ['2, k, 16', [-0.20602, -0.23984, 1.0]], ['2, k, 17', [-0.16782, -0.638957, 1.0]], ['2, k, 18', [-0.149973, -1.01572, 1.0]], ['2, k, 19', [-0.125407, -1.0714, 1.0]], ['2, k, 20', [-0.310238, 0.286953, 1.0]], ['2, k, 21', [-0.579096, -0.339921, 1.0]], ['2, k, 22', [-0.514944, -0.310421, 1.0]], ['2, k, 23', [0.0185139, -0.343384, 1.0]], ['2, k, 24', [-0.0305763, -0.307263, 1.0]]]
[['2, k, 0', [-0.294836, -0.247513, 1.0]], ['2, k, 1', [-0.303725, 0.0608304, 1.0]], ['2, k, 2', [-0.311034, 0.360652, 1.0]], ['2, k, 3', [-0.333732, 0.506166, 1.0]], ['2, k, 4', [-0.504405, 0.248076, 1.0]], ['2, k, 5', [-0.591679, -0.00589837, 1.0]], ['2, k, 6', [-0.612425, -0.255175, 1.0]], ['2, k, 7', [-0.589133, -0.289786, 1.0]], ['2, k, 8', [-0.12638, 0.26645, 1.0]], ['2, k, 9', [-0.0153362, -0.0154265, 1.0]], ['2, k, 10', [0.027787, -0.266966, 1.0]], ['2, k, 11', [0.0203342, -0.275978, 1.0]], ['2, k, 12', [-0.373713, -0.24861, 1.0]], ['2, k, 13', [-0.399903, -0.645771, 1.0]], ['2, k, 14', [-0.416534, -0.993534, 1.0]], ['2, k, 15', [-0.408055, -1.06263, 1.0]], ['2, k, 16', [-0.207399, -0.239627, 1.0]], ['2, k, 17', [-0.168464, -0.638408, 1.0]], ['2, k, 18', [-0.149932, -1.01467, 1.0]], ['2, k, 19', [-0.125735, -1.07129, 1.0]], ['2, k, 20', [-0.309893, 0.286877, 1.0]], ['2, k, 21', [-0.571622, -0.3408, 1.0]], ['2, k, 22', [-0.512886, -0.311114, 1.0]], ['2, k, 23', [0.0276182, -0.345211, 1.0]], ['2, k, 24', [-0.0280956, -0.303772, 1.0]]]
[['2, k, 0', [-0.295244, -0.247163, 1.0]], ['2, k, 1', [-0.303464, 0.0607609, 1.0]], ['2, k, 2', [-0.310121, 0.360319, 1.0]], ['2, k, 3', [-0.332143, 0.505553, 1.0]], ['2, k, 4', [-0.503865, 0.24826, 1.0]], ['2, k, 5', [-0.590406, -0.00707528, 1.0]], ['2, k, 6', [-0.610881, -0.256712, 1.0]], ['2, k, 7', [-0.586627, -0.287771, 1.0]], ['2, k, 8', [-0.125585, 0.265811, 1.0]], ['2, k, 9', [-0.0158852, -0.0151072, 1.0]], ['2, k, 10', [0.0267201, -0.266257, 1.0]], ['2, k, 11', [0.0206208, -0.277224, 1.0]], ['2, k, 12', [-0.374041, -0.248109, 1.0]], ['2, k, 13', [-0.400384, -0.644587, 1.0]], ['2, k, 14', [-0.416502, -0.993361, 1.0]], ['2, k, 15', [-0.405919, -1.04593, 1.0]], ['2, k, 16', [-0.207892, -0.239465, 1.0]], ['2, k, 17', [-0.169053, -0.638537, 1.0]], ['2, k, 18', [-0.150343, -1.01225, 1.0]], ['2, k, 19', [-0.124805, -1.0701, 1.0]], ['2, k, 20', [-0.309168, 0.286634, 1.0]], ['2, k, 21', [-0.578752, -0.341423, 1.0]], ['2, k, 22', [-0.512957, -0.311159, 1.0]], ['2, k, 23', [0.0301445, -0.345643, 1.0]], ['2, k, 24', [-0.028229, -0.301362, 1.0]]]
[['2, k, 0', [-0.295415, -0.247031, 1.0]], ['2, k, 1', [-0.303238, 0.0607797, 1.0]], ['2, k, 2', [-0.309148, 0.360273, 1.0]], ['2, k, 3', [-0.331016, 0.505155, 1.0]], ['2, k, 4', [-0.502956, 0.248648, 1.0]], ['2, k, 5', [-0.589463, -0.00822056, 1.0]], ['2, k, 6', [-0.608866, -0.25813, 1.0]], ['2, k, 7', [-0.582921, -0.29024, 1.0]], ['2, k, 8', [-0.124139, 0.264849, 1.0]], ['2, k, 9', [-0.0170728, -0.0152967, 1.0]], ['2, k, 10', [0.0236218, -0.265905, 1.0]], ['2, k, 11', [0.018213, -0.275897, 1.0]], ['2, k, 12', [-0.374198, -0.247911, 1.0]], ['2, k, 13', [-0.40078, -0.64488, 1.0]], ['2, k, 14', [-0.416285, -0.994427, 1.0]], ['2, k, 15', [-0.408903, -1.05064, 1.0]], ['2, k, 16', [-0.208056, -0.239427, 1.0]], ['2, k, 17', [-0.169369, -0.638451, 1.0]], ['2, k, 18', [-0.150559, -1.01224, 1.0]], ['2, k, 19', [-0.124742, -1.07035, 1.0]], ['2, k, 20', [-0.308413, 0.286608, 1.0]], ['2, k, 21', [-0.574944, -0.342088, 1.0]], ['2, k, 22', [-0.507241, -0.3116, 1.0]], ['2, k, 23', [0.0301216, -0.344745, 1.0]], ['2, k, 24', [-0.0330518, -0.301305, 1.0]]]
[['2, k, 0', [-0.295777, -0.246773, 1.0]], ['2, k, 1', [-0.303083, 0.0608228, 1.0]], ['2, k, 2', [-0.308366, 0.360206, 1.0]], ['2, k, 3', [-0.329248, 0.504511, 1.0]], ['2, k, 4', [-0.502206, 0.248864, 1.0]], ['2, k, 5', [-0.588308, -0.00932514, 1.0]], ['2, k, 6', [-0.604849, -0.259641, 1.0]], ['2, k, 7', [-0.581591, -0.286107, 1.0]], ['2, k, 8', [-0.122887, 0.26431, 1.0]], ['2, k, 9', [-0.0184488, -0.0167745, 1.0]], ['2, k, 10', [0.0221102, -0.266849, 1.0]], ['2, k, 11', [0.0162976, -0.272246, 1.0]], ['2, k, 12', [-0.374554, -0.2475, 1.0]], ['2, k, 13', [-0.400901, -0.645019, 1.0]], ['2, k, 14', [-0.416361, -0.994394, 1.0]], ['2, k, 15', [-0.410336, -1.05353, 1.0]], ['2, k, 16', [-0.208415, -0.239301, 1.0]], ['2, k, 17', [-0.169485, -0.637389, 1.0]], ['2, k, 18', [-0.15088, -1.00809, 1.0]], ['2, k, 19', [-0.126761, -1.07006, 1.0]], ['2, k, 20', [-0.307818, 0.286576, 1.0]], ['2, k, 21', [-0.574214, -0.343547, 1.0]], ['2, k, 22', [-0.531081, -0.307835, 1.0]], ['2, k, 23', [0.033166, -0.338075, 1.0]], ['2, k, 24', [-0.0329428, -0.303449, 1.0]]]
[['2, k, 0', [-0.295758, -0.246563, 1.0]], ['2, k, 1', [-0.302654, 0.0607758, 1.0]], ['2, k, 2', [-0.307579, 0.36002, 1.0]], ['2, k, 3', [-0.327928, 0.503982, 1.0]], ['2, k, 4', [-0.501067, 0.248855, 1.0]], ['2, k, 5', [-0.587155, -0.00991977, 1.0]], ['2, k, 6', [-0.602161, -0.260622, 1.0]], ['2, k, 7', [-0.580352, -0.287094, 1.0]], ['2, k, 8', [-0.121996, 0.264333, 1.0]], ['2, k, 9', [-0.0203862, -0.0182733, 1.0]], ['2, k, 10', [0.0211988, -0.267954, 1.0]], ['2, k, 11', [0.0152949, -0.270221, 1.0]], ['2, k, 12', [-0.374534, -0.246897, 1.0]], ['2, k, 13', [-0.400952, -0.644827, 1.0]], ['2, k, 14', [-0.417, -0.993442, 1.0]], ['2, k, 15', [-0.409378, -1.05609, 1.0]], ['2, k, 16', [-0.208412, -0.239437, 1.0]], ['2, k, 17', [-0.169754, -0.637989, 1.0]], ['2, k, 18', [-0.150316, -1.00629, 1.0]], ['2, k, 19', [-0.127411, -1.06881, 1.0]], ['2, k, 20', [-0.307129, 0.286433, 1.0]], ['2, k, 21', [-0.57364, -0.343361, 1.0]], ['2, k, 22', [-0.531345, -0.308782, 1.0]], ['2, k, 23', [0.0241498, -0.335245, 1.0]], ['2, k, 24', [-0.0297432, -0.296964, 1.0]]]
[['2, k, 0', [-0.295821, -0.246385, 1.0]], ['2, k, 1', [-0.302355, 0.0608081, 1.0]], ['2, k, 2', [-0.306693, 0.359917, 1.0]], ['2, k, 3', [-0.326358, 0.503352, 1.0]], ['2, k, 4', [-0.500283, 0.248994, 1.0]], ['2, k, 5', [-0.586871, -0.0104634, 1.0]], ['2, k, 6', [-0.600377, -0.261347, 1.0]], ['2, k, 7', [-0.579332, -0.286791, 1.0]], ['2, k, 8', [-0.121234, 0.264143, 1.0]], ['2, k, 9', [-0.0211778, -0.0201415, 1.0]], ['2, k, 10', [0.0206072, -0.269218, 1.0]], ['2, k, 11', [0.0167171, -0.269623, 1.0]], ['2, k, 12', [-0.374656, -0.246586, 1.0]], ['2, k, 13', [-0.40097, -0.646231, 1.0]], ['2, k, 14', [-0.417585, -0.999214, 1.0]], ['2, k, 15', [-0.407621, -1.06161, 1.0]], ['2, k, 16', [-0.208388, -0.23943, 1.0]], ['2, k, 17', [-0.169781, -0.639174, 1.0]], ['2, k, 18', [-0.148791, -1.00772, 1.0]], ['2, k, 19', [-0.126693, -1.06952, 1.0]], ['2, k, 20', [-0.306375, 0.286367, 1.0]], ['2, k, 21', [-0.569055, -0.344009, 1.0]], ['2, k, 22', [-0.523061, -0.309326, 1.0]], ['2, k, 23', [0.0389011, -0.332763, 1.0]], ['2, k, 24', [-0.0316492, -0.303984, 1.0]]]
[['2, k, 0', [-0.295976, -0.246136, 1.0]], ['2, k, 1', [-0.301971, 0.0607073, 1.0]], ['2, k, 2', [-0.305652, 0.359507, 1.0]], ['2, k, 3', [-0.325117, 0.503037, 1.0]], ['2, k, 4', [-0.499393, 0.249315, 1.0]], ['2, k, 5', [-0.586304, -0.0108323, 1.0]], ['2, k, 6', [-0.599214, -0.261834, 1.0]], ['2, k, 7', [-0.578112, -0.286919, 1.0]], ['2, k, 8', [-0.120236, 0.263553, 1.0]], ['2, k, 9', [-0.0231792, -0.0201558, 1.0]], ['2, k, 10', [0.0202514, -0.268866, 1.0]], ['2, k, 11', [0.0159771, -0.267961, 1.0]], ['2, k, 12', [-0.374766, -0.246206, 1.0]], ['2, k, 13', [-0.401168, -0.645976, 1.0]], ['2, k, 14', [-0.416592, -1.00136, 1.0]], ['2, k, 15', [-0.40881, -1.06453, 1.0]], ['2, k, 16', [-0.20861, -0.239349, 1.0]], ['2, k, 17', [-0.170471, -0.638807, 1.0]], ['2, k, 18', [-0.149946, -1.00824, 1.0]], ['2, k, 19', [-0.131998, -1.06504, 1.0]], ['2, k, 20', [-0.305547, 0.28607, 1.0]], ['2, k, 21', [-0.568961, -0.343174, 1.0]], ['2, k, 22', [-0.519834, -0.315241, 1.0]], ['2, k, 23', [0.0258549, -0.328868, 1.0]], ['2, k, 24', [-0.0295889, -0.296141, 1.0]]]
[['2, k, 0', [-0.296237, -0.2458, 1.0]], ['2, k, 1', [-0.301679, 0.0606909, 1.0]], ['2, k, 2', [-0.305084, 0.359315, 1.0]], ['2, k, 3', [-0.323633, 0.502488, 1.0]], ['2, k, 4', [-0.498522, 0.24924, 1.0]], ['2, k, 5', [-0.585591, -0.0116679, 1.0]], ['2, k, 6', [-0.598192, -0.262799, 1.0]], ['2, k, 7', [-0.577241, -0.288195, 1.0]], ['2, k, 8', [-0.119216, 0.263272, 1.0]], ['2, k, 9', [-0.0237178, -0.0207568, 1.0]], ['2, k, 10', [0.0192871, -0.269224, 1.0]], ['2, k, 11', [0.0147449, -0.267061, 1.0]], ['2, k, 12', [-0.374971, -0.245568, 1.0]], ['2, k, 13', [-0.401414, -0.644404, 1.0]], ['2, k, 14', [-0.416158, -1.00078, 1.0]], ['2, k, 15', [-0.407182, -1.05609, 1.0]], ['2, k, 16', [-0.208943, -0.239385, 1.0]], ['2, k, 17', [-0.170649, -0.638749, 1.0]], ['2, k, 18', [-0.149098, -1.00731, 1.0]], ['2, k, 19', [-0.130797, -1.06554, 1.0]], ['2, k, 20', [-0.305038, 0.285922, 1.0]], ['2, k, 21', [-0.566986, -0.347274, 1.0]], ['2, k, 22', [-0.524541, -0.30903, 1.0]], ['2, k, 23', [0.0269692, -0.327194, 1.0]], ['2, k, 24', [-0.029702, -0.292416, 1.0]]]
[['2, k, 0', [-0.296453, -0.245596, 1.0]], ['2, k, 1', [-0.301299, 0.0605963, 1.0]], ['2, k, 2', [-0.303637, 0.358772, 1.0]], ['2, k, 3', [-0.322064, 0.501781, 1.0]], ['2, k, 4', [-0.497213, 0.249206, 1.0]], ['2, k, 5', [-0.584567, -0.0123173, 1.0]], ['2, k, 6', [-0.596929, -0.263684, 1.0]], ['2, k, 7', [-0.57771, -0.288884, 1.0]], ['2, k, 8', [-0.118574, 0.263044, 1.0]], ['2, k, 9', [-0.0248249, -0.0202478, 1.0]], ['2, k, 10', [0.0191282, -0.268309, 1.0]], ['2, k, 11', [0.014259, -0.26506, 1.0]], ['2, k, 12', [-0.375245, -0.245184, 1.0]], ['2, k, 13', [-0.401544, -0.64438, 1.0]], ['2, k, 14', [-0.416731, -0.999384, 1.0]], ['2, k, 15', [-0.406824, -1.05788, 1.0]], ['2, k, 16', [-0.209097, -0.239309, 1.0]], ['2, k, 17', [-0.171058, -0.639301, 1.0]], ['2, k, 18', [-0.149335, -1.00833, 1.0]], ['2, k, 19', [-0.128243, -1.06774, 1.0]], ['2, k, 20', [-0.303883, 0.285519, 1.0]], ['2, k, 21', [-0.563244, -0.347984, 1.0]], ['2, k, 22', [-0.525726, -0.311015, 1.0]], ['2, k, 23', [0.0285731, -0.326133, 1.0]], ['2, k, 24', [-0.030045, -0.295714, 1.0]]]
[['2, k, 0', [-0.296869, -0.245428, 1.0]], ['2, k, 1', [-0.301102, 0.0605105, 1.0]], ['2, k, 2', [-0.302902, 0.358447, 1.0]], ['2, k, 3', [-0.320939, 0.501385, 1.0]], ['2, k, 4', [-0.496573, 0.249541, 1.0]], ['2, k, 5', [-0.583639, -0.0152706, 1.0]], ['2, k, 6', [-0.596318, -0.267155, 1.0]], ['2, k, 7', [-0.579014, -0.289901, 1.0]], ['2, k, 8', [-0.117806, 0.262579, 1.0]], ['2, k, 9', [-0.0252852, -0.0204984, 1.0]], ['2, k, 10', [0.0188018, -0.268539, 1.0]], ['2, k, 11', [0.0133519, -0.265953, 1.0]], ['2, k, 12', [-0.375623, -0.245016, 1.0]], ['2, k, 13', [-0.401758, -0.644829, 1.0]], ['2, k, 14', [-0.416855, -0.99937, 1.0]], ['2, k, 15', [-0.407093, -1.05917, 1.0]], ['2, k, 16', [-0.209495, -0.239111, 1.0]], ['2, k, 17', [-0.171471, -0.638329, 1.0]], ['2, k, 18', [-0.153236, -1.01309, 1.0]], ['2, k, 19', [-0.128019, -1.06763, 1.0]], ['2, k, 20', [-0.303293, 0.28527, 1.0]], ['2, k, 21', [-0.565836, -0.351281, 1.0]], ['2, k, 22', [-0.526156, -0.312137, 1.0]], ['2, k, 23', [0.0292815, -0.325963, 1.0]], ['2, k, 24', [-0.0317153, -0.288928, 1.0]]]
[['2, k, 0', [-0.297032, -0.245527, 1.0]], ['2, k, 1', [-0.301014, 0.0603893, 1.0]], ['2, k, 2', [-0.302628, 0.358227, 1.0]], ['2, k, 3', [-0.319677, 0.500793, 1.0]], ['2, k, 4', [-0.494932, 0.248828, 1.0]], ['2, k, 5', [-0.581457, -0.0177473, 1.0]], ['2, k, 6', [-0.595627, -0.270358, 1.0]], ['2, k, 7', [-0.580113, -0.290669, 1.0]], ['2, k, 8', [-0.117369, 0.262041, 1.0]], ['2, k, 9', [-0.0257271, -0.0210793, 1.0]], ['2, k, 10', [0.018469, -0.269041, 1.0]], ['2, k, 11', [0.0128562, -0.270046, 1.0]], ['2, k, 12', [-0.37577, -0.244978, 1.0]], ['2, k, 13', [-0.402258, -0.643433, 1.0]], ['2, k, 14', [-0.41656, -0.997663, 1.0]], ['2, k, 15', [-0.408571, -1.0542, 1.0]], ['2, k, 16', [-0.209603, -0.239414, 1.0]], ['2, k, 17', [-0.171664, -0.638193, 1.0]], ['2, k, 18', [-0.153747, -1.01263, 1.0]], ['2, k, 19', [-0.128496, -1.06791, 1.0]], ['2, k, 20', [-0.303068, 0.285098, 1.0]], ['2, k, 21', [-0.567549, -0.353903, 1.0]], ['2, k, 22', [-0.513215, -0.320968, 1.0]], ['2, k, 23', [0.0275891, -0.331267, 1.0]], ['2, k, 24', [-0.0325633, -0.295699, 1.0]]]
[['2, k, 0', [-0.296924, -0.245097, 1.0]], ['2, k, 1', [-0.300784, 0.0602989, 1.0]], ['2, k, 2', [-0.302153, 0.357685, 1.0]], ['2, k, 3', [-0.318661, 0.500166, 1.0]], ['2, k, 4', [-0.493694, 0.249207, 1.0]], ['2, k, 5', [-0.579696, -0.0216273, 1.0]], ['2, k, 6', [-0.594763, -0.274435, 1.0]], ['2, k, 7', [-0.581211, -0.295341, 1.0]], ['2, k, 8', [-0.116875, 0.261531, 1.0]], ['2, k, 9', [-0.026258, -0.0212222, 1.0]], ['2, k, 10', [0.0176115, -0.269118, 1.0]], ['2, k, 11', [0.0101393, -0.271177, 1.0]], ['2, k, 12', [-0.37576, -0.244509, 1.0]], ['2, k, 13', [-0.402473, -0.642042, 1.0]], ['2, k, 14', [-0.417358, -0.989095, 1.0]], ['2, k, 15', [-0.408252, -1.04747, 1.0]], ['2, k, 16', [-0.209421, -0.239026, 1.0]], ['2, k, 17', [-0.171858, -0.637668, 1.0]], ['2, k, 18', [-0.152734, -1.01032, 1.0]], ['2, k, 19', [-0.128683, -1.06567, 1.0]], ['2, k, 20', [-0.302647, 0.284712, 1.0]], ['2, k, 21', [-0.564772, -0.359394, 1.0]], ['2, k, 22', [-0.511844, -0.324774, 1.0]], ['2, k, 23', [0.0362394, -0.33182, 1.0]], ['2, k, 24', [-0.0365485, -0.302516, 1.0]]]
[['2, k, 0', [-0.297015, -0.245211, 1.0]], ['2, k, 1', [-0.300663, 0.0600701, 1.0]], ['2, k, 2', [-0.301933, 0.357346, 1.0]], ['2, k, 3', [-0.317968, 0.499885, 1.0]], ['2, k, 4', [-0.492366, 0.249448, 1.0]], ['2, k, 5', [-0.578094, -0.0270325, 1.0]], ['2, k, 6', [-0.593503, -0.279839, 1.0]], ['2, k, 7', [-0.580012, -0.298569, 1.0]], ['2, k, 8', [-0.116703, 0.261157, 1.0]], ['2, k, 9', [-0.0271755, -0.0213597, 1.0]], ['2, k, 10', [0.0159176, -0.269178, 1.0]], ['2, k, 11', [0.00840908, -0.27179, 1.0]], ['2, k, 12', [-0.376048, -0.244701, 1.0]], ['2, k, 13', [-0.402927, -0.644318, 1.0]], ['2, k, 14', [-0.417707, -0.992139, 1.0]], ['2, k, 15', [-0.409218, -1.05906, 1.0]], ['2, k, 16', [-0.209368, -0.239013, 1.0]], ['2, k, 17', [-0.172253, -0.637681, 1.0]], ['2, k, 18', [-0.152443, -1.01103, 1.0]], ['2, k, 19', [-0.128558, -1.0674, 1.0]], ['2, k, 20', [-0.302441, 0.284434, 1.0]], ['2, k, 21', [-0.564383, -0.363252, 1.0]], ['2, k, 22', [-0.513249, -0.329174, 1.0]], ['2, k, 23', [0.0286578, -0.331158, 1.0]], ['2, k, 24', [-0.0383286, -0.30438, 1.0]]]
[['2, k, 0', [-0.297167, -0.245089, 1.0]], ['2, k, 1', [-0.300707, 0.0599924, 1.0]], ['2, k, 2', [-0.301943, 0.357255, 1.0]], ['2, k, 3', [-0.316995, 0.499385, 1.0]], ['2, k, 4', [-0.490352, 0.249681, 1.0]], ['2, k, 5', [-0.575051, -0.029761, 1.0]], ['2, k, 6', [-0.591746, -0.282411, 1.0]], ['2, k, 7', [-0.576779, -0.300654, 1.0]], ['2, k, 8', [-0.11662, 0.261069, 1.0]], ['2, k, 9', [-0.0280152, -0.0219128, 1.0]], ['2, k, 10', [0.012589, -0.269969, 1.0]], ['2, k, 11', [0.00670767, -0.276545, 1.0]], ['2, k, 12', [-0.376226, -0.244508, 1.0]], ['2, k, 13', [-0.403107, -0.644005, 1.0]], ['2, k, 14', [-0.41772, -0.986501, 1.0]], ['2, k, 15', [-0.409765, -1.05213, 1.0]], ['2, k, 16', [-0.209485, -0.23895, 1.0]], ['2, k, 17', [-0.17208, -0.637005, 1.0]], ['2, k, 18', [-0.15173, -1.00999, 1.0]], ['2, k, 19', [-0.12615, -1.06886, 1.0]], ['2, k, 20', [-0.302433, 0.284352, 1.0]], ['2, k, 21', [-0.559001, -0.363965, 1.0]], ['2, k, 22', [-0.505551, -0.33091, 1.0]], ['2, k, 23', [0.021739, -0.339068, 1.0]], ['2, k, 24', [-0.0402913, -0.309035, 1.0]]]
[['2, k, 0', [-0.296874, -0.24508, 1.0]], ['2, k, 1', [-0.300527, 0.0596605, 1.0]], ['2, k, 2', [-0.301881, 0.356542, 1.0]], ['2, k, 3', [-0.316451, 0.499059, 1.0]], ['2, k, 4', [-0.488235, 0.250301, 1.0]], ['2, k, 5', [-0.573196, -0.030896, 1.0]], ['2, k, 6', [-0.590028, -0.283161, 1.0]], ['2, k, 7', [-0.571138, -0.310474, 1.0]], ['2, k, 8', [-0.116412, 0.260521, 1.0]], ['2, k, 9', [-0.0294122, -0.023313, 1.0]], ['2, k, 10', [0.0108956, -0.271552, 1.0]], ['2, k, 11', [0.00465868, -0.281119, 1.0]], ['2, k, 12', [-0.376172, -0.24445, 1.0]], ['2, k, 13', [-0.403363, -0.644277, 1.0]], ['2, k, 14', [-0.416766, -0.988575, 1.0]], ['2, k, 15', [-0.414562, -1.06391, 1.0]], ['2, k, 16', [-0.208852, -0.238997, 1.0]], ['2, k, 17', [-0.172001, -0.637037, 1.0]], ['2, k, 18', [-0.151356, -1.00983, 1.0]], ['2, k, 19', [-0.125977, -1.06841, 1.0]], ['2, k, 20', [-0.302294, 0.283744, 1.0]], ['2, k, 21', [-0.559099, -0.364145, 1.0]], ['2, k, 22', [-0.486145, -0.332548, 1.0]], ['2, k, 23', [0.0210764, -0.344176, 1.0]], ['2, k, 24', [-0.0422722, -0.308813, 1.0]]]
[['2, k, 0', [-0.296707, -0.244927, 1.0]], ['2, k, 1', [-0.300529, 0.0592376, 1.0]], ['2, k, 2', [-0.302063, 0.355552, 1.0]], ['2, k, 3', [-0.315739, 0.498433, 1.0]], ['2, k, 4', [-0.487152, 0.249844, 1.0]], ['2, k, 5', [-0.57166, -0.0313763, 1.0]], ['2, k, 6', [-0.586983, -0.282959, 1.0]], ['2, k, 7', [-0.566477, -0.308705, 1.0]], ['2, k, 8', [-0.116342, 0.260325, 1.0]], ['2, k, 9', [-0.0301694, -0.0247305, 1.0]], ['2, k, 10', [0.00895854, -0.273582, 1.0]], ['2, k, 11', [0.00421737, -0.285302, 1.0]], ['2, k, 12', [-0.376187, -0.244324, 1.0]], ['2, k, 13', [-0.403729, -0.645481, 1.0]], ['2, k, 14', [-0.417219, -0.990224, 1.0]], ['2, k, 15', [-0.413635, -1.05895, 1.0]], ['2, k, 16', [-0.208513, -0.23877, 1.0]], ['2, k, 17', [-0.172, -0.637307, 1.0]], ['2, k, 18', [-0.150455, -1.0119, 1.0]], ['2, k, 19', [-0.126141, -1.06952, 1.0]], ['2, k, 20', [-0.302365, 0.282948, 1.0]], ['2, k, 21', [-0.546775, -0.359025, 1.0]], ['2, k, 22', [-0.481463, -0.329347, 1.0]], ['2, k, 23', [0.0157729, -0.348175, 1.0]], ['2, k, 24', [-0.0461036, -0.319096, 1.0]]]
[['2, k, 0', [-0.297045, -0.244374, 1.0]], ['2, k, 1', [-0.300695, 0.0589458, 1.0]], ['2, k, 2', [-0.302213, 0.354632, 1.0]], ['2, k, 3', [-0.314953, 0.497988, 1.0]], ['2, k, 4', [-0.486963, 0.250762, 1.0]], ['2, k, 5', [-0.570842, -0.0283485, 1.0]], ['2, k, 6', [-0.582292, -0.275339, 1.0]], ['2, k, 7', [-0.562248, -0.304259, 1.0]], ['2, k, 8', [-0.116347, 0.26019, 1.0]], ['2, k, 9', [-0.032321, -0.02766, 1.0]], ['2, k, 10', [0.00751544, -0.277529, 1.0]], ['2, k, 11', [0.00642724, -0.288272, 1.0]], ['2, k, 12', [-0.376532, -0.243938, 1.0]], ['2, k, 13', [-0.403699, -0.644652, 1.0]], ['2, k, 14', [-0.417163, -0.989516, 1.0]], ['2, k, 15', [-0.413387, -1.05774, 1.0]], ['2, k, 16', [-0.208842, -0.238001, 1.0]], ['2, k, 17', [-0.172011, -0.637351, 1.0]], ['2, k, 18', [-0.150358, -1.01167, 1.0]], ['2, k, 19', [-0.126707, -1.06714, 1.0]], ['2, k, 20', [-0.302459, 0.282235, 1.0]], ['2, k, 21', [-0.542253, -0.352048, 1.0]], ['2, k, 22', [-0.476854, -0.325094, 1.0]], ['2, k, 23', [0.0183606, -0.352918, 1.0]], ['2, k, 24', [-0.0421027, -0.313553, 1.0]]]
