[['2, k, 0', [0.0883765, -0.277336, 1.0]], ['2, k, 1', [-0.000167102, 0.0180009, 1.0]], ['2, k, 2', [-0.0866472, 0.306358, 1.0]], ['2, k, 3', [-0.180376, 0.421855, 1.0]], ['2, k, 4', [-0.271386, 0.362845, 1.0]], ['2, k, 5', [-0.375701, 0.114106, 1.0]], ['2, k, 6', [-0.632971, 0.149623, 1.0]], ['2, k, 7', [-0.717506, 0.198933, 1.0]], ['2, k, 8', [0.0525529, 0.263824, 1.0]], ['2, k, 9', [-0.125644, 0.463403, 1.0]], ['2, k, 10', [-0.346188, 0.619206, 1.0]], ['2, k, 11', [-0.430814, 0.643582, 1.0]], ['2, k, 12', [0.0133732, -0.250982, 1.0]], ['2, k, 13', [-0.0659229, -0.544696, 1.0]], ['2, k, 14', [-0.0361111, -0.603006, 1.0]], ['2, k, 15', [-0.0434956, -0.728131, 1.0]], ['2, k, 16', [0.161028, -0.296258, 1.0]], ['2, k, 17', [0.065636, -0.612163, 1.0]], ['2, k, 18', [0.139848, -0.63754, 1.0]], ['2, k, 19', [0.12287, -0.76125, 1.0]], ['2, k, 20', [-0.0653278, 0.235288, 1.0]], ['2, k, 21', [-0.781504, 0.235246, 1.0]], ['2, k, 22', [-0.75657, 0.156085, 1.0]], ['2, k, 23', [-0.49715, 0.669209, 1.0]], ['2, k, 24', [-0.499001, 0.569673, 1.0]]]
[['2, k, 0', [-0.140006, -0.248357, 1.0]], ['2, k, 1', [-0.0718805, 0.0454582, 1.0]], ['2, k, 2', [-0.00569113, 0.332169, 1.0]], ['2, k, 3', [0.0773596, 0.419979, 1.0]], ['2, k, 4', [-0.134705, 0.275186, 1.0]], ['2, k, 5', [0.0420127, 0.497255, 1.0]], ['2, k, 6', [0.224986, 0.624315, 1.0]], ['2, k, 7', [0.30654, 0.656775, 1.0]], ['2, k, 8', [0.113297, 0.199198, 1.0]], ['2, k, 9', [0.315742, 0.136622, 1.0]], ['2, k, 10', [0.522305, 0.179, 1.0]], ['2, k, 11', [0.608219, 0.216144, 1.0]], ['2, k, 12', [-0.193877, -0.236034, 1.0]], ['2, k, 13', [-0.229556, -0.546079, 1.0]], ['2, k, 14', [-0.205796, -0.766007, 1.0]], ['2, k, 15', [-0.259356, -0.824148, 1.0]], ['2, k, 16', [-0.0828823, -0.254455, 1.0]], ['2, k, 17', [-0.0456736, -0.527231, 1.0]], ['2, k, 18', [-0.0220654, -0.749878, 1.0]], ['2, k, 19', [0.0126512, -0.801915, 1.0]], ['2, k, 20', [-0.0219113, 0.261529, 1.0]], ['2, k, 21', [0.369468, 0.669415, 1.0]], ['2, k, 22', [0.342801, 0.625788, 1.0]], ['2, k, 23', [0.667235, 0.238723, 1.0]], ['2, k, 24', [0.624943, 0.254716, 1.0]]]
[['2, k, 0', [-0.138923, -0.248823, 1.0]], ['2, k, 1', [-0.0731151, 0.0459865, 1.0]], ['2, k, 2', [-0.0122637, 0.335211, 1.0]], ['2, k, 3', [0.0715133, 0.422764, 1.0]], ['2, k, 4', [-0.135023, 0.275193, 1.0]], ['2, k, 5', [0.0368042, 0.500449, 1.0]], ['2, k, 6', [0.222959, 0.627994, 1.0]], ['2, k, 7', [0.302228, 0.664182, 1.0]], ['2, k, 8', [0.111788, 0.197762, 1.0]], ['2, k, 9', [0.317079, 0.144454, 1.0]], ['2, k, 10', [0.524443, 0.182631, 1.0]], ['2, k, 11', [0.603795, 0.225946, 1.0]], ['2, k, 12', [-0.193397, -0.236531, 1.0]], ['2, k, 13', [-0.230221, -0.546508, 1.0]], ['2, k, 14', [-0.206183, -0.767457, 1.0]], ['2, k, 15', [-0.25885, -0.826434, 1.0]], ['2, k, 16', [-0.0808783, -0.25477, 1.0]], ['2, k, 17', [-0.0454979, -0.526736, 1.0]], ['2, k, 18', [-0.0222814, -0.749662, 1.0]], ['2, k, 19', [0.0123578, -0.801642, 1.0]], ['2, k, 20', [-0.0268175, 0.263729, 1.0]], ['2, k, 21', [0.365141, 0.668918, 1.0]], ['2, k, 22', [0.343036, 0.628983, 1.0]], ['2, k, 23', [0.66605, 0.252212, 1.0]], ['2, k, 24', [0.613474, 0.251598, 1.0]]]
[['2, k, 0', [-0.139166, -0.248727, 1.0]], ['2, k, 1', [-0.0733633, 0.0462458, 1.0]], ['2, k, 2', [-0.0122194, 0.3355, 1.0]], ['2, k, 3', [0.0721254, 0.422249, 1.0]], ['2, k, 4', [-0.135613, 0.275879, 1.0]], ['2, k, 5', [0.033097, 0.50299, 1.0]], ['2, k, 6', [0.221301, 0.636515, 1.0]], ['2, k, 7', [0.295214, 0.676427, 1.0]], ['2, k, 8', [0.110835, 0.19765, 1.0]], ['2, k, 9', [0.318269, 0.151828, 1.0]], ['2, k, 10', [0.522158, 0.205522, 1.0]], ['2, k, 11', [0.604661, 0.243183, 1.0]], ['2, k, 12', [-0.193672, -0.236336, 1.0]], ['2, k, 13', [-0.230285, -0.546949, 1.0]], ['2, k, 14', [-0.206064, -0.768048, 1.0]], ['2, k, 15', [-0.246216, -0.828613, 1.0]], ['2, k, 16', [-0.0811272, -0.254723, 1.0]], ['2, k, 17', [-0.0435398, -0.510773, 1.0]], ['2, k, 18', [-0.0241608, -0.733298, 1.0]], ['2, k, 19', [0.0103383, -0.785395, 1.0]], ['2, k, 20', [-0.0268797, 0.264016, 1.0]], ['2, k, 21', [0.352276, 0.685834, 1.0]], ['2, k, 22', [0.336574, 0.637042, 1.0]], ['2, k, 23', [0.66344, 0.267527, 1.0]], ['2, k, 24', [0.611939, 0.274353, 1.0]]]
[['2, k, 0', [-0.136313, -0.243979, 1.0]], ['2, k, 1', [-0.0719572, 0.0505254, 1.0]], ['2, k, 2', [-0.0110334, 0.338904, 1.0]], ['2, k, 3', [0.0742319, 0.423997, 1.0]], ['2, k, 4', [-0.136358, 0.277273, 1.0]], ['2, k, 5', [0.0261265, 0.508402, 1.0]], ['2, k, 6', [0.222103, 0.650865, 1.0]], ['2, k, 7', [0.285813, 0.687237, 1.0]], ['2, k, 8', [0.10998, 0.198401, 1.0]], ['2, k, 9', [0.32021, 0.165912, 1.0]], ['2, k, 10', [0.522972, 0.22378, 1.0]], ['2, k, 11', [0.603469, 0.262291, 1.0]], ['2, k, 12', [-0.191326, -0.231406, 1.0]], ['2, k, 13', [-0.228678, -0.543036, 1.0]], ['2, k, 14', [-0.205664, -0.764396, 1.0]], ['2, k, 15', [-0.258102, -0.821995, 1.0]], ['2, k, 16', [-0.0775579, -0.250027, 1.0]], ['2, k, 17', [-0.0428143, -0.506142, 1.0]], ['2, k, 18', [-0.0242742, -0.72899, 1.0]], ['2, k, 19', [0.0101886, -0.781008, 1.0]], ['2, k, 20', [-0.02578, 0.26766, 1.0]], ['2, k, 21', [0.343108, 0.693108, 1.0]], ['2, k, 22', [0.326179, 0.647883, 1.0]], ['2, k, 23', [0.662326, 0.288551, 1.0]], ['2, k, 24', [0.613515, 0.293964, 1.0]]]
[['2, k, 0', [-0.134571, -0.239793, 1.0]], ['2, k, 1', [-0.0736761, 0.0568416, 1.0]], ['2, k, 2', [-0.0161245, 0.347935, 1.0]], ['2, k, 3', [0.0751168, 0.42693, 1.0]], ['2, k, 4', [-0.138567, 0.281985, 1.0]], ['2, k, 5', [0.0098531, 0.520279, 1.0]], ['2, k, 6', [0.220316, 0.669935, 1.0]], ['2, k, 7', [0.269092, 0.703292, 1.0]], ['2, k, 8', [0.102153, 0.208085, 1.0]], ['2, k, 9', [0.312406, 0.17506, 1.0]], ['2, k, 10', [0.510862, 0.246362, 1.0]], ['2, k, 11', [0.596778, 0.282624, 1.0]], ['2, k, 12', [-0.190958, -0.228506, 1.0]], ['2, k, 13', [-0.227465, -0.540922, 1.0]], ['2, k, 14', [-0.204332, -0.762094, 1.0]], ['2, k, 15', [-0.246948, -0.831055, 1.0]], ['2, k, 16', [-0.0734841, -0.244457, 1.0]], ['2, k, 17', [-0.0415805, -0.500225, 1.0]], ['2, k, 18', [-0.0245231, -0.723044, 1.0]], ['2, k, 19', [0.00996437, -0.774971, 1.0]], ['2, k, 20', [-0.0301168, 0.276051, 1.0]], ['2, k, 21', [0.330299, 0.714767, 1.0]], ['2, k, 22', [0.30813, 0.66739, 1.0]], ['2, k, 23', [0.658956, 0.312521, 1.0]], ['2, k, 24', [0.61971, 0.324092, 1.0]]]
[['2, k, 0', [-0.134513, -0.234004, 1.0]], ['2, k, 1', [-0.0758764, 0.0642498, 1.0]], ['2, k, 2', [-0.0198993, 0.355936, 1.0]], ['2, k, 3', [0.0742026, 0.431862, 1.0]], ['2, k, 4', [-0.140457, 0.284998, 1.0]], ['2, k, 5', [-0.00551478, 0.530213, 1.0]], ['2, k, 6', [0.206086, 0.681608, 1.0]], ['2, k, 7', [0.253056, 0.720561, 1.0]], ['2, k, 8', [0.0971845, 0.217275, 1.0]], ['2, k, 9', [0.30985, 0.207615, 1.0]], ['2, k, 10', [0.514337, 0.257609, 1.0]], ['2, k, 11', [0.595748, 0.31417, 1.0]], ['2, k, 12', [-0.191243, -0.222106, 1.0]], ['2, k, 13', [-0.224792, -0.536607, 1.0]], ['2, k, 14', [-0.205975, -0.757752, 1.0]], ['2, k, 15', [-0.170127, -0.809426, 1.0]], ['2, k, 16', [-0.0735378, -0.239955, 1.0]], ['2, k, 17', [-0.0387927, -0.496128, 1.0]], ['2, k, 18', [-0.0242721, -0.719633, 1.0]], ['2, k, 19', [0.00954944, -0.771596, 1.0]], ['2, k, 20', [-0.033623, 0.284007, 1.0]], ['2, k, 21', [0.309517, 0.736844, 1.0]], ['2, k, 22', [0.298021, 0.681814, 1.0]], ['2, k, 23', [0.653531, 0.345893, 1.0]], ['2, k, 24', [0.603834, 0.35582, 1.0]]]
[['2, k, 0', [-0.131487, -0.230818, 1.0]], ['2, k, 1', [-0.0752652, 0.0647525, 1.0]], ['2, k, 2', [-0.0196809, 0.355631, 1.0]], ['2, k, 3', [0.0657884, 0.4403, 1.0]], ['2, k, 4', [-0.14086, 0.285666, 1.0]], ['2, k, 5', [-0.0120604, 0.534053, 1.0]], ['2, k, 6', [0.181605, 0.695806, 1.0]], ['2, k, 7', [0.234191, 0.74109, 1.0]], ['2, k, 8', [0.0997476, 0.21742, 1.0]], ['2, k, 9', [0.312668, 0.21243, 1.0]], ['2, k, 10', [0.510015, 0.287293, 1.0]], ['2, k, 11', [0.58412, 0.346536, 1.0]], ['2, k, 12', [-0.189377, -0.219117, 1.0]], ['2, k, 13', [-0.222693, -0.534105, 1.0]], ['2, k, 14', [-0.20549, -0.754976, 1.0]], ['2, k, 15', [-0.169258, -0.806512, 1.0]], ['2, k, 16', [-0.0697773, -0.236981, 1.0]], ['2, k, 17', [-0.0351362, -0.493235, 1.0]], ['2, k, 18', [-0.024014, -0.71781, 1.0]], ['2, k, 19', [0.0101923, -0.769625, 1.0]], ['2, k, 20', [-0.0334229, 0.283928, 1.0]], ['2, k, 21', [0.290008, 0.758095, 1.0]], ['2, k, 22', [0.300777, 0.678679, 1.0]], ['2, k, 23', [0.628623, 0.404536, 1.0]], ['2, k, 24', [0.583595, 0.410596, 1.0]]]
[['2, k, 0', [-0.127908, -0.225788, 1.0]], ['2, k, 1', [-0.0764301, 0.0693325, 1.0]], ['2, k, 2', [-0.0274272, 0.361594, 1.0]], ['2, k, 3', [0.0285649, 0.466981, 1.0]], ['2, k, 4', [-0.141706, 0.290756, 1.0]], ['2, k, 5', [-0.0465785, 0.554687, 1.0]], ['2, k, 6', [0.173959, 0.711757, 1.0]], ['2, k, 7', [0.214234, 0.757545, 1.0]], ['2, k, 8', [0.102138, 0.220619, 1.0]], ['2, k, 9', [0.314323, 0.232049, 1.0]], ['2, k, 10', [0.556258, 0.342615, 1.0]], ['2, k, 11', [0.594946, 0.393143, 1.0]], ['2, k, 12', [-0.185473, -0.21366, 1.0]], ['2, k, 13', [-0.216614, -0.529003, 1.0]], ['2, k, 14', [-0.206103, -0.749935, 1.0]], ['2, k, 15', [-0.16966, -0.801259, 1.0]], ['2, k, 16', [-0.066864, -0.232522, 1.0]], ['2, k, 17', [-0.0320916, -0.490084, 1.0]], ['2, k, 18', [-0.023799, -0.717634, 1.0]], ['2, k, 19', [0.0106055, -0.769196, 1.0]], ['2, k, 20', [-0.0389763, 0.289353, 1.0]], ['2, k, 21', [0.267992, 0.77553, 1.0]], ['2, k, 22', [0.275554, 0.700169, 1.0]], ['2, k, 23', [0.626538, 0.437696, 1.0]], ['2, k, 24', [0.554328, 0.462124, 1.0]]]
[['2, k, 0', [-0.123933, -0.217182, 1.0]], ['2, k, 1', [-0.0936466, 0.0811192, 1.0]], ['2, k, 2', [-0.0882606, 0.374484, 1.0]], ['2, k, 3', [0.0299842, 0.46898, 1.0]], ['2, k, 4', [-0.154531, 0.30634, 1.0]], ['2, k, 5', [-0.0812295, 0.565597, 1.0]], ['2, k, 6', [0.136701, 0.748378, 1.0]], ['2, k, 7', [0.181595, 0.779778, 1.0]], ['2, k, 8', [0.0940931, 0.246136, 1.0]], ['2, k, 9', [0.305811, 0.25913, 1.0]], ['2, k, 10', [0.508051, 0.359131, 1.0]], ['2, k, 11', [0.580452, 0.413653, 1.0]], ['2, k, 12', [-0.183463, -0.205654, 1.0]], ['2, k, 13', [-0.210382, -0.522067, 1.0]], ['2, k, 14', [-0.20981, -0.770955, 1.0]], ['2, k, 15', [-0.176046, -0.821732, 1.0]], ['2, k, 16', [-0.0606403, -0.222745, 1.0]], ['2, k, 17', [-0.0298259, -0.487579, 1.0]], ['2, k, 18', [-0.0230111, -0.717759, 1.0]], ['2, k, 19', [0.00867767, -0.768957, 1.0]], ['2, k, 20', [-0.0921212, 0.303842, 1.0]], ['2, k, 21', [0.245954, 0.792584, 1.0]], ['2, k, 22', [0.240448, 0.730463, 1.0]], ['2, k, 23', [0.6241, 0.45412, 1.0]], ['2, k, 24', [0.585919, 0.460729, 1.0]]]
[['2, k, 0', [-0.121085, -0.212373, 1.0]], ['2, k, 1', [-0.0890941, 0.0771664, 1.0]], ['2, k, 2', [-0.045942, 0.33562, 1.0]], ['2, k, 3', [0.0130019, 0.48292, 1.0]], ['2, k, 4', [-0.154581, 0.304584, 1.0]], ['2, k, 5', [-0.072759, 0.569669, 1.0]], ['2, k, 6', [0.100897, 0.762853, 1.0]], ['2, k, 7', [0.155869, 0.797719, 1.0]], ['2, k, 8', [0.0955376, 0.246961, 1.0]], ['2, k, 9', [0.305066, 0.272114, 1.0]], ['2, k, 10', [0.502506, 0.381924, 1.0]], ['2, k, 11', [0.570711, 0.460273, 1.0]], ['2, k, 12', [-0.180466, -0.201592, 1.0]], ['2, k, 13', [-0.203155, -0.520405, 1.0]], ['2, k, 14', [-0.203596, -0.766728, 1.0]], ['2, k, 15', [-0.170632, -0.817826, 1.0]], ['2, k, 16', [-0.0580344, -0.216849, 1.0]], ['2, k, 17', [-0.0184874, -0.464446, 1.0]], ['2, k, 18', [-0.0200471, -0.718859, 1.0]], ['2, k, 19', [0.0108731, -0.770333, 1.0]], ['2, k, 20', [-0.054904, 0.270392, 1.0]], ['2, k, 21', [0.208527, 0.820804, 1.0]], ['2, k, 22', [0.226843, 0.739584, 1.0]], ['2, k, 23', [0.601633, 0.501867, 1.0]], ['2, k, 24', [0.537789, 0.516178, 1.0]]]
[['2, k, 0', [-0.118037, -0.19751, 1.0]], ['2, k, 1', [-0.0724237, 0.068582, 1.0]], ['2, k, 2', [-0.0107758, 0.306926, 1.0]], ['2, k, 3', [0.00923127, 0.472441, 1.0]], ['2, k, 4', [-0.177158, 0.345963, 1.0]], ['2, k, 5', [-0.0910338, 0.603564, 1.0]], ['2, k, 6', [0.0869171, 0.77196, 1.0]], ['2, k, 7', [0.120186, 0.810364, 1.0]], ['2, k, 8', [0.100098, 0.277559, 1.0]], ['2, k, 9', [0.307911, 0.301413, 1.0]], ['2, k, 10', [0.492709, 0.424012, 1.0]], ['2, k, 11', [0.553486, 0.503623, 1.0]], ['2, k, 12', [-0.180207, -0.190018, 1.0]], ['2, k, 13', [-0.197558, -0.512144, 1.0]], ['2, k, 14', [-0.202682, -0.76349, 1.0]], ['2, k, 15', [-0.17682, -0.815284, 1.0]], ['2, k, 16', [-0.0515387, -0.198089, 1.0]], ['2, k, 17', [-0.0167724, -0.458656, 1.0]], ['2, k, 18', [-0.0195668, -0.719076, 1.0]], ['2, k, 19', [0.00425326, -0.771229, 1.0]], ['2, k, 20', [-0.02809, 0.250237, 1.0]], ['2, k, 21', [0.169182, 0.838884, 1.0]], ['2, k, 22', [0.191437, 0.764368, 1.0]], ['2, k, 23', [0.582648, 0.542291, 1.0]], ['2, k, 24', [0.499751, 0.567571, 1.0]]]
[['2, k, 0', [-0.117181, -0.190005, 1.0]], ['2, k, 1', [-0.071502, 0.0687984, 1.0]], ['2, k, 2', [-0.0117482, 0.307826, 1.0]], ['2, k, 3', [0.00986561, 0.472679, 1.0]], ['2, k, 4', [-0.177149, 0.346109, 1.0]], ['2, k, 5', [-0.104818, 0.607676, 1.0]], ['2, k, 6', [0.027133, 0.774683, 1.0]], ['2, k, 7', [0.085298, 0.825666, 1.0]], ['2, k, 8', [0.100917, 0.276626, 1.0]], ['2, k, 9', [0.306491, 0.31051, 1.0]], ['2, k, 10', [0.500314, 0.468295, 1.0]], ['2, k, 11', [0.537219, 0.527138, 1.0]], ['2, k, 12', [-0.179869, -0.181556, 1.0]], ['2, k, 13', [-0.19398, -0.505436, 1.0]], ['2, k, 14', [-0.202056, -0.760834, 1.0]], ['2, k, 15', [-0.176405, -0.812641, 1.0]], ['2, k, 16', [-0.0507841, -0.192788, 1.0]], ['2, k, 17', [-0.0137304, -0.450825, 1.0]], ['2, k, 18', [-0.00846153, -0.713893, 1.0]], ['2, k, 19', [0.0749587, -0.715729, 1.0]], ['2, k, 20', [-0.0281339, 0.250369, 1.0]], ['2, k, 21', [0.146584, 0.848124, 1.0]], ['2, k, 22', [0.157758, 0.775842, 1.0]], ['2, k, 23', [0.568639, 0.577407, 1.0]], ['2, k, 24', [0.516502, 0.566014, 1.0]]]
[['2, k, 0', [-0.11614, -0.187829, 1.0]], ['2, k, 1', [-0.0705699, 0.0688653, 1.0]], ['2, k, 2', [-0.0126408, 0.308513, 1.0]], ['2, k, 3', [0.00958229, 0.472905, 1.0]], ['2, k, 4', [-0.177108, 0.346276, 1.0]], ['2, k, 5', [-0.122392, 0.613097, 1.0]], ['2, k, 6', [0.0135503, 0.787191, 1.0]], ['2, k, 7', [0.0568014, 0.839502, 1.0]], ['2, k, 8', [0.101691, 0.280825, 1.0]], ['2, k, 9', [0.299332, 0.34189, 1.0]], ['2, k, 10', [0.474863, 0.480858, 1.0]], ['2, k, 11', [0.515565, 0.561022, 1.0]], ['2, k, 12', [-0.178987, -0.179466, 1.0]], ['2, k, 13', [-0.179289, -0.45089, 1.0]], ['2, k, 14', [-0.194886, -0.74972, 1.0]], ['2, k, 15', [-0.169773, -0.801657, 1.0]], ['2, k, 16', [-0.0498596, -0.190944, 1.0]], ['2, k, 17', [-0.00999637, -0.449392, 1.0]], ['2, k, 18', [-0.00759411, -0.711896, 1.0]], ['2, k, 19', [0.0510149, -0.757114, 1.0]], ['2, k, 20', [-0.0281941, 0.250472, 1.0]], ['2, k, 21', [0.0957851, 0.874928, 1.0]], ['2, k, 22', [0.132962, 0.793648, 1.0]], ['2, k, 23', [0.5381, 0.61668, 1.0]], ['2, k, 24', [0.497524, 0.606929, 1.0]]]
[['2, k, 0', [-0.112766, -0.18189, 1.0]], ['2, k, 1', [-0.0707576, 0.0727596, 1.0]], ['2, k, 2', [-0.027607, 0.322778, 1.0]], ['2, k, 3', [0.0141722, 0.476768, 1.0]], ['2, k, 4', [-0.176951, 0.346318, 1.0]], ['2, k, 5', [-0.144111, 0.616991, 1.0]], ['2, k, 6', [-0.0244386, 0.805994, 1.0]], ['2, k, 7', [0.0188105, 0.853008, 1.0]], ['2, k, 8', [0.103832, 0.28564, 1.0]], ['2, k, 9', [0.280331, 0.383329, 1.0]], ['2, k, 10', [0.487447, 0.573612, 1.0]], ['2, k, 11', [0.492346, 0.617457, 1.0]], ['2, k, 12', [-0.176189, -0.175063, 1.0]], ['2, k, 13', [-0.17672, -0.452725, 1.0]], ['2, k, 14', [-0.194934, -0.746435, 1.0]], ['2, k, 15', [-0.170302, -0.798331, 1.0]], ['2, k, 16', [-0.046283, -0.183847, 1.0]], ['2, k, 17', [-0.00123216, -0.462021, 1.0]], ['2, k, 18', [-0.00380198, -0.710131, 1.0]], ['2, k, 19', [0.0515713, -0.759144, 1.0]], ['2, k, 20', [-0.0365146, 0.260104, 1.0]], ['2, k, 21', [0.0576964, 0.889536, 1.0]], ['2, k, 22', [0.0929061, 0.815322, 1.0]], ['2, k, 23', [0.513203, 0.654423, 1.0]], ['2, k, 24', [0.428898, 0.663515, 1.0]]]
[['2, k, 0', [-0.110393, -0.181261, 1.0]], ['2, k, 1', [-0.0690115, 0.0724814, 1.0]], ['2, k, 2', [-0.0263293, 0.321388, 1.0]], ['2, k, 3', [0.0145413, 0.472664, 1.0]], ['2, k, 4', [-0.175862, 0.34015, 1.0]], ['2, k, 5', [-0.161531, 0.614106, 1.0]], ['2, k, 6', [-0.081392, 0.803469, 1.0]], ['2, k, 7', [-0.0314103, 0.86258, 1.0]], ['2, k, 8', [0.102971, 0.29147, 1.0]], ['2, k, 9', [0.274607, 0.396425, 1.0]], ['2, k, 10', [0.455563, 0.583453, 1.0]], ['2, k, 11', [0.468175, 0.639137, 1.0]], ['2, k, 12', [-0.173893, -0.17486, 1.0]], ['2, k, 13', [-0.175997, -0.452623, 1.0]], ['2, k, 14', [-0.194693, -0.746187, 1.0]], ['2, k, 15', [-0.170352, -0.79803, 1.0]], ['2, k, 16', [-0.0438862, -0.182813, 1.0]], ['2, k, 17', [0.00565151, -0.444601, 1.0]], ['2, k, 18', [0.0136038, -0.722112, 1.0]], ['2, k, 19', [0.0655983, -0.77612, 1.0]], ['2, k, 20', [-0.0357253, 0.259425, 1.0]], ['2, k, 21', [0.0178082, 0.899307, 1.0]], ['2, k, 22', [0.0387883, 0.82961, 1.0]], ['2, k, 23', [0.492807, 0.680884, 1.0]], ['2, k, 24', [0.410548, 0.686112, 1.0]]]
[['2, k, 0', [-0.106465, -0.181107, 1.0]], ['2, k, 1', [-0.0683133, 0.0742851, 1.0]], ['2, k, 2', [-0.0291918, 0.327006, 1.0]], ['2, k, 3', [0.00841239, 0.471634, 1.0]], ['2, k, 4', [-0.176108, 0.335685, 1.0]], ['2, k, 5', [-0.194783, 0.606399, 1.0]], ['2, k, 6', [-0.0999102, 0.805344, 1.0]], ['2, k, 7', [-0.0618305, 0.87189, 1.0]], ['2, k, 8', [0.103735, 0.294336, 1.0]], ['2, k, 9', [0.263349, 0.413474, 1.0]], ['2, k, 10', [0.429513, 0.617662, 1.0]], ['2, k, 11', [0.441664, 0.672409, 1.0]], ['2, k, 12', [-0.169747, -0.175383, 1.0]], ['2, k, 13', [-0.173717, -0.450035, 1.0]], ['2, k, 14', [-0.168213, -0.710917, 1.0]], ['2, k, 15', [-0.144493, -0.763084, 1.0]], ['2, k, 16', [-0.0396044, -0.18217, 1.0]], ['2, k, 17', [0.0101408, -0.443015, 1.0]], ['2, k, 18', [0.0112783, -0.721479, 1.0]], ['2, k, 19', [0.0697861, -0.773869, 1.0]], ['2, k, 20', [-0.0377846, 0.264161, 1.0]], ['2, k, 21', [-0.0174645, 0.908351, 1.0]], ['2, k, 22', [0.0161438, 0.840798, 1.0]], ['2, k, 23', [0.458213, 0.722585, 1.0]], ['2, k, 24', [0.389646, 0.710423, 1.0]]]
[['2, k, 0', [-0.092227, -0.184371, 1.0]], ['2, k, 1', [-0.0665216, 0.0799509, 1.0]], ['2, k, 2', [-0.0408128, 0.349913, 1.0]], ['2, k, 3', [0.00254125, 0.471448, 1.0]], ['2, k, 4', [-0.176811, 0.33582, 1.0]], ['2, k, 5', [-0.211293, 0.601075, 1.0]], ['2, k, 6', [-0.132671, 0.815349, 1.0]], ['2, k, 7', [-0.109158, 0.87707, 1.0]], ['2, k, 8', [0.104669, 0.296329, 1.0]], ['2, k, 9', [0.255367, 0.430016, 1.0]], ['2, k, 10', [0.386929, 0.619346, 1.0]], ['2, k, 11', [0.414003, 0.689009, 1.0]], ['2, k, 12', [-0.154008, -0.179723, 1.0]], ['2, k, 13', [-0.172182, -0.446735, 1.0]], ['2, k, 14', [-0.147554, -0.687764, 1.0]], ['2, k, 15', [-0.124597, -0.740191, 1.0]], ['2, k, 16', [-0.0277804, -0.184462, 1.0]], ['2, k, 17', [0.0155375, -0.441763, 1.0]], ['2, k, 18', [0.0106322, -0.720726, 1.0]], ['2, k, 19', [0.0743408, -0.678223, 1.0]], ['2, k, 20', [-0.0453434, 0.281819, 1.0]], ['2, k, 21', [-0.0721703, 0.918397, 1.0]], ['2, k, 22', [-0.0373761, 0.857812, 1.0]], ['2, k, 23', [0.442028, 0.733303, 1.0]], ['2, k, 24', [0.359025, 0.732497, 1.0]]]
[['2, k, 0', [-0.0879068, -0.186449, 1.0]], ['2, k, 1', [-0.0651737, 0.0802908, 1.0]], ['2, k, 2', [-0.040662, 0.34976, 1.0]], ['2, k, 3', [-0.00119931, 0.471772, 1.0]], ['2, k, 4', [-0.177513, 0.328289, 1.0]], ['2, k, 5', [-0.227872, 0.589965, 1.0]], ['2, k, 6', [-0.16363, 0.819729, 1.0]], ['2, k, 7', [-0.140046, 0.882549, 1.0]], ['2, k, 8', [0.105903, 0.297249, 1.0]], ['2, k, 9', [0.240645, 0.444148, 1.0]], ['2, k, 10', [0.353687, 0.621104, 1.0]], ['2, k, 11', [0.383659, 0.711936, 1.0]], ['2, k, 12', [-0.150795, -0.181343, 1.0]], ['2, k, 13', [-0.170342, -0.44343, 1.0]], ['2, k, 14', [-0.140885, -0.684413, 1.0]], ['2, k, 15', [-0.117634, -0.7369, 1.0]], ['2, k, 16', [-0.022663, -0.186854, 1.0]], ['2, k, 17', [0.0247325, -0.439145, 1.0]], ['2, k, 18', [0.0109523, -0.720675, 1.0]], ['2, k, 19', [0.0745373, -0.67832, 1.0]], ['2, k, 20', [-0.0452764, 0.281851, 1.0]], ['2, k, 21', [-0.102168, 0.921629, 1.0]], ['2, k, 22', [-0.061408, 0.863803, 1.0]], ['2, k, 23', [0.400077, 0.76802, 1.0]], ['2, k, 24', [0.354259, 0.744285, 1.0]]]
