[['2, k, 0', [-0.1602973, 0.06724862, 1.0]], ['2, k, 1', [-0.1659653, 0.3378574, 1.0]], ['2, k, 2', [-0.1711077, 0.601382, 1.0]], ['2, k, 3', [-0.1747603, 0.7346073, 1.0]], ['2, k, 4', [-0.3178712, 0.4905235, 1.0]], ['2, k, 5', [-0.3589637, 0.2566669, 1.0]], ['2, k, 6', [-0.3523615, 0.0735863, 1.0]], ['2, k, 7', [-0.3372283, 0.0342805, 1.0]], ['2, k, 8', [-0.007348069, 0.4845539, 1.0]], ['2, k, 9', [0.03995713, 0.2434536, 1.0]], ['2, k, 10', [0.04602669, 0.0453348, 1.0]], ['2, k, 11', [0.04137319, -0.01460325, 1.0]], ['2, k, 12', [-0.2212666, 0.06691843, 1.0]], ['2, k, 13', [-0.213624, -0.2491115, 1.0]], ['2, k, 14', [-0.2143703, -0.5651929, 1.0]], ['2, k, 15', [-0.2120273, -0.636169, 1.0]], ['2, k, 16', [-0.09584955, 0.06604876, 1.0]], ['2, k, 17', [-0.1150488, -0.2492543, 1.0]], ['2, k, 18', [-0.1080383, -0.5654871, 1.0]], ['2, k, 19', [-0.1140921, -0.6359103, 1.0]], ['2, k, 20', [-0.1699829, 0.5365189, 1.0]], ['2, k, 21', [-0.3402718, -0.02683875, 1.0]], ['2, k, 22', [-0.3117386, 0.03038836, 1.0]], ['2, k, 23', [0.04172086, -0.08570551, 1.0]], ['2, k, 24', [0.008085616, -0.009761738, 1.0]]]
[['2, k, 0', [-0.1733866, 0.07687824, 1.0]], ['2, k, 1', [-0.179248, 0.3475682, 1.0]], ['2, k, 2', [-0.1852971, 0.6092367, 1.0]], ['2, k, 3', [-0.1806971, 0.7382268, 1.0]], ['2, k, 4', [-0.33788, 0.4811013, 1.0]], ['2, k, 5', [-0.3894492, 0.2670759, 1.0]], ['2, k, 6', [-0.3773476, 0.07271339, 1.0]], ['2, k, 7', [-0.3701265, 0.03445133, 1.0]], ['2, k, 8', [-0.03720337, 0.50519, 1.0]], ['2, k, 9', [0.07412055, 0.4196984, 1.0]], ['2, k, 10', [0.06060117, 0.3464331, 1.0]], ['2, k, 11', [0.04668166, 0.2872029, 1.0]], ['2, k, 12', [-0.2352136, 0.07250065, 1.0]], ['2, k, 13', [-0.2245703, -0.2463044, 1.0]], ['2, k, 14', [-0.220059, -0.5709288, 1.0]], ['2, k, 15', [-0.2209014, -0.6401683, 1.0]], ['2, k, 16', [-0.1078428, 0.07900939, 1.0]], ['2, k, 17', [-0.1211158, -0.241839, 1.0]], ['2, k, 18', [-0.1103768, -0.5733204, 1.0]], ['2, k, 19', [-0.1165533, -0.6412662, 1.0]], ['2, k, 20', [-0.1837388, 0.5448817, 1.0]], ['2, k, 21', [-0.3677207, -0.03449789, 1.0]], ['2, k, 22', [-0.3429817, 0.006088514, 1.0]], ['2, k, 23', [0.04041576, 0.2475932, 1.0]], ['2, k, 24', [0.0008660663, 0.2941379, 1.0]]]
[['2, k, 0', [-0.1742557, 0.07564733, 1.0]], ['2, k, 1', [-0.18072, 0.3456576, 1.0]], ['2, k, 2', [-0.1871316, 0.6071815, 1.0]], ['2, k, 3', [-0.1827715, 0.7387336, 1.0]], ['2, k, 4', [-0.3432058, 0.4804803, 1.0]], ['2, k, 5', [-0.3899887, 0.2661867, 1.0]], ['2, k, 6', [-0.3773948, 0.07175495, 1.0]], ['2, k, 7', [-0.3704633, 0.03197512, 1.0]], ['2, k, 8', [-0.03560495, 0.5045041, 1.0]], ['2, k, 9', [0.07477067, 0.4015499, 1.0]], ['2, k, 10', [0.0503248, 0.267414, 1.0]], ['2, k, 11', [0.04279453, 0.2290667, 1.0]], ['2, k, 12', [-0.2359503, 0.07162746, 1.0]], ['2, k, 13', [-0.2245741, -0.2471139, 1.0]], ['2, k, 14', [-0.2239283, -0.6010326, 1.0]], ['2, k, 15', [-0.2157195, -0.6495636, 1.0]], ['2, k, 16', [-0.1087958, 0.07745573, 1.0]], ['2, k, 17', [-0.1215062, -0.2430657, 1.0]], ['2, k, 18', [-0.1099289, -0.5728139, 1.0]], ['2, k, 19', [-0.1164481, -0.6410594, 1.0]], ['2, k, 20', [-0.1855153, 0.5428584, 1.0]], ['2, k, 21', [-0.370467, -0.03325001, 1.0]], ['2, k, 22', [-0.3430882, 0.0189059, 1.0]], ['2, k, 23', [0.0337473, 0.1834697, 1.0]], ['2, k, 24', [-0.001810752, 0.2369979, 1.0]]]
[['2, k, 0', [-0.1759678, 0.07386771, 1.0]], ['2, k, 1', [-0.1817838, 0.3442851, 1.0]], ['2, k, 2', [-0.1877117, 0.6061088, 1.0]], ['2, k, 3', [-0.1851477, 0.738878, 1.0]], ['2, k, 4', [-0.3451481, 0.4798484, 1.0]], ['2, k, 5', [-0.3899447, 0.2649078, 1.0]], ['2, k, 6', [-0.3770005, 0.06996961, 1.0]], ['2, k, 7', [-0.3700876, 0.03534468, 1.0]], ['2, k, 8', [-0.03332001, 0.5022079, 1.0]], ['2, k, 9', [0.06895696, 0.3712454, 1.0]], ['2, k, 10', [0.04602601, 0.2174656, 1.0]], ['2, k, 11', [0.03861202, 0.1705074, 1.0]], ['2, k, 12', [-0.23742, 0.07027344, 1.0]], ['2, k, 13', [-0.2262404, -0.2485982, 1.0]], ['2, k, 14', [-0.224556, -0.5754765, 1.0]], ['2, k, 15', [-0.2131083, -0.6429556, 1.0]], ['2, k, 16', [-0.1107407, 0.07529014, 1.0]], ['2, k, 17', [-0.1210879, -0.2448998, 1.0]], ['2, k, 18', [-0.110817, -0.5661661, 1.0]], ['2, k, 19', [-0.1159758, -0.6366975, 1.0]], ['2, k, 20', [-0.1862333, 0.5417387, 1.0]], ['2, k, 21', [-0.3752122, -0.01045146, 1.0]], ['2, k, 22', [-0.3413345, 0.03447266, 1.0]], ['2, k, 23', [0.03111189, 0.1210214, 1.0]], ['2, k, 24', [-0.005688507, 0.1851713, 1.0]]]
[['2, k, 0', [-0.176846, 0.07233629, 1.0]], ['2, k, 1', [-0.1824251, 0.3428365, 1.0]], ['2, k, 2', [-0.1879102, 0.6049328, 1.0]], ['2, k, 3', [-0.186819, 0.7391523, 1.0]], ['2, k, 4', [-0.3460371, 0.4793002, 1.0]], ['2, k, 5', [-0.3903482, 0.2638667, 1.0]], ['2, k, 6', [-0.3767153, 0.06971972, 1.0]], ['2, k, 7', [-0.370741, 0.03429544, 1.0]], ['2, k, 8', [-0.03075342, 0.499231, 1.0]], ['2, k, 9', [0.06524152, 0.3523338, 1.0]], ['2, k, 10', [0.04031245, 0.1806983, 1.0]], ['2, k, 11', [0.03476656, 0.1169705, 1.0]], ['2, k, 12', [-0.2382267, 0.06892991, 1.0]], ['2, k, 13', [-0.2277151, -0.2498152, 1.0]], ['2, k, 14', [-0.2226573, -0.5747851, 1.0]], ['2, k, 15', [-0.2136482, -0.6420594, 1.0]], ['2, k, 16', [-0.1116322, 0.07366423, 1.0]], ['2, k, 17', [-0.1214986, -0.24602, 1.0]], ['2, k, 18', [-0.1109755, -0.5670137, 1.0]], ['2, k, 19', [-0.1166, -0.6370601, 1.0]], ['2, k, 20', [-0.1865906, 0.5404769, 1.0]], ['2, k, 21', [-0.3696952, -0.04612987, 1.0]], ['2, k, 22', [-0.3446144, 0.01580667, 1.0]], ['2, k, 23', [0.02945561, 0.06492192, 1.0]], ['2, k, 24', [-0.001175991, 0.142906, 1.0]]]
[['2, k, 0', [-0.1780889, 0.07112993, 1.0]], ['2, k, 1', [-0.1829807, 0.3417526, 1.0]], ['2, k, 2', [-0.1876244, 0.6040093, 1.0]], ['2, k, 3', [-0.188086, 0.7390935, 1.0]], ['2, k, 4', [-0.3460544, 0.4793029, 1.0]], ['2, k, 5', [-0.3904631, 0.2632902, 1.0]], ['2, k, 6', [-0.3767467, 0.06915083, 1.0]], ['2, k, 7', [-0.371966, 0.03082934, 1.0]], ['2, k, 8', [-0.03041265, 0.4987981, 1.0]], ['2, k, 9', [0.03773173, 0.3097584, 1.0]], ['2, k, 10', [0.03593779, 0.1449819, 1.0]], ['2, k, 11', [0.03078342, 0.07895763, 1.0]], ['2, k, 12', [-0.2393027, 0.06820795, 1.0]], ['2, k, 13', [-0.2275847, -0.2504862, 1.0]], ['2, k, 14', [-0.2221837, -0.5714548, 1.0]], ['2, k, 15', [-0.2097017, -0.6396092, 1.0]], ['2, k, 16', [-0.1131965, 0.07172084, 1.0]], ['2, k, 17', [-0.1221064, -0.2472701, 1.0]], ['2, k, 18', [-0.111513, -0.5687027, 1.0]], ['2, k, 19', [-0.1186065, -0.6386503, 1.0]], ['2, k, 20', [-0.1865713, 0.5395024, 1.0]], ['2, k, 21', [-0.3713032, -0.04071563, 1.0]], ['2, k, 22', [-0.3457599, 0.01635126, 1.0]], ['2, k, 23', [0.02879597, 0.02015723, 1.0]], ['2, k, 24', [-0.01946086, 0.08506662, 1.0]]]
[['2, k, 0', [-0.1794334, 0.0687588, 1.0]], ['2, k, 1', [-0.1836601, 0.3392284, 1.0]], ['2, k, 2', [-0.1870714, 0.6017004, 1.0]], ['2, k, 3', [-0.1873229, 0.7383662, 1.0]], ['2, k, 4', [-0.3461265, 0.4788104, 1.0]], ['2, k, 5', [-0.390131, 0.2631004, 1.0]], ['2, k, 6', [-0.3760326, 0.06892418, 1.0]], ['2, k, 7', [-0.3719656, 0.0270353, 1.0]], ['2, k, 8', [-0.02735139, 0.4899604, 1.0]], ['2, k, 9', [0.02065468, 0.2548954, 1.0]], ['2, k, 10', [0.01965685, 0.08484132, 1.0]], ['2, k, 11', [0.02075263, 0.02580784, 1.0]], ['2, k, 12', [-0.2404278, 0.06657985, 1.0]], ['2, k, 13', [-0.2255482, -0.2515676, 1.0]], ['2, k, 14', [-0.2224894, -0.5705433, 1.0]], ['2, k, 15', [-0.2087647, -0.6385816, 1.0]], ['2, k, 16', [-0.1145453, 0.06884548, 1.0]], ['2, k, 17', [-0.1183402, -0.249126, 1.0]], ['2, k, 18', [-0.1107465, -0.5238646, 1.0]], ['2, k, 19', [-0.1159602, -0.5704859, 1.0]], ['2, k, 20', [-0.1863996, 0.537089, 1.0]], ['2, k, 21', [-0.3662678, -0.03344808, 1.0]], ['2, k, 22', [-0.343453, 0.02354545, 1.0]], ['2, k, 23', [0.01543524, -0.04477305, 1.0]], ['2, k, 24', [-0.01874625, 0.04249578, 1.0]]]
[['2, k, 0', [-0.1801105, 0.0669964, 1.0]], ['2, k, 1', [-0.1827768, 0.3366933, 1.0]], ['2, k, 2', [-0.1836904, 0.5990631, 1.0]], ['2, k, 3', [-0.1793598, 0.7363604, 1.0]], ['2, k, 4', [-0.3444768, 0.478122, 1.0]], ['2, k, 5', [-0.3872284, 0.2626143, 1.0]], ['2, k, 6', [-0.3747933, 0.06743516, 1.0]], ['2, k, 7', [-0.3681718, 0.02125801, 1.0]], ['2, k, 8', [-0.02175829, 0.4835593, 1.0]], ['2, k, 9', [0.007886569, 0.2447387, 1.0]], ['2, k, 10', [0.008530042, 0.05805443, 1.0]], ['2, k, 11', [-0.007370805, 0.02599123, 1.0]], ['2, k, 12', [-0.2412036, 0.06544072, 1.0]], ['2, k, 13', [-0.2259628, -0.2521287, 1.0]], ['2, k, 14', [-0.2226556, -0.5628261, 1.0]], ['2, k, 15', [-0.2094357, -0.6323533, 1.0]], ['2, k, 16', [-0.1149086, 0.06655698, 1.0]], ['2, k, 17', [-0.1234065, -0.2500077, 1.0]], ['2, k, 18', [-0.11161, -0.572853, 1.0]], ['2, k, 19', [-0.116983, -0.6390241, 1.0]], ['2, k, 20', [-0.1836629, 0.5344085, 1.0]], ['2, k, 21', [-0.3640103, -0.04829881, 1.0]], ['2, k, 22', [-0.3392286, 0.02155985, 1.0]], ['2, k, 23', [-0.01090262, -0.03442156, 1.0]], ['2, k, 24', [-0.0363415, 0.02809757, 1.0]]]
[['2, k, 0', [-0.1797736, 0.06671377, 1.0]], ['2, k, 1', [-0.18247, 0.336331, 1.0]], ['2, k, 2', [-0.183615, 0.5986694, 1.0]], ['2, k, 3', [-0.1775776, 0.7360973, 1.0]], ['2, k, 4', [-0.3371467, 0.4808366, 1.0]], ['2, k, 5', [-0.3860337, 0.261295, 1.0]], ['2, k, 6', [-0.3747989, 0.06730501, 1.0]], ['2, k, 7', [-0.3688633, 0.02479026, 1.0]], ['2, k, 8', [-0.02036637, 0.4828442, 1.0]], ['2, k, 9', [0.009439261, 0.246569, 1.0]], ['2, k, 10', [0.01661204, 0.06228509, 1.0]], ['2, k, 11', [0.00218338, 0.02817355, 1.0]], ['2, k, 12', [-0.241014, 0.06534358, 1.0]], ['2, k, 13', [-0.2268889, -0.2522033, 1.0]], ['2, k, 14', [-0.2220868, -0.5624174, 1.0]], ['2, k, 15', [-0.2109157, -0.6325835, 1.0]], ['2, k, 16', [-0.1143854, 0.06607211, 1.0]], ['2, k, 17', [-0.1230579, -0.2503724, 1.0]], ['2, k, 18', [-0.1118725, -0.5724928, 1.0]], ['2, k, 19', [-0.1173543, -0.6400557, 1.0]], ['2, k, 20', [-0.1835081, 0.5340251, 1.0]], ['2, k, 21', [-0.3676795, -0.04728628, 1.0]], ['2, k, 22', [-0.3419352, 0.01532112, 1.0]], ['2, k, 23', [-0.007093088, -0.04069241, 1.0]], ['2, k, 24', [-0.02815213, 0.0241427, 1.0]]]
[['2, k, 0', [-0.1791356, 0.06594806, 1.0]], ['2, k, 1', [-0.1818587, 0.3358519, 1.0]], ['2, k, 2', [-0.1830195, 0.5984595, 1.0]], ['2, k, 3', [-0.1760714, 0.7362085, 1.0]], ['2, k, 4', [-0.3366431, 0.4799885, 1.0]], ['2, k, 5', [-0.3866555, 0.2639423, 1.0]], ['2, k, 6', [-0.3743414, 0.06665575, 1.0]], ['2, k, 7', [-0.3676227, 0.02162905, 1.0]], ['2, k, 8', [-0.01745658, 0.4803073, 1.0]], ['2, k, 9', [0.01320766, 0.244923, 1.0]], ['2, k, 10', [0.01808047, 0.06145624, 1.0]], ['2, k, 11', [0.004708757, 0.02681086, 1.0]], ['2, k, 12', [-0.2404628, 0.0646027, 1.0]], ['2, k, 13', [-0.2247296, -0.2526321, 1.0]], ['2, k, 14', [-0.221856, -0.5625044, 1.0]], ['2, k, 15', [-0.2108552, -0.631972, 1.0]], ['2, k, 16', [-0.1136833, 0.0653847, 1.0]], ['2, k, 17', [-0.1229606, -0.2510858, 1.0]], ['2, k, 18', [-0.1125556, -0.5737446, 1.0]], ['2, k, 19', [-0.1164469, -0.639596, 1.0]], ['2, k, 20', [-0.1828942, 0.5337457, 1.0]], ['2, k, 21', [-0.3646574, -0.04819213, 1.0]], ['2, k, 22', [-0.3403502, 0.01694566, 1.0]], ['2, k, 23', [-0.004836895, -0.04876911, 1.0]], ['2, k, 24', [-0.02914874, 0.02296306, 1.0]]]
[['2, k, 0', [-0.1783338, 0.06554516, 1.0]], ['2, k, 1', [-0.1811113, 0.3353897, 1.0]], ['2, k, 2', [-0.1823581, 0.5978861, 1.0]], ['2, k, 3', [-0.172772, 0.7356955, 1.0]], ['2, k, 4', [-0.3361727, 0.4788283, 1.0]], ['2, k, 5', [-0.3849947, 0.2590291, 1.0]], ['2, k, 6', [-0.3740177, 0.06644355, 1.0]], ['2, k, 7', [-0.3678361, 0.02013947, 1.0]], ['2, k, 8', [-0.01556098, 0.4804092, 1.0]], ['2, k, 9', [0.01671602, 0.2467259, 1.0]], ['2, k, 10', [0.02130878, 0.06357998, 1.0]], ['2, k, 11', [0.01021903, 0.01844171, 1.0]], ['2, k, 12', [-0.239761, 0.06430881, 1.0]], ['2, k, 13', [-0.2237064, -0.2524357, 1.0]], ['2, k, 14', [-0.2231472, -0.5635087, 1.0]], ['2, k, 15', [-0.2106232, -0.6324011, 1.0]], ['2, k, 16', [-0.112787, 0.06492124, 1.0]], ['2, k, 17', [-0.1208902, -0.2511386, 1.0]], ['2, k, 18', [-0.1122445, -0.574079, 1.0]], ['2, k, 19', [-0.1181663, -0.6398058, 1.0]], ['2, k, 20', [-0.1821919, 0.5332106, 1.0]], ['2, k, 21', [-0.3656638, -0.04749119, 1.0]], ['2, k, 22', [-0.3381631, 0.009942601, 1.0]], ['2, k, 23', [0.005520656, -0.04836174, 1.0]], ['2, k, 24', [-0.02359855, -0.008891477, 1.0]]]
[['2, k, 0', [-0.1781463, 0.06541816, 1.0]], ['2, k, 1', [-0.1805383, 0.3353297, 1.0]], ['2, k, 2', [-0.181294, 0.5980822, 1.0]], ['2, k, 3', [-0.1710903, 0.7352875, 1.0]], ['2, k, 4', [-0.3352319, 0.4785343, 1.0]], ['2, k, 5', [-0.3844846, 0.2574994, 1.0]], ['2, k, 6', [-0.3742075, 0.06668704, 1.0]], ['2, k, 7', [-0.3693438, 0.02444742, 1.0]], ['2, k, 8', [-0.01392606, 0.4799579, 1.0]], ['2, k, 9', [0.01933274, 0.2487044, 1.0]], ['2, k, 10', [0.02460925, 0.06600459, 1.0]], ['2, k, 11', [0.01482031, 0.01677448, 1.0]], ['2, k, 12', [-0.2396362, 0.06427543, 1.0]], ['2, k, 13', [-0.2230588, -0.2521494, 1.0]], ['2, k, 14', [-0.2209778, -0.5657816, 1.0]], ['2, k, 15', [-0.2100464, -0.6340905, 1.0]], ['2, k, 16', [-0.1125182, 0.06466734, 1.0]], ['2, k, 17', [-0.1208574, -0.2514862, 1.0]], ['2, k, 18', [-0.1122708, -0.5740392, 1.0]], ['2, k, 19', [-0.1189922, -0.6403441, 1.0]], ['2, k, 20', [-0.1812492, 0.5333383, 1.0]], ['2, k, 21', [-0.3663256, -0.0420069, 1.0]], ['2, k, 22', [-0.3398391, 0.01878846, 1.0]], ['2, k, 23', [0.006773288, -0.05592101, 1.0]], ['2, k, 24', [-0.02285942, 0.03304542, 1.0]]]
[['2, k, 0', [-0.1774551, 0.0652362, 1.0]], ['2, k, 1', [-0.179919, 0.3352147, 1.0]], ['2, k, 2', [-0.1809199, 0.5980685, 1.0]], ['2, k, 3', [-0.1693234, 0.7349579, 1.0]], ['2, k, 4', [-0.334827, 0.4784308, 1.0]], ['2, k, 5', [-0.3840096, 0.2563303, 1.0]], ['2, k, 6', [-0.3745092, 0.06674393, 1.0]], ['2, k, 7', [-0.3700917, 0.03201642, 1.0]], ['2, k, 8', [-0.01253928, 0.4800544, 1.0]], ['2, k, 9', [0.02084929, 0.2489549, 1.0]], ['2, k, 10', [0.02791632, 0.05815532, 1.0]], ['2, k, 11', [0.01580904, 0.01032421, 1.0]], ['2, k, 12', [-0.2388519, 0.06423676, 1.0]], ['2, k, 13', [-0.2221797, -0.2520447, 1.0]], ['2, k, 14', [-0.2199892, -0.5645176, 1.0]], ['2, k, 15', [-0.221186, -0.6314758, 1.0]], ['2, k, 16', [-0.1118002, 0.06434984, 1.0]], ['2, k, 17', [-0.1221003, -0.2518741, 1.0]], ['2, k, 18', [-0.1132587, -0.5761665, 1.0]], ['2, k, 19', [-0.1187556, -0.6420515, 1.0]], ['2, k, 20', [-0.1808098, 0.5333077, 1.0]], ['2, k, 21', [-0.3645636, -0.01935259, 1.0]], ['2, k, 22', [-0.3381228, 0.03263816, 1.0]], ['2, k, 23', [0.0140043, -0.05664667, 1.0]], ['2, k, 24', [-0.02032548, 0.01129555, 1.0]]]
[['2, k, 0', [-0.1762663, 0.06491157, 1.0]], ['2, k, 1', [-0.1792438, 0.3351972, 1.0]], ['2, k, 2', [-0.1806365, 0.5982876, 1.0]], ['2, k, 3', [-0.1681858, 0.7351369, 1.0]], ['2, k, 4', [-0.3326254, 0.4799075, 1.0]], ['2, k, 5', [-0.3865491, 0.2655779, 1.0]], ['2, k, 6', [-0.3746775, 0.06657246, 1.0]], ['2, k, 7', [-0.3703294, 0.03059814, 1.0]], ['2, k, 8', [-0.0113133, 0.4798506, 1.0]], ['2, k, 9', [0.02165821, 0.2495378, 1.0]], ['2, k, 10', [0.02915042, 0.05601701, 1.0]], ['2, k, 11', [0.02053816, 0.01170859, 1.0]], ['2, k, 12', [-0.2375769, 0.06411456, 1.0]], ['2, k, 13', [-0.2232106, -0.2522982, 1.0]], ['2, k, 14', [-0.219485, -0.5651805, 1.0]], ['2, k, 15', [-0.2161304, -0.634531, 1.0]], ['2, k, 16', [-0.110722, 0.063884, 1.0]], ['2, k, 17', [-0.1218248, -0.2522791, 1.0]], ['2, k, 18', [-0.1105962, -0.5268893, 1.0]], ['2, k, 19', [-0.1074488, -0.5741156, 1.0]], ['2, k, 20', [-0.1804402, 0.5334757, 1.0]], ['2, k, 21', [-0.3695779, -0.02704948, 1.0]], ['2, k, 22', [-0.337961, -0.004099007, 1.0]], ['2, k, 23', [0.01509212, -0.04908292, 1.0]], ['2, k, 24', [-0.01085972, -0.02108306, 1.0]]]
[['2, k, 0', [-0.1759866, 0.06480932, 1.0]], ['2, k, 1', [-0.1785987, 0.3350739, 1.0]], ['2, k, 2', [-0.1798308, 0.5982387, 1.0]], ['2, k, 3', [-0.1664114, 0.7351429, 1.0]], ['2, k, 4', [-0.3326966, 0.4797444, 1.0]], ['2, k, 5', [-0.3854039, 0.2644817, 1.0]], ['2, k, 6', [-0.374496, 0.06647839, 1.0]], ['2, k, 7', [-0.368791, 0.02665507, 1.0]], ['2, k, 8', [-0.0110816, 0.4798968, 1.0]], ['2, k, 9', [0.02287688, 0.249852, 1.0]], ['2, k, 10', [0.02952672, 0.05410505, 1.0]], ['2, k, 11', [0.01940518, 0.007515046, 1.0]], ['2, k, 12', [-0.2372192, 0.06413365, 1.0]], ['2, k, 13', [-0.2228036, -0.2520888, 1.0]], ['2, k, 14', [-0.2191187, -0.565174, 1.0]], ['2, k, 15', [-0.2162195, -0.6346958, 1.0]], ['2, k, 16', [-0.1104236, 0.06365599, 1.0]], ['2, k, 17', [-0.1233156, -0.2525692, 1.0]], ['2, k, 18', [-0.1124213, -0.5712121, 1.0]], ['2, k, 19', [-0.1203737, -0.640706, 1.0]], ['2, k, 20', [-0.1796638, 0.5334125, 1.0]], ['2, k, 21', [-0.3624045, -0.04999369, 1.0]], ['2, k, 22', [-0.339345, 0.01184875, 1.0]], ['2, k, 23', [0.01402942, -0.05673952, 1.0]], ['2, k, 24', [-0.01341893, 0.006662189, 1.0]]]
[['2, k, 0', [-0.1757789, 0.06478065, 1.0]], ['2, k, 1', [-0.1779654, 0.3349984, 1.0]], ['2, k, 2', [-0.1788207, 0.5981292, 1.0]], ['2, k, 3', [-0.1656339, 0.7350487, 1.0]], ['2, k, 4', [-0.330939, 0.4813795, 1.0]], ['2, k, 5', [-0.3861732, 0.2677663, 1.0]], ['2, k, 6', [-0.3740276, 0.06627709, 1.0]], ['2, k, 7', [-0.3674154, 0.02213393, 1.0]], ['2, k, 8', [-0.01045824, 0.4799126, 1.0]], ['2, k, 9', [0.02400689, 0.2495597, 1.0]], ['2, k, 10', [0.03002229, 0.05243705, 1.0]], ['2, k, 11', [0.01957943, 0.003619622, 1.0]], ['2, k, 12', [-0.2370088, 0.06416681, 1.0]], ['2, k, 13', [-0.2214981, -0.2517775, 1.0]], ['2, k, 14', [-0.2185172, -0.5646575, 1.0]], ['2, k, 15', [-0.2120564, -0.6329322, 1.0]], ['2, k, 16', [-0.1102362, 0.06358851, 1.0]], ['2, k, 17', [-0.1234859, -0.2524714, 1.0]], ['2, k, 18', [-0.1120764, -0.5688796, 1.0]], ['2, k, 19', [-0.1199068, -0.6383647, 1.0]], ['2, k, 20', [-0.1787524, 0.5333179, 1.0]], ['2, k, 21', [-0.36215, -0.04805549, 1.0]], ['2, k, 22', [-0.3360133, 0.005773261, 1.0]], ['2, k, 23', [0.0143986, -0.07382169, 1.0]], ['2, k, 24', [-0.01428696, 0.005920022, 1.0]]]
[['2, k, 0', [-0.1750056, 0.06467918, 1.0]], ['2, k, 1', [-0.1775846, 0.3351211, 1.0]], ['2, k, 2', [-0.178741, 0.5983699, 1.0]], ['2, k, 3', [-0.1648133, 0.7352229, 1.0]], ['2, k, 4', [-0.3308376, 0.4812832, 1.0]], ['2, k, 5', [-0.386352, 0.269695, 1.0]], ['2, k, 6', [-0.3727576, 0.0752143, 1.0]], ['2, k, 7', [-0.3670598, 0.03012675, 1.0]], ['2, k, 8', [-0.01002464, 0.4799235, 1.0]], ['2, k, 9', [0.02571724, 0.2491514, 1.0]], ['2, k, 10', [0.03166544, 0.05689577, 1.0]], ['2, k, 11', [0.02153093, 0.001547064, 1.0]], ['2, k, 12', [-0.2361264, 0.06398883, 1.0]], ['2, k, 13', [-0.2257465, -0.251649, 1.0]], ['2, k, 14', [-0.2165712, -0.5652475, 1.0]], ['2, k, 15', [-0.2128814, -0.6355044, 1.0]], ['2, k, 16', [-0.1096341, 0.06359047, 1.0]], ['2, k, 17', [-0.1181348, -0.2526904, 1.0]], ['2, k, 18', [-0.1104371, -0.5273638, 1.0]], ['2, k, 19', [-0.106571, -0.5746178, 1.0]], ['2, k, 20', [-0.1786189, 0.5335288, 1.0]], ['2, k, 21', [-0.3619511, -0.04230256, 1.0]], ['2, k, 22', [-0.3371975, 0.02406957, 1.0]], ['2, k, 23', [0.01785769, -0.07142021, 1.0]], ['2, k, 24', [-0.01529338, -0.0138385, 1.0]]]
[['2, k, 0', [-0.1739786, 0.06442508, 1.0]], ['2, k, 1', [-0.1769039, 0.3350782, 1.0]], ['2, k, 2', [-0.1784937, 0.5984495, 1.0]], ['2, k, 3', [-0.164295, 0.7352387, 1.0]], ['2, k, 4', [-0.3304204, 0.4800043, 1.0]], ['2, k, 5', [-0.3855054, 0.2710894, 1.0]], ['2, k, 6', [-0.3681588, 0.07178945, 1.0]], ['2, k, 7', [-0.3583466, 0.02574947, 1.0]], ['2, k, 8', [-0.009453595, 0.4801498, 1.0]], ['2, k, 9', [0.03562812, 0.261561, 1.0]], ['2, k, 10', [0.04085105, 0.08120992, 1.0]], ['2, k, 11', [0.03835551, 0.01860424, 1.0]], ['2, k, 12', [-0.2349954, 0.0636607, 1.0]], ['2, k, 13', [-0.2269888, -0.2518643, 1.0]], ['2, k, 14', [-0.2154662, -0.5603505, 1.0]], ['2, k, 15', [-0.2122593, -0.6317146, 1.0]], ['2, k, 16', [-0.1087706, 0.06344654, 1.0]], ['2, k, 17', [-0.1182149, -0.2527205, 1.0]], ['2, k, 18', [-0.1088936, -0.5272251, 1.0]], ['2, k, 19', [-0.1042507, -0.5744544, 1.0]], ['2, k, 20', [-0.1782832, 0.5335959, 1.0]], ['2, k, 21', [-0.3497693, -0.04147562, 1.0]], ['2, k, 22', [-0.3271424, 0.01916894, 1.0]], ['2, k, 23', [0.02951618, -0.05482508, 1.0]], ['2, k, 24', [-0.005000489, 0.02775787, 1.0]]]
