[['2, k, 0', [-0.0709786, -0.392478, 1.0]], ['2, k, 1', [-0.041389, -0.0543901, 1.0]], ['2, k, 2', [-0.0122444, 0.276814, 1.0]], ['2, k, 3', [-0.00415679, 0.426162, 1.0]], ['2, k, 4', [-0.185639, 0.190484, 1.0]], ['2, k, 5', [-0.301314, 0.109687, 1.0]], ['2, k, 6', [-0.286676, 0.0108928, 1.0]], ['2, k, 7', [-0.262313, -0.056847, 1.0]], ['2, k, 8', [0.149353, 0.172837, 1.0]], ['2, k, 9', [0.250519, 0.0727334, 1.0]], ['2, k, 10', [0.260338, -0.000401198, 1.0]], ['2, k, 11', [0.230252, -0.0597996, 1.0]], ['2, k, 12', [-0.146371, -0.383871, 1.0]], ['2, k, 13', [-0.209164, -0.720353, 1.0]], ['2, k, 14', [-0.166177, -0.71903, 1.0]], ['2, k, 15', [-0.123055, -0.788013, 1.0]], ['2, k, 16', [0.00607465, -0.391907, 1.0]], ['2, k, 17', [0.218427, -0.661841, 1.0]], ['2, k, 18', [0.0732138, -0.709667, 1.0]], ['2, k, 19', [0.0488406, -0.793376, 1.0]], ['2, k, 20', [-0.0194765, 0.194957, 1.0]], ['2, k, 21', [-0.253904, -0.0974933, 1.0]], ['2, k, 22', [-0.292189, -0.0477861, 1.0]], ['2, k, 23', [0.225712, -0.108188, 1.0]], ['2, k, 24', [0.266271, -0.0570109, 1.0]]]
[['2, k, 0', [-0.0313358, -0.36879, 1.0]], ['2, k, 1', [-0.0202672, -0.0490863, 1.0]], ['2, k, 2', [-0.0081291, 0.264803, 1.0]], ['2, k, 3', [0.014026, 0.412477, 1.0]], ['2, k, 4', [-0.14877, 0.16548, 1.0]], ['2, k, 5', [-0.229999, 0.217782, 1.0]], ['2, k, 6', [-0.197336, 0.309334, 1.0]], ['2, k, 7', [-0.188734, 0.33575, 1.0]], ['2, k, 8', [0.134973, 0.163218, 1.0]], ['2, k, 9', [0.238913, 0.171849, 1.0]], ['2, k, 10', [0.252451, 0.275459, 1.0]], ['2, k, 11', [0.253658, 0.304855, 1.0]], ['2, k, 12', [-0.106249, -0.363216, 1.0]], ['2, k, 13', [-0.224684, -0.689255, 1.0]], ['2, k, 14', [-0.17884, -1.00896, 1.0]], ['2, k, 15', [-0.170141, -0.870364, 1.0]], ['2, k, 16', [0.0442436, -0.366761, 1.0]], ['2, k, 17', [0.107272, -0.705699, 1.0]], ['2, k, 18', [0.171886, -1.0297, 1.0]], ['2, k, 19', [0.142924, -0.890926, 1.0]], ['2, k, 20', [-0.011174, 0.187154, 1.0]], ['2, k, 21', [-0.171868, 0.358422, 1.0]], ['2, k, 22', [-0.135065, 0.334302, 1.0]], ['2, k, 23', [0.254174, 0.326294, 1.0]], ['2, k, 24', [0.209296, 0.318029, 1.0]]]
[['2, k, 0', [-0.0311387, -0.373129, 1.0]], ['2, k, 1', [-0.0193834, -0.0552122, 1.0]], ['2, k, 2', [-0.00682927, 0.256301, 1.0]], ['2, k, 3', [0.0136071, 0.40728, 1.0]], ['2, k, 4', [-0.148447, 0.164216, 1.0]], ['2, k, 5', [-0.224874, 0.214367, 1.0]], ['2, k, 6', [-0.199132, 0.299287, 1.0]], ['2, k, 7', [-0.188931, 0.325894, 1.0]], ['2, k, 8', [0.135388, 0.161561, 1.0]], ['2, k, 9', [0.238396, 0.164966, 1.0]], ['2, k, 10', [0.251622, 0.268023, 1.0]], ['2, k, 11', [0.2545, 0.297233, 1.0]], ['2, k, 12', [-0.10594, -0.36678, 1.0]], ['2, k, 13', [-0.224648, -0.692892, 1.0]], ['2, k, 14', [-0.215352, -1.01758, 1.0]], ['2, k, 15', [-0.188771, -0.880039, 1.0]], ['2, k, 16', [0.0443046, -0.371785, 1.0]], ['2, k, 17', [0.129385, -0.707683, 1.0]], ['2, k, 18', [0.163628, -1.03305, 1.0]], ['2, k, 19', [0.145516, -0.893166, 1.0]], ['2, k, 20', [-0.00997159, 0.179259, 1.0]], ['2, k, 21', [-0.172532, 0.347552, 1.0]], ['2, k, 22', [-0.14146, 0.321617, 1.0]], ['2, k, 23', [0.249332, 0.318714, 1.0]], ['2, k, 24', [0.218915, 0.300429, 1.0]]]
[['2, k, 0', [-0.0301674, -0.378931, 1.0]], ['2, k, 1', [-0.0182618, -0.0627082, 1.0]], ['2, k, 2', [-0.00596677, 0.247301, 1.0]], ['2, k, 3', [0.0157468, 0.399172, 1.0]], ['2, k, 4', [-0.146197, 0.155617, 1.0]], ['2, k, 5', [-0.222012, 0.210591, 1.0]], ['2, k, 6', [-0.198458, 0.28892, 1.0]], ['2, k, 7', [-0.189992, 0.315433, 1.0]], ['2, k, 8', [0.138546, 0.155434, 1.0]], ['2, k, 9', [0.231256, 0.168253, 1.0]], ['2, k, 10', [0.250803, 0.259878, 1.0]], ['2, k, 11', [0.24758, 0.286887, 1.0]], ['2, k, 12', [-0.105397, -0.373384, 1.0]], ['2, k, 13', [-0.227264, -0.698187, 1.0]], ['2, k, 14', [-0.223602, -1.02591, 1.0]], ['2, k, 15', [-0.194649, -0.887841, 1.0]], ['2, k, 16', [0.0456252, -0.376664, 1.0]], ['2, k, 17', [0.131482, -0.712496, 1.0]], ['2, k, 18', [0.177709, -1.04025, 1.0]], ['2, k, 19', [0.151536, -0.9009, 1.0]], ['2, k, 20', [-0.00902898, 0.170632, 1.0]], ['2, k, 21', [-0.176905, 0.338713, 1.0]], ['2, k, 22', [-0.141558, 0.310766, 1.0]], ['2, k, 23', [0.247783, 0.314469, 1.0]], ['2, k, 24', [0.211864, 0.299388, 1.0]]]
[['2, k, 0', [-0.0314916, -0.389372, 1.0]], ['2, k, 1', [-0.0175311, -0.0746356, 1.0]], ['2, k, 2', [-0.00320318, 0.233569, 1.0]], ['2, k, 3', [0.0141281, 0.384487, 1.0]], ['2, k, 4', [-0.146517, 0.148256, 1.0]], ['2, k, 5', [-0.222064, 0.201595, 1.0]], ['2, k, 6', [-0.202047, 0.273386, 1.0]], ['2, k, 7', [-0.190398, 0.301119, 1.0]], ['2, k, 8', [0.14107, 0.144109, 1.0]], ['2, k, 9', [0.224981, 0.165265, 1.0]], ['2, k, 10', [0.250313, 0.249124, 1.0]], ['2, k, 11', [0.249709, 0.278083, 1.0]], ['2, k, 12', [-0.106951, -0.382613, 1.0]], ['2, k, 13', [-0.224699, -0.708455, 1.0]], ['2, k, 14', [-0.254833, -1.0373, 1.0]], ['2, k, 15', [-0.208308, -0.903207, 1.0]], ['2, k, 16', [0.0446282, -0.38803, 1.0]], ['2, k, 17', [0.137464, -0.722367, 1.0]], ['2, k, 18', [0.175316, -1.05105, 1.0]], ['2, k, 19', [0.162342, -0.909736, 1.0]], ['2, k, 20', [-0.0067991, 0.157359, 1.0]], ['2, k, 21', [-0.175069, 0.323934, 1.0]], ['2, k, 22', [-0.144268, 0.300491, 1.0]], ['2, k, 23', [0.253063, 0.302178, 1.0]], ['2, k, 24', [0.211197, 0.285485, 1.0]]]
[['2, k, 0', [-0.0327057, -0.397685, 1.0]], ['2, k, 1', [-0.0181292, -0.0836103, 1.0]], ['2, k, 2', [-0.00345414, 0.223889, 1.0]], ['2, k, 3', [0.0157096, 0.370789, 1.0]], ['2, k, 4', [-0.146233, 0.14291, 1.0]], ['2, k, 5', [-0.218198, 0.194172, 1.0]], ['2, k, 6', [-0.203394, 0.264129, 1.0]], ['2, k, 7', [-0.195128, 0.286685, 1.0]], ['2, k, 8', [0.1416, 0.140492, 1.0]], ['2, k, 9', [0.21855, 0.165651, 1.0]], ['2, k, 10', [0.250657, 0.232593, 1.0]], ['2, k, 11', [0.249686, 0.262238, 1.0]], ['2, k, 12', [-0.108912, -0.391489, 1.0]], ['2, k, 13', [-0.223582, -0.717206, 1.0]], ['2, k, 14', [-0.242271, -1.04305, 1.0]], ['2, k, 15', [-0.199211, -0.907992, 1.0]], ['2, k, 16', [0.0441177, -0.395612, 1.0]], ['2, k, 17', [0.139324, -0.72884, 1.0]], ['2, k, 18', [0.19514, -1.05513, 1.0]], ['2, k, 19', [0.158029, -0.918355, 1.0]], ['2, k, 20', [-0.00712083, 0.147856, 1.0]], ['2, k, 21', [-0.170947, 0.308176, 1.0]], ['2, k, 22', [-0.164911, 0.264223, 1.0]], ['2, k, 23', [0.258583, 0.287331, 1.0]], ['2, k, 24', [0.214693, 0.271229, 1.0]]]
[['2, k, 0', [-0.0334667, -0.410406, 1.0]], ['2, k, 1', [-0.0177923, -0.0937275, 1.0]], ['2, k, 2', [-0.00243036, 0.216324, 1.0]], ['2, k, 3', [0.0138278, 0.358726, 1.0]], ['2, k, 4', [-0.145523, 0.134261, 1.0]], ['2, k, 5', [-0.221203, 0.174736, 1.0]], ['2, k, 6', [-0.205264, 0.244062, 1.0]], ['2, k, 7', [-0.195223, 0.270319, 1.0]], ['2, k, 8', [0.140549, 0.127089, 1.0]], ['2, k, 9', [0.221476, 0.144852, 1.0]], ['2, k, 10', [0.249364, 0.213167, 1.0]], ['2, k, 11', [0.249234, 0.242962, 1.0]], ['2, k, 12', [-0.110617, -0.402435, 1.0]], ['2, k, 13', [-0.225835, -0.726668, 1.0]], ['2, k, 14', [-0.247694, -1.05204, 1.0]], ['2, k, 15', [-0.201921, -0.91777, 1.0]], ['2, k, 16', [0.0445248, -0.410028, 1.0]], ['2, k, 17', [0.149354, -0.738017, 1.0]], ['2, k, 18', [0.173146, -1.06347, 1.0]], ['2, k, 19', [0.147133, -1.14934, 1.0]], ['2, k, 20', [-0.0062395, 0.139684, 1.0]], ['2, k, 21', [-0.177522, 0.285969, 1.0]], ['2, k, 22', [-0.163363, 0.254924, 1.0]], ['2, k, 23', [0.256051, 0.277294, 1.0]], ['2, k, 24', [0.212426, 0.259406, 1.0]]]
[['2, k, 0', [-0.0369037, -0.426311, 1.0]], ['2, k, 1', [-0.0188109, -0.111457, 1.0]], ['2, k, 2', [-0.000783969, 0.196379, 1.0]], ['2, k, 3', [0.0123655, 0.342373, 1.0]], ['2, k, 4', [-0.145521, 0.122903, 1.0]], ['2, k, 5', [-0.219365, 0.164807, 1.0]], ['2, k, 6', [-0.209852, 0.221693, 1.0]], ['2, k, 7', [-0.196735, 0.250554, 1.0]], ['2, k, 8', [0.140879, 0.117125, 1.0]], ['2, k, 9', [0.215507, 0.155295, 1.0]], ['2, k, 10', [0.248513, 0.205553, 1.0]], ['2, k, 11', [0.248235, 0.231488, 1.0]], ['2, k, 12', [-0.114931, -0.418899, 1.0]], ['2, k, 13', [-0.223402, -0.744409, 1.0]], ['2, k, 14', [-0.241374, -1.06566, 1.0]], ['2, k, 15', [-0.203045, -0.930098, 1.0]], ['2, k, 16', [0.0419379, -0.424817, 1.0]], ['2, k, 17', [0.154913, -0.748185, 1.0]], ['2, k, 18', [0.17594, -1.0724, 1.0]], ['2, k, 19', [0.178741, -1.12346, 1.0]], ['2, k, 20', [-0.00530213, 0.120314, 1.0]], ['2, k, 21', [-0.17733, 0.271996, 1.0]], ['2, k, 22', [-0.165999, 0.230399, 1.0]], ['2, k, 23', [0.252344, 0.259433, 1.0]], ['2, k, 24', [0.211387, 0.247027, 1.0]]]
[['2, k, 0', [-0.0386659, -0.436188, 1.0]], ['2, k, 1', [-0.0197704, -0.124019, 1.0]], ['2, k, 2', [-0.000926295, 0.181136, 1.0]], ['2, k, 3', [0.0108144, 0.324941, 1.0]], ['2, k, 4', [-0.145697, 0.111712, 1.0]], ['2, k, 5', [-0.24336, 0.108281, 1.0]], ['2, k, 6', [-0.214451, 0.199123, 1.0]], ['2, k, 7', [-0.19987, 0.229398, 1.0]], ['2, k, 8', [0.140205, 0.107998, 1.0]], ['2, k, 9', [0.22754, 0.14103, 1.0]], ['2, k, 10', [0.248338, 0.190892, 1.0]], ['2, k, 11', [0.2481, 0.215823, 1.0]], ['2, k, 12', [-0.116914, -0.427963, 1.0]], ['2, k, 13', [-0.226703, -0.751128, 1.0]], ['2, k, 14', [-0.268921, -1.06972, 1.0]], ['2, k, 15', [-0.221236, -0.936717, 1.0]], ['2, k, 16', [0.0404148, -0.435369, 1.0]], ['2, k, 17', [0.156064, -0.756329, 1.0]], ['2, k, 18', [0.174872, -1.07693, 1.0]], ['2, k, 19', [0.167002, -1.16985, 1.0]], ['2, k, 20', [-0.00564137, 0.105692, 1.0]], ['2, k, 21', [-0.178837, 0.248494, 1.0]], ['2, k, 22', [-0.170779, 0.206784, 1.0]], ['2, k, 23', [0.259578, 0.242363, 1.0]], ['2, k, 24', [0.211801, 0.227826, 1.0]]]
[['2, k, 0', [-0.0402037, -0.451387, 1.0]], ['2, k, 1', [-0.0225067, -0.137645, 1.0]], ['2, k, 2', [-0.00501563, 0.168908, 1.0]], ['2, k, 3', [0.00977812, 0.313151, 1.0]], ['2, k, 4', [-0.148605, 0.0808629, 1.0]], ['2, k, 5', [-0.254237, 0.110246, 1.0]], ['2, k, 6', [-0.223988, 0.144854, 1.0]], ['2, k, 7', [-0.201331, 0.206906, 1.0]], ['2, k, 8', [0.137709, 0.0802023, 1.0]], ['2, k, 9', [0.220605, 0.110968, 1.0]], ['2, k, 10', [0.247166, 0.167437, 1.0]], ['2, k, 11', [0.250373, 0.195693, 1.0]], ['2, k, 12', [-0.11867, -0.442864, 1.0]], ['2, k, 13', [-0.229688, -0.762306, 1.0]], ['2, k, 14', [-0.243543, -1.08568, 1.0]], ['2, k, 15', [-0.232156, -1.19804, 1.0]], ['2, k, 16', [0.0391179, -0.450487, 1.0]], ['2, k, 17', [0.160119, -0.766309, 1.0]], ['2, k, 18', [0.179562, -1.08643, 1.0]], ['2, k, 19', [0.120458, -1.17174, 1.0]], ['2, k, 20', [-0.0093497, 0.0931539, 1.0]], ['2, k, 21', [-0.181405, 0.22575, 1.0]], ['2, k, 22', [-0.163185, 0.19029, 1.0]], ['2, k, 23', [0.249089, 0.216994, 1.0]], ['2, k, 24', [0.213159, 0.207531, 1.0]]]
[['2, k, 0', [-0.0402862, -0.468969, 1.0]], ['2, k, 1', [-0.0231763, -0.154133, 1.0]], ['2, k, 2', [-0.00631744, 0.152909, 1.0]], ['2, k, 3', [0.00813712, 0.300865, 1.0]], ['2, k, 4', [-0.147794, 0.0697969, 1.0]], ['2, k, 5', [-0.239744, 0.0923079, 1.0]], ['2, k, 6', [-0.210785, 0.134082, 1.0]], ['2, k, 7', [-0.204103, 0.184359, 1.0]], ['2, k, 8', [0.136207, 0.0743381, 1.0]], ['2, k, 9', [0.211899, 0.0797707, 1.0]], ['2, k, 10', [0.24702, 0.154476, 1.0]], ['2, k, 11', [0.250408, 0.17931, 1.0]], ['2, k, 12', [-0.119837, -0.461409, 1.0]], ['2, k, 13', [-0.235629, -0.773465, 1.0]], ['2, k, 14', [-0.24767, -1.09568, 1.0]], ['2, k, 15', [-0.210652, -1.20319, 1.0]], ['2, k, 16', [0.0400272, -0.466875, 1.0]], ['2, k, 17', [0.16023, -0.785604, 1.0]], ['2, k, 18', [0.165408, -1.11011, 1.0]], ['2, k, 19', [0.160189, -1.2231, 1.0]], ['2, k, 20', [-0.0104845, 0.0770978, 1.0]], ['2, k, 21', [-0.177024, 0.197786, 1.0]], ['2, k, 22', [-0.164345, 0.170606, 1.0]], ['2, k, 23', [0.245455, 0.19897, 1.0]], ['2, k, 24', [0.209426, 0.18609, 1.0]]]
[['2, k, 0', [-0.0418092, -0.485198, 1.0]], ['2, k, 1', [-0.024734, -0.171914, 1.0]], ['2, k, 2', [-0.00797333, 0.134269, 1.0]], ['2, k, 3', [0.00618266, 0.278258, 1.0]], ['2, k, 4', [-0.148912, 0.0481514, 1.0]], ['2, k, 5', [-0.230393, 0.0722155, 1.0]], ['2, k, 6', [-0.226967, 0.10456, 1.0]], ['2, k, 7', [-0.205984, 0.160967, 1.0]], ['2, k, 8', [0.131528, 0.0399159, 1.0]], ['2, k, 9', [0.212598, 0.0734943, 1.0]], ['2, k, 10', [0.247269, 0.126918, 1.0]], ['2, k, 11', [0.248451, 0.157609, 1.0]], ['2, k, 12', [-0.121773, -0.476121, 1.0]], ['2, k, 13', [-0.238331, -0.781663, 1.0]], ['2, k, 14', [-0.204749, -1.09064, 1.0]], ['2, k, 15', [-0.158766, -1.18503, 1.0]], ['2, k, 16', [0.0390378, -0.484243, 1.0]], ['2, k, 17', [0.16468, -0.794557, 1.0]], ['2, k, 18', [0.171944, -1.11698, 1.0]], ['2, k, 19', [0.129627, -1.2079, 1.0]], ['2, k, 20', [-0.0121217, 0.0585936, 1.0]], ['2, k, 21', [-0.187843, 0.181058, 1.0]], ['2, k, 22', [-0.173623, 0.138412, 1.0]], ['2, k, 23', [0.247186, 0.189534, 1.0]], ['2, k, 24', [0.211363, 0.164732, 1.0]]]
[['2, k, 0', [-0.0433254, -0.500302, 1.0]], ['2, k, 1', [-0.0266616, -0.187048, 1.0]], ['2, k, 2', [-0.0112728, 0.111665, 1.0]], ['2, k, 3', [0.00719999, 0.251056, 1.0]], ['2, k, 4', [-0.14818, 0.0415888, 1.0]], ['2, k, 5', [-0.227139, 0.0695335, 1.0]], ['2, k, 6', [-0.228837, 0.0860493, 1.0]], ['2, k, 7', [-0.197062, 0.134176, 1.0]], ['2, k, 8', [0.132585, 0.0349331, 1.0]], ['2, k, 9', [0.213438, 0.044816, 1.0]], ['2, k, 10', [0.247346, 0.109675, 1.0]], ['2, k, 11', [0.243771, 0.142147, 1.0]], ['2, k, 12', [-0.122211, -0.490845, 1.0]], ['2, k, 13', [-0.234184, -0.773985, 1.0]], ['2, k, 14', [-0.200788, -1.08112, 1.0]], ['2, k, 15', [-0.188336, -1.19524, 1.0]], ['2, k, 16', [0.0364365, -0.499504, 1.0]], ['2, k, 17', [0.161096, -0.787213, 1.0]], ['2, k, 18', [0.157581, -1.10911, 1.0]], ['2, k, 19', [0.127387, -1.22084, 1.0]], ['2, k, 20', [-0.0148659, 0.0392364, 1.0]], ['2, k, 21', [-0.177478, 0.159305, 1.0]], ['2, k, 22', [-0.165399, 0.119776, 1.0]], ['2, k, 23', [0.235001, 0.166122, 1.0]], ['2, k, 24', [0.197276, 0.141537, 1.0]]]
[['2, k, 0', [-0.0480424, -0.536664, 1.0]], ['2, k, 1', [-0.0320104, -0.226309, 1.0]], ['2, k, 2', [-0.01601, 0.0798658, 1.0]], ['2, k, 3', [0.00865891, 0.228539, 1.0]], ['2, k, 4', [-0.147899, -0.0311431, 1.0]], ['2, k, 5', [-0.21642, 0.0296351, 1.0]], ['2, k, 6', [-0.224141, 0.0723625, 1.0]], ['2, k, 7', [-0.200926, 0.105783, 1.0]], ['2, k, 8', [0.129531, 0.000240168, 1.0]], ['2, k, 9', [0.208452, 0.0192835, 1.0]], ['2, k, 10', [0.250312, 0.0727956, 1.0]], ['2, k, 11', [0.249214, 0.111494, 1.0]], ['2, k, 12', [-0.126615, -0.530649, 1.0]], ['2, k, 13', [-0.272969, -0.712201, 1.0]], ['2, k, 14', [-0.241428, -1.02875, 1.0]], ['2, k, 15', [-0.230497, -1.08899, 1.0]], ['2, k, 16', [0.0314904, -0.532079, 1.0]], ['2, k, 17', [0.189139, -0.728768, 1.0]], ['2, k, 18', [0.205649, -1.05002, 1.0]], ['2, k, 19', [0.212005, -1.11008, 1.0]], ['2, k, 20', [-0.0199125, 0.00456193, 1.0]], ['2, k, 21', [-0.176345, 0.11988, 1.0]], ['2, k, 22', [-0.174447, 0.0831677, 1.0]], ['2, k, 23', [0.251444, 0.145899, 1.0]], ['2, k, 24', [0.213402, 0.121103, 1.0]]]
[['2, k, 0', [-0.0492545, -0.55287, 1.0]], ['2, k, 1', [-0.0321734, -0.24843, 1.0]], ['2, k, 2', [-0.0148504, 0.0507411, 1.0]], ['2, k, 3', [0.00578944, 0.19131, 1.0]], ['2, k, 4', [-0.147208, -0.0505833, 1.0]], ['2, k, 5', [-0.221088, 0.00870459, 1.0]], ['2, k, 6', [-0.224604, 0.038691, 1.0]], ['2, k, 7', [-0.21397, 0.0736427, 1.0]], ['2, k, 8', [0.121383, -0.0279161, 1.0]], ['2, k, 9', [0.223022, -0.00320736, 1.0]], ['2, k, 10', [0.246906, 0.0577322, 1.0]], ['2, k, 11', [0.246988, 0.0909498, 1.0]], ['2, k, 12', [-0.127182, -0.54606, 1.0]], ['2, k, 13', [-0.27759, -0.715382, 1.0]], ['2, k, 14', [-0.248382, -1.0317, 1.0]], ['2, k, 15', [-0.241573, -1.09223, 1.0]], ['2, k, 16', [0.0296531, -0.548473, 1.0]], ['2, k, 17', [0.191365, -0.745106, 1.0]], ['2, k, 18', [0.203039, -1.06375, 1.0]], ['2, k, 19', [0.205234, -1.12407, 1.0]], ['2, k, 20', [-0.0191625, -0.0236265, 1.0]], ['2, k, 21', [-0.186994, 0.091112, 1.0]], ['2, k, 22', [-0.183782, 0.056149, 1.0]], ['2, k, 23', [0.228578, 0.115483, 1.0]], ['2, k, 24', [0.212656, 0.0859741, 1.0]]]
[['2, k, 0', [-0.0472063, -0.567175, 1.0]], ['2, k, 1', [-0.0304101, -0.265888, 1.0]], ['2, k, 2', [-0.0137019, 0.030434, 1.0]], ['2, k, 3', [0.00537937, 0.173173, 1.0]], ['2, k, 4', [-0.146617, -0.0663104, 1.0]], ['2, k, 5', [-0.236551, -0.050535, 1.0]], ['2, k, 6', [-0.233259, 0.0260194, 1.0]], ['2, k, 7', [-0.199458, 0.0471322, 1.0]], ['2, k, 8', [0.121309, -0.0382084, 1.0]], ['2, k, 9', [0.220066, -0.00654822, 1.0]], ['2, k, 10', [0.242249, 0.0152175, 1.0]], ['2, k, 11', [0.249384, 0.0629857, 1.0]], ['2, k, 12', [-0.124538, -0.561612, 1.0]], ['2, k, 13', [-0.281992, -0.718508, 1.0]], ['2, k, 14', [-0.255173, -1.03638, 1.0]], ['2, k, 15', [-0.246754, -1.09763, 1.0]], ['2, k, 16', [0.0311337, -0.561465, 1.0]], ['2, k, 17', [0.19424, -0.747076, 1.0]], ['2, k, 18', [0.20751, -1.06894, 1.0]], ['2, k, 19', [0.211188, -1.12993, 1.0]], ['2, k, 20', [-0.017858, -0.0429381, 1.0]], ['2, k, 21', [-0.186609, 0.0713361, 1.0]], ['2, k, 22', [-0.171119, 0.0362101, 1.0]], ['2, k, 23', [0.245057, 0.0932099, 1.0]], ['2, k, 24', [0.217762, 0.0601348, 1.0]]]
[['2, k, 0', [-0.0466603, -0.584105, 1.0]], ['2, k, 1', [-0.0317386, -0.28699, 1.0]], ['2, k, 2', [-0.0174987, 0.00348121, 1.0]], ['2, k, 3', [0.00522424, 0.146935, 1.0]], ['2, k, 4', [-0.148103, -0.0970144, 1.0]], ['2, k, 5', [-0.228997, -0.0610092, 1.0]], ['2, k, 6', [-0.224971, -0.0210185, 1.0]], ['2, k, 7', [-0.198497, 0.020863, 1.0]], ['2, k, 8', [0.121904, -0.0560953, 1.0]], ['2, k, 9', [0.227499, -0.0817307, 1.0]], ['2, k, 10', [0.247346, 0.00998934, 1.0]], ['2, k, 11', [0.249818, 0.0343659, 1.0]], ['2, k, 12', [-0.123794, -0.579079, 1.0]], ['2, k, 13', [-0.284838, -0.719207, 1.0]], ['2, k, 14', [-0.259628, -1.03582, 1.0]], ['2, k, 15', [-0.250755, -1.09842, 1.0]], ['2, k, 16', [0.0314385, -0.577392, 1.0]], ['2, k, 17', [0.190956, -0.759723, 1.0]], ['2, k, 18', [0.195792, -1.07841, 1.0]], ['2, k, 19', [0.200009, -1.14069, 1.0]], ['2, k, 20', [-0.0209753, -0.0684202, 1.0]], ['2, k, 21', [-0.184996, 0.0387159, 1.0]], ['2, k, 22', [-0.156823, 0.0164359, 1.0]], ['2, k, 23', [0.259781, 0.0630989, 1.0]], ['2, k, 24', [0.217293, 0.0404566, 1.0]]]
[['2, k, 0', [-0.0506613, -0.600585, 1.0]], ['2, k, 1', [-0.0333403, -0.307376, 1.0]], ['2, k, 2', [-0.016136, -0.0208779, 1.0]], ['2, k, 3', [0.0044651, 0.125119, 1.0]], ['2, k, 4', [-0.14918, -0.113029, 1.0]], ['2, k, 5', [-0.206493, -0.106338, 1.0]], ['2, k, 6', [-0.228797, -0.0356465, 1.0]], ['2, k, 7', [-0.195558, -0.00599228, 1.0]], ['2, k, 8', [0.125994, -0.103631, 1.0]], ['2, k, 9', [0.223748, -0.0747946, 1.0]], ['2, k, 10', [0.257127, -0.0336568, 1.0]], ['2, k, 11', [0.251912, 0.00517024, 1.0]], ['2, k, 12', [-0.128496, -0.592928, 1.0]], ['2, k, 13', [-0.280195, -0.732948, 1.0]], ['2, k, 14', [-0.249618, -1.04515, 1.0]], ['2, k, 15', [-0.244148, -1.10907, 1.0]], ['2, k, 16', [0.0283273, -0.596446, 1.0]], ['2, k, 17', [0.189777, -0.759188, 1.0]], ['2, k, 18', [0.202458, -1.19787, 1.0]], ['2, k, 19', [0.1875, -1.27637, 1.0]], ['2, k, 20', [-0.0204592, -0.0918104, 1.0]], ['2, k, 21', [-0.192087, 0.0260162, 1.0]], ['2, k, 22', [-0.162929, -0.0122433, 1.0]], ['2, k, 23', [0.251171, 0.026227, 1.0]], ['2, k, 24', [0.216171, 0.0139851, 1.0]]]
[['2, k, 0', [-0.0479939, -0.618244, 1.0]], ['2, k, 1', [-0.0318126, -0.332263, 1.0]], ['2, k, 2', [-0.0160935, -0.0518604, 1.0]], ['2, k, 3', [0.00225463, 0.0907636, 1.0]], ['2, k, 4', [-0.149306, -0.129285, 1.0]], ['2, k, 5', [-0.208985, -0.154912, 1.0]], ['2, k, 6', [-0.212852, -0.068332, 1.0]], ['2, k, 7', [-0.186787, -0.0344551, 1.0]], ['2, k, 8', [0.120976, -0.129716, 1.0]], ['2, k, 9', [0.219437, -0.0786219, 1.0]], ['2, k, 10', [0.254148, -0.0522173, 1.0]], ['2, k, 11', [0.249722, -0.0229864, 1.0]], ['2, k, 12', [-0.126315, -0.610341, 1.0]], ['2, k, 13', [-0.279263, -0.731439, 1.0]], ['2, k, 14', [-0.248188, -1.04258, 1.0]], ['2, k, 15', [-0.242597, -1.10805, 1.0]], ['2, k, 16', [0.0313132, -0.613752, 1.0]], ['2, k, 17', [0.191594, -0.762435, 1.0]], ['2, k, 18', [0.203414, -1.20188, 1.0]], ['2, k, 19', [0.188144, -1.27798, 1.0]], ['2, k, 20', [-0.0199807, -0.1214, 1.0]], ['2, k, 21', [-0.18324, -0.0134495, 1.0]], ['2, k, 22', [-0.149941, -0.0460892, 1.0]], ['2, k, 23', [0.252772, -0.00806052, 1.0]], ['2, k, 24', [0.209932, -0.0175853, 1.0]]]
