[['2, k, 0', [-0.3862378, 0.0132187, 1.0]], ['2, k, 1', [-0.4083534, 0.3190156, 1.0]], ['2, k, 2', [-0.4267578, 0.613198, 1.0]], ['2, k, 3', [-0.4340899, 0.7451192, 1.0]], ['2, k, 4', [-0.5916142, 0.5008054, 1.0]], ['2, k, 5', [-0.6807894, 0.2816125, 1.0]], ['2, k, 6', [-0.712876, 0.08253676, 1.0]], ['2, k, 7', [-0.7046758, 0.005836233, 1.0]], ['2, k, 8', [-0.2381437, 0.5398116, 1.0]], ['2, k, 9', [-0.07664528, 0.3450318, 1.0]], ['2, k, 10', [0.08363557, 0.2106993, 1.0]], ['2, k, 11', [0.1505894, 0.150733, 1.0]], ['2, k, 12', [-0.4595175, 0.01180558, 1.0]], ['2, k, 13', [-0.4593029, -0.3557069, 1.0]], ['2, k, 14', [-0.473561, -0.6591592, 1.0]], ['2, k, 15', [-0.492016, -0.7275943, 1.0]], ['2, k, 16', [-0.300689, 0.01362923, 1.0]], ['2, k, 17', [-0.2653981, -0.3803467, 1.0]], ['2, k, 18', [-0.1972235, -0.6399236, 1.0]], ['2, k, 19', [-0.1662023, -0.7027251, 1.0]], ['2, k, 20', [-0.422751, 0.5412056, 1.0]], ['2, k, 21', [-0.6967811, -0.07626096, 1.0]], ['2, k, 22', [-0.6441124, -0.01029154, 1.0]], ['2, k, 23', [0.2045108, 0.09991357, 1.0]], ['2, k, 24', [0.1347357, 0.1579733, 1.0]]]
[['2, k, 0', [-0.3845216, 0.04627847, 1.0]], ['2, k, 1', [-0.3899326, 0.3366077, 1.0]], ['2, k, 2', [-0.3896396, 0.6182061, 1.0]], ['2, k, 3', [-0.380525, 0.7501978, 1.0]], ['2, k, 4', [-0.5592324, 0.5907093, 1.0]], ['2, k, 5', [-0.7511662, 0.6832738, 1.0]], ['2, k, 6', [-0.8717574, 0.7622856, 1.0]], ['2, k, 7', [-0.8802128, 0.7798476, 1.0]], ['2, k, 8', [-0.2097848, 0.5404561, 1.0]], ['2, k, 9', [-0.09763839, 0.3532823, 1.0]], ['2, k, 10', [-0.1332345, 0.1457805, 1.0]], ['2, k, 11', [-0.194014, 0.09258004, 1.0]], ['2, k, 12', [-0.4588733, 0.05202037, 1.0]], ['2, k, 13', [-0.4616327, -0.3402345, 1.0]], ['2, k, 14', [-0.4696779, -0.657747, 1.0]], ['2, k, 15', [-0.4915332, -0.7272294, 1.0]], ['2, k, 16', [-0.2977926, 0.03896785, 1.0]], ['2, k, 17', [-0.2681475, -0.3652763, 1.0]], ['2, k, 18', [-0.2001983, -0.6528668, 1.0]], ['2, k, 19', [-0.1598659, -0.7074395, 1.0]], ['2, k, 20', [-0.390419, 0.5491759, 1.0]], ['2, k, 21', [-0.9098453, 0.8413795, 1.0]], ['2, k, 22', [-0.8763339, 0.8146677, 1.0]], ['2, k, 23', [-0.2303073, -0.003986757, 1.0]], ['2, k, 24', [-0.2383286, 0.1461281, 1.0]]]
[['2, k, 0', [-0.3837227, 0.04498526, 1.0]], ['2, k, 1', [-0.3875415, 0.3361619, 1.0]], ['2, k, 2', [-0.3857506, 0.6186301, 1.0]], ['2, k, 3', [-0.3774796, 0.7485578, 1.0]], ['2, k, 4', [-0.5593197, 0.5903546, 1.0]], ['2, k, 5', [-0.7650955, 0.6466309, 1.0]], ['2, k, 6', [-0.8848888, 0.7081474, 1.0]], ['2, k, 7', [-0.9166142, 0.7365825, 1.0]], ['2, k, 8', [-0.2062098, 0.5389534, 1.0]], ['2, k, 9', [-0.09595877, 0.3519813, 1.0]], ['2, k, 10', [-0.1340802, 0.1452202, 1.0]], ['2, k, 11', [-0.1960269, 0.09334674, 1.0]], ['2, k, 12', [-0.4579882, 0.05077566, 1.0]], ['2, k, 13', [-0.4618503, -0.3402169, 1.0]], ['2, k, 14', [-0.4696865, -0.6573608, 1.0]], ['2, k, 15', [-0.4920358, -0.7274097, 1.0]], ['2, k, 16', [-0.297123, 0.03768931, 1.0]], ['2, k, 17', [-0.2683706, -0.3651651, 1.0]], ['2, k, 18', [-0.2044034, -0.641431, 1.0]], ['2, k, 19', [-0.1589656, -0.7057661, 1.0]], ['2, k, 20', [-0.3868064, 0.54939, 1.0]], ['2, k, 21', [-0.9484277, 0.7855497, 1.0]], ['2, k, 22', [-0.8910866, 0.7436386, 1.0]], ['2, k, 23', [-0.2311947, -0.003242331, 1.0]], ['2, k, 24', [-0.2431929, 0.1440089, 1.0]]]
[['2, k, 0', [-0.3824585, 0.04324648, 1.0]], ['2, k, 1', [-0.3849674, 0.3352949, 1.0]], ['2, k, 2', [-0.3824375, 0.6183998, 1.0]], ['2, k, 3', [-0.3737843, 0.7469564, 1.0]], ['2, k, 4', [-0.556748, 0.5861274, 1.0]], ['2, k, 5', [-0.7562752, 0.5929233, 1.0]], ['2, k, 6', [-0.8814995, 0.6301482, 1.0]], ['2, k, 7', [-0.9200736, 0.6499588, 1.0]], ['2, k, 8', [-0.2025607, 0.5377214, 1.0]], ['2, k, 9', [-0.09350316, 0.350275, 1.0]], ['2, k, 10', [-0.150525, 0.1376934, 1.0]], ['2, k, 11', [-0.2028052, 0.06879601, 1.0]], ['2, k, 12', [-0.456862, 0.04926969, 1.0]], ['2, k, 13', [-0.4615643, -0.3403108, 1.0]], ['2, k, 14', [-0.469442, -0.6568956, 1.0]], ['2, k, 15', [-0.4918714, -0.7272171, 1.0]], ['2, k, 16', [-0.2957692, 0.03576676, 1.0]], ['2, k, 17', [-0.268227, -0.3662769, 1.0]], ['2, k, 18', [-0.2036221, -0.645594, 1.0]], ['2, k, 19', [-0.1605631, -0.707147, 1.0]], ['2, k, 20', [-0.3836126, 0.5490239, 1.0]], ['2, k, 21', [-0.9637944, 0.6895227, 1.0]], ['2, k, 22', [-0.8936991, 0.6537145, 1.0]], ['2, k, 23', [-0.2287969, -0.03211766, 1.0]], ['2, k, 24', [-0.2449694, 0.1026488, 1.0]]]
[['2, k, 0', [-0.3805283, 0.03975516, 1.0]], ['2, k, 1', [-0.3830949, 0.3340278, 1.0]], ['2, k, 2', [-0.3811027, 0.6181991, 1.0]], ['2, k, 3', [-0.3715641, 0.7461731, 1.0]], ['2, k, 4', [-0.5539305, 0.5720674, 1.0]], ['2, k, 5', [-0.7575541, 0.5514838, 1.0]], ['2, k, 6', [-0.8831301, 0.5504137, 1.0]], ['2, k, 7', [-0.9405008, 0.5658836, 1.0]], ['2, k, 8', [-0.2006404, 0.5380044, 1.0]], ['2, k, 9', [-0.09287508, 0.348975, 1.0]], ['2, k, 10', [-0.1406716, 0.1465624, 1.0]], ['2, k, 11', [-0.1962687, 0.09046043, 1.0]], ['2, k, 12', [-0.4550687, 0.04555476, 1.0]], ['2, k, 13', [-0.4613417, -0.3431252, 1.0]], ['2, k, 14', [-0.4698725, -0.6575021, 1.0]], ['2, k, 15', [-0.4923288, -0.7276155, 1.0]], ['2, k, 16', [-0.2937968, 0.03262682, 1.0]], ['2, k, 17', [-0.2673837, -0.3669401, 1.0]], ['2, k, 18', [-0.2064178, -0.6404883, 1.0]], ['2, k, 19', [-0.1609717, -0.707189, 1.0]], ['2, k, 20', [-0.3821403, 0.5486279, 1.0]], ['2, k, 21', [-0.987774, 0.5897291, 1.0]], ['2, k, 22', [-0.9001477, 0.562442, 1.0]], ['2, k, 23', [-0.2277928, -0.009079628, 1.0]], ['2, k, 24', [-0.2435827, 0.1386943, 1.0]]]
[['2, k, 0', [-0.378933, 0.03603935, 1.0]], ['2, k, 1', [-0.3813441, 0.3325217, 1.0]], ['2, k, 2', [-0.3796216, 0.6179436, 1.0]], ['2, k, 3', [-0.3698218, 0.7453594, 1.0]], ['2, k, 4', [-0.553287, 0.5665053, 1.0]], ['2, k, 5', [-0.7647863, 0.5208324, 1.0]], ['2, k, 6', [-0.8998612, 0.4772331, 1.0]], ['2, k, 7', [-0.9468717, 0.4708319, 1.0]], ['2, k, 8', [-0.1981838, 0.5366024, 1.0]], ['2, k, 9', [-0.08909871, 0.3442542, 1.0]], ['2, k, 10', [-0.1420192, 0.1437396, 1.0]], ['2, k, 11', [-0.1984577, 0.08797199, 1.0]], ['2, k, 12', [-0.4536238, 0.04186258, 1.0]], ['2, k, 13', [-0.4600266, -0.344389, 1.0]], ['2, k, 14', [-0.4699065, -0.6576481, 1.0]], ['2, k, 15', [-0.4915361, -0.7270048, 1.0]], ['2, k, 16', [-0.2921147, 0.02901354, 1.0]], ['2, k, 17', [-0.2668115, -0.3675793, 1.0]], ['2, k, 18', [-0.2001158, -0.6522925, 1.0]], ['2, k, 19', [-0.1609474, -0.7073439, 1.0]], ['2, k, 20', [-0.3805929, 0.5481251, 1.0]], ['2, k, 21', [-0.9730316, 0.4768494, 1.0]], ['2, k, 22', [-0.8905762, 0.4630929, 1.0]], ['2, k, 23', [-0.2312941, -0.009157494, 1.0]], ['2, k, 24', [-0.2434836, 0.1377569, 1.0]]]
[['2, k, 0', [-0.378001, 0.03323422, 1.0]], ['2, k, 1', [-0.3799019, 0.3309535, 1.0]], ['2, k, 2', [-0.3781138, 0.6173597, 1.0]], ['2, k, 3', [-0.3681548, 0.7445713, 1.0]], ['2, k, 4', [-0.5533778, 0.5589446, 1.0]], ['2, k, 5', [-0.7490164, 0.4717315, 1.0]], ['2, k, 6', [-0.8758739, 0.3975661, 1.0]], ['2, k, 7', [-0.9212952, 0.3723642, 1.0]], ['2, k, 8', [-0.1964656, 0.535457, 1.0]], ['2, k, 9', [-0.08868381, 0.3440361, 1.0]], ['2, k, 10', [-0.1397505, 0.1425255, 1.0]], ['2, k, 11', [-0.1985552, 0.08850894, 1.0]], ['2, k, 12', [-0.4528901, 0.03876745, 1.0]], ['2, k, 13', [-0.4600559, -0.3451347, 1.0]], ['2, k, 14', [-0.4701382, -0.6577647, 1.0]], ['2, k, 15', [-0.4911941, -0.7268897, 1.0]], ['2, k, 16', [-0.291007, 0.02650573, 1.0]], ['2, k, 17', [-0.2661906, -0.3678567, 1.0]], ['2, k, 18', [-0.2030885, -0.6516901, 1.0]], ['2, k, 19', [-0.1613137, -0.7066516, 1.0]], ['2, k, 20', [-0.3790807, 0.5473244, 1.0]], ['2, k, 21', [-0.9601406, 0.361874, 1.0]], ['2, k, 22', [-0.877546, 0.3702294, 1.0]], ['2, k, 23', [-0.2326139, -0.009579495, 1.0]], ['2, k, 24', [-0.2436751, 0.138278, 1.0]]]
[['2, k, 0', [-0.3767503, 0.0309307, 1.0]], ['2, k, 1', [-0.3788704, 0.3293568, 1.0]], ['2, k, 2', [-0.3775839, 0.6165753, 1.0]], ['2, k, 3', [-0.3671656, 0.7439367, 1.0]], ['2, k, 4', [-0.5530902, 0.5529938, 1.0]], ['2, k, 5', [-0.7391234, 0.4335246, 1.0]], ['2, k, 6', [-0.8556738, 0.3200814, 1.0]], ['2, k, 7', [-0.87609, 0.2983446, 1.0]], ['2, k, 8', [-0.1956796, 0.5355448, 1.0]], ['2, k, 9', [-0.08874085, 0.3412215, 1.0]], ['2, k, 10', [-0.1384865, 0.1390145, 1.0]], ['2, k, 11', [-0.1992164, 0.08570689, 1.0]], ['2, k, 12', [-0.4516699, 0.03590697, 1.0]], ['2, k, 13', [-0.4588504, -0.3450294, 1.0]], ['2, k, 14', [-0.4700975, -0.6577775, 1.0]], ['2, k, 15', [-0.491118, -0.726593, 1.0]], ['2, k, 16', [-0.289742, 0.02472304, 1.0]], ['2, k, 17', [-0.2661187, -0.3683131, 1.0]], ['2, k, 18', [-0.201348, -0.6549293, 1.0]], ['2, k, 19', [-0.1608343, -0.7078994, 1.0]], ['2, k, 20', [-0.3784171, 0.5463509, 1.0]], ['2, k, 21', [-0.9285533, 0.2629783, 1.0]], ['2, k, 22', [-0.8670212, 0.2798976, 1.0]], ['2, k, 23', [-0.2308094, -0.01168393, 1.0]], ['2, k, 24', [-0.2437555, 0.1317493, 1.0]]]
[['2, k, 0', [-0.3763584, 0.02867846, 1.0]], ['2, k, 1', [-0.3783375, 0.3280666, 1.0]], ['2, k, 2', [-0.3771775, 0.616074, 1.0]], ['2, k, 3', [-0.3664436, 0.7434196, 1.0]], ['2, k, 4', [-0.551213, 0.5446839, 1.0]], ['2, k, 5', [-0.7202165, 0.3959932, 1.0]], ['2, k, 6', [-0.8285924, 0.2479335, 1.0]], ['2, k, 7', [-0.8433967, 0.2238136, 1.0]], ['2, k, 8', [-0.194847, 0.5342844, 1.0]], ['2, k, 9', [-0.08893545, 0.3409542, 1.0]], ['2, k, 10', [-0.1398052, 0.1390278, 1.0]], ['2, k, 11', [-0.1995581, 0.08562809, 1.0]], ['2, k, 12', [-0.4514095, 0.03360932, 1.0]], ['2, k, 13', [-0.4589574, -0.3451225, 1.0]], ['2, k, 14', [-0.4700032, -0.6576551, 1.0]], ['2, k, 15', [-0.4911584, -0.7266926, 1.0]], ['2, k, 16', [-0.2892579, 0.02265638, 1.0]], ['2, k, 17', [-0.2654782, -0.3688418, 1.0]], ['2, k, 18', [-0.2010847, -0.656713, 1.0]], ['2, k, 19', [-0.1601186, -0.7093365, 1.0]], ['2, k, 20', [-0.3779611, 0.5456793, 1.0]], ['2, k, 21', [-0.8926696, 0.1687548, 1.0]], ['2, k, 22', [-0.8418344, 0.1988442, 1.0]], ['2, k, 23', [-0.2323436, -0.01518659, 1.0]], ['2, k, 24', [-0.2436429, 0.131166, 1.0]]]
[['2, k, 0', [-0.3756948, 0.02700335, 1.0]], ['2, k, 1', [-0.3780871, 0.3269734, 1.0]], ['2, k, 2', [-0.3772722, 0.6155443, 1.0]], ['2, k, 3', [-0.3661915, 0.7430958, 1.0]], ['2, k, 4', [-0.551174, 0.538081, 1.0]], ['2, k, 5', [-0.7048602, 0.3415174, 1.0]], ['2, k, 6', [-0.7994332, 0.1808825, 1.0]], ['2, k, 7', [-0.8109889, 0.156536, 1.0]], ['2, k, 8', [-0.1946018, 0.5347886, 1.0]], ['2, k, 9', [-0.08991835, 0.3409509, 1.0]], ['2, k, 10', [-0.1459615, 0.1397621, 1.0]], ['2, k, 11', [-0.1800531, 0.107214, 1.0]], ['2, k, 12', [-0.4506942, 0.03148785, 1.0]], ['2, k, 13', [-0.4596886, -0.3451617, 1.0]], ['2, k, 14', [-0.4695839, -0.6565958, 1.0]], ['2, k, 15', [-0.4924502, -0.7273043, 1.0]], ['2, k, 16', [-0.2886121, 0.0213163, 1.0]], ['2, k, 17', [-0.2655822, -0.3689035, 1.0]], ['2, k, 18', [-0.2082042, -0.6350667, 1.0]], ['2, k, 19', [-0.1612291, -0.7067727, 1.0]], ['2, k, 20', [-0.3779809, 0.5450249, 1.0]], ['2, k, 21', [-0.8558993, 0.09291334, 1.0]], ['2, k, 22', [-0.798824, 0.1255004, 1.0]], ['2, k, 23', [-0.2048155, 0.04180962, 1.0]], ['2, k, 24', [-0.2194849, 0.1542625, 1.0]]]
[['2, k, 0', [-0.3753288, 0.02425513, 1.0]], ['2, k, 1', [-0.3781336, 0.3252508, 1.0]], ['2, k, 2', [-0.3776495, 0.6146882, 1.0]], ['2, k, 3', [-0.3661425, 0.742766, 1.0]], ['2, k, 4', [-0.5509708, 0.5311864, 1.0]], ['2, k, 5', [-0.6867941, 0.3243325, 1.0]], ['2, k, 6', [-0.7537666, 0.1289276, 1.0]], ['2, k, 7', [-0.7636037, 0.08688687, 1.0]], ['2, k, 8', [-0.1946597, 0.5343916, 1.0]], ['2, k, 9', [-0.09156324, 0.3405564, 1.0]], ['2, k, 10', [-0.1407352, 0.1368173, 1.0]], ['2, k, 11', [-0.2004041, 0.08701316, 1.0]], ['2, k, 12', [-0.4503797, 0.02831188, 1.0]], ['2, k, 13', [-0.4599619, -0.3456953, 1.0]], ['2, k, 14', [-0.4695325, -0.6566249, 1.0]], ['2, k, 15', [-0.4927368, -0.7275678, 1.0]], ['2, k, 16', [-0.288227, 0.0190085, 1.0]], ['2, k, 17', [-0.265905, -0.3688984, 1.0]], ['2, k, 18', [-0.2020454, -0.6437401, 1.0]], ['2, k, 19', [-0.1613374, -0.7065673, 1.0]], ['2, k, 20', [-0.3782823, 0.5439821, 1.0]], ['2, k, 21', [-0.8263371, -0.0002355757, 1.0]], ['2, k, 22', [-0.747449, 0.05506684, 1.0]], ['2, k, 23', [-0.232584, -0.01280732, 1.0]], ['2, k, 24', [-0.2437558, 0.1323213, 1.0]]]
[['2, k, 0', [-0.3748282, 0.02280668, 1.0]], ['2, k, 1', [-0.3783105, 0.3245635, 1.0]], ['2, k, 2', [-0.3785801, 0.6143427, 1.0]], ['2, k, 3', [-0.366411, 0.7424376, 1.0]], ['2, k, 4', [-0.5506972, 0.5258852, 1.0]], ['2, k, 5', [-0.6548979, 0.3001021, 1.0]], ['2, k, 6', [-0.7050145, 0.09794135, 1.0]], ['2, k, 7', [-0.7058623, 0.03856256, 1.0]], ['2, k, 8', [-0.1952834, 0.5344123, 1.0]], ['2, k, 9', [-0.09442412, 0.3385866, 1.0]], ['2, k, 10', [-0.1452658, 0.1356456, 1.0]], ['2, k, 11', [-0.1811323, 0.113448, 1.0]], ['2, k, 12', [-0.4498276, 0.0260813, 1.0]], ['2, k, 13', [-0.4602543, -0.3458805, 1.0]], ['2, k, 14', [-0.469443, -0.6562393, 1.0]], ['2, k, 15', [-0.4928928, -0.7274325, 1.0]], ['2, k, 16', [-0.2877951, 0.01817727, 1.0]], ['2, k, 17', [-0.2655902, -0.3692651, 1.0]], ['2, k, 18', [-0.2062568, -0.6368949, 1.0]], ['2, k, 19', [-0.1616459, -0.7061944, 1.0]], ['2, k, 20', [-0.3789352, 0.5435609, 1.0]], ['2, k, 21', [-0.7138222, -0.01604745, 1.0]], ['2, k, 22', [-0.6789578, 0.0154068, 1.0]], ['2, k, 23', [-0.2074841, 0.04927799, 1.0]], ['2, k, 24', [-0.2205189, 0.1675051, 1.0]]]
[['2, k, 0', [-0.3745046, 0.02150083, 1.0]], ['2, k, 1', [-0.3784242, 0.3235147, 1.0]], ['2, k, 2', [-0.3791743, 0.6136277, 1.0]], ['2, k, 3', [-0.3672153, 0.7421165, 1.0]], ['2, k, 4', [-0.5511355, 0.521824, 1.0]], ['2, k, 5', [-0.6490133, 0.2940689, 1.0]], ['2, k, 6', [-0.6704778, 0.08433259, 1.0]], ['2, k, 7', [-0.6606071, 0.04071796, 1.0]], ['2, k, 8', [-0.1958516, 0.5344282, 1.0]], ['2, k, 9', [-0.09676147, 0.3377747, 1.0]], ['2, k, 10', [-0.1491617, 0.1354644, 1.0]], ['2, k, 11', [-0.2024666, 0.08638328, 1.0]], ['2, k, 12', [-0.4495706, 0.0244849, 1.0]], ['2, k, 13', [-0.4602702, -0.3460333, 1.0]], ['2, k, 14', [-0.4694133, -0.6562263, 1.0]], ['2, k, 15', [-0.491676, -0.7265588, 1.0]], ['2, k, 16', [-0.287474, 0.01732679, 1.0]], ['2, k, 17', [-0.2658795, -0.3694794, 1.0]], ['2, k, 18', [-0.2064943, -0.6348827, 1.0]], ['2, k, 19', [-0.1615995, -0.7061731, 1.0]], ['2, k, 20', [-0.3794045, 0.5427642, 1.0]], ['2, k, 21', [-0.6521025, -0.04542368, 1.0]], ['2, k, 22', [-0.6137403, 0.01202283, 1.0]], ['2, k, 23', [-0.2303098, -0.01436672, 1.0]], ['2, k, 24', [-0.2441725, 0.1284028, 1.0]]]
[['2, k, 0', [-0.3751946, 0.02068888, 1.0]], ['2, k, 1', [-0.3796466, 0.3227867, 1.0]], ['2, k, 2', [-0.3813728, 0.6132247, 1.0]], ['2, k, 3', [-0.3695636, 0.7419805, 1.0]], ['2, k, 4', [-0.5519117, 0.5195317, 1.0]], ['2, k, 5', [-0.6449215, 0.2905357, 1.0]], ['2, k, 6', [-0.6504908, 0.07914636, 1.0]], ['2, k, 7', [-0.6230187, 0.04468384, 1.0]], ['2, k, 8', [-0.1975036, 0.5351112, 1.0]], ['2, k, 9', [-0.09782705, 0.3378953, 1.0]], ['2, k, 10', [-0.1488239, 0.1354725, 1.0]], ['2, k, 11', [-0.2033802, 0.08484188, 1.0]], ['2, k, 12', [-0.4505391, 0.02363936, 1.0]], ['2, k, 13', [-0.460363, -0.3461084, 1.0]], ['2, k, 14', [-0.469535, -0.6566337, 1.0]], ['2, k, 15', [-0.4913232, -0.7264168, 1.0]], ['2, k, 16', [-0.2878965, 0.01666671, 1.0]], ['2, k, 17', [-0.2655126, -0.3697498, 1.0]], ['2, k, 18', [-0.2069151, -0.6348917, 1.0]], ['2, k, 19', [-0.1626384, -0.7048631, 1.0]], ['2, k, 20', [-0.3813229, 0.5422419, 1.0]], ['2, k, 21', [-0.5900894, -0.04766105, 1.0]], ['2, k, 22', [-0.5733851, 0.07326564, 1.0]], ['2, k, 23', [-0.2308155, -0.01624808, 1.0]], ['2, k, 24', [-0.2442736, 0.1282586, 1.0]]]
[['2, k, 0', [-0.3752469, 0.020204, 1.0]], ['2, k, 1', [-0.3800558, 0.3222296, 1.0]], ['2, k, 2', [-0.3823658, 0.6126881, 1.0]], ['2, k, 3', [-0.3730491, 0.7417843, 1.0]], ['2, k, 4', [-0.5530887, 0.5185004, 1.0]], ['2, k, 5', [-0.6447532, 0.2897106, 1.0]], ['2, k, 6', [-0.6494094, 0.07834607, 1.0]], ['2, k, 7', [-0.6245165, 0.04631562, 1.0]], ['2, k, 8', [-0.1988897, 0.5356123, 1.0]], ['2, k, 9', [-0.09926738, 0.3379079, 1.0]], ['2, k, 10', [-0.1481046, 0.1349239, 1.0]], ['2, k, 11', [-0.203619, 0.08380439, 1.0]], ['2, k, 12', [-0.4507491, 0.02294791, 1.0]], ['2, k, 13', [-0.4598509, -0.3471919, 1.0]], ['2, k, 14', [-0.4696382, -0.6567885, 1.0]], ['2, k, 15', [-0.4911898, -0.7265941, 1.0]], ['2, k, 16', [-0.2878349, 0.01637515, 1.0]], ['2, k, 17', [-0.2657639, -0.3703527, 1.0]], ['2, k, 18', [-0.2083741, -0.637044, 1.0]], ['2, k, 19', [-0.1630951, -0.7052556, 1.0]], ['2, k, 20', [-0.3821551, 0.541684, 1.0]], ['2, k, 21', [-0.5985632, -0.007593353, 1.0]], ['2, k, 22', [-0.5718787, 0.03266465, 1.0]], ['2, k, 23', [-0.2292845, -0.0139973, 1.0]], ['2, k, 24', [-0.244541, 0.1273771, 1.0]]]
[['2, k, 0', [-0.3746406, 0.01977083, 1.0]], ['2, k, 1', [-0.3813411, 0.3216423, 1.0]], ['2, k, 2', [-0.388703, 0.6117921, 1.0]], ['2, k, 3', [-0.3795987, 0.7414634, 1.0]], ['2, k, 4', [-0.5566573, 0.5175564, 1.0]], ['2, k, 5', [-0.6545114, 0.293237, 1.0]], ['2, k, 6', [-0.6980968, 0.08907309, 1.0]], ['2, k, 7', [-0.6939789, 0.04622795, 1.0]], ['2, k, 8', [-0.2021173, 0.5380346, 1.0]], ['2, k, 9', [-0.09994093, 0.3400347, 1.0]], ['2, k, 10', [-0.1470685, 0.1369918, 1.0]], ['2, k, 11', [-0.2016682, 0.08312336, 1.0]], ['2, k, 12', [-0.4502046, 0.0220202, 1.0]], ['2, k, 13', [-0.458556, -0.3486545, 1.0]], ['2, k, 14', [-0.4695329, -0.6563797, 1.0]], ['2, k, 15', [-0.49108, -0.7264587, 1.0]], ['2, k, 16', [-0.287078, 0.01633622, 1.0]], ['2, k, 17', [-0.2628478, -0.3732758, 1.0]], ['2, k, 18', [-0.2029274, -0.6426424, 1.0]], ['2, k, 19', [-0.1618971, -0.7061701, 1.0]], ['2, k, 20', [-0.3869683, 0.5408014, 1.0]], ['2, k, 21', [-0.6849607, -0.04656114, 1.0]], ['2, k, 22', [-0.6444185, 0.003942129, 1.0]], ['2, k, 23', [-0.2284518, -0.01608324, 1.0]], ['2, k, 24', [-0.2441152, 0.1275569, 1.0]]]
[['2, k, 0', [-0.3740827, 0.01936069, 1.0]], ['2, k, 1', [-0.3814479, 0.3214944, 1.0]], ['2, k, 2', [-0.3892209, 0.6117275, 1.0]], ['2, k, 3', [-0.3814846, 0.741163, 1.0]], ['2, k, 4', [-0.558579, 0.516917, 1.0]], ['2, k, 5', [-0.6727421, 0.2975315, 1.0]], ['2, k, 6', [-0.7369785, 0.1013551, 1.0]], ['2, k, 7', [-0.7411695, 0.0432118, 1.0]], ['2, k, 8', [-0.2031771, 0.5383415, 1.0]], ['2, k, 9', [-0.09999646, 0.3399684, 1.0]], ['2, k, 10', [-0.1465046, 0.1369323, 1.0]], ['2, k, 11', [-0.1997748, 0.08456183, 1.0]], ['2, k, 12', [-0.4497286, 0.0213508, 1.0]], ['2, k, 13', [-0.4586104, -0.3493643, 1.0]], ['2, k, 14', [-0.4695608, -0.6563929, 1.0]], ['2, k, 15', [-0.4918888, -0.7269136, 1.0]], ['2, k, 16', [-0.2864178, 0.01621844, 1.0]], ['2, k, 17', [-0.2623625, -0.3742233, 1.0]], ['2, k, 18', [-0.2025091, -0.6427863, 1.0]], ['2, k, 19', [-0.1627781, -0.7058756, 1.0]], ['2, k, 20', [-0.3873957, 0.5406984, 1.0]], ['2, k, 21', [-0.7468126, -0.05047325, 1.0]], ['2, k, 22', [-0.738624, 0.02926924, 1.0]], ['2, k, 23', [-0.2286343, -0.01704942, 1.0]], ['2, k, 24', [-0.2442652, 0.1333099, 1.0]]]
[['2, k, 0', [-0.3736054, 0.01906215, 1.0]], ['2, k, 1', [-0.3815761, 0.3212866, 1.0]], ['2, k, 2', [-0.3899019, 0.6115076, 1.0]], ['2, k, 3', [-0.382735, 0.7409502, 1.0]], ['2, k, 4', [-0.560131, 0.516844, 1.0]], ['2, k, 5', [-0.6887237, 0.3057764, 1.0]], ['2, k, 6', [-0.7814977, 0.1255575, 1.0]], ['2, k, 7', [-0.7880112, 0.0656824, 1.0]], ['2, k, 8', [-0.2041178, 0.5382298, 1.0]], ['2, k, 9', [-0.09809366, 0.3449266, 1.0]], ['2, k, 10', [-0.1448211, 0.1416494, 1.0]], ['2, k, 11', [-0.1974362, 0.08813483, 1.0]], ['2, k, 12', [-0.4492725, 0.02080704, 1.0]], ['2, k, 13', [-0.4586839, -0.351055, 1.0]], ['2, k, 14', [-0.4696328, -0.6566849, 1.0]], ['2, k, 15', [-0.4913992, -0.7269322, 1.0]], ['2, k, 16', [-0.2858098, 0.01615729, 1.0]], ['2, k, 17', [-0.2622639, -0.374104, 1.0]], ['2, k, 18', [-0.1852285, -0.6649334, 1.0]], ['2, k, 19', [-0.1558419, -0.7216399, 1.0]], ['2, k, 20', [-0.3879516, 0.5404647, 1.0]], ['2, k, 21', [-0.7906354, -0.03104893, 1.0]], ['2, k, 22', [-0.7825287, 0.000218011, 1.0]], ['2, k, 23', [-0.2243876, -0.009703387, 1.0]], ['2, k, 24', [-0.2432807, 0.1391273, 1.0]]]
