[['2, k, 0', [-0.326227, -0.365823, 1.0]], ['2, k, 1', [-0.345657, -0.0867824, 1.0]], ['2, k, 2', [-0.362411, 0.186604, 1.0]], ['2, k, 3', [-0.382635, 0.274465, 1.0]], ['2, k, 4', [-0.51731, 0.0644765, 1.0]], ['2, k, 5', [-0.631513, -0.0381354, 1.0]], ['2, k, 6', [-0.527832, 0.13169, 1.0]], ['2, k, 7', [-0.488692, 0.193963, 1.0]], ['2, k, 8', [-0.218352, 0.126217, 1.0]], ['2, k, 9', [-0.109218, 0.0303111, 1.0]], ['2, k, 10', [-0.103508, -0.1233, 1.0]], ['2, k, 11', [-0.148788, -0.156034, 1.0]], ['2, k, 12', [-0.389773, -0.374824, 1.0]], ['2, k, 13', [-0.442924, -0.649158, 1.0]], ['2, k, 14', [-0.456708, -1.00782, 1.0]], ['2, k, 15', [-0.463135, -1.08887, 1.0]], ['2, k, 16', [-0.253738, -0.346809, 1.0]], ['2, k, 17', [-0.202467, -0.56855, 1.0]], ['2, k, 18', [-0.189714, -0.97539, 1.0]], ['2, k, 19', [-0.172756, -1.02224, 1.0]], ['2, k, 20', [-0.358685, 0.119136, 1.0]], ['2, k, 21', [-0.458791, 0.260538, 1.0]], ['2, k, 22', [-0.434031, 0.223412, 1.0]], ['2, k, 23', [-0.140863, -0.24178, 1.0]], ['2, k, 24', [-0.16582, -0.17648, 1.0]]]
[['2, k, 0', [-0.380196, -0.371923, 1.0]], ['2, k, 1', [-0.377368, -0.0819133, 1.0]], ['2, k, 2', [-0.367292, 0.200846, 1.0]], ['2, k, 3', [-0.375291, 0.328656, 1.0]], ['2, k, 4', [-0.54194, 0.119612, 1.0]], ['2, k, 5', [-0.658471, -0.027443, 1.0]], ['2, k, 6', [-0.561222, -0.204403, 1.0]], ['2, k, 7', [-0.551838, -0.240124, 1.0]], ['2, k, 8', [-0.214695, 0.100319, 1.0]], ['2, k, 9', [-0.0830496, -0.0394328, 1.0]], ['2, k, 10', [-0.183917, -0.216791, 1.0]], ['2, k, 11', [-0.222928, -0.265835, 1.0]], ['2, k, 12', [-0.445507, -0.36722, 1.0]], ['2, k, 13', [-0.466115, -0.710445, 1.0]], ['2, k, 14', [-0.464917, -1.03513, 1.0]], ['2, k, 15', [-0.479137, -1.11018, 1.0]], ['2, k, 16', [-0.304326, -0.366309, 1.0]], ['2, k, 17', [-0.231615, -0.691416, 1.0]], ['2, k, 18', [-0.176265, -1.01226, 1.0]], ['2, k, 19', [-0.151564, -1.06773, 1.0]], ['2, k, 20', [-0.37091, 0.130616, 1.0]], ['2, k, 21', [-0.557029, -0.270971, 1.0]], ['2, k, 22', [-0.569569, -0.283163, 1.0]], ['2, k, 23', [-0.253369, -0.330876, 1.0]], ['2, k, 24', [-0.18552, -0.298885, 1.0]]]
[['2, k, 0', [-0.372453, -0.373779, 1.0]], ['2, k, 1', [-0.371854, -0.0823682, 1.0]], ['2, k, 2', [-0.363866, 0.20152, 1.0]], ['2, k, 3', [-0.373682, 0.329097, 1.0]], ['2, k, 4', [-0.537686, 0.116289, 1.0]], ['2, k, 5', [-0.652329, -0.0297158, 1.0]], ['2, k, 6', [-0.558418, -0.209161, 1.0]], ['2, k, 7', [-0.539552, -0.246075, 1.0]], ['2, k, 8', [-0.210474, 0.0968542, 1.0]], ['2, k, 9', [-0.0770074, -0.0373549, 1.0]], ['2, k, 10', [-0.177742, -0.213475, 1.0]], ['2, k, 11', [-0.213015, -0.263474, 1.0]], ['2, k, 12', [-0.437046, -0.369829, 1.0]], ['2, k, 13', [-0.461015, -0.712345, 1.0]], ['2, k, 14', [-0.466437, -1.03692, 1.0]], ['2, k, 15', [-0.478637, -1.109, 1.0]], ['2, k, 16', [-0.297471, -0.367441, 1.0]], ['2, k, 17', [-0.224933, -0.68851, 1.0]], ['2, k, 18', [-0.175116, -1.01483, 1.0]], ['2, k, 19', [-0.151055, -1.06941, 1.0]], ['2, k, 20', [-0.366953, 0.131135, 1.0]], ['2, k, 21', [-0.538531, -0.265525, 1.0]], ['2, k, 22', [-0.549998, -0.271741, 1.0]], ['2, k, 23', [-0.242043, -0.3297, 1.0]], ['2, k, 24', [-0.172898, -0.299621, 1.0]]]
[['2, k, 0', [-0.361975, -0.373762, 1.0]], ['2, k, 1', [-0.36527, -0.0827495, 1.0]], ['2, k, 2', [-0.361521, 0.201187, 1.0]], ['2, k, 3', [-0.37087, 0.329283, 1.0]], ['2, k, 4', [-0.533764, 0.112187, 1.0]], ['2, k, 5', [-0.647811, -0.0338488, 1.0]], ['2, k, 6', [-0.557205, -0.213922, 1.0]], ['2, k, 7', [-0.530263, -0.24509, 1.0]], ['2, k, 8', [-0.206686, 0.099756, 1.0]], ['2, k, 9', [-0.0710568, -0.0365, 1.0]], ['2, k, 10', [-0.165899, -0.212393, 1.0]], ['2, k, 11', [-0.203344, -0.265651, 1.0]], ['2, k, 12', [-0.427694, -0.371093, 1.0]], ['2, k, 13', [-0.454373, -0.712527, 1.0]], ['2, k, 14', [-0.464765, -1.03708, 1.0]], ['2, k, 15', [-0.478088, -1.10815, 1.0]], ['2, k, 16', [-0.286026, -0.365955, 1.0]], ['2, k, 17', [-0.218956, -0.694767, 1.0]], ['2, k, 18', [-0.174408, -1.01625, 1.0]], ['2, k, 19', [-0.150624, -1.07091, 1.0]], ['2, k, 20', [-0.363763, 0.130901, 1.0]], ['2, k, 21', [-0.535541, -0.27108, 1.0]], ['2, k, 22', [-0.544124, -0.276137, 1.0]], ['2, k, 23', [-0.238415, -0.329144, 1.0]], ['2, k, 24', [-0.164189, -0.292464, 1.0]]]
[['2, k, 0', [-0.352426, -0.374448, 1.0]], ['2, k, 1', [-0.358251, -0.0834543, 1.0]], ['2, k, 2', [-0.358072, 0.200611, 1.0]], ['2, k, 3', [-0.36768, 0.328075, 1.0]], ['2, k, 4', [-0.531667, 0.10879, 1.0]], ['2, k, 5', [-0.639682, -0.0456811, 1.0]], ['2, k, 6', [-0.552103, -0.226703, 1.0]], ['2, k, 7', [-0.526428, -0.271076, 1.0]], ['2, k, 8', [-0.204104, 0.100123, 1.0]], ['2, k, 9', [-0.0648298, -0.0371578, 1.0]], ['2, k, 10', [-0.161203, -0.200434, 1.0]], ['2, k, 11', [-0.200947, -0.252498, 1.0]], ['2, k, 12', [-0.417832, -0.372437, 1.0]], ['2, k, 13', [-0.448779, -0.71416, 1.0]], ['2, k, 14', [-0.465215, -1.04009, 1.0]], ['2, k, 15', [-0.477607, -1.10827, 1.0]], ['2, k, 16', [-0.277133, -0.366013, 1.0]], ['2, k, 17', [-0.207213, -0.712926, 1.0]], ['2, k, 18', [-0.173172, -1.01882, 1.0]], ['2, k, 19', [-0.14976, -1.07363, 1.0]], ['2, k, 20', [-0.359427, 0.130389, 1.0]], ['2, k, 21', [-0.539905, -0.324113, 1.0]], ['2, k, 22', [-0.544071, -0.319557, 1.0]], ['2, k, 23', [-0.23967, -0.308954, 1.0]], ['2, k, 24', [-0.159239, -0.287599, 1.0]]]
[['2, k, 0', [-0.34432, -0.373988, 1.0]], ['2, k, 1', [-0.349963, -0.0836415, 1.0]], ['2, k, 2', [-0.3515, 0.199893, 1.0]], ['2, k, 3', [-0.364616, 0.327991, 1.0]], ['2, k, 4', [-0.528186, 0.108363, 1.0]], ['2, k, 5', [-0.635083, -0.0491409, 1.0]], ['2, k, 6', [-0.532621, -0.217609, 1.0]], ['2, k, 7', [-0.50974, -0.261413, 1.0]], ['2, k, 8', [-0.200548, 0.100417, 1.0]], ['2, k, 9', [-0.0536752, -0.0309044, 1.0]], ['2, k, 10', [-0.131184, -0.208811, 1.0]], ['2, k, 11', [-0.175793, -0.25986, 1.0]], ['2, k, 12', [-0.409203, -0.3728, 1.0]], ['2, k, 13', [-0.44144, -0.7158, 1.0]], ['2, k, 14', [-0.463266, -1.04016, 1.0]], ['2, k, 15', [-0.477587, -1.10824, 1.0]], ['2, k, 16', [-0.269698, -0.364775, 1.0]], ['2, k, 17', [-0.203217, -0.709318, 1.0]], ['2, k, 18', [-0.171988, -1.01976, 1.0]], ['2, k, 19', [-0.147577, -1.07364, 1.0]], ['2, k, 20', [-0.351999, 0.129846, 1.0]], ['2, k, 21', [-0.510893, -0.307135, 1.0]], ['2, k, 22', [-0.520176, -0.297336, 1.0]], ['2, k, 23', [-0.206844, -0.321942, 1.0]], ['2, k, 24', [-0.135756, -0.290599, 1.0]]]
[['2, k, 0', [-0.332786, -0.374952, 1.0]], ['2, k, 1', [-0.341932, -0.084292, 1.0]], ['2, k, 2', [-0.346588, 0.19945, 1.0]], ['2, k, 3', [-0.360748, 0.326596, 1.0]], ['2, k, 4', [-0.525271, 0.10787, 1.0]], ['2, k, 5', [-0.62849, -0.0536213, 1.0]], ['2, k, 6', [-0.529469, -0.221914, 1.0]], ['2, k, 7', [-0.502519, -0.286255, 1.0]], ['2, k, 8', [-0.195424, 0.10069, 1.0]], ['2, k, 9', [-0.0451607, -0.0250742, 1.0]], ['2, k, 10', [-0.126834, -0.201793, 1.0]], ['2, k, 11', [-0.163809, -0.252921, 1.0]], ['2, k, 12', [-0.397886, -0.374427, 1.0]], ['2, k, 13', [-0.435371, -0.717991, 1.0]], ['2, k, 14', [-0.462309, -1.03971, 1.0]], ['2, k, 15', [-0.477178, -1.10872, 1.0]], ['2, k, 16', [-0.258177, -0.365045, 1.0]], ['2, k, 17', [-0.197906, -0.705177, 1.0]], ['2, k, 18', [-0.166743, -1.01007, 1.0]], ['2, k, 19', [-0.148769, -1.0672, 1.0]], ['2, k, 20', [-0.346241, 0.129396, 1.0]], ['2, k, 21', [-0.499082, -0.331926, 1.0]], ['2, k, 22', [-0.511994, -0.318701, 1.0]], ['2, k, 23', [-0.19454, -0.313504, 1.0]], ['2, k, 24', [-0.121313, -0.291421, 1.0]]]
[['2, k, 0', [-0.322032, -0.375447, 1.0]], ['2, k, 1', [-0.333985, -0.0852307, 1.0]], ['2, k, 2', [-0.341637, 0.198268, 1.0]], ['2, k, 3', [-0.356747, 0.325467, 1.0]], ['2, k, 4', [-0.519004, 0.105162, 1.0]], ['2, k, 5', [-0.613788, -0.0628589, 1.0]], ['2, k, 6', [-0.524063, -0.237489, 1.0]], ['2, k, 7', [-0.486322, -0.303532, 1.0]], ['2, k, 8', [-0.190707, 0.101161, 1.0]], ['2, k, 9', [-0.0313708, -0.0231919, 1.0]], ['2, k, 10', [-0.119768, -0.195209, 1.0]], ['2, k, 11', [-0.151731, -0.244652, 1.0]], ['2, k, 12', [-0.387363, -0.375881, 1.0]], ['2, k, 13', [-0.427992, -0.719882, 1.0]], ['2, k, 14', [-0.463323, -1.04205, 1.0]], ['2, k, 15', [-0.476128, -1.10898, 1.0]], ['2, k, 16', [-0.24757, -0.364524, 1.0]], ['2, k, 17', [-0.188089, -0.695001, 1.0]], ['2, k, 18', [-0.167062, -1.01199, 1.0]], ['2, k, 19', [-0.147531, -1.06742, 1.0]], ['2, k, 20', [-0.340527, 0.128294, 1.0]], ['2, k, 21', [-0.48655, -0.350639, 1.0]], ['2, k, 22', [-0.499736, -0.339477, 1.0]], ['2, k, 23', [-0.178414, -0.306535, 1.0]], ['2, k, 24', [-0.11173, -0.285857, 1.0]]]
[['2, k, 0', [-0.308237, -0.376993, 1.0]], ['2, k, 1', [-0.323641, -0.0865452, 1.0]], ['2, k, 2', [-0.334991, 0.197102, 1.0]], ['2, k, 3', [-0.352064, 0.323365, 1.0]], ['2, k, 4', [-0.510432, 0.10275, 1.0]], ['2, k, 5', [-0.579646, -0.105283, 1.0]], ['2, k, 6', [-0.52013, -0.282955, 1.0]], ['2, k, 7', [-0.467111, -0.347593, 1.0]], ['2, k, 8', [-0.186142, 0.10019, 1.0]], ['2, k, 9', [-0.0203352, -0.0156146, 1.0]], ['2, k, 10', [-0.102064, -0.18939, 1.0]], ['2, k, 11', [-0.136462, -0.238633, 1.0]], ['2, k, 12', [-0.37382, -0.378293, 1.0]], ['2, k, 13', [-0.421106, -0.718112, 1.0]], ['2, k, 14', [-0.461359, -1.03965, 1.0]], ['2, k, 15', [-0.475735, -1.10781, 1.0]], ['2, k, 16', [-0.233902, -0.36514, 1.0]], ['2, k, 17', [-0.179979, -0.689566, 1.0]], ['2, k, 18', [-0.165572, -1.00942, 1.0]], ['2, k, 19', [-0.145425, -1.06636, 1.0]], ['2, k, 20', [-0.332879, 0.127109, 1.0]], ['2, k, 21', [-0.445955, -0.399044, 1.0]], ['2, k, 22', [-0.473147, -0.39815, 1.0]], ['2, k, 23', [-0.156032, -0.300263, 1.0]], ['2, k, 24', [-0.0937908, -0.286533, 1.0]]]
[['2, k, 0', [-0.299733, -0.378622, 1.0]], ['2, k, 1', [-0.316537, -0.0877757, 1.0]], ['2, k, 2', [-0.330038, 0.19623, 1.0]], ['2, k, 3', [-0.347379, 0.323016, 1.0]], ['2, k, 4', [-0.50524, 0.100728, 1.0]], ['2, k, 5', [-0.571097, -0.11291, 1.0]], ['2, k, 6', [-0.432476, -0.2399, 1.0]], ['2, k, 7', [-0.443476, -0.285376, 1.0]], ['2, k, 8', [-0.184881, 0.0998004, 1.0]], ['2, k, 9', [-0.0140915, -0.0070532, 1.0]], ['2, k, 10', [-0.0846926, -0.186736, 1.0]], ['2, k, 11', [-0.121112, -0.237645, 1.0]], ['2, k, 12', [-0.364422, -0.381037, 1.0]], ['2, k, 13', [-0.410685, -0.72543, 1.0]], ['2, k, 14', [-0.459138, -1.03891, 1.0]], ['2, k, 15', [-0.474577, -1.10758, 1.0]], ['2, k, 16', [-0.226444, -0.365734, 1.0]], ['2, k, 17', [-0.173489, -0.685974, 1.0]], ['2, k, 18', [-0.166382, -0.999154, 1.0]], ['2, k, 19', [-0.14481, -1.06583, 1.0]], ['2, k, 20', [-0.327255, 0.126154, 1.0]], ['2, k, 21', [-0.43311, -0.30675, 1.0]], ['2, k, 22', [-0.451812, -0.32485, 1.0]], ['2, k, 23', [-0.141276, -0.301741, 1.0]], ['2, k, 24', [-0.0814121, -0.285852, 1.0]]]
[['2, k, 0', [-0.288933, -0.379551, 1.0]], ['2, k, 1', [-0.307366, -0.0892998, 1.0]], ['2, k, 2', [-0.323131, 0.194294, 1.0]], ['2, k, 3', [-0.342506, 0.321526, 1.0]], ['2, k, 4', [-0.504388, 0.100145, 1.0]], ['2, k, 5', [-0.568229, -0.110809, 1.0]], ['2, k, 6', [-0.46208, -0.294581, 1.0]], ['2, k, 7', [-0.458802, -0.340154, 1.0]], ['2, k, 8', [-0.178109, 0.0983218, 1.0]], ['2, k, 9', [-0.00818606, -0.00201262, 1.0]], ['2, k, 10', [-0.0818984, -0.181473, 1.0]], ['2, k, 11', [-0.110272, -0.22874, 1.0]], ['2, k, 12', [-0.354591, -0.38271, 1.0]], ['2, k, 13', [-0.404381, -0.727531, 1.0]], ['2, k, 14', [-0.455939, -1.03769, 1.0]], ['2, k, 15', [-0.474023, -1.1072, 1.0]], ['2, k, 16', [-0.215016, -0.365758, 1.0]], ['2, k, 17', [-0.165556, -0.68208, 1.0]], ['2, k, 18', [-0.162701, -0.9982, 1.0]], ['2, k, 19', [-0.141906, -1.06414, 1.0]], ['2, k, 20', [-0.31966, 0.124296, 1.0]], ['2, k, 21', [-0.458525, -0.355651, 1.0]], ['2, k, 22', [-0.45649, -0.350844, 1.0]], ['2, k, 23', [-0.126275, -0.295751, 1.0]], ['2, k, 24', [-0.070541, -0.278625, 1.0]]]
[['2, k, 0', [-0.273516, -0.381164, 1.0]], ['2, k, 1', [-0.297327, -0.0901433, 1.0]], ['2, k, 2', [-0.317674, 0.19394, 1.0]], ['2, k, 3', [-0.336817, 0.321135, 1.0]], ['2, k, 4', [-0.493708, 0.0957447, 1.0]], ['2, k, 5', [-0.563609, -0.111084, 1.0]], ['2, k, 6', [-0.459058, -0.293064, 1.0]], ['2, k, 7', [-0.436309, -0.329874, 1.0]], ['2, k, 8', [-0.174147, 0.0983459, 1.0]], ['2, k, 9', [-0.00273915, 0.00248262, 1.0]], ['2, k, 10', [-0.078217, -0.175979, 1.0]], ['2, k, 11', [-0.101391, -0.223384, 1.0]], ['2, k, 12', [-0.339366, -0.385835, 1.0]], ['2, k, 13', [-0.3984, -0.72794, 1.0]], ['2, k, 14', [-0.454777, -1.03765, 1.0]], ['2, k, 15', [-0.473486, -1.10748, 1.0]], ['2, k, 16', [-0.199754, -0.365818, 1.0]], ['2, k, 17', [-0.159194, -0.68183, 1.0]], ['2, k, 18', [-0.159559, -0.996597, 1.0]], ['2, k, 19', [-0.138816, -1.06321, 1.0]], ['2, k, 20', [-0.313105, 0.123849, 1.0]], ['2, k, 21', [-0.440343, -0.357286, 1.0]], ['2, k, 22', [-0.441827, -0.359095, 1.0]], ['2, k, 23', [-0.115985, -0.290348, 1.0]], ['2, k, 24', [-0.0610242, -0.270689, 1.0]]]
[['2, k, 0', [-0.262494, -0.382742, 1.0]], ['2, k, 1', [-0.288725, -0.090767, 1.0]], ['2, k, 2', [-0.311871, 0.194079, 1.0]], ['2, k, 3', [-0.330942, 0.321607, 1.0]], ['2, k, 4', [-0.465114, 0.0876945, 1.0]], ['2, k, 5', [-0.555937, -0.111334, 1.0]], ['2, k, 6', [-0.427774, -0.269741, 1.0]], ['2, k, 7', [-0.410225, -0.298254, 1.0]], ['2, k, 8', [-0.169404, 0.0989762, 1.0]], ['2, k, 9', [0.00557194, 0.00970407, 1.0]], ['2, k, 10', [-0.0371572, -0.178986, 1.0]], ['2, k, 11', [-0.0796596, -0.229561, 1.0]], ['2, k, 12', [-0.329284, -0.38833, 1.0]], ['2, k, 13', [-0.387438, -0.739892, 1.0]], ['2, k, 14', [-0.452894, -1.03893, 1.0]], ['2, k, 15', [-0.473302, -1.10712, 1.0]], ['2, k, 16', [-0.188029, -0.366378, 1.0]], ['2, k, 17', [-0.149228, -0.677963, 1.0]], ['2, k, 18', [-0.158949, -0.996611, 1.0]], ['2, k, 19', [-0.137661, -1.06377, 1.0]], ['2, k, 20', [-0.306559, 0.123828, 1.0]], ['2, k, 21', [-0.407594, -0.324032, 1.0]], ['2, k, 22', [-0.416092, -0.333356, 1.0]], ['2, k, 23', [-0.0915423, -0.299332, 1.0]], ['2, k, 24', [-0.0440588, -0.266893, 1.0]]]
[['2, k, 0', [-0.250962, -0.383991, 1.0]], ['2, k, 1', [-0.280393, -0.091721, 1.0]], ['2, k, 2', [-0.306196, 0.193449, 1.0]], ['2, k, 3', [-0.325329, 0.320994, 1.0]], ['2, k, 4', [-0.461309, 0.0870672, 1.0]], ['2, k, 5', [-0.550112, -0.108977, 1.0]], ['2, k, 6', [-0.427915, -0.272386, 1.0]], ['2, k, 7', [-0.395362, -0.297919, 1.0]], ['2, k, 8', [-0.164375, 0.0987166, 1.0]], ['2, k, 9', [0.00926446, 0.0137108, 1.0]], ['2, k, 10', [-0.0105321, -0.181341, 1.0]], ['2, k, 11', [-0.0641259, -0.221212, 1.0]], ['2, k, 12', [-0.318287, -0.390518, 1.0]], ['2, k, 13', [-0.382901, -0.74242, 1.0]], ['2, k, 14', [-0.45243, -1.0391, 1.0]], ['2, k, 15', [-0.472876, -1.10797, 1.0]], ['2, k, 16', [-0.176358, -0.366627, 1.0]], ['2, k, 17', [-0.138112, -0.692745, 1.0]], ['2, k, 18', [-0.155556, -1.01054, 1.0]], ['2, k, 19', [-0.136821, -1.06456, 1.0]], ['2, k, 20', [-0.300266, 0.12312, 1.0]], ['2, k, 21', [-0.397906, -0.328752, 1.0]], ['2, k, 22', [-0.40342, -0.334841, 1.0]], ['2, k, 23', [-0.0708155, -0.293613, 1.0]], ['2, k, 24', [-0.0286478, -0.264154, 1.0]]]
[['2, k, 0', [-0.237326, -0.384635, 1.0]], ['2, k, 1', [-0.270886, -0.0920659, 1.0]], ['2, k, 2', [-0.299804, 0.193418, 1.0]], ['2, k, 3', [-0.318599, 0.320312, 1.0]], ['2, k, 4', [-0.453823, 0.08395, 1.0]], ['2, k, 5', [-0.546934, -0.109045, 1.0]], ['2, k, 6', [-0.420886, -0.270165, 1.0]], ['2, k, 7', [-0.38548, -0.311054, 1.0]], ['2, k, 8', [-0.153074, 0.101428, 1.0]], ['2, k, 9', [0.0130341, 0.0166465, 1.0]], ['2, k, 10', [-0.0140388, -0.171404, 1.0]], ['2, k, 11', [-0.0614139, -0.219, 1.0]], ['2, k, 12', [-0.305836, -0.3922, 1.0]], ['2, k, 13', [-0.376611, -0.745862, 1.0]], ['2, k, 14', [-0.452111, -1.03932, 1.0]], ['2, k, 15', [-0.472835, -1.1081, 1.0]], ['2, k, 16', [-0.161947, -0.366152, 1.0]], ['2, k, 17', [-0.130216, -0.68786, 1.0]], ['2, k, 18', [-0.146318, -0.993945, 1.0]], ['2, k, 19', [-0.135422, -1.0638, 1.0]], ['2, k, 20', [-0.293212, 0.123011, 1.0]], ['2, k, 21', [-0.390249, -0.369426, 1.0]], ['2, k, 22', [-0.394639, -0.369474, 1.0]], ['2, k, 23', [-0.0764792, -0.285164, 1.0]], ['2, k, 24', [-0.0207382, -0.254147, 1.0]]]
[['2, k, 0', [-0.226375, -0.385031, 1.0]], ['2, k, 1', [-0.263417, -0.0922193, 1.0]], ['2, k, 2', [-0.294969, 0.193526, 1.0]], ['2, k, 3', [-0.313968, 0.319697, 1.0]], ['2, k, 4', [-0.448249, 0.0809334, 1.0]], ['2, k, 5', [-0.535469, -0.106861, 1.0]], ['2, k, 6', [-0.414992, -0.276127, 1.0]], ['2, k, 7', [-0.373238, -0.338371, 1.0]], ['2, k, 8', [-0.150003, 0.101955, 1.0]], ['2, k, 9', [0.0174958, 0.0206529, 1.0]], ['2, k, 10', [-0.0126271, -0.168475, 1.0]], ['2, k, 11', [-0.0568324, -0.21279, 1.0]], ['2, k, 12', [-0.29436, -0.393167, 1.0]], ['2, k, 13', [-0.368254, -0.749268, 1.0]], ['2, k, 14', [-0.451642, -1.03827, 1.0]], ['2, k, 15', [-0.473186, -1.10917, 1.0]], ['2, k, 16', [-0.151987, -0.366089, 1.0]], ['2, k, 17', [-0.121663, -0.687784, 1.0]], ['2, k, 18', [-0.140829, -0.993387, 1.0]], ['2, k, 19', [-0.119871, -1.07462, 1.0]], ['2, k, 20', [-0.287875, 0.123052, 1.0]], ['2, k, 21', [-0.37, -0.390302, 1.0]], ['2, k, 22', [-0.384874, -0.381354, 1.0]], ['2, k, 23', [-0.0702688, -0.278952, 1.0]], ['2, k, 24', [-0.0126291, -0.245606, 1.0]]]
[['2, k, 0', [-0.218096, -0.384403, 1.0]], ['2, k, 1', [-0.257236, -0.0924423, 1.0]], ['2, k, 2', [-0.289695, 0.192671, 1.0]], ['2, k, 3', [-0.308546, 0.319374, 1.0]], ['2, k, 4', [-0.443067, 0.0794183, 1.0]], ['2, k, 5', [-0.531328, -0.106857, 1.0]], ['2, k, 6', [-0.410655, -0.277888, 1.0]], ['2, k, 7', [-0.363073, -0.337216, 1.0]], ['2, k, 8', [-0.145965, 0.103798, 1.0]], ['2, k, 9', [0.0201524, 0.0208701, 1.0]], ['2, k, 10', [-0.0129189, -0.168445, 1.0]], ['2, k, 11', [-0.0534117, -0.211643, 1.0]], ['2, k, 12', [-0.285799, -0.392766, 1.0]], ['2, k, 13', [-0.361475, -0.756874, 1.0]], ['2, k, 14', [-0.450911, -1.03884, 1.0]], ['2, k, 15', [-0.47266, -1.10908, 1.0]], ['2, k, 16', [-0.144258, -0.365292, 1.0]], ['2, k, 17', [-0.112733, -0.695988, 1.0]], ['2, k, 18', [-0.134148, -0.994081, 1.0]], ['2, k, 19', [-0.116449, -1.07593, 1.0]], ['2, k, 20', [-0.282477, 0.122388, 1.0]], ['2, k, 21', [-0.357776, -0.39113, 1.0]], ['2, k, 22', [-0.372555, -0.393085, 1.0]], ['2, k, 23', [-0.0699506, -0.278261, 1.0]], ['2, k, 24', [-0.00928142, -0.238292, 1.0]]]
[['2, k, 0', [-0.209448, -0.38472, 1.0]], ['2, k, 1', [-0.251846, -0.0932974, 1.0]], ['2, k, 2', [-0.285684, 0.191026, 1.0]], ['2, k, 3', [-0.30434, 0.317786, 1.0]], ['2, k, 4', [-0.440923, 0.0804906, 1.0]], ['2, k, 5', [-0.5271, -0.105153, 1.0]], ['2, k, 6', [-0.407847, -0.280755, 1.0]], ['2, k, 7', [-0.353385, -0.342525, 1.0]], ['2, k, 8', [-0.15038, 0.103783, 1.0]], ['2, k, 9', [0.0257129, 0.0290327, 1.0]], ['2, k, 10', [0.0370617, -0.175418, 1.0]], ['2, k, 11', [-0.023818, -0.238928, 1.0]], ['2, k, 12', [-0.2774, -0.393299, 1.0]], ['2, k, 13', [-0.356298, -0.760105, 1.0]], ['2, k, 14', [-0.451685, -1.04127, 1.0]], ['2, k, 15', [-0.472439, -1.10925, 1.0]], ['2, k, 16', [-0.135617, -0.365419, 1.0]], ['2, k, 17', [-0.10564, -0.690716, 1.0]], ['2, k, 18', [-0.132727, -0.99649, 1.0]], ['2, k, 19', [-0.111293, -1.07751, 1.0]], ['2, k, 20', [-0.278159, 0.121027, 1.0]], ['2, k, 21', [-0.359226, -0.402199, 1.0]], ['2, k, 22', [-0.361056, -0.380535, 1.0]], ['2, k, 23', [-0.0266014, -0.311358, 1.0]], ['2, k, 24', [0.00827319, -0.238572, 1.0]]]
[['2, k, 0', [-0.201077, -0.383957, 1.0]], ['2, k, 1', [-0.246047, -0.0935179, 1.0]], ['2, k, 2', [-0.281069, 0.1901, 1.0]], ['2, k, 3', [-0.299472, 0.316735, 1.0]], ['2, k, 4', [-0.438703, 0.0793275, 1.0]], ['2, k, 5', [-0.511236, -0.108307, 1.0]], ['2, k, 6', [-0.406613, -0.29479, 1.0]], ['2, k, 7', [-0.346581, -0.345245, 1.0]], ['2, k, 8', [-0.14988, 0.104071, 1.0]], ['2, k, 9', [0.0296207, 0.0329271, 1.0]], ['2, k, 10', [0.0424579, -0.171905, 1.0]], ['2, k, 11', [-0.0165272, -0.240397, 1.0]], ['2, k, 12', [-0.269291, -0.393016, 1.0]], ['2, k, 13', [-0.351188, -0.763147, 1.0]], ['2, k, 14', [-0.451371, -1.04156, 1.0]], ['2, k, 15', [-0.47173, -1.10914, 1.0]], ['2, k, 16', [-0.127234, -0.364193, 1.0]], ['2, k, 17', [-0.0997083, -0.680008, 1.0]], ['2, k, 18', [-0.126938, -0.943152, 1.0]], ['2, k, 19', [-0.114593, -1.02612, 1.0]], ['2, k, 20', [-0.273233, 0.120282, 1.0]], ['2, k, 21', [-0.34995, -0.410258, 1.0]], ['2, k, 22', [-0.355557, -0.406006, 1.0]], ['2, k, 23', [-0.02152, -0.312478, 1.0]], ['2, k, 24', [0.0175161, -0.23572, 1.0]]]
