[['2, k, 0', [0.04645272, 0.0195498, 1.0]], ['2, k, 1', [0.0387469, 0.3332238, 1.0]], ['2, k, 2', [0.0301867, 0.6327986, 1.0]], ['2, k, 3', [0.001921402, 0.7558084, 1.0]], ['2, k, 4', [-0.1293862, 0.511609, 1.0]], ['2, k, 5', [-0.1802143, 0.2716625, 1.0]], ['2, k, 6', [-0.1741084, 0.05455881, 1.0]], ['2, k, 7', [-0.1819666, 0.02592206, 1.0]], ['2, k, 8', [0.1933989, 0.5394887, 1.0]], ['2, k, 9', [0.2974334, 0.2721183, 1.0]], ['2, k, 10', [0.3753896, 0.03730566, 1.0]], ['2, k, 11', [0.4092949, -0.01729961, 1.0]], ['2, k, 12', [-0.02624401, 0.02078147, 1.0]], ['2, k, 13', [-0.05228677, -0.3752542, 1.0]], ['2, k, 14', [-0.06155614, -0.6936809, 1.0]], ['2, k, 15', [-0.09039534, -0.7472429, 1.0]], ['2, k, 16', [0.1178247, 0.01816454, 1.0]], ['2, k, 17', [0.1618337, -0.4334534, 1.0]], ['2, k, 18', [0.2185818, -0.7055503, 1.0]], ['2, k, 19', [0.2350676, -0.7450269, 1.0]], ['2, k, 20', [0.03237807, 0.5598874, 1.0]], ['2, k, 21', [-0.1946066, -0.006540171, 1.0]], ['2, k, 22', [-0.2015948, 0.04963336, 1.0]], ['2, k, 23', [0.4509463, -0.07360091, 1.0]], ['2, k, 24', [0.3841762, -0.05093737, 1.0]]]
[['2, k, 0', [0.04487495, 0.02657905, 1.0]], ['2, k, 1', [0.03733391, 0.3376724, 1.0]], ['2, k, 2', [0.02835267, 0.6347765, 1.0]], ['2, k, 3', [0.009615412, 0.7542346, 1.0]], ['2, k, 4', [-0.1246245, 0.5173658, 1.0]], ['2, k, 5', [-0.1711008, 0.2697047, 1.0]], ['2, k, 6', [-0.1687405, 0.05646008, 1.0]], ['2, k, 7', [-0.1804079, 0.02609176, 1.0]], ['2, k, 8', [0.1999663, 0.5652755, 1.0]], ['2, k, 9', [0.4166307, 0.4685215, 1.0]], ['2, k, 10', [0.6163856, 0.3574209, 1.0]], ['2, k, 11', [0.6983874, 0.324163, 1.0]], ['2, k, 12', [-0.02716568, 0.02464899, 1.0]], ['2, k, 13', [-0.05974299, -0.3707529, 1.0]], ['2, k, 14', [-0.05405156, -0.6879573, 1.0]], ['2, k, 15', [-0.09146607, -0.7476953, 1.0]], ['2, k, 16', [0.114938, 0.0275659, 1.0]], ['2, k, 17', [0.1592339, -0.4229964, 1.0]], ['2, k, 18', [0.2328987, -0.7103799, 1.0]], ['2, k, 19', [0.2172281, -0.7505321, 1.0]], ['2, k, 20', [0.03072501, 0.5624937, 1.0]], ['2, k, 21', [-0.2040342, -0.000222996, 1.0]], ['2, k, 22', [-0.1949848, 0.04231702, 1.0]], ['2, k, 23', [0.7763847, 0.2653143, 1.0]], ['2, k, 24', [0.7396192, 0.283293, 1.0]]]
[['2, k, 0', [0.04440646, 0.0268908, 1.0]], ['2, k, 1', [0.03601618, 0.3376215, 1.0]], ['2, k, 2', [0.02613836, 0.6342153, 1.0]], ['2, k, 3', [0.009144128, 0.7540066, 1.0]], ['2, k, 4', [-0.1262112, 0.5175819, 1.0]], ['2, k, 5', [-0.1720374, 0.2697276, 1.0]], ['2, k, 6', [-0.1690155, 0.05664905, 1.0]], ['2, k, 7', [-0.1800741, 0.0217262, 1.0]], ['2, k, 8', [0.2008221, 0.5651972, 1.0]], ['2, k, 9', [0.4164445, 0.4925957, 1.0]], ['2, k, 10', [0.6422018, 0.3865549, 1.0]], ['2, k, 11', [0.723156, 0.3607419, 1.0]], ['2, k, 12', [-0.02771257, 0.02513973, 1.0]], ['2, k, 13', [-0.06023681, -0.3706248, 1.0]], ['2, k, 14', [-0.05400196, -0.6881343, 1.0]], ['2, k, 15', [-0.09209734, -0.7473963, 1.0]], ['2, k, 16', [0.1145705, 0.02767923, 1.0]], ['2, k, 17', [0.1588285, -0.4237588, 1.0]], ['2, k, 18', [0.2338346, -0.711148, 1.0]], ['2, k, 19', [0.2146504, -0.7501869, 1.0]], ['2, k, 20', [0.0287152, 0.5620652, 1.0]], ['2, k, 21', [-0.1739799, -0.07920704, 1.0]], ['2, k, 22', [-0.2051226, 0.02676122, 1.0]], ['2, k, 23', [0.8072789, 0.3115607, 1.0]], ['2, k, 24', [0.7616922, 0.3296935, 1.0]]]
[['2, k, 0', [0.04384499, 0.02741932, 1.0]], ['2, k, 1', [0.03430603, 0.3376462, 1.0]], ['2, k, 2', [0.02309505, 0.6335671, 1.0]], ['2, k, 3', [0.008301555, 0.753111, 1.0]], ['2, k, 4', [-0.1285088, 0.5181592, 1.0]], ['2, k, 5', [-0.1730394, 0.2698193, 1.0]], ['2, k, 6', [-0.1692967, 0.05711758, 1.0]], ['2, k, 7', [-0.1802866, 0.0216109, 1.0]], ['2, k, 8', [0.2014028, 0.5652016, 1.0]], ['2, k, 9', [0.4186952, 0.5119405, 1.0]], ['2, k, 10', [0.6797872, 0.4424051, 1.0]], ['2, k, 11', [0.734261, 0.4048069, 1.0]], ['2, k, 12', [-0.02823279, 0.02578334, 1.0]], ['2, k, 13', [-0.06077229, -0.3697822, 1.0]], ['2, k, 14', [-0.0539851, -0.6881537, 1.0]], ['2, k, 15', [-0.09227921, -0.747411, 1.0]], ['2, k, 16', [0.1140226, 0.02804139, 1.0]], ['2, k, 17', [0.1584958, -0.4244818, 1.0]], ['2, k, 18', [0.2351391, -0.712375, 1.0]], ['2, k, 19', [0.2131794, -0.7505724, 1.0]], ['2, k, 20', [0.02600222, 0.5615958, 1.0]], ['2, k, 21', [-0.1737663, -0.07911505, 1.0]], ['2, k, 22', [-0.2032284, 0.0159079, 1.0]], ['2, k, 23', [0.8217852, 0.3624003, 1.0]], ['2, k, 24', [0.777877, 0.3739925, 1.0]]]
[['2, k, 0', [0.04321629, 0.02872867, 1.0]], ['2, k, 1', [0.0332493, 0.3382614, 1.0]], ['2, k, 2', [0.02200136, 0.6337596, 1.0]], ['2, k, 3', [0.007117449, 0.7528033, 1.0]], ['2, k, 4', [-0.1300322, 0.5187573, 1.0]], ['2, k, 5', [-0.1751184, 0.2713702, 1.0]], ['2, k, 6', [-0.1700393, 0.05882978, 1.0]], ['2, k, 7', [-0.1804887, 0.02266271, 1.0]], ['2, k, 8', [0.1985015, 0.5712166, 1.0]], ['2, k, 9', [0.4181748, 0.5301794, 1.0]], ['2, k, 10', [0.6356419, 0.4865513, 1.0]], ['2, k, 11', [0.7217449, 0.4590094, 1.0]], ['2, k, 12', [-0.02868564, 0.02702507, 1.0]], ['2, k, 13', [-0.06236366, -0.3681095, 1.0]], ['2, k, 14', [-0.0547721, -0.6880735, 1.0]], ['2, k, 15', [-0.09207739, -0.7471011, 1.0]], ['2, k, 16', [0.1132667, 0.02933087, 1.0]], ['2, k, 17', [0.157951, -0.4249234, 1.0]], ['2, k, 18', [0.2358937, -0.7131018, 1.0]], ['2, k, 19', [0.2134477, -0.7511126, 1.0]], ['2, k, 20', [0.02489399, 0.5618727, 1.0]], ['2, k, 21', [-0.1738745, -0.07915634, 1.0]], ['2, k, 22', [-0.2082001, 0.02800345, 1.0]], ['2, k, 23', [0.8042384, 0.4145166, 1.0]], ['2, k, 24', [0.7810327, 0.4203658, 1.0]]]
[['2, k, 0', [0.04236152, 0.02974742, 1.0]], ['2, k, 1', [0.0320363, 0.3389413, 1.0]], ['2, k, 2', [0.02075528, 0.6341867, 1.0]], ['2, k, 3', [0.00571118, 0.7521688, 1.0]], ['2, k, 4', [-0.130964, 0.51919, 1.0]], ['2, k, 5', [-0.1756202, 0.2715228, 1.0]], ['2, k, 6', [-0.1704343, 0.0590355, 1.0]], ['2, k, 7', [-0.1815972, 0.02673839, 1.0]], ['2, k, 8', [0.1971107, 0.5748127, 1.0]], ['2, k, 9', [0.4211332, 0.5506102, 1.0]], ['2, k, 10', [0.7052074, 0.5098467, 1.0]], ['2, k, 11', [0.760452, 0.4904813, 1.0]], ['2, k, 12', [-0.02911145, 0.02805507, 1.0]], ['2, k, 13', [-0.06299519, -0.3678378, 1.0]], ['2, k, 14', [-0.05527083, -0.6877285, 1.0]], ['2, k, 15', [-0.09191961, -0.7470697, 1.0]], ['2, k, 16', [0.1119699, 0.03029277, 1.0]], ['2, k, 17', [0.1572841, -0.4256195, 1.0]], ['2, k, 18', [0.2360099, -0.7131427, 1.0]], ['2, k, 19', [0.2143391, -0.7513482, 1.0]], ['2, k, 20', [0.02363314, 0.5623519, 1.0]], ['2, k, 21', [-0.1976174, -0.003259437, 1.0]], ['2, k, 22', [-0.2176287, 0.04142751, 1.0]], ['2, k, 23', [0.8531473, 0.4579321, 1.0]], ['2, k, 24', [0.7971545, 0.4684936, 1.0]]]
[['2, k, 0', [0.04181037, 0.03085846, 1.0]], ['2, k, 1', [0.03041588, 0.3395469, 1.0]], ['2, k, 2', [0.01802396, 0.6344293, 1.0]], ['2, k, 3', [0.003892465, 0.7519349, 1.0]], ['2, k, 4', [-0.1321359, 0.5196168, 1.0]], ['2, k, 5', [-0.1762659, 0.2717724, 1.0]], ['2, k, 6', [-0.1708479, 0.05833581, 1.0]], ['2, k, 7', [-0.180715, 0.02640387, 1.0]], ['2, k, 8', [0.1955096, 0.5789298, 1.0]], ['2, k, 9', [0.4208856, 0.5768383, 1.0]], ['2, k, 10', [0.7057377, 0.5404007, 1.0]], ['2, k, 11', [0.7620152, 0.5374914, 1.0]], ['2, k, 12', [-0.02959136, 0.02864498, 1.0]], ['2, k, 13', [-0.06380257, -0.3678964, 1.0]], ['2, k, 14', [-0.05662715, -0.689115, 1.0]], ['2, k, 15', [-0.09190908, -0.7470697, 1.0]], ['2, k, 16', [0.1114221, 0.03198235, 1.0]], ['2, k, 17', [0.156354, -0.4259123, 1.0]], ['2, k, 18', [0.2366102, -0.7148402, 1.0]], ['2, k, 19', [0.2137505, -0.7518271, 1.0]], ['2, k, 20', [0.02119389, 0.5626798, 1.0]], ['2, k, 21', [-0.1992515, -0.001920427, 1.0]], ['2, k, 22', [-0.2050524, 0.04617546, 1.0]], ['2, k, 23', [0.8532647, 0.5116997, 1.0]], ['2, k, 24', [0.8038268, 0.5149891, 1.0]]]
[['2, k, 0', [0.04160549, 0.03227726, 1.0]], ['2, k, 1', [0.02950487, 0.3400483, 1.0]], ['2, k, 2', [0.016448, 0.6342863, 1.0]], ['2, k, 3', [0.002235539, 0.7517576, 1.0]], ['2, k, 4', [-0.133081, 0.5199991, 1.0]], ['2, k, 5', [-0.177146, 0.2719562, 1.0]], ['2, k, 6', [-0.1711049, 0.05871452, 1.0]], ['2, k, 7', [-0.1808535, 0.02684238, 1.0]], ['2, k, 8', [0.1944432, 0.5831323, 1.0]], ['2, k, 9', [0.4262389, 0.5936083, 1.0]], ['2, k, 10', [0.7131563, 0.582375, 1.0]], ['2, k, 11', [0.7708007, 0.5803641, 1.0]], ['2, k, 12', [-0.02972262, 0.02982289, 1.0]], ['2, k, 13', [-0.06464697, -0.3682119, 1.0]], ['2, k, 14', [-0.05650755, -0.6892004, 1.0]], ['2, k, 15', [-0.09184353, -0.7470306, 1.0]], ['2, k, 16', [0.1111814, 0.03355685, 1.0]], ['2, k, 17', [0.156185, -0.4259996, 1.0]], ['2, k, 18', [0.2366645, -0.7150081, 1.0]], ['2, k, 19', [0.2137558, -0.7515734, 1.0]], ['2, k, 20', [0.01980022, 0.5626999, 1.0]], ['2, k, 21', [-0.2008322, -0.00274429, 1.0]], ['2, k, 22', [-0.2029675, 0.04759751, 1.0]], ['2, k, 23', [0.8662003, 0.5631335, 1.0]], ['2, k, 24', [0.8010817, 0.5663984, 1.0]]]
[['2, k, 0', [0.04104683, 0.03380309, 1.0]], ['2, k, 1', [0.02834064, 0.3409641, 1.0]], ['2, k, 2', [0.01493363, 0.6346591, 1.0]], ['2, k, 3', [3.303917e-05, 0.7519889, 1.0]], ['2, k, 4', [-0.1340604, 0.5204283, 1.0]], ['2, k, 5', [-0.1775784, 0.2726191, 1.0]], ['2, k, 6', [-0.1712222, 0.06069958, 1.0]], ['2, k, 7', [-0.1807426, 0.02269887, 1.0]], ['2, k, 8', [0.1929074, 0.5872451, 1.0]], ['2, k, 9', [0.4322239, 0.6170948, 1.0]], ['2, k, 10', [0.701936, 0.6322858, 1.0]], ['2, k, 11', [0.7591143, 0.6299495, 1.0]], ['2, k, 12', [-0.030162, 0.031159, 1.0]], ['2, k, 13', [-0.06505269, -0.3687989, 1.0]], ['2, k, 14', [-0.05571477, -0.6941015, 1.0]], ['2, k, 15', [-0.09161336, -0.7468729, 1.0]], ['2, k, 16', [0.1105476, 0.03518495, 1.0]], ['2, k, 17', [0.1549063, -0.4267002, 1.0]], ['2, k, 18', [0.2369319, -0.7150252, 1.0]], ['2, k, 19', [0.213437, -0.7516936, 1.0]], ['2, k, 20', [0.01834994, 0.563195, 1.0]], ['2, k, 21', [-0.1740407, -0.07956714, 1.0]], ['2, k, 22', [-0.2056506, 0.02713782, 1.0]], ['2, k, 23', [0.8515136, 0.6159861, 1.0]], ['2, k, 24', [0.8016825, 0.6114725, 1.0]]]
[['2, k, 0', [0.04030681, 0.03493818, 1.0]], ['2, k, 1', [0.02696086, 0.3417674, 1.0]], ['2, k, 2', [0.01307113, 0.6350822, 1.0]], ['2, k, 3', [-0.001457379, 0.7517613, 1.0]], ['2, k, 4', [-0.1348799, 0.5209047, 1.0]], ['2, k, 5', [-0.1778046, 0.2726522, 1.0]], ['2, k, 6', [-0.1714696, 0.06194725, 1.0]], ['2, k, 7', [-0.1808371, 0.02727992, 1.0]], ['2, k, 8', [0.1917742, 0.5910283, 1.0]], ['2, k, 9', [0.432044, 0.6353033, 1.0]], ['2, k, 10', [0.6464396, 0.6592844, 1.0]], ['2, k, 11', [0.7316016, 0.6751815, 1.0]], ['2, k, 12', [-0.0306174, 0.03263685, 1.0]], ['2, k, 13', [-0.06530437, -0.3682895, 1.0]], ['2, k, 14', [-0.05985983, -0.6942843, 1.0]], ['2, k, 15', [-0.09139866, -0.7466031, 1.0]], ['2, k, 16', [0.1095366, 0.03597714, 1.0]], ['2, k, 17', [0.1543473, -0.4262311, 1.0]], ['2, k, 18', [0.2370306, -0.7150593, 1.0]], ['2, k, 19', [0.2134427, -0.7512172, 1.0]], ['2, k, 20', [0.01658766, 0.563709, 1.0]], ['2, k, 21', [-0.1957728, -0.006545305, 1.0]], ['2, k, 22', [-0.2047145, 0.048538, 1.0]], ['2, k, 23', [0.8163956, 0.6627233, 1.0]], ['2, k, 24', [0.7834308, 0.6596736, 1.0]]]
[['2, k, 0', [0.03984306, 0.03527291, 1.0]], ['2, k, 1', [0.02628282, 0.3424169, 1.0]], ['2, k, 2', [0.01235994, 0.6360179, 1.0]], ['2, k, 3', [-0.003040933, 0.752412, 1.0]], ['2, k, 4', [-0.1359345, 0.5216986, 1.0]], ['2, k, 5', [-0.1790198, 0.2750978, 1.0]], ['2, k, 6', [-0.1715435, 0.06421272, 1.0]], ['2, k, 7', [-0.1813437, 0.02717628, 1.0]], ['2, k, 8', [0.1913489, 0.5960093, 1.0]], ['2, k, 9', [0.42496, 0.6521363, 1.0]], ['2, k, 10', [0.7042596, 0.7208948, 1.0]], ['2, k, 11', [0.7562107, 0.7242107, 1.0]], ['2, k, 12', [-0.0310354, 0.03452111, 1.0]], ['2, k, 13', [-0.06621344, -0.3687937, 1.0]], ['2, k, 14', [-0.0600697, -0.6942288, 1.0]], ['2, k, 15', [-0.09125097, -0.7462707, 1.0]], ['2, k, 16', [0.1088635, 0.03455004, 1.0]], ['2, k, 17', [0.1535493, -0.4267891, 1.0]], ['2, k, 18', [0.23765, -0.7158089, 1.0]], ['2, k, 19', [0.2146731, -0.7529639, 1.0]], ['2, k, 20', [0.015871, 0.5645674, 1.0]], ['2, k, 21', [-0.1960805, -0.001719018, 1.0]], ['2, k, 22', [-0.1972504, 0.04137568, 1.0]], ['2, k, 23', [0.8518559, 0.7296552, 1.0]], ['2, k, 24', [0.7967917, 0.7175602, 1.0]]]
[['2, k, 0', [0.04012741, 0.03615516, 1.0]], ['2, k, 1', [0.02588739, 0.3431112, 1.0]], ['2, k, 2', [0.01144828, 0.6365997, 1.0]], ['2, k, 3', [-0.004221892, 0.7532144, 1.0]], ['2, k, 4', [-0.1362697, 0.5224668, 1.0]], ['2, k, 5', [-0.1793183, 0.2754121, 1.0]], ['2, k, 6', [-0.1719587, 0.06400492, 1.0]], ['2, k, 7', [-0.1813602, 0.02772567, 1.0]], ['2, k, 8', [0.1913471, 0.6016889, 1.0]], ['2, k, 9', [0.4244333, 0.6752704, 1.0]], ['2, k, 10', [0.6298419, 0.7508703, 1.0]], ['2, k, 11', [0.7115301, 0.7656055, 1.0]], ['2, k, 12', [-0.0305197, 0.03671531, 1.0]], ['2, k, 13', [-0.06668115, -0.3686267, 1.0]], ['2, k, 14', [-0.06004559, -0.6939888, 1.0]], ['2, k, 15', [-0.09110864, -0.7459822, 1.0]], ['2, k, 16', [0.109037, 0.03431677, 1.0]], ['2, k, 17', [0.1529691, -0.4265377, 1.0]], ['2, k, 18', [0.2386055, -0.7155626, 1.0]], ['2, k, 19', [0.2124402, -0.7527585, 1.0]], ['2, k, 20', [0.01507767, 0.5651679, 1.0]], ['2, k, 21', [-0.1998577, -0.004095603, 1.0]], ['2, k, 22', [-0.197781, 0.04495008, 1.0]], ['2, k, 23', [0.7985922, 0.7650891, 1.0]], ['2, k, 24', [0.7426349, 0.7660554, 1.0]]]
[['2, k, 0', [0.04050605, 0.03741547, 1.0]], ['2, k, 1', [0.02545273, 0.3443523, 1.0]], ['2, k, 2', [0.01022947, 0.6378862, 1.0]], ['2, k, 3', [-0.005206465, 0.7545645, 1.0]], ['2, k, 4', [-0.1366768, 0.5228993, 1.0]], ['2, k, 5', [-0.1792666, 0.2750923, 1.0]], ['2, k, 6', [-0.1720272, 0.0604451, 1.0]], ['2, k, 7', [-0.1809317, 0.02735115, 1.0]], ['2, k, 8', [0.192635, 0.6159003, 1.0]], ['2, k, 9', [0.4079789, 0.7314283, 1.0]], ['2, k, 10', [0.6720911, 0.8454006, 1.0]], ['2, k, 11', [0.7185492, 0.8537245, 1.0]], ['2, k, 12', [-0.02991457, 0.03910004, 1.0]], ['2, k, 13', [-0.06743888, -0.3694533, 1.0]], ['2, k, 14', [-0.06032316, -0.6956967, 1.0]], ['2, k, 15', [-0.09209453, -0.7469065, 1.0]], ['2, k, 16', [0.1092666, 0.03462834, 1.0]], ['2, k, 17', [0.1513916, -0.4258516, 1.0]], ['2, k, 18', [0.238713, -0.7163914, 1.0]], ['2, k, 19', [0.2118531, -0.7527124, 1.0]], ['2, k, 20', [0.01405275, 0.5664341, 1.0]], ['2, k, 21', [-0.1963304, -0.005305978, 1.0]], ['2, k, 22', [-0.2060925, 0.0446254, 1.0]], ['2, k, 23', [0.8117343, 0.8753815, 1.0]], ['2, k, 24', [0.7523527, 0.8561899, 1.0]]]
[['2, k, 0', [0.04102687, 0.03943196, 1.0]], ['2, k, 1', [0.02478164, 0.3454921, 1.0]], ['2, k, 2', [0.008176411, 0.6384202, 1.0]], ['2, k, 3', [-0.006128302, 0.7558522, 1.0]], ['2, k, 4', [-0.1369355, 0.5236055, 1.0]], ['2, k, 5', [-0.1791952, 0.2759055, 1.0]], ['2, k, 6', [-0.1722824, 0.06185207, 1.0]], ['2, k, 7', [-0.1806817, 0.02727869, 1.0]], ['2, k, 8', [0.1926554, 0.6223756, 1.0]], ['2, k, 9', [0.3859481, 0.7409939, 1.0]], ['2, k, 10', [0.6084713, 0.8581323, 1.0]], ['2, k, 11', [0.6821761, 0.8915954, 1.0]], ['2, k, 12', [-0.02894347, 0.04250153, 1.0]], ['2, k, 13', [-0.06795111, -0.3674231, 1.0]], ['2, k, 14', [-0.05795369, -0.6942629, 1.0]], ['2, k, 15', [-0.09147025, -0.7464212, 1.0]], ['2, k, 16', [0.1094641, 0.03553174, 1.0]], ['2, k, 17', [0.1512118, -0.4256684, 1.0]], ['2, k, 18', [0.2390665, -0.716889, 1.0]], ['2, k, 19', [0.2104969, -0.752537, 1.0]], ['2, k, 20', [0.01239641, 0.5671304, 1.0]], ['2, k, 21', [-0.1992274, -0.006640232, 1.0]], ['2, k, 22', [-0.2063451, 0.04348221, 1.0]], ['2, k, 23', [0.7723134, 0.9208163, 1.0]], ['2, k, 24', [0.7084049, 0.8860428, 1.0]]]
[['2, k, 0', [0.04151274, 0.04080616, 1.0]], ['2, k, 1', [0.02485675, 0.3468802, 1.0]], ['2, k, 2', [0.007936364, 0.6397276, 1.0]], ['2, k, 3', [-0.007198722, 0.757585, 1.0]], ['2, k, 4', [-0.1374646, 0.5237427, 1.0]], ['2, k, 5', [-0.1789963, 0.2765828, 1.0]], ['2, k, 6', [-0.1724059, 0.06210544, 1.0]], ['2, k, 7', [-0.1812855, 0.02742337, 1.0]], ['2, k, 8', [0.1918229, 0.6245626, 1.0]], ['2, k, 9', [0.3747137, 0.7486356, 1.0]], ['2, k, 10', [0.6232374, 0.8891954, 1.0]], ['2, k, 11', [0.6748118, 0.9300276, 1.0]], ['2, k, 12', [-0.02839469, 0.04411313, 1.0]], ['2, k, 13', [-0.06905586, -0.3642588, 1.0]], ['2, k, 14', [-0.05620169, -0.6939437, 1.0]], ['2, k, 15', [-0.09148006, -0.7464055, 1.0]], ['2, k, 16', [0.1098372, 0.0364616, 1.0]], ['2, k, 17', [0.1507933, -0.4247278, 1.0]], ['2, k, 18', [0.2391003, -0.7169424, 1.0]], ['2, k, 19', [0.2104885, -0.7524462, 1.0]], ['2, k, 20', [0.01221342, 0.5684554, 1.0]], ['2, k, 21', [-0.1610348, -0.03554914, 1.0]], ['2, k, 22', [-0.2108297, 0.01593881, 1.0]], ['2, k, 23', [0.7729248, 0.9746041, 1.0]], ['2, k, 24', [0.6957446, 0.926319, 1.0]]]
[['2, k, 0', [0.04216678, 0.04229409, 1.0]], ['2, k, 1', [0.0247388, 0.3477001, 1.0]], ['2, k, 2', [0.007093607, 0.6400846, 1.0]], ['2, k, 3', [-0.008004136, 0.758556, 1.0]], ['2, k, 4', [-0.1376198, 0.5244465, 1.0]], ['2, k, 5', [-0.1789039, 0.2767296, 1.0]], ['2, k, 6', [-0.1725724, 0.06321368, 1.0]], ['2, k, 7', [-0.1811103, 0.02731872, 1.0]], ['2, k, 8', [0.1907612, 0.6278084, 1.0]], ['2, k, 9', [0.3592502, 0.7677691, 1.0]], ['2, k, 10', [0.5787702, 0.9170445, 1.0]], ['2, k, 11', [0.6226888, 0.9513869, 1.0]], ['2, k, 12', [-0.02759239, 0.0457064, 1.0]], ['2, k, 13', [-0.06881374, -0.3641531, 1.0]], ['2, k, 14', [-0.05589692, -0.6943029, 1.0]], ['2, k, 15', [-0.09065168, -0.7464997, 1.0]], ['2, k, 16', [0.1102947, 0.03764088, 1.0]], ['2, k, 17', [0.1507297, -0.4245739, 1.0]], ['2, k, 18', [0.2391751, -0.7170151, 1.0]], ['2, k, 19', [0.2103457, -0.752365, 1.0]], ['2, k, 20', [0.01156534, 0.5689347, 1.0]], ['2, k, 21', [-0.1956099, -0.009286359, 1.0]], ['2, k, 22', [-0.2045549, 0.04452268, 1.0]], ['2, k, 23', [0.6915631, 0.9784098, 1.0]], ['2, k, 24', [0.6503362, 0.94102, 1.0]]]
[['2, k, 0', [0.04308793, 0.0436406, 1.0]], ['2, k, 1', [0.02438428, 0.3486024, 1.0]], ['2, k, 2', [0.005001018, 0.6405991, 1.0]], ['2, k, 3', [-0.008643436, 0.7598086, 1.0]], ['2, k, 4', [-0.1376549, 0.5245712, 1.0]], ['2, k, 5', [-0.1787287, 0.2774466, 1.0]], ['2, k, 6', [-0.1727709, 0.06580821, 1.0]], ['2, k, 7', [-0.1805181, 0.02728563, 1.0]], ['2, k, 8', [0.1878856, 0.6311306, 1.0]], ['2, k, 9', [0.356193, 0.7965264, 1.0]], ['2, k, 10', [0.571884, 0.9538853, 1.0]], ['2, k, 11', [0.6073995, 0.9802553, 1.0]], ['2, k, 12', [-0.02651817, 0.04702057, 1.0]], ['2, k, 13', [-0.06860525, -0.3638591, 1.0]], ['2, k, 14', [-0.05476495, -0.6943771, 1.0]], ['2, k, 15', [-0.09107873, -0.746416, 1.0]], ['2, k, 16', [0.1110011, 0.03886164, 1.0]], ['2, k, 17', [0.1509558, -0.4242669, 1.0]], ['2, k, 18', [0.2392233, -0.7171392, 1.0]], ['2, k, 19', [0.208389, -0.7519562, 1.0]], ['2, k, 20', [0.009973617, 0.5695692, 1.0]], ['2, k, 21', [-0.1997837, -0.006266508, 1.0]], ['2, k, 22', [-0.2003144, 0.03727481, 1.0]], ['2, k, 23', [0.6849329, 1.021254, 1.0]], ['2, k, 24', [0.6379759, 0.9771562, 1.0]]]
[['2, k, 0', [0.04397869, 0.04496515, 1.0]], ['2, k, 1', [0.02472105, 0.3498356, 1.0]], ['2, k, 2', [0.005019402, 0.6418153, 1.0]], ['2, k, 3', [-0.009218238, 0.7603298, 1.0]], ['2, k, 4', [-0.1379105, 0.5247536, 1.0]], ['2, k, 5', [-0.1786245, 0.2779434, 1.0]], ['2, k, 6', [-0.1732477, 0.06786498, 1.0]], ['2, k, 7', [-0.1805709, 0.0280812, 1.0]], ['2, k, 8', [0.1849363, 0.6346541, 1.0]], ['2, k, 9', [0.3473705, 0.8066884, 1.0]], ['2, k, 10', [0.5073881, 0.9443341, 1.0]], ['2, k, 11', [0.5477386, 0.9820012, 1.0]], ['2, k, 12', [-0.02575868, 0.04842556, 1.0]], ['2, k, 13', [-0.06858925, -0.3631752, 1.0]], ['2, k, 14', [-0.05486174, -0.6945947, 1.0]], ['2, k, 15', [-0.09114167, -0.7464617, 1.0]], ['2, k, 16', [0.1120039, 0.04003622, 1.0]], ['2, k, 17', [0.1511477, -0.4229907, 1.0]], ['2, k, 18', [0.2437026, -0.7211431, 1.0]], ['2, k, 19', [0.2038708, -0.7497387, 1.0]], ['2, k, 20', [0.01004161, 0.5707747, 1.0]], ['2, k, 21', [-0.1961453, -0.001465712, 1.0]], ['2, k, 22', [-0.2065804, 0.042524, 1.0]], ['2, k, 23', [0.6251701, 1.024463, 1.0]], ['2, k, 24', [0.5967158, 0.994633, 1.0]]]
[['2, k, 0', [0.04498206, 0.04681118, 1.0]], ['2, k, 1', [0.0246582, 0.3511352, 1.0]], ['2, k, 2', [0.003989038, 0.6427625, 1.0]], ['2, k, 3', [-0.009752413, 0.7607222, 1.0]], ['2, k, 4', [-0.1381022, 0.52483, 1.0]], ['2, k, 5', [-0.178724, 0.2789179, 1.0]], ['2, k, 6', [-0.1734808, 0.06679409, 1.0]], ['2, k, 7', [-0.1803622, 0.02695235, 1.0]], ['2, k, 8', [0.1809466, 0.643091, 1.0]], ['2, k, 9', [0.3373596, 0.8265483, 1.0]], ['2, k, 10', [0.5011674, 0.9675398, 1.0]], ['2, k, 11', [0.5209306, 1.000164, 1.0]], ['2, k, 12', [-0.02422858, 0.050659, 1.0]], ['2, k, 13', [-0.06843821, -0.362317, 1.0]], ['2, k, 14', [-0.05436667, -0.6945472, 1.0]], ['2, k, 15', [-0.09121303, -0.7465267, 1.0]], ['2, k, 16', [0.1125913, 0.04156454, 1.0]], ['2, k, 17', [0.151218, -0.4229933, 1.0]], ['2, k, 18', [0.2425631, -0.7190713, 1.0]], ['2, k, 19', [0.205788, -0.7502893, 1.0]], ['2, k, 20', [0.009252146, 0.5718077, 1.0]], ['2, k, 21', [-0.1968918, -0.007493281, 1.0]], ['2, k, 22', [-0.196976, 0.03599688, 1.0]], ['2, k, 23', [0.5638366, 1.0409, 1.0]], ['2, k, 24', [0.5305, 0.9894482, 1.0]]]
