[['2, k, 0', [0.00168018, -0.41605, 1.0]], ['2, k, 1', [-0.00683684, -0.115051, 1.0]], ['2, k, 2', [-0.0151593, 0.180513, 1.0]], ['2, k, 3', [0.00979424, 0.331502, 1.0]], ['2, k, 4', [-0.167775, 0.0946215, 1.0]], ['2, k, 5', [-0.250431, -0.158849, 1.0]], ['2, k, 6', [-0.333758, -0.392787, 1.0]], ['2, k, 7', [-0.35152, -0.443047, 1.0]], ['2, k, 8', [0.15722, 0.0822704, 1.0]], ['2, k, 9', [0.247591, -0.161193, 1.0]], ['2, k, 10', [0.333771, -0.384439, 1.0]], ['2, k, 11', [0.34179, -0.444839, 1.0]], ['2, k, 12', [-0.0722478, -0.408711, 1.0]], ['2, k, 13', [-0.111811, -0.856371, 1.0]], ['2, k, 14', [-0.124337, -1.22106, 1.0]], ['2, k, 15', [-0.0668204, -1.27016, 1.0]], ['2, k, 16', [0.0755637, -0.414283, 1.0]], ['2, k, 17', [0.107907, -0.85138, 1.0]], ['2, k, 18', [0.144618, -1.20231, 1.0]], ['2, k, 19', [0.159123, -1.25886, 1.0]], ['2, k, 20', [-0.013107, 0.107359, 1.0]], ['2, k, 21', [-0.380978, -0.481755, 1.0]], ['2, k, 22', [-0.281852, -0.461552, 1.0]], ['2, k, 23', [0.384911, -0.487725, 1.0]], ['2, k, 24', [0.374831, -0.410559, 1.0]]]
[['2, k, 0', [-0.00068292, -0.392942, 1.0]], ['2, k, 1', [-0.00506889, -0.10203, 1.0]], ['2, k, 2', [-0.00859229, 0.186934, 1.0]], ['2, k, 3', [-0.0075475, 0.333865, 1.0]], ['2, k, 4', [-0.149218, 0.106611, 1.0]], ['2, k, 5', [-0.256334, 0.0613854, 1.0]], ['2, k, 6', [-0.339916, -0.0157297, 1.0]], ['2, k, 7', [-0.363547, -0.0177046, 1.0]], ['2, k, 8', [0.13315, 0.098034, 1.0]], ['2, k, 9', [0.247024, 0.0315273, 1.0]], ['2, k, 10', [0.316288, -0.0228444, 1.0]], ['2, k, 11', [0.347284, -0.0484525, 1.0]], ['2, k, 12', [-0.0725974, -0.388104, 1.0]], ['2, k, 13', [-0.0971459, -0.799239, 1.0]], ['2, k, 14', [-0.141866, -1.10343, 1.0]], ['2, k, 15', [-0.135351, -1.14137, 1.0]], ['2, k, 16', [0.0713707, -0.389328, 1.0]], ['2, k, 17', [0.101568, -0.746826, 1.0]], ['2, k, 18', [0.13458, -1.10847, 1.0]], ['2, k, 19', [0.138426, -1.1464, 1.0]], ['2, k, 20', [-0.00778962, 0.115259, 1.0]], ['2, k, 21', [-0.370414, -0.0398084, 1.0]], ['2, k, 22', [-0.317608, -0.0345587, 1.0]], ['2, k, 23', [0.36619, -0.0722388, 1.0]], ['2, k, 24', [0.236577, -0.0530253, 1.0]]]
[['2, k, 0', [-0.000184794, -0.392433, 1.0]], ['2, k, 1', [-0.00465729, -0.100659, 1.0]], ['2, k, 2', [-0.00860113, 0.188293, 1.0]], ['2, k, 3', [-0.00670227, 0.333996, 1.0]], ['2, k, 4', [-0.150015, 0.107638, 1.0]], ['2, k, 5', [-0.252062, 0.0644025, 1.0]], ['2, k, 6', [-0.33963, -0.0143626, 1.0]], ['2, k, 7', [-0.358785, 0.050832, 1.0]], ['2, k, 8', [0.134978, 0.0963941, 1.0]], ['2, k, 9', [0.225565, 0.076271, 1.0]], ['2, k, 10', [0.312277, 0.049272, 1.0]], ['2, k, 11', [0.34585, 0.0205902, 1.0]], ['2, k, 12', [-0.0702843, -0.387395, 1.0]], ['2, k, 13', [-0.105165, -0.796793, 1.0]], ['2, k, 14', [-0.132386, -1.08724, 1.0]], ['2, k, 15', [-0.100571, -1.17563, 1.0]], ['2, k, 16', [0.0720973, -0.385998, 1.0]], ['2, k, 17', [0.101928, -0.758153, 1.0]], ['2, k, 18', [0.134365, -1.10689, 1.0]], ['2, k, 19', [0.137428, -1.14482, 1.0]], ['2, k, 20', [-0.00767858, 0.116682, 1.0]], ['2, k, 21', [-0.375428, 0.0335867, 1.0]], ['2, k, 22', [-0.322202, 0.0370669, 1.0]], ['2, k, 23', [0.365127, -0.000885619, 1.0]], ['2, k, 24', [0.2712, 0.0183739, 1.0]]]
[['2, k, 0', [-0.003438, -0.396371, 1.0]], ['2, k, 1', [-0.00679414, -0.10207, 1.0]], ['2, k, 2', [-0.0102364, 0.187853, 1.0]], ['2, k, 3', [-0.0121965, 0.295452, 1.0]], ['2, k, 4', [-0.139033, 0.177109, 1.0]], ['2, k, 5', [-0.231732, 0.134184, 1.0]], ['2, k, 6', [-0.311621, 0.0774745, 1.0]], ['2, k, 7', [-0.362666, 0.115094, 1.0]], ['2, k, 8', [0.128073, 0.0986255, 1.0]], ['2, k, 9', [0.115464, -0.0675647, 1.0]], ['2, k, 10', [0.29084, 0.0577527, 1.0]], ['2, k, 11', [0.357879, 0.0839317, 1.0]], ['2, k, 12', [-0.0732547, -0.39079, 1.0]], ['2, k, 13', [-0.105304, -0.802945, 1.0]], ['2, k, 14', [-0.136425, -1.13202, 1.0]], ['2, k, 15', [-0.143177, -1.16986, 1.0]], ['2, k, 16', [0.063842, -0.396531, 1.0]], ['2, k, 17', [0.100811, -0.759474, 1.0]], ['2, k, 18', [0.133367, -1.10456, 1.0]], ['2, k, 19', [0.124014, -1.14267, 1.0]], ['2, k, 20', [-0.0094099, 0.116053, 1.0]], ['2, k, 21', [-0.382734, 0.0987392, 1.0]], ['2, k, 22', [-0.335933, 0.0903417, 1.0]], ['2, k, 23', [0.403326, 0.0738956, 1.0]], ['2, k, 24', [0.326509, 0.0745019, 1.0]]]
[['2, k, 0', [-0.0026144, -0.400035, 1.0]], ['2, k, 1', [-0.00269807, -0.114371, 1.0]], ['2, k, 2', [-0.000192487, 0.160687, 1.0]], ['2, k, 3', [-0.00444274, 0.313552, 1.0]], ['2, k, 4', [-0.135847, 0.0915571, 1.0]], ['2, k, 5', [-0.264282, 0.123678, 1.0]], ['2, k, 6', [-0.335634, 0.13417, 1.0]], ['2, k, 7', [-0.364867, 0.174689, 1.0]], ['2, k, 8', [0.126768, 0.0964764, 1.0]], ['2, k, 9', [0.143718, -0.0574148, 1.0]], ['2, k, 10', [0.30891, 0.119503, 1.0]], ['2, k, 11', [0.367256, 0.14944, 1.0]], ['2, k, 12', [-0.0736197, -0.396146, 1.0]], ['2, k, 13', [-0.10363, -0.807543, 1.0]], ['2, k, 14', [-0.136762, -1.13247, 1.0]], ['2, k, 15', [-0.127902, -1.17011, 1.0]], ['2, k, 16', [0.0663285, -0.398394, 1.0]], ['2, k, 17', [0.100071, -0.758921, 1.0]], ['2, k, 18', [0.130816, -1.10943, 1.0]], ['2, k, 19', [0.137097, -1.14731, 1.0]], ['2, k, 20', [-0.00107636, 0.093156, 1.0]], ['2, k, 21', [-0.39684, 0.160293, 1.0]], ['2, k, 22', [-0.286993, 0.175585, 1.0]], ['2, k, 23', [0.43853, 0.137149, 1.0]], ['2, k, 24', [0.367695, 0.127531, 1.0]]]
[['2, k, 0', [-0.00149767, -0.397896, 1.0]], ['2, k, 1', [-0.00250968, -0.111921, 1.0]], ['2, k, 2', [-0.00233528, 0.167742, 1.0]], ['2, k, 3', [-0.00360172, 0.31954, 1.0]], ['2, k, 4', [-0.136036, 0.0984307, 1.0]], ['2, k, 5', [-0.259556, 0.12904, 1.0]], ['2, k, 6', [-0.333818, 0.191527, 1.0]], ['2, k, 7', [-0.358762, 0.233392, 1.0]], ['2, k, 8', [0.126559, 0.108242, 1.0]], ['2, k, 9', [0.238956, 0.141274, 1.0]], ['2, k, 10', [0.30846, 0.181689, 1.0]], ['2, k, 11', [0.358181, 0.211983, 1.0]], ['2, k, 12', [-0.0728344, -0.394009, 1.0]], ['2, k, 13', [-0.107968, -0.747916, 1.0]], ['2, k, 14', [-0.137086, -1.13213, 1.0]], ['2, k, 15', [-0.1284, -1.16977, 1.0]], ['2, k, 16', [0.0697585, -0.393537, 1.0]], ['2, k, 17', [0.0999821, -0.7523, 1.0]], ['2, k, 18', [0.126742, -1.10005, 1.0]], ['2, k, 19', [0.132884, -1.13801, 1.0]], ['2, k, 20', [-0.00229435, 0.0983868, 1.0]], ['2, k, 21', [-0.423966, 0.241701, 1.0]], ['2, k, 22', [-0.270927, 0.240033, 1.0]], ['2, k, 23', [0.400979, 0.196129, 1.0]], ['2, k, 24', [0.300052, 0.217989, 1.0]]]
[['2, k, 0', [-0.000930895, -0.398931, 1.0]], ['2, k, 1', [-0.00224466, -0.112074, 1.0]], ['2, k, 2', [-0.00272813, 0.169226, 1.0]], ['2, k, 3', [-0.00430419, 0.319728, 1.0]], ['2, k, 4', [-0.135642, 0.0984152, 1.0]], ['2, k, 5', [-0.258481, 0.165859, 1.0]], ['2, k, 6', [-0.342839, 0.244211, 1.0]], ['2, k, 7', [-0.363697, 0.292388, 1.0]], ['2, k, 8', [0.125743, 0.111809, 1.0]], ['2, k, 9', [0.238349, 0.143336, 1.0]], ['2, k, 10', [0.310498, 0.188249, 1.0]], ['2, k, 11', [0.354462, 0.271988, 1.0]], ['2, k, 12', [-0.0730623, -0.394914, 1.0]], ['2, k, 13', [-0.111345, -0.8078, 1.0]], ['2, k, 14', [-0.132662, -1.09893, 1.0]], ['2, k, 15', [-0.12404, -1.137, 1.0]], ['2, k, 16', [0.0718881, -0.394812, 1.0]], ['2, k, 17', [0.0994621, -0.753628, 1.0]], ['2, k, 18', [0.127429, -1.10156, 1.0]], ['2, k, 19', [0.133536, -1.13967, 1.0]], ['2, k, 20', [-0.00248718, 0.0993526, 1.0]], ['2, k, 21', [-0.422703, 0.29964, 1.0]], ['2, k, 22', [-0.292551, 0.29715, 1.0]], ['2, k, 23', [0.39336, 0.259607, 1.0]], ['2, k, 24', [0.27892, 0.265438, 1.0]]]
[['2, k, 0', [-8.31582e-05, -0.397212, 1.0]], ['2, k, 1', [-0.00162833, -0.108863, 1.0]], ['2, k, 2', [-0.00275163, 0.175018, 1.0]], ['2, k, 3', [-0.00377399, 0.323507, 1.0]], ['2, k, 4', [-0.135566, 0.098529, 1.0]], ['2, k, 5', [-0.261116, 0.178751, 1.0]], ['2, k, 6', [-0.340173, 0.285358, 1.0]], ['2, k, 7', [-0.363648, 0.343453, 1.0]], ['2, k, 8', [0.126334, 0.114202, 1.0]], ['2, k, 9', [0.252752, 0.187461, 1.0]], ['2, k, 10', [0.324821, 0.275106, 1.0]], ['2, k, 11', [0.348197, 0.330674, 1.0]], ['2, k, 12', [-0.0724305, -0.393713, 1.0]], ['2, k, 13', [-0.112179, -0.738046, 1.0]], ['2, k, 14', [-0.138567, -1.12765, 1.0]], ['2, k, 15', [-0.108168, -1.19697, 1.0]], ['2, k, 16', [0.0727904, -0.392424, 1.0]], ['2, k, 17', [0.0971223, -0.753335, 1.0]], ['2, k, 18', [0.127879, -1.09954, 1.0]], ['2, k, 19', [0.134022, -1.13771, 1.0]], ['2, k, 20', [-0.00235142, 0.104546, 1.0]], ['2, k, 21', [-0.415457, 0.36004, 1.0]], ['2, k, 22', [-0.279171, 0.349372, 1.0]], ['2, k, 23', [0.371847, 0.32657, 1.0]], ['2, k, 24', [0.275545, 0.342029, 1.0]]]
[['2, k, 0', [0.000181955, -0.396119, 1.0]], ['2, k, 1', [-0.00173218, -0.106282, 1.0]], ['2, k, 2', [-0.00360162, 0.179669, 1.0]], ['2, k, 3', [-0.00449958, 0.326623, 1.0]], ['2, k, 4', [-0.135552, 0.0985954, 1.0]], ['2, k, 5', [-0.268091, 0.207394, 1.0]], ['2, k, 6', [-0.342618, 0.340895, 1.0]], ['2, k, 7', [-0.367294, 0.392488, 1.0]], ['2, k, 8', [0.126396, 0.114863, 1.0]], ['2, k, 9', [0.248278, 0.194667, 1.0]], ['2, k, 10', [0.318385, 0.308336, 1.0]], ['2, k, 11', [0.346859, 0.381678, 1.0]], ['2, k, 12', [-0.0722339, -0.392722, 1.0]], ['2, k, 13', [-0.109476, -0.75158, 1.0]], ['2, k, 14', [-0.13906, -1.13296, 1.0]], ['2, k, 15', [-0.0652966, -1.18771, 1.0]], ['2, k, 16', [0.073021, -0.39124, 1.0]], ['2, k, 17', [0.0977788, -0.753089, 1.0]], ['2, k, 18', [0.12861, -1.08832, 1.0]], ['2, k, 19', [0.134745, -1.12657, 1.0]], ['2, k, 20', [-0.00302495, 0.108719, 1.0]], ['2, k, 21', [-0.417314, 0.412392, 1.0]], ['2, k, 22', [-0.288953, 0.403649, 1.0]], ['2, k, 23', [0.410878, 0.381618, 1.0]], ['2, k, 24', [0.281801, 0.394873, 1.0]]]
[['2, k, 0', [0.000249808, -0.395433, 1.0]], ['2, k, 1', [-0.00206408, -0.105807, 1.0]], ['2, k, 2', [-0.00431361, 0.18003, 1.0]], ['2, k, 3', [-0.0048777, 0.326677, 1.0]], ['2, k, 4', [-0.135745, 0.0990049, 1.0]], ['2, k, 5', [-0.264794, 0.224799, 1.0]], ['2, k, 6', [-0.339733, 0.380551, 1.0]], ['2, k, 7', [-0.369889, 0.434809, 1.0]], ['2, k, 8', [0.126439, 0.115224, 1.0]], ['2, k, 9', [0.264725, 0.22377, 1.0]], ['2, k, 10', [0.336222, 0.382003, 1.0]], ['2, k, 11', [0.350954, 0.426117, 1.0]], ['2, k, 12', [-0.0725969, -0.391817, 1.0]], ['2, k, 13', [-0.113265, -0.761529, 1.0]], ['2, k, 14', [-0.138542, -1.13092, 1.0]], ['2, k, 15', [-0.129933, -1.16875, 1.0]], ['2, k, 16', [0.0733106, -0.390764, 1.0]], ['2, k, 17', [0.095621, -0.757219, 1.0]], ['2, k, 18', [0.129714, -1.0949, 1.0]], ['2, k, 19', [0.0960414, -1.18146, 1.0]], ['2, k, 20', [-0.00361895, 0.109105, 1.0]], ['2, k, 21', [-0.413298, 0.462142, 1.0]], ['2, k, 22', [-0.294043, 0.449561, 1.0]], ['2, k, 23', [0.382894, 0.45972, 1.0]], ['2, k, 24', [0.298554, 0.448415, 1.0]]]
[['2, k, 0', [0.00307988, -0.385998, 1.0]], ['2, k, 1', [-0.00160091, -0.100328, 1.0]], ['2, k, 2', [-0.00508135, 0.182228, 1.0]], ['2, k, 3', [-0.00533848, 0.328721, 1.0]], ['2, k, 4', [-0.136279, 0.103913, 1.0]], ['2, k, 5', [-0.270422, 0.246456, 1.0]], ['2, k, 6', [-0.356014, 0.438532, 1.0]], ['2, k, 7', [-0.373349, 0.472605, 1.0]], ['2, k, 8', [0.125598, 0.170813, 1.0]], ['2, k, 9', [0.265389, 0.235883, 1.0]], ['2, k, 10', [0.323003, 0.399121, 1.0]], ['2, k, 11', [0.343909, 0.472967, 1.0]], ['2, k, 12', [-0.0688706, -0.38153, 1.0]], ['2, k, 13', [-0.111788, -0.762606, 1.0]], ['2, k, 14', [-0.139116, -1.12965, 1.0]], ['2, k, 15', [-0.100952, -1.19434, 1.0]], ['2, k, 16', [0.0751476, -0.382141, 1.0]], ['2, k, 17', [0.0985388, -0.739507, 1.0]], ['2, k, 18', [0.127673, -1.11193, 1.0]], ['2, k, 19', [0.132342, -1.14983, 1.0]], ['2, k, 20', [-0.00422239, 0.112017, 1.0]], ['2, k, 21', [-0.413553, 0.503721, 1.0]], ['2, k, 22', [-0.295924, 0.486165, 1.0]], ['2, k, 23', [0.378134, 0.509151, 1.0]], ['2, k, 24', [0.237786, 0.492284, 1.0]]]
[['2, k, 0', [0.000803978, -0.3815, 1.0]], ['2, k, 1', [-0.00324848, -0.0968352, 1.0]], ['2, k, 2', [-0.00631237, 0.184065, 1.0]], ['2, k, 3', [-0.00489922, 0.330933, 1.0]], ['2, k, 4', [-0.137217, 0.113186, 1.0]], ['2, k, 5', [-0.263289, 0.256992, 1.0]], ['2, k, 6', [-0.353419, 0.451955, 1.0]], ['2, k, 7', [-0.372748, 0.507299, 1.0]], ['2, k, 8', [0.121608, 0.133358, 1.0]], ['2, k, 9', [0.271507, 0.26104, 1.0]], ['2, k, 10', [0.325923, 0.457232, 1.0]], ['2, k, 11', [0.333926, 0.519188, 1.0]], ['2, k, 12', [-0.0716106, -0.376895, 1.0]], ['2, k, 13', [-0.0943803, -0.792045, 1.0]], ['2, k, 14', [-0.138706, -1.12982, 1.0]], ['2, k, 15', [-0.135296, -1.16745, 1.0]], ['2, k, 16', [0.0728667, -0.376776, 1.0]], ['2, k, 17', [0.0976911, -0.744525, 1.0]], ['2, k, 18', [0.125401, -1.11994, 1.0]], ['2, k, 19', [0.126268, -1.15768, 1.0]], ['2, k, 20', [-0.00557721, 0.114321, 1.0]], ['2, k, 21', [-0.400739, 0.542186, 1.0]], ['2, k, 22', [-0.301594, 0.522851, 1.0]], ['2, k, 23', [0.358573, 0.555669, 1.0]], ['2, k, 24', [0.245511, 0.532454, 1.0]]]
[['2, k, 0', [9.99701e-05, -0.381906, 1.0]], ['2, k, 1', [-0.00406814, -0.0966564, 1.0]], ['2, k, 2', [-0.00752766, 0.184774, 1.0]], ['2, k, 3', [-0.00696639, 0.331202, 1.0]], ['2, k, 4', [-0.137175, 0.11298, 1.0]], ['2, k, 5', [-0.264289, 0.269795, 1.0]], ['2, k, 6', [-0.353907, 0.465454, 1.0]], ['2, k, 7', [-0.376869, 0.53369, 1.0]], ['2, k, 8', [0.118256, 0.12128, 1.0]], ['2, k, 9', [0.265726, 0.278298, 1.0]], ['2, k, 10', [0.32085, 0.471413, 1.0]], ['2, k, 11', [0.334307, 0.549295, 1.0]], ['2, k, 12', [-0.0725579, -0.376935, 1.0]], ['2, k, 13', [-0.0944018, -0.792553, 1.0]], ['2, k, 14', [-0.13873, -1.13397, 1.0]], ['2, k, 15', [-0.13615, -1.1716, 1.0]], ['2, k, 16', [0.0723514, -0.377686, 1.0]], ['2, k, 17', [0.0979933, -0.744853, 1.0]], ['2, k, 18', [0.127474, -1.11785, 1.0]], ['2, k, 19', [0.0980237, -1.19131, 1.0]], ['2, k, 20', [-0.00668717, 0.114928, 1.0]], ['2, k, 21', [-0.419203, 0.568358, 1.0]], ['2, k, 22', [-0.292649, 0.553922, 1.0]], ['2, k, 23', [0.361181, 0.587234, 1.0]], ['2, k, 24', [0.241687, 0.566703, 1.0]]]
[['2, k, 0', [-0.000401043, -0.379926, 1.0]], ['2, k, 1', [-0.00420432, -0.095081, 1.0]], ['2, k, 2', [-0.00747546, 0.185643, 1.0]], ['2, k, 3', [-0.00648073, 0.33187, 1.0]], ['2, k, 4', [-0.138268, 0.120183, 1.0]], ['2, k, 5', [-0.271512, 0.273911, 1.0]], ['2, k, 6', [-0.352396, 0.482821, 1.0]], ['2, k, 7', [-0.37679, 0.547967, 1.0]], ['2, k, 8', [0.112873, 0.115905, 1.0]], ['2, k, 9', [0.261252, 0.285863, 1.0]], ['2, k, 10', [0.327686, 0.51135, 1.0]], ['2, k, 11', [0.336673, 0.579185, 1.0]], ['2, k, 12', [-0.0725746, -0.37362, 1.0]], ['2, k, 13', [-0.110198, -0.741503, 1.0]], ['2, k, 14', [-0.137519, -1.13022, 1.0]], ['2, k, 15', [-0.137945, -1.16795, 1.0]], ['2, k, 16', [0.0714779, -0.376624, 1.0]], ['2, k, 17', [0.0986593, -0.744217, 1.0]], ['2, k, 18', [0.128001, -1.11558, 1.0]], ['2, k, 19', [0.096605, -1.19134, 1.0]], ['2, k, 20', [-0.00667192, 0.116, 1.0]], ['2, k, 21', [-0.39885, 0.596838, 1.0]], ['2, k, 22', [-0.282771, 0.576007, 1.0]], ['2, k, 23', [0.393538, 0.621605, 1.0]], ['2, k, 24', [0.251021, 0.596846, 1.0]]]
[['2, k, 0', [-0.000517444, -0.38147, 1.0]], ['2, k, 1', [-0.00416684, -0.0957823, 1.0]], ['2, k, 2', [-0.00734684, 0.185559, 1.0]], ['2, k, 3', [-0.00651088, 0.332718, 1.0]], ['2, k, 4', [-0.138293, 0.118164, 1.0]], ['2, k, 5', [-0.271086, 0.277035, 1.0]], ['2, k, 6', [-0.354984, 0.49451, 1.0]], ['2, k, 7', [-0.379799, 0.560586, 1.0]], ['2, k, 8', [0.112446, 0.113966, 1.0]], ['2, k, 9', [0.262881, 0.290607, 1.0]], ['2, k, 10', [0.330729, 0.521674, 1.0]], ['2, k, 11', [0.338709, 0.602879, 1.0]], ['2, k, 12', [-0.0729001, -0.37614, 1.0]], ['2, k, 13', [-0.109924, -0.741382, 1.0]], ['2, k, 14', [-0.135919, -1.11554, 1.0]], ['2, k, 15', [-0.136878, -1.15354, 1.0]], ['2, k, 16', [0.0715391, -0.377711, 1.0]], ['2, k, 17', [0.0984515, -0.745765, 1.0]], ['2, k, 18', [0.128259, -1.11514, 1.0]], ['2, k, 19', [0.0925228, -1.19351, 1.0]], ['2, k, 20', [-0.00656945, 0.115773, 1.0]], ['2, k, 21', [-0.416649, 0.618163, 1.0]], ['2, k, 22', [-0.334498, 0.608369, 1.0]], ['2, k, 23', [0.364293, 0.649809, 1.0]], ['2, k, 24', [0.247307, 0.619873, 1.0]]]
[['2, k, 0', [-0.000423908, -0.378158, 1.0]], ['2, k, 1', [-0.00422096, -0.0939701, 1.0]], ['2, k, 2', [-0.00754413, 0.186154, 1.0]], ['2, k, 3', [-0.00693351, 0.332371, 1.0]], ['2, k, 4', [-0.140871, 0.126677, 1.0]], ['2, k, 5', [-0.312186, 0.313863, 1.0]], ['2, k, 6', [-0.357507, 0.524893, 1.0]], ['2, k, 7', [-0.373431, 0.603234, 1.0]], ['2, k, 8', [0.117054, 0.121336, 1.0]], ['2, k, 9', [0.273088, 0.333628, 1.0]], ['2, k, 10', [0.324883, 0.544299, 1.0]], ['2, k, 11', [0.33267, 0.624599, 1.0]], ['2, k, 12', [-0.0722482, -0.371972, 1.0]], ['2, k, 13', [-0.108319, -0.741948, 1.0]], ['2, k, 14', [-0.144454, -1.12555, 1.0]], ['2, k, 15', [-0.111039, -1.1981, 1.0]], ['2, k, 16', [0.0712907, -0.375632, 1.0]], ['2, k, 17', [0.0980623, -0.745658, 1.0]], ['2, k, 18', [0.132588, -1.12737, 1.0]], ['2, k, 19', [0.0909755, -1.1945, 1.0]], ['2, k, 20', [-0.00673938, 0.116647, 1.0]], ['2, k, 21', [-0.374452, 0.655247, 1.0]], ['2, k, 22', [-0.290679, 0.624835, 1.0]], ['2, k, 23', [0.363441, 0.670223, 1.0]], ['2, k, 24', [0.243919, 0.646244, 1.0]]]
[['2, k, 0', [-0.00122065, -0.374998, 1.0]], ['2, k, 1', [-0.00457607, -0.0913431, 1.0]], ['2, k, 2', [-0.00758873, 0.187902, 1.0]], ['2, k, 3', [-0.00658066, 0.334241, 1.0]], ['2, k, 4', [-0.145266, 0.145201, 1.0]], ['2, k, 5', [-0.308349, 0.318949, 1.0]], ['2, k, 6', [-0.365538, 0.544012, 1.0]], ['2, k, 7', [-0.37707, 0.623497, 1.0]], ['2, k, 8', [0.113484, 0.11484, 1.0]], ['2, k, 9', [0.2733, 0.334692, 1.0]], ['2, k, 10', [0.330069, 0.568061, 1.0]], ['2, k, 11', [0.340223, 0.647651, 1.0]], ['2, k, 12', [-0.0722016, -0.368852, 1.0]], ['2, k, 13', [-0.108793, -0.740204, 1.0]], ['2, k, 14', [-0.149839, -1.12763, 1.0]], ['2, k, 15', [-0.109197, -1.19915, 1.0]], ['2, k, 16', [0.0692896, -0.372309, 1.0]], ['2, k, 17', [0.100326, -0.731712, 1.0]], ['2, k, 18', [0.130506, -1.11861, 1.0]], ['2, k, 19', [0.0843934, -1.19409, 1.0]], ['2, k, 20', [-0.00685366, 0.118661, 1.0]], ['2, k, 21', [-0.40152, 0.666909, 1.0]], ['2, k, 22', [-0.294135, 0.648277, 1.0]], ['2, k, 23', [0.36124, 0.690556, 1.0]], ['2, k, 24', [0.256799, 0.665622, 1.0]]]
[['2, k, 0', [-0.00160379, -0.374966, 1.0]], ['2, k, 1', [-0.00412291, -0.0907891, 1.0]], ['2, k, 2', [-0.00553537, 0.189157, 1.0]], ['2, k, 3', [-0.00649377, 0.336464, 1.0]], ['2, k, 4', [-0.144938, 0.144937, 1.0]], ['2, k, 5', [-0.310127, 0.321537, 1.0]], ['2, k, 6', [-0.363046, 0.559642, 1.0]], ['2, k, 7', [-0.377582, 0.636453, 1.0]], ['2, k, 8', [0.112438, 0.115399, 1.0]], ['2, k, 9', [0.273531, 0.341009, 1.0]], ['2, k, 10', [0.328489, 0.569989, 1.0]], ['2, k, 11', [0.338819, 0.659483, 1.0]], ['2, k, 12', [-0.0724428, -0.368703, 1.0]], ['2, k, 13', [-0.103385, -0.750455, 1.0]], ['2, k, 14', [-0.145632, -1.12736, 1.0]], ['2, k, 15', [-0.109066, -1.19858, 1.0]], ['2, k, 16', [0.0688991, -0.372562, 1.0]], ['2, k, 17', [0.100619, -0.728487, 1.0]], ['2, k, 18', [0.130692, -1.11761, 1.0]], ['2, k, 19', [0.121371, -1.15581, 1.0]], ['2, k, 20', [-0.00527517, 0.119755, 1.0]], ['2, k, 21', [-0.394181, 0.685687, 1.0]], ['2, k, 22', [-0.290527, 0.660549, 1.0]], ['2, k, 23', [0.376719, 0.707358, 1.0]], ['2, k, 24', [0.258914, 0.681844, 1.0]]]
[['2, k, 0', [-0.00201548, -0.374747, 1.0]], ['2, k, 1', [-0.00430802, -0.0904167, 1.0]], ['2, k, 2', [-0.00556859, 0.189512, 1.0]], ['2, k, 3', [-0.00669378, 0.335661, 1.0]], ['2, k, 4', [-0.144993, 0.144771, 1.0]], ['2, k, 5', [-0.311753, 0.334445, 1.0]], ['2, k, 6', [-0.365207, 0.601595, 1.0]], ['2, k, 7', [-0.380938, 0.660436, 1.0]], ['2, k, 8', [0.109622, 0.108069, 1.0]], ['2, k, 9', [0.268493, 0.344741, 1.0]], ['2, k, 10', [0.324143, 0.584816, 1.0]], ['2, k, 11', [0.329913, 0.666412, 1.0]], ['2, k, 12', [-0.0726453, -0.368367, 1.0]], ['2, k, 13', [-0.0902723, -0.784842, 1.0]], ['2, k, 14', [-0.140837, -1.13146, 1.0]], ['2, k, 15', [-0.149532, -1.16954, 1.0]], ['2, k, 16', [0.0680772, -0.372759, 1.0]], ['2, k, 17', [0.0964656, -0.738549, 1.0]], ['2, k, 18', [0.131622, -1.11669, 1.0]], ['2, k, 19', [0.120304, -1.15494, 1.0]], ['2, k, 20', [-0.00533517, 0.120139, 1.0]], ['2, k, 21', [-0.388064, 0.701402, 1.0]], ['2, k, 22', [-0.29439, 0.683899, 1.0]], ['2, k, 23', [0.330978, 0.706447, 1.0]], ['2, k, 24', [0.242896, 0.696084, 1.0]]]
