[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.0993215, -0.834139, 1.0]], ['2, k, 1', [-0.0961595, -0.565752, 1.0]], ['2, k, 2', [-0.0932235, -0.302369, 1.0]], ['2, k, 3', [-0.101774, -0.161855, 1.0]], ['2, k, 4', [-0.258076, -0.344263, 1.0]], ['2, k, 5', [-0.392711, -0.371848, 1.0]], ['2, k, 6', [-0.371209, -0.37971, 1.0]], ['2, k, 7', [-0.405544, -0.378963, 1.0]], ['2, k, 8', [0.0789275, -0.340288, 1.0]], ['2, k, 9', [0.255749, -0.351143, 1.0]], ['2, k, 10', [0.246939, -0.367799, 1.0]], ['2, k, 11', [0.255084, -0.384496, 1.0]], ['2, k, 12', [-0.17909, -0.823345, 1.0]], ['2, k, 13', [-0.206301, -1.15976, 1.0]], ['2, k, 14', [-0.194043, -1.42547, 1.0]], ['2, k, 15', [-0.190715, -1.4705, 1.0]], ['2, k, 16', [-0.0172624, -0.82456, 1.0]], ['2, k, 17', [0.0169505, -1.14814, 1.0]], ['2, k, 18', [0.00491216, -1.43246, 1.0]], ['2, k, 19', [0.000549764, -1.48275, 1.0]], ['2, k, 20', [-0.0940011, -0.367781, 1.0]], ['2, k, 21', [-0.410358, -0.380049, 1.0]], ['2, k, 22', [-0.337481, -0.37979, 1.0]], ['2, k, 23', [0.247288, -0.388345, 1.0]], ['2, k, 24', [0.175174, -0.38495, 1.0]]]
[['2, k, 0', [-0.0997627, -0.834454, 1.0]], ['2, k, 1', [-0.0971321, -0.566889, 1.0]], ['2, k, 2', [-0.0945916, -0.304014, 1.0]], ['2, k, 3', [-0.102387, -0.162145, 1.0]], ['2, k, 4', [-0.258708, -0.344972, 1.0]], ['2, k, 5', [-0.393131, -0.3762, 1.0]], ['2, k, 6', [-0.439659, -0.39456, 1.0]], ['2, k, 7', [-0.412155, -0.3898, 1.0]], ['2, k, 8', [0.0793364, -0.341752, 1.0]], ['2, k, 9', [0.254077, -0.356455, 1.0]], ['2, k, 10', [0.268924, -0.385262, 1.0]], ['2, k, 11', [0.27629, -0.394607, 1.0]], ['2, k, 12', [-0.179455, -0.823544, 1.0]], ['2, k, 13', [-0.206989, -1.16036, 1.0]], ['2, k, 14', [-0.194295, -1.42473, 1.0]], ['2, k, 15', [-0.190873, -1.46983, 1.0]], ['2, k, 16', [-0.0177514, -0.824994, 1.0]], ['2, k, 17', [0.0167466, -1.14847, 1.0]], ['2, k, 18', [0.000597265, -1.43504, 1.0]], ['2, k, 19', [0.0168562, -1.50502, 1.0]], ['2, k, 20', [-0.095285, -0.369332, 1.0]], ['2, k, 21', [-0.405857, -0.39196, 1.0]], ['2, k, 22', [-0.354576, -0.394922, 1.0]], ['2, k, 23', [0.286097, -0.397381, 1.0]], ['2, k, 24', [0.201792, -0.39772, 1.0]]]
[['2, k, 0', [-0.100578, -0.834678, 1.0]], ['2, k, 1', [-0.0980492, -0.567742, 1.0]], ['2, k, 2', [-0.0954614, -0.305193, 1.0]], ['2, k, 3', [-0.103262, -0.162956, 1.0]], ['2, k, 4', [-0.264143, -0.346079, 1.0]], ['2, k, 5', [-0.396073, -0.381113, 1.0]], ['2, k, 6', [-0.409967, -0.391106, 1.0]], ['2, k, 7', [-0.410609, -0.403222, 1.0]], ['2, k, 8', [0.0797004, -0.343154, 1.0]], ['2, k, 9', [0.252391, -0.36216, 1.0]], ['2, k, 10', [0.265697, -0.38973, 1.0]], ['2, k, 11', [0.273986, -0.405701, 1.0]], ['2, k, 12', [-0.180146, -0.823665, 1.0]], ['2, k, 13', [-0.207206, -1.1614, 1.0]], ['2, k, 14', [-0.194462, -1.42395, 1.0]], ['2, k, 15', [-0.189327, -1.46909, 1.0]], ['2, k, 16', [-0.018651, -0.825312, 1.0]], ['2, k, 17', [0.0165222, -1.14954, 1.0]], ['2, k, 18', [0.000494442, -1.43521, 1.0]], ['2, k, 19', [0.0224896, -1.50267, 1.0]], ['2, k, 20', [-0.0961766, -0.370449, 1.0]], ['2, k, 21', [-0.410636, -0.404993, 1.0]], ['2, k, 22', [-0.345069, -0.407039, 1.0]], ['2, k, 23', [0.282287, -0.411178, 1.0]], ['2, k, 24', [0.195157, -0.406825, 1.0]]]
[['2, k, 0', [-0.100554, -0.835052, 1.0]], ['2, k, 1', [-0.0985859, -0.569072, 1.0]], ['2, k, 2', [-0.0968889, -0.307472, 1.0]], ['2, k, 3', [-0.104702, -0.164865, 1.0]], ['2, k, 4', [-0.263952, -0.347567, 1.0]], ['2, k, 5', [-0.405669, -0.390617, 1.0]], ['2, k, 6', [-0.440334, -0.394005, 1.0]], ['2, k, 7', [-0.41369, -0.413529, 1.0]], ['2, k, 8', [0.0799841, -0.344212, 1.0]], ['2, k, 9', [0.25065, -0.36808, 1.0]], ['2, k, 10', [0.265483, -0.398682, 1.0]], ['2, k, 11', [0.274357, -0.42063, 1.0]], ['2, k, 12', [-0.180022, -0.824052, 1.0]], ['2, k, 13', [-0.207535, -1.16117, 1.0]], ['2, k, 14', [-0.194572, -1.42161, 1.0]], ['2, k, 15', [-0.189609, -1.46635, 1.0]], ['2, k, 16', [-0.0187284, -0.825695, 1.0]], ['2, k, 17', [0.0163584, -1.14966, 1.0]], ['2, k, 18', [-0.00146721, -1.4397, 1.0]], ['2, k, 19', [0.0268204, -1.50023, 1.0]], ['2, k, 20', [-0.0973556, -0.372494, 1.0]], ['2, k, 21', [-0.408426, -0.418283, 1.0]], ['2, k, 22', [-0.355542, -0.417318, 1.0]], ['2, k, 23', [0.292725, -0.423406, 1.0]], ['2, k, 24', [0.203468, -0.421485, 1.0]]]
[['2, k, 0', [-0.100936, -0.835624, 1.0]], ['2, k, 1', [-0.0991764, -0.570729, 1.0]], ['2, k, 2', [-0.0974935, -0.310077, 1.0]], ['2, k, 3', [-0.105736, -0.166368, 1.0]], ['2, k, 4', [-0.266677, -0.350614, 1.0]], ['2, k, 5', [-0.410936, -0.39539, 1.0]], ['2, k, 6', [-0.42544, -0.410791, 1.0]], ['2, k, 7', [-0.416363, -0.425992, 1.0]], ['2, k, 8', [0.0765393, -0.345774, 1.0]], ['2, k, 9', [0.246848, -0.373176, 1.0]], ['2, k, 10', [0.297801, -0.399949, 1.0]], ['2, k, 11', [0.284852, -0.433532, 1.0]], ['2, k, 12', [-0.180429, -0.824933, 1.0]], ['2, k, 13', [-0.20877, -1.16144, 1.0]], ['2, k, 14', [-0.193655, -1.4215, 1.0]], ['2, k, 15', [-0.187942, -1.46687, 1.0]], ['2, k, 16', [-0.0190529, -0.825993, 1.0]], ['2, k, 17', [0.0164956, -1.15001, 1.0]], ['2, k, 18', [0.00568083, -1.43633, 1.0]], ['2, k, 19', [0.00330472, -1.48663, 1.0]], ['2, k, 20', [-0.0979728, -0.374874, 1.0]], ['2, k, 21', [-0.414123, -0.427946, 1.0]], ['2, k, 22', [-0.373437, -0.448256, 1.0]], ['2, k, 23', [0.283578, -0.444852, 1.0]], ['2, k, 24', [0.223724, -0.434231, 1.0]]]
[['2, k, 0', [-0.101375, -0.836293, 1.0]], ['2, k, 1', [-0.0991598, -0.572892, 1.0]], ['2, k, 2', [-0.0964109, -0.314041, 1.0]], ['2, k, 3', [-0.106707, -0.167839, 1.0]], ['2, k, 4', [-0.268927, -0.353561, 1.0]], ['2, k, 5', [-0.41491, -0.404488, 1.0]], ['2, k, 6', [-0.426979, -0.414886, 1.0]], ['2, k, 7', [-0.419451, -0.437103, 1.0]], ['2, k, 8', [0.0749848, -0.346806, 1.0]], ['2, k, 9', [0.243254, -0.379884, 1.0]], ['2, k, 10', [0.280025, -0.430266, 1.0]], ['2, k, 11', [0.279029, -0.450162, 1.0]], ['2, k, 12', [-0.180922, -0.825728, 1.0]], ['2, k, 13', [-0.209104, -1.16144, 1.0]], ['2, k, 14', [-0.193276, -1.41975, 1.0]], ['2, k, 15', [-0.187182, -1.46505, 1.0]], ['2, k, 16', [-0.019409, -0.826497, 1.0]], ['2, k, 17', [0.0168154, -1.15013, 1.0]], ['2, k, 18', [0.00350427, -1.43659, 1.0]], ['2, k, 19', [0.00561744, -1.50938, 1.0]], ['2, k, 20', [-0.0972139, -0.378359, 1.0]], ['2, k, 21', [-0.416348, -0.440972, 1.0]], ['2, k, 22', [-0.355733, -0.441847, 1.0]], ['2, k, 23', [0.286701, -0.458261, 1.0]], ['2, k, 24', [0.215226, -0.452076, 1.0]]]
[['2, k, 0', [-0.101879, -0.837382, 1.0]], ['2, k, 1', [-0.0996524, -0.574196, 1.0]], ['2, k, 2', [-0.096828, -0.315042, 1.0]], ['2, k, 3', [-0.107571, -0.169753, 1.0]], ['2, k, 4', [-0.270795, -0.357399, 1.0]], ['2, k, 5', [-0.418299, -0.412737, 1.0]], ['2, k, 6', [-0.419815, -0.4384, 1.0]], ['2, k, 7', [-0.418746, -0.449816, 1.0]], ['2, k, 8', [0.0732291, -0.349252, 1.0]], ['2, k, 9', [0.238967, -0.388235, 1.0]], ['2, k, 10', [0.298108, -0.430267, 1.0]], ['2, k, 11', [0.278844, -0.465534, 1.0]], ['2, k, 12', [-0.181454, -0.826934, 1.0]], ['2, k, 13', [-0.209868, -1.16223, 1.0]], ['2, k, 14', [-0.193174, -1.41986, 1.0]], ['2, k, 15', [-0.18673, -1.46564, 1.0]], ['2, k, 16', [-0.0198529, -0.827409, 1.0]], ['2, k, 17', [0.0169257, -1.15149, 1.0]], ['2, k, 18', [0.00317912, -1.43677, 1.0]], ['2, k, 19', [0.000415526, -1.48838, 1.0]], ['2, k, 20', [-0.0976467, -0.379459, 1.0]], ['2, k, 21', [-0.420385, -0.45445, 1.0]], ['2, k, 22', [-0.351987, -0.457071, 1.0]], ['2, k, 23', [0.281194, -0.473105, 1.0]], ['2, k, 24', [0.222956, -0.468497, 1.0]]]
[['2, k, 0', [-0.102147, -0.838412, 1.0]], ['2, k, 1', [-0.100463, -0.575406, 1.0]], ['2, k, 2', [-0.0983132, -0.316142, 1.0]], ['2, k, 3', [-0.108827, -0.171744, 1.0]], ['2, k, 4', [-0.272656, -0.359928, 1.0]], ['2, k, 5', [-0.420856, -0.421419, 1.0]], ['2, k, 6', [-0.449282, -0.437951, 1.0]], ['2, k, 7', [-0.427102, -0.463469, 1.0]], ['2, k, 8', [0.0716217, -0.352171, 1.0]], ['2, k, 9', [0.235591, -0.394581, 1.0]], ['2, k, 10', [0.278822, -0.459532, 1.0]], ['2, k, 11', [0.275329, -0.480946, 1.0]], ['2, k, 12', [-0.181723, -0.828084, 1.0]], ['2, k, 13', [-0.210618, -1.16228, 1.0]], ['2, k, 14', [-0.19394, -1.41875, 1.0]], ['2, k, 15', [-0.187663, -1.46474, 1.0]], ['2, k, 16', [-0.020101, -0.828272, 1.0]], ['2, k, 17', [0.0166809, -1.15153, 1.0]], ['2, k, 18', [0.00233902, -1.43659, 1.0]], ['2, k, 19', [0.0148109, -1.50814, 1.0]], ['2, k, 20', [-0.098942, -0.380603, 1.0]], ['2, k, 21', [-0.420133, -0.467769, 1.0]], ['2, k, 22', [-0.363199, -0.470706, 1.0]], ['2, k, 23', [0.279971, -0.492139, 1.0]], ['2, k, 24', [0.21108, -0.480802, 1.0]]]
[['2, k, 0', [-0.103016, -0.840371, 1.0]], ['2, k, 1', [-0.10129, -0.577056, 1.0]], ['2, k, 2', [-0.0990231, -0.317201, 1.0]], ['2, k, 3', [-0.109592, -0.174098, 1.0]], ['2, k, 4', [-0.2739, -0.363738, 1.0]], ['2, k, 5', [-0.426434, -0.430114, 1.0]], ['2, k, 6', [-0.453797, -0.450296, 1.0]], ['2, k, 7', [-0.430809, -0.47722, 1.0]], ['2, k, 8', [0.0706226, -0.354935, 1.0]], ['2, k, 9', [0.226326, -0.408289, 1.0]], ['2, k, 10', [0.285646, -0.461864, 1.0]], ['2, k, 11', [0.273272, -0.497753, 1.0]], ['2, k, 12', [-0.182706, -0.830103, 1.0]], ['2, k, 13', [-0.211672, -1.16232, 1.0]], ['2, k, 14', [-0.193372, -1.42044, 1.0]], ['2, k, 15', [-0.18695, -1.46658, 1.0]], ['2, k, 16', [-0.0208252, -0.830106, 1.0]], ['2, k, 17', [0.0166111, -1.15155, 1.0]], ['2, k, 18', [0.00165292, -1.43606, 1.0]], ['2, k, 19', [0.0246575, -1.50489, 1.0]], ['2, k, 20', [-0.0996847, -0.381815, 1.0]], ['2, k, 21', [-0.421418, -0.486749, 1.0]], ['2, k, 22', [-0.373998, -0.481018, 1.0]], ['2, k, 23', [0.277587, -0.506887, 1.0]], ['2, k, 24', [0.219007, -0.500002, 1.0]]]
[['2, k, 0', [-0.103658, -0.842697, 1.0]], ['2, k, 1', [-0.101949, -0.579084, 1.0]], ['2, k, 2', [-0.0997265, -0.318808, 1.0]], ['2, k, 3', [-0.110349, -0.176547, 1.0]], ['2, k, 4', [-0.275974, -0.367695, 1.0]], ['2, k, 5', [-0.428237, -0.437538, 1.0]], ['2, k, 6', [-0.462282, -0.462081, 1.0]], ['2, k, 7', [-0.427006, -0.494153, 1.0]], ['2, k, 8', [0.0703238, -0.359601, 1.0]], ['2, k, 9', [0.224089, -0.416102, 1.0]], ['2, k, 10', [0.285497, -0.465895, 1.0]], ['2, k, 11', [0.268699, -0.515873, 1.0]], ['2, k, 12', [-0.183221, -0.832623, 1.0]], ['2, k, 13', [-0.212023, -1.16208, 1.0]], ['2, k, 14', [-0.193704, -1.42065, 1.0]], ['2, k, 15', [-0.187732, -1.46699, 1.0]], ['2, k, 16', [-0.0215612, -0.832178, 1.0]], ['2, k, 17', [0.0168478, -1.15078, 1.0]], ['2, k, 18', [0.000937509, -1.43636, 1.0]], ['2, k, 19', [0.0267786, -1.5042, 1.0]], ['2, k, 20', [-0.100372, -0.383533, 1.0]], ['2, k, 21', [-0.415392, -0.501459, 1.0]], ['2, k, 22', [-0.357996, -0.500812, 1.0]], ['2, k, 23', [0.270897, -0.527995, 1.0]], ['2, k, 24', [0.207824, -0.518853, 1.0]]]
[['2, k, 0', [-0.103919, -0.845363, 1.0]], ['2, k, 1', [-0.102225, -0.580916, 1.0]], ['2, k, 2', [-0.100028, -0.319881, 1.0]], ['2, k, 3', [-0.111053, -0.179659, 1.0]], ['2, k, 4', [-0.276579, -0.371748, 1.0]], ['2, k, 5', [-0.427138, -0.448628, 1.0]], ['2, k, 6', [-0.459723, -0.471412, 1.0]], ['2, k, 7', [-0.427469, -0.511273, 1.0]], ['2, k, 8', [0.0696217, -0.363684, 1.0]], ['2, k, 9', [0.224231, -0.422887, 1.0]], ['2, k, 10', [0.282965, -0.477654, 1.0]], ['2, k, 11', [0.271656, -0.531138, 1.0]], ['2, k, 12', [-0.183398, -0.835263, 1.0]], ['2, k, 13', [-0.212531, -1.16235, 1.0]], ['2, k, 14', [-0.194136, -1.43937, 1.0]], ['2, k, 15', [-0.188783, -1.48559, 1.0]], ['2, k, 16', [-0.0218955, -0.834793, 1.0]], ['2, k, 17', [0.0170063, -1.15095, 1.0]], ['2, k, 18', [0.000330485, -1.43571, 1.0]], ['2, k, 19', [0.0338699, -1.50053, 1.0]], ['2, k, 20', [-0.100665, -0.384785, 1.0]], ['2, k, 21', [-0.420627, -0.518028, 1.0]], ['2, k, 22', [-0.358719, -0.515047, 1.0]], ['2, k, 23', [0.273021, -0.545021, 1.0]], ['2, k, 24', [0.211385, -0.535854, 1.0]]]
[['2, k, 0', [-0.104486, -0.84928, 1.0]], ['2, k, 1', [-0.102556, -0.58441, 1.0]], ['2, k, 2', [-0.100142, -0.322768, 1.0]], ['2, k, 3', [-0.111814, -0.182669, 1.0]], ['2, k, 4', [-0.277247, -0.37729, 1.0]], ['2, k, 5', [-0.424214, -0.455744, 1.0]], ['2, k, 6', [-0.461417, -0.481499, 1.0]], ['2, k, 7', [-0.439876, -0.523712, 1.0]], ['2, k, 8', [0.0689565, -0.36741, 1.0]], ['2, k, 9', [0.221609, -0.433291, 1.0]], ['2, k, 10', [0.283156, -0.4925, 1.0]], ['2, k, 11', [0.267334, -0.549444, 1.0]], ['2, k, 12', [-0.18391, -0.839061, 1.0]], ['2, k, 13', [-0.213259, -1.16255, 1.0]], ['2, k, 14', [-0.194028, -1.44291, 1.0]], ['2, k, 15', [-0.188531, -1.48906, 1.0]], ['2, k, 16', [-0.022501, -0.838719, 1.0]], ['2, k, 17', [0.0169986, -1.15116, 1.0]], ['2, k, 18', [0.0100249, -1.42807, 1.0]], ['2, k, 19', [0.00752861, -1.47893, 1.0]], ['2, k, 20', [-0.100832, -0.387837, 1.0]], ['2, k, 21', [-0.425788, -0.534385, 1.0]], ['2, k, 22', [-0.399482, -0.555748, 1.0]], ['2, k, 23', [0.270669, -0.56398, 1.0]], ['2, k, 24', [0.207125, -0.550416, 1.0]]]
[['2, k, 0', [-0.105237, -0.852668, 1.0]], ['2, k, 1', [-0.103217, -0.587937, 1.0]], ['2, k, 2', [-0.100692, -0.326167, 1.0]], ['2, k, 3', [-0.112469, -0.186004, 1.0]], ['2, k, 4', [-0.27917, -0.381952, 1.0]], ['2, k, 5', [-0.424416, -0.464397, 1.0]], ['2, k, 6', [-0.460415, -0.515133, 1.0]], ['2, k, 7', [-0.436244, -0.543061, 1.0]], ['2, k, 8', [0.0692651, -0.370267, 1.0]], ['2, k, 9', [0.220629, -0.44107, 1.0]], ['2, k, 10', [0.282273, -0.506054, 1.0]], ['2, k, 11', [0.268419, -0.563628, 1.0]], ['2, k, 12', [-0.18445, -0.842287, 1.0]], ['2, k, 13', [-0.214137, -1.16311, 1.0]], ['2, k, 14', [-0.193438, -1.44544, 1.0]], ['2, k, 15', [-0.187359, -1.492, 1.0]], ['2, k, 16', [-0.0234511, -0.84219, 1.0]], ['2, k, 17', [0.0172596, -1.15126, 1.0]], ['2, k, 18', [0.00322149, -1.4303, 1.0]], ['2, k, 19', [-0.000748999, -1.48266, 1.0]], ['2, k, 20', [-0.101412, -0.391295, 1.0]], ['2, k, 21', [-0.429266, -0.551574, 1.0]], ['2, k, 22', [-0.369285, -0.547232, 1.0]], ['2, k, 23', [0.267426, -0.579823, 1.0]], ['2, k, 24', [0.216711, -0.57917, 1.0]]]
[['2, k, 0', [-0.106269, -0.855942, 1.0]], ['2, k, 1', [-0.1031, -0.588072, 1.0]], ['2, k, 2', [-0.0988073, -0.324196, 1.0]], ['2, k, 3', [-0.112959, -0.189063, 1.0]], ['2, k, 4', [-0.279585, -0.384033, 1.0]], ['2, k, 5', [-0.424141, -0.470192, 1.0]], ['2, k, 6', [-0.461083, -0.522271, 1.0]], ['2, k, 7', [-0.442609, -0.55896, 1.0]], ['2, k, 8', [0.0690829, -0.373086, 1.0]], ['2, k, 9', [0.218732, -0.453014, 1.0]], ['2, k, 10', [0.26816, -0.548643, 1.0]], ['2, k, 11', [0.262802, -0.579513, 1.0]], ['2, k, 12', [-0.185523, -0.845375, 1.0]], ['2, k, 13', [-0.21522, -1.16319, 1.0]], ['2, k, 14', [-0.18655, -1.4468, 1.0]], ['2, k, 15', [-0.178743, -1.49418, 1.0]], ['2, k, 16', [-0.0244226, -0.84559, 1.0]], ['2, k, 17', [0.0174815, -1.15173, 1.0]], ['2, k, 18', [0.00745321, -1.42642, 1.0]], ['2, k, 19', [0.00417528, -1.47795, 1.0]], ['2, k, 20', [-0.100255, -0.390288, 1.0]], ['2, k, 21', [-0.43197, -0.566992, 1.0]], ['2, k, 22', [-0.377599, -0.563732, 1.0]], ['2, k, 23', [0.267633, -0.593776, 1.0]], ['2, k, 24', [0.202042, -0.579993, 1.0]]]
[['2, k, 0', [-0.107056, -0.860195, 1.0]], ['2, k, 1', [-0.103294, -0.59094, 1.0]], ['2, k, 2', [-0.0987404, -0.325549, 1.0]], ['2, k, 3', [-0.113659, -0.191511, 1.0]], ['2, k, 4', [-0.281431, -0.390472, 1.0]], ['2, k, 5', [-0.422314, -0.481199, 1.0]], ['2, k, 6', [-0.460874, -0.531936, 1.0]], ['2, k, 7', [-0.442794, -0.577255, 1.0]], ['2, k, 8', [0.0685104, -0.377198, 1.0]], ['2, k, 9', [0.21431, -0.462302, 1.0]], ['2, k, 10', [0.269817, -0.550476, 1.0]], ['2, k, 11', [0.259233, -0.594103, 1.0]], ['2, k, 12', [-0.186034, -0.849436, 1.0]], ['2, k, 13', [-0.215771, -1.16325, 1.0]], ['2, k, 14', [-0.186187, -1.45007, 1.0]], ['2, k, 15', [-0.177867, -1.49786, 1.0]], ['2, k, 16', [-0.0254748, -0.849939, 1.0]], ['2, k, 17', [0.0174116, -1.15192, 1.0]], ['2, k, 18', [0.00926163, -1.42364, 1.0]], ['2, k, 19', [0.00658301, -1.47473, 1.0]], ['2, k, 20', [-0.100187, -0.391806, 1.0]], ['2, k, 21', [-0.432418, -0.587213, 1.0]], ['2, k, 22', [-0.373182, -0.575955, 1.0]], ['2, k, 23', [0.263652, -0.607492, 1.0]], ['2, k, 24', [0.198275, -0.597438, 1.0]]]
[['2, k, 0', [-0.108157, -0.86479, 1.0]], ['2, k, 1', [-0.105842, -0.599721, 1.0]], ['2, k, 2', [-0.103383, -0.338776, 1.0]], ['2, k, 3', [-0.114584, -0.195449, 1.0]], ['2, k, 4', [-0.282977, -0.395276, 1.0]], ['2, k, 5', [-0.422634, -0.488042, 1.0]], ['2, k, 6', [-0.463309, -0.544738, 1.0]], ['2, k, 7', [-0.442545, -0.593673, 1.0]], ['2, k, 8', [0.0676955, -0.382903, 1.0]], ['2, k, 9', [0.213262, -0.468564, 1.0]], ['2, k, 10', [0.269218, -0.557279, 1.0]], ['2, k, 11', [0.259384, -0.60788, 1.0]], ['2, k, 12', [-0.18715, -0.853828, 1.0]], ['2, k, 13', [-0.216218, -1.16297, 1.0]], ['2, k, 14', [-0.185874, -1.4537, 1.0]], ['2, k, 15', [-0.177549, -1.50191, 1.0]], ['2, k, 16', [-0.0265228, -0.854609, 1.0]], ['2, k, 17', [0.017049, -1.15189, 1.0]], ['2, k, 18', [0.00833009, -1.4498, 1.0]], ['2, k, 19', [0.00442002, -1.50289, 1.0]], ['2, k, 20', [-0.104088, -0.403602, 1.0]], ['2, k, 21', [-0.433709, -0.604171, 1.0]], ['2, k, 22', [-0.375706, -0.597643, 1.0]], ['2, k, 23', [0.263528, -0.624364, 1.0]], ['2, k, 24', [0.201114, -0.612216, 1.0]]]
[['2, k, 0', [-0.108459, -0.868486, 1.0]], ['2, k, 1', [-0.10661, -0.60456, 1.0]], ['2, k, 2', [-0.10451, -0.343794, 1.0]], ['2, k, 3', [-0.115163, -0.199944, 1.0]], ['2, k, 4', [-0.28444, -0.401322, 1.0]], ['2, k, 5', [-0.423494, -0.495184, 1.0]], ['2, k, 6', [-0.463182, -0.555039, 1.0]], ['2, k, 7', [-0.447925, -0.606738, 1.0]], ['2, k, 8', [0.0669506, -0.386583, 1.0]], ['2, k, 9', [0.212911, -0.473567, 1.0]], ['2, k, 10', [0.268629, -0.566499, 1.0]], ['2, k, 11', [0.261739, -0.619192, 1.0]], ['2, k, 12', [-0.187451, -0.857524, 1.0]], ['2, k, 13', [-0.217075, -1.16327, 1.0]], ['2, k, 14', [-0.18596, -1.45688, 1.0]], ['2, k, 15', [-0.177365, -1.50528, 1.0]], ['2, k, 16', [-0.0268146, -0.858233, 1.0]], ['2, k, 17', [0.0171794, -1.15186, 1.0]], ['2, k, 18', [-0.00225031, -1.43378, 1.0]], ['2, k, 19', [-0.0076824, -1.48791, 1.0]], ['2, k, 20', [-0.105131, -0.408674, 1.0]], ['2, k, 21', [-0.442693, -0.61522, 1.0]], ['2, k, 22', [-0.387759, -0.61003, 1.0]], ['2, k, 23', [0.263461, -0.636148, 1.0]], ['2, k, 24', [0.203045, -0.62677, 1.0]]]
[['2, k, 0', [-0.108652, -0.871827, 1.0]], ['2, k, 1', [-0.1072, -0.60932, 1.0]], ['2, k, 2', [-0.10547, -0.349608, 1.0]], ['2, k, 3', [-0.116443, -0.204667, 1.0]], ['2, k, 4', [-0.286499, -0.405449, 1.0]], ['2, k, 5', [-0.421853, -0.506035, 1.0]], ['2, k, 6', [-0.464051, -0.567995, 1.0]], ['2, k, 7', [-0.444187, -0.623122, 1.0]], ['2, k, 8', [0.0662689, -0.390747, 1.0]], ['2, k, 9', [0.21145, -0.480292, 1.0]], ['2, k, 10', [0.269832, -0.573465, 1.0]], ['2, k, 11', [0.262631, -0.631604, 1.0]], ['2, k, 12', [-0.187446, -0.861126, 1.0]], ['2, k, 13', [-0.218402, -1.16333, 1.0]], ['2, k, 14', [-0.184458, -1.45896, 1.0]], ['2, k, 15', [-0.175481, -1.5083, 1.0]], ['2, k, 16', [-0.0271879, -0.861255, 1.0]], ['2, k, 17', [0.0168543, -1.15262, 1.0]], ['2, k, 18', [-0.00474681, -1.43563, 1.0]], ['2, k, 19', [0.0160961, -1.50745, 1.0]], ['2, k, 20', [-0.105996, -0.414261, 1.0]], ['2, k, 21', [-0.438012, -0.635463, 1.0]], ['2, k, 22', [-0.376158, -0.622812, 1.0]], ['2, k, 23', [0.261402, -0.651061, 1.0]], ['2, k, 24', [0.213485, -0.652822, 1.0]]]
[['2, k, 0', [-0.109147, -0.875822, 1.0]], ['2, k, 1', [-0.108076, -0.613142, 1.0]], ['2, k, 2', [-0.106638, -0.353069, 1.0]], ['2, k, 3', [-0.117006, -0.208591, 1.0]], ['2, k, 4', [-0.287437, -0.411141, 1.0]], ['2, k, 5', [-0.421123, -0.515528, 1.0]], ['2, k, 6', [-0.465594, -0.579976, 1.0]], ['2, k, 7', [-0.448713, -0.638, 1.0]], ['2, k, 8', [0.0652827, -0.395082, 1.0]], ['2, k, 9', [0.209348, -0.488078, 1.0]], ['2, k, 10', [0.270207, -0.584094, 1.0]], ['2, k, 11', [0.262252, -0.645024, 1.0]], ['2, k, 12', [-0.187817, -0.865343, 1.0]], ['2, k, 13', [-0.218899, -1.16368, 1.0]], ['2, k, 14', [-0.184002, -1.46244, 1.0]], ['2, k, 15', [-0.174952, -1.51221, 1.0]], ['2, k, 16', [-0.0277875, -0.864925, 1.0]], ['2, k, 17', [0.0169702, -1.15266, 1.0]], ['2, k, 18', [-0.00524419, -1.43614, 1.0]], ['2, k, 19', [0.0184969, -1.50714, 1.0]], ['2, k, 20', [-0.107093, -0.417822, 1.0]], ['2, k, 21', [-0.438045, -0.651022, 1.0]], ['2, k, 22', [-0.387211, -0.642, 1.0]], ['2, k, 23', [0.257821, -0.666098, 1.0]], ['2, k, 24', [0.214229, -0.669198, 1.0]]]
