[['2, k, 0', [0.1366353, -0.3672993, 1.0]], ['2, k, 1', [0.1295306, -0.02907589, 1.0]], ['2, k, 2', [0.1208862, 0.2980378, 1.0]], ['2, k, 3', [0.1282912, 0.4359621, 1.0]], ['2, k, 4', [-0.04999016, 0.176749, 1.0]], ['2, k, 5', [-0.08311996, -0.07875283, 1.0]], ['2, k, 6', [-0.08745492, -0.2911845, 1.0]], ['2, k, 7', [-0.09272137, -0.3430076, 1.0]], ['2, k, 8', [0.2877257, 0.2037694, 1.0]], ['2, k, 9', [0.3285705, -0.07330631, 1.0]], ['2, k, 10', [0.3830988, -0.3567173, 1.0]], ['2, k, 11', [0.3955256, -0.4367258, 1.0]], ['2, k, 12', [0.05286849, -0.3613252, 1.0]], ['2, k, 13', [0.05029938, -0.6201152, 1.0]], ['2, k, 14', [0.0761027, -0.9154995, 1.0]], ['2, k, 15', [0.1250453, -0.9756625, 1.0]], ['2, k, 16', [0.2151108, -0.3591352, 1.0]], ['2, k, 17', [0.2238507, -0.6315694, 1.0]], ['2, k, 18', [0.1755199, -0.865608, 1.0]], ['2, k, 19', [0.14538, -0.9382012, 1.0]], ['2, k, 20', [0.1232094, 0.2178848, 1.0]], ['2, k, 21', [-0.08080827, -0.4128267, 1.0]], ['2, k, 22', [-0.05844958, -0.3362089, 1.0]], ['2, k, 23', [0.4009666, -0.5129067, 1.0]], ['2, k, 24', [0.4147268, -0.4510742, 1.0]]]
[['2, k, 0', [0.1302756, -0.288314, 1.0]], ['2, k, 1', [0.1331115, -0.0005196048, 1.0]], ['2, k, 2', [0.1351197, 0.2790971, 1.0]], ['2, k, 3', [0.1542633, 0.4116375, 1.0]], ['2, k, 4', [-0.02343252, 0.1583348, 1.0]], ['2, k, 5', [-0.07827839, -0.08926871, 1.0]], ['2, k, 6', [-0.07280629, -0.3003072, 1.0]], ['2, k, 7', [-0.06267484, -0.3471571, 1.0]], ['2, k, 8', [0.308454, 0.1747879, 1.0]], ['2, k, 9', [0.3144323, -0.06677947, 1.0]], ['2, k, 10', [0.3047033, -0.2367749, 1.0]], ['2, k, 11', [0.3078734, -0.2708758, 1.0]], ['2, k, 12', [0.06282087, -0.2813828, 1.0]], ['2, k, 13', [-0.0362352, -0.5580418, 1.0]], ['2, k, 14', [-0.08120824, -0.8268862, 1.0]], ['2, k, 15', [-0.113043, -0.9122807, 1.0]], ['2, k, 16', [0.1936458, -0.2862727, 1.0]], ['2, k, 17', [0.2458211, -0.5734485, 1.0]], ['2, k, 18', [0.3453248, -0.8195035, 1.0]], ['2, k, 19', [0.343686, -0.810747, 1.0]], ['2, k, 20', [0.1347597, 0.2103162, 1.0]], ['2, k, 21', [-0.05572002, -0.4160517, 1.0]], ['2, k, 22', [-0.02527839, -0.3368924, 1.0]], ['2, k, 23', [0.3041093, -0.3094116, 1.0]], ['2, k, 24', [0.3453402, -0.2744819, 1.0]]]
[['2, k, 0', [0.1449964, -0.2900609, 1.0]], ['2, k, 1', [0.1478325, -0.002516237, 1.0]], ['2, k, 2', [0.1497563, 0.2768738, 1.0]], ['2, k, 3', [0.1679392, 0.4091724, 1.0]], ['2, k, 4', [-0.009312736, 0.1557389, 1.0]], ['2, k, 5', [-0.0629538, -0.09087737, 1.0]], ['2, k, 6', [-0.05686151, -0.3007922, 1.0]], ['2, k, 7', [-0.04267907, -0.3473696, 1.0]], ['2, k, 8', [0.3218434, 0.1724703, 1.0]], ['2, k, 9', [0.3305903, -0.06720734, 1.0]], ['2, k, 10', [0.3218552, -0.2349166, 1.0]], ['2, k, 11', [0.3194655, -0.2694033, 1.0]], ['2, k, 12', [0.07709009, -0.2829045, 1.0]], ['2, k, 13', [-0.02093586, -0.5599557, 1.0]], ['2, k, 14', [-0.0749504, -0.8269796, 1.0]], ['2, k, 15', [-0.1111498, -0.9130683, 1.0]], ['2, k, 16', [0.2083513, -0.288234, 1.0]], ['2, k, 17', [0.2541766, -0.5766908, 1.0]], ['2, k, 18', [0.3440669, -0.9112454, 1.0]], ['2, k, 19', [0.3345521, -0.8485506, 1.0]], ['2, k, 20', [0.1494317, 0.2081438, 1.0]], ['2, k, 21', [-0.03459098, -0.4176972, 1.0]], ['2, k, 22', [-0.006588317, -0.3366647, 1.0]], ['2, k, 23', [0.31531, -0.3091027, 1.0]], ['2, k, 24', [0.3571195, -0.2823292, 1.0]]]
[['2, k, 0', [0.1564866, -0.2914862, 1.0]], ['2, k, 1', [0.1597861, -0.00443789, 1.0]], ['2, k, 2', [0.1620905, 0.2744695, 1.0]], ['2, k, 3', [0.1792415, 0.4063993, 1.0]], ['2, k, 4', [0.002279817, 0.1542604, 1.0]], ['2, k, 5', [-0.04611741, -0.09343984, 1.0]], ['2, k, 6', [-0.03456007, -0.3019063, 1.0]], ['2, k, 7', [-0.02127505, -0.3505875, 1.0]], ['2, k, 8', [0.3340055, 0.1704123, 1.0]], ['2, k, 9', [0.341649, -0.06834217, 1.0]], ['2, k, 10', [0.3282241, -0.2360961, 1.0]], ['2, k, 11', [0.3275506, -0.2723248, 1.0]], ['2, k, 12', [0.08868029, -0.2837238, 1.0]], ['2, k, 13', [-0.008279625, -0.5611317, 1.0]], ['2, k, 14', [-0.07952484, -0.8310844, 1.0]], ['2, k, 15', [-0.04517815, -0.8660859, 1.0]], ['2, k, 16', [0.2194214, -0.2902448, 1.0]], ['2, k, 17', [0.2630483, -0.5792024, 1.0]], ['2, k, 18', [0.3417986, -0.8279104, 1.0]], ['2, k, 19', [0.3347142, -0.7775726, 1.0]], ['2, k, 20', [0.1616843, 0.2058549, 1.0]], ['2, k, 21', [-0.009008794, -0.4202047, 1.0]], ['2, k, 22', [0.01289949, -0.349387, 1.0]], ['2, k, 23', [0.3244323, -0.3116114, 1.0]], ['2, k, 24', [0.3595931, -0.2688503, 1.0]]]
[['2, k, 0', [0.1675573, -0.2934205, 1.0]], ['2, k, 1', [0.1714702, -0.006781581, 1.0]], ['2, k, 2', [0.1742842, 0.2717637, 1.0]], ['2, k, 3', [0.1902041, 0.4036682, 1.0]], ['2, k, 4', [0.01398413, 0.1505163, 1.0]], ['2, k, 5', [-0.03197243, -0.09524088, 1.0]], ['2, k, 6', [-0.01485017, -0.3058982, 1.0]], ['2, k, 7', [-0.002739207, -0.3537604, 1.0]], ['2, k, 8', [0.3476648, 0.1668676, 1.0]], ['2, k, 9', [0.3537111, -0.06884593, 1.0]], ['2, k, 10', [0.3396564, -0.2367775, 1.0]], ['2, k, 11', [0.3345205, -0.2718612, 1.0]], ['2, k, 12', [0.09962004, -0.2854542, 1.0]], ['2, k, 13', [0.004851031, -0.5635732, 1.0]], ['2, k, 14', [-0.08017754, -0.8266404, 1.0]], ['2, k, 15', [-0.1058175, -0.9151312, 1.0]], ['2, k, 16', [0.2302751, -0.2923546, 1.0]], ['2, k, 17', [0.2706315, -0.5818707, 1.0]], ['2, k, 18', [0.3422109, -0.8315219, 1.0]], ['2, k, 19', [0.3355388, -0.7886131, 1.0]], ['2, k, 20', [0.1737658, 0.2032312, 1.0]], ['2, k, 21', [0.005523828, -0.421889, 1.0]], ['2, k, 22', [0.03103034, -0.3375157, 1.0]], ['2, k, 23', [0.3343855, -0.3098325, 1.0]], ['2, k, 24', [0.3724785, -0.2809696, 1.0]]]
[['2, k, 0', [0.1776702, -0.2965709, 1.0]], ['2, k, 1', [0.1804135, -0.009329705, 1.0]], ['2, k, 2', [0.1821373, 0.2698101, 1.0]], ['2, k, 3', [0.1998042, 0.400885, 1.0]], ['2, k, 4', [0.02284393, 0.146795, 1.0]], ['2, k, 5', [-0.0218753, -0.09734956, 1.0]], ['2, k, 6', [0.002859505, -0.3108041, 1.0]], ['2, k, 7', [0.01288231, -0.3573577, 1.0]], ['2, k, 8', [0.353606, 0.1647622, 1.0]], ['2, k, 9', [0.3618528, -0.07244375, 1.0]], ['2, k, 10', [0.3497452, -0.2383096, 1.0]], ['2, k, 11', [0.3427542, -0.2742622, 1.0]], ['2, k, 12', [0.1095296, -0.2884248, 1.0]], ['2, k, 13', [0.01623931, -0.5669976, 1.0]], ['2, k, 14', [-0.08547854, -0.8265049, 1.0]], ['2, k, 15', [-0.1050494, -0.9149026, 1.0]], ['2, k, 16', [0.2402973, -0.2956205, 1.0]], ['2, k, 17', [0.2784926, -0.5854586, 1.0]], ['2, k, 18', [0.3447325, -0.8349461, 1.0]], ['2, k, 19', [0.3399445, -0.7824444, 1.0]], ['2, k, 20', [0.1818867, 0.2011279, 1.0]], ['2, k, 21', [0.02064478, -0.425316, 1.0]], ['2, k, 22', [0.04534665, -0.3624156, 1.0]], ['2, k, 23', [0.3403026, -0.3115422, 1.0]], ['2, k, 24', [0.3778404, -0.284131, 1.0]]]
[['2, k, 0', [0.1838236, -0.2973312, 1.0]], ['2, k, 1', [0.1874105, -0.01072745, 1.0]], ['2, k, 2', [0.1899213, 0.2677509, 1.0]], ['2, k, 3', [0.206163, 0.3985727, 1.0]], ['2, k, 4', [0.03029027, 0.1447562, 1.0]], ['2, k, 5', [-0.01003371, -0.09890791, 1.0]], ['2, k, 6', [0.0140443, -0.3120097, 1.0]], ['2, k, 7', [0.02542887, -0.3587331, 1.0]], ['2, k, 8', [0.3609903, 0.1636081, 1.0]], ['2, k, 9', [0.3739787, -0.07041318, 1.0]], ['2, k, 10', [0.3580227, -0.2404278, 1.0]], ['2, k, 11', [0.3503787, -0.276696, 1.0]], ['2, k, 12', [0.1156686, -0.2888488, 1.0]], ['2, k, 13', [0.02519213, -0.5683364, 1.0]], ['2, k, 14', [-0.09068868, -0.8225466, 1.0]], ['2, k, 15', [-0.1041095, -0.9151514, 1.0]], ['2, k, 16', [0.2463009, -0.2967116, 1.0]], ['2, k, 17', [0.2908464, -0.5855369, 1.0]], ['2, k, 18', [0.3450573, -0.8359485, 1.0]], ['2, k, 19', [0.3389475, -0.8031107, 1.0]], ['2, k, 20', [0.189484, 0.1992325, 1.0]], ['2, k, 21', [0.0371706, -0.430008, 1.0]], ['2, k, 22', [0.0577724, -0.3629408, 1.0]], ['2, k, 23', [0.3474215, -0.3135538, 1.0]], ['2, k, 24', [0.3869919, -0.29425, 1.0]]]
[['2, k, 0', [0.1895718, -0.2987884, 1.0]], ['2, k, 1', [0.191617, -0.01202422, 1.0]], ['2, k, 2', [0.192792, 0.2666612, 1.0]], ['2, k, 3', [0.2131655, 0.3972591, 1.0]], ['2, k, 4', [0.03609588, 0.14294, 1.0]], ['2, k, 5', [-0.002981768, -0.09935553, 1.0]], ['2, k, 6', [0.02350313, -0.3152976, 1.0]], ['2, k, 7', [0.03546633, -0.3594936, 1.0]], ['2, k, 8', [0.3688873, 0.1597692, 1.0]], ['2, k, 9', [0.3793625, -0.07145734, 1.0]], ['2, k, 10', [0.3633755, -0.2417016, 1.0]], ['2, k, 11', [0.3569268, -0.2773739, 1.0]], ['2, k, 12', [0.1211622, -0.2900534, 1.0]], ['2, k, 13', [0.03114046, -0.5696815, 1.0]], ['2, k, 14', [-0.08869999, -0.8217466, 1.0]], ['2, k, 15', [-0.1033596, -0.9153953, 1.0]], ['2, k, 16', [0.2521553, -0.2984029, 1.0]], ['2, k, 17', [0.2989969, -0.5867945, 1.0]], ['2, k, 18', [0.3461145, -0.838526, 1.0]], ['2, k, 19', [0.3393276, -0.8069892, 1.0]], ['2, k, 20', [0.1926687, 0.1980874, 1.0]], ['2, k, 21', [0.04538036, -0.4236363, 1.0]], ['2, k, 22', [0.06515455, -0.3624156, 1.0]], ['2, k, 23', [0.3560674, -0.3135776, 1.0]], ['2, k, 24', [0.3900567, -0.2770622, 1.0]]]
[['2, k, 0', [0.1933848, -0.2998201, 1.0]], ['2, k, 1', [0.1971393, -0.01373134, 1.0]], ['2, k, 2', [0.2000634, 0.2642213, 1.0]], ['2, k, 3', [0.2183818, 0.3945641, 1.0]], ['2, k, 4', [0.0420632, 0.1414885, 1.0]], ['2, k, 5', [0.001239987, -0.09894612, 1.0]], ['2, k, 6', [0.03181019, -0.3198878, 1.0]], ['2, k, 7', [0.04162425, -0.3634482, 1.0]], ['2, k, 8', [0.3741032, 0.1575557, 1.0]], ['2, k, 9', [0.383123, -0.07198702, 1.0]], ['2, k, 10', [0.3687564, -0.2419157, 1.0]], ['2, k, 11', [0.3545818, -0.2815831, 1.0]], ['2, k, 12', [0.124663, -0.290903, 1.0]], ['2, k, 13', [0.03444896, -0.570473, 1.0]], ['2, k, 14', [-0.08848964, -0.8227032, 1.0]], ['2, k, 15', [-0.103022, -0.9153249, 1.0]], ['2, k, 16', [0.2561928, -0.2996061, 1.0]], ['2, k, 17', [0.3030957, -0.5879527, 1.0]], ['2, k, 18', [0.355719, -0.8956538, 1.0]], ['2, k, 19', [0.3449362, -0.846635, 1.0]], ['2, k, 20', [0.1995091, 0.1958301, 1.0]], ['2, k, 21', [0.05150495, -0.4182447, 1.0]], ['2, k, 22', [0.0736222, -0.3640339, 1.0]], ['2, k, 23', [0.356088, -0.3221228, 1.0]], ['2, k, 24', [0.392367, -0.3057318, 1.0]]]
[['2, k, 0', [0.1976037, -0.3011248, 1.0]], ['2, k, 1', [0.2031376, -0.01573988, 1.0]], ['2, k, 2', [0.2077277, 0.2615472, 1.0]], ['2, k, 3', [0.2237649, 0.3916526, 1.0]], ['2, k, 4', [0.04681382, 0.140356, 1.0]], ['2, k, 5', [0.005628757, -0.09787608, 1.0]], ['2, k, 6', [0.03515699, -0.3198527, 1.0]], ['2, k, 7', [0.04508957, -0.3648039, 1.0]], ['2, k, 8', [0.3784301, 0.1564896, 1.0]], ['2, k, 9', [0.386674, -0.07270993, 1.0]], ['2, k, 10', [0.3713386, -0.2434341, 1.0]], ['2, k, 11', [0.3554311, -0.2828188, 1.0]], ['2, k, 12', [0.1287906, -0.2920173, 1.0]], ['2, k, 13', [0.03702516, -0.5710523, 1.0]], ['2, k, 14', [-0.08277161, -0.8237485, 1.0]], ['2, k, 15', [-0.1016617, -0.9147733, 1.0]], ['2, k, 16', [0.2603742, -0.3010698, 1.0]], ['2, k, 17', [0.3066499, -0.5894727, 1.0]], ['2, k, 18', [0.3559709, -0.8958344, 1.0]], ['2, k, 19', [0.3459932, -0.8432856, 1.0]], ['2, k, 20', [0.2067752, 0.1933126, 1.0]], ['2, k, 21', [0.04740534, -0.4262111, 1.0]], ['2, k, 22', [0.0786588, -0.3494985, 1.0]], ['2, k, 23', [0.3524993, -0.3163404, 1.0]], ['2, k, 24', [0.3298204, -0.3333362, 1.0]]]
[['2, k, 0', [0.2001552, -0.3019708, 1.0]], ['2, k, 1', [0.2055657, -0.01667801, 1.0]], ['2, k, 2', [0.209861, 0.2605998, 1.0]], ['2, k, 3', [0.2268823, 0.3906708, 1.0]], ['2, k, 4', [0.04941195, 0.1396121, 1.0]], ['2, k, 5', [0.008279121, -0.09862936, 1.0]], ['2, k, 6', [0.03692999, -0.3198957, 1.0]], ['2, k, 7', [0.04548528, -0.3672716, 1.0]], ['2, k, 8', [0.382303, 0.1543947, 1.0]], ['2, k, 9', [0.3901603, -0.07399514, 1.0]], ['2, k, 10', [0.3747639, -0.242362, 1.0]], ['2, k, 11', [0.3582546, -0.2837655, 1.0]], ['2, k, 12', [0.1311386, -0.2928092, 1.0]], ['2, k, 13', [0.03821974, -0.5714153, 1.0]], ['2, k, 14', [-0.08002184, -0.8246964, 1.0]], ['2, k, 15', [-0.09967416, -0.9161451, 1.0]], ['2, k, 16', [0.263125, -0.3019761, 1.0]], ['2, k, 17', [0.3100803, -0.5902182, 1.0]], ['2, k, 18', [0.3559694, -0.8969998, 1.0]], ['2, k, 19', [0.3465533, -0.8439025, 1.0]], ['2, k, 20', [0.2089938, 0.1923603, 1.0]], ['2, k, 21', [0.0487581, -0.4287329, 1.0]], ['2, k, 22', [0.07552134, -0.3699172, 1.0]], ['2, k, 23', [0.3607078, -0.3200454, 1.0]], ['2, k, 24', [0.3453059, -0.3348614, 1.0]]]
[['2, k, 0', [0.2020772, -0.3021465, 1.0]], ['2, k, 1', [0.2070283, -0.01721519, 1.0]], ['2, k, 2', [0.2109199, 0.2596793, 1.0]], ['2, k, 3', [0.2286865, 0.3896723, 1.0]], ['2, k, 4', [0.05112141, 0.1392872, 1.0]], ['2, k, 5', [0.0106302, -0.09949521, 1.0]], ['2, k, 6', [0.03787973, -0.3199649, 1.0]], ['2, k, 7', [0.0445306, -0.3674031, 1.0]], ['2, k, 8', [0.3839454, 0.1538935, 1.0]], ['2, k, 9', [0.3916293, -0.07507252, 1.0]], ['2, k, 10', [0.3760006, -0.2426314, 1.0]], ['2, k, 11', [0.3588897, -0.284524, 1.0]], ['2, k, 12', [0.1329041, -0.2929964, 1.0]], ['2, k, 13', [0.03886652, -0.5711972, 1.0]], ['2, k, 14', [-0.06442139, -0.8318409, 1.0]], ['2, k, 15', [-0.09950962, -0.9167008, 1.0]], ['2, k, 16', [0.2651645, -0.3021372, 1.0]], ['2, k, 17', [0.3120311, -0.5903707, 1.0]], ['2, k, 18', [0.3564853, -0.8986852, 1.0]], ['2, k, 19', [0.347641, -0.8436576, 1.0]], ['2, k, 20', [0.210154, 0.1915408, 1.0]], ['2, k, 21', [0.04909125, -0.4361384, 1.0]], ['2, k, 22', [0.07982343, -0.3575599, 1.0]], ['2, k, 23', [0.3580278, -0.3182798, 1.0]], ['2, k, 24', [0.3346697, -0.3302608, 1.0]]]
[['2, k, 0', [0.2029726, -0.3022895, 1.0]], ['2, k, 1', [0.2078261, -0.01739535, 1.0]], ['2, k, 2', [0.2115701, 0.2594798, 1.0]], ['2, k, 3', [0.2290189, 0.3891286, 1.0]], ['2, k, 4', [0.0517634, 0.1388311, 1.0]], ['2, k, 5', [0.01104692, -0.09945253, 1.0]], ['2, k, 6', [0.03782747, -0.3197186, 1.0]], ['2, k, 7', [0.04324303, -0.3675619, 1.0]], ['2, k, 8', [0.3843748, 0.1540402, 1.0]], ['2, k, 9', [0.3931906, -0.07548163, 1.0]], ['2, k, 10', [0.3775452, -0.2423095, 1.0]], ['2, k, 11', [0.3604961, -0.2827545, 1.0]], ['2, k, 12', [0.133694, -0.2931991, 1.0]], ['2, k, 13', [0.0393577, -0.5712602, 1.0]], ['2, k, 14', [-0.06413962, -0.8304322, 1.0]], ['2, k, 15', [-0.09939956, -0.9165826, 1.0]], ['2, k, 16', [0.2661937, -0.3022305, 1.0]], ['2, k, 17', [0.3130606, -0.5904479, 1.0]], ['2, k, 18', [0.3571764, -0.9057132, 1.0]], ['2, k, 19', [0.34906, -0.8541312, 1.0]], ['2, k, 20', [0.2108466, 0.191343, 1.0]], ['2, k, 21', [0.04639588, -0.4313042, 1.0]], ['2, k, 22', [0.07827991, -0.3408313, 1.0]], ['2, k, 23', [0.3583553, -0.3181551, 1.0]], ['2, k, 24', [0.3346848, -0.3218312, 1.0]]]
[['2, k, 0', [0.2033727, -0.3022784, 1.0]], ['2, k, 1', [0.2080474, -0.01741719, 1.0]], ['2, k, 2', [0.211613, 0.2594301, 1.0]], ['2, k, 3', [0.2289165, 0.3889922, 1.0]], ['2, k, 4', [0.05148542, 0.1385773, 1.0]], ['2, k, 5', [0.0111536, -0.1006774, 1.0]], ['2, k, 6', [0.03710328, -0.3194304, 1.0]], ['2, k, 7', [0.03984311, -0.367555, 1.0]], ['2, k, 8', [0.3845691, 0.1542181, 1.0]], ['2, k, 9', [0.3935762, -0.07614675, 1.0]], ['2, k, 10', [0.377777, -0.2423277, 1.0]], ['2, k, 11', [0.3603817, -0.2852537, 1.0]], ['2, k, 12', [0.1340497, -0.2931976, 1.0]], ['2, k, 13', [0.03955183, -0.5711741, 1.0]], ['2, k, 14', [-0.06427288, -0.8295239, 1.0]], ['2, k, 15', [-0.09903824, -0.9162438, 1.0]], ['2, k, 16', [0.2667195, -0.3022044, 1.0]], ['2, k, 17', [0.3135756, -0.5904136, 1.0]], ['2, k, 18', [0.3577805, -0.9092345, 1.0]], ['2, k, 19', [0.3496369, -0.856021, 1.0]], ['2, k, 20', [0.21094, 0.1912999, 1.0]], ['2, k, 21', [0.04984476, -0.4345864, 1.0]], ['2, k, 22', [0.07088508, -0.366359, 1.0]], ['2, k, 23', [0.3602816, -0.3177876, 1.0]], ['2, k, 24', [0.3627191, -0.3482591, 1.0]]]
[['2, k, 0', [0.2037348, -0.3024584, 1.0]], ['2, k, 1', [0.2084491, -0.01759132, 1.0]], ['2, k, 2', [0.2120093, 0.2592928, 1.0]], ['2, k, 3', [0.2281335, 0.388926, 1.0]], ['2, k, 4', [0.05033541, 0.1379921, 1.0]], ['2, k, 5', [0.009959018, -0.1009399, 1.0]], ['2, k, 6', [0.03514547, -0.3193051, 1.0]], ['2, k, 7', [0.03569699, -0.369606, 1.0]], ['2, k, 8', [0.3845391, 0.1543331, 1.0]], ['2, k, 9', [0.393904, -0.07586599, 1.0]], ['2, k, 10', [0.3776332, -0.2422151, 1.0]], ['2, k, 11', [0.3603525, -0.2816088, 1.0]], ['2, k, 12', [0.1343968, -0.2936227, 1.0]], ['2, k, 13', [0.03965286, -0.571477, 1.0]], ['2, k, 14', [-0.07052875, -0.8282883, 1.0]], ['2, k, 15', [-0.09854168, -0.9152671, 1.0]], ['2, k, 16', [0.2671616, -0.3022579, 1.0]], ['2, k, 17', [0.3139719, -0.5904694, 1.0]], ['2, k, 18', [0.3576866, -0.908075, 1.0]], ['2, k, 19', [0.3492624, -0.8509215, 1.0]], ['2, k, 20', [0.2113402, 0.1911501, 1.0]], ['2, k, 21', [0.04560031, -0.4369301, 1.0]], ['2, k, 22', [0.06898188, -0.3620254, 1.0]], ['2, k, 23', [0.3588143, -0.3159681, 1.0]], ['2, k, 24', [0.3551886, -0.3433266, 1.0]]]
[['2, k, 0', [0.2034466, -0.3023527, 1.0]], ['2, k, 1', [0.2066841, -0.01723768, 1.0]], ['2, k, 2', [0.2072918, 0.26005, 1.0]], ['2, k, 3', [0.219825, 0.3898095, 1.0]], ['2, k, 4', [0.04354188, 0.137549, 1.0]], ['2, k, 5', [0.004617843, -0.1007533, 1.0]], ['2, k, 6', [0.02362821, -0.3161896, 1.0]], ['2, k, 7', [0.02120253, -0.3639663, 1.0]], ['2, k, 8', [0.3784538, 0.1579306, 1.0]], ['2, k, 9', [0.3907672, -0.07549473, 1.0]], ['2, k, 10', [0.3742599, -0.2427246, 1.0]], ['2, k, 11', [0.3537702, -0.281992, 1.0]], ['2, k, 12', [0.1337366, -0.2939294, 1.0]], ['2, k, 13', [0.03930938, -0.5718914, 1.0]], ['2, k, 14', [-0.08029165, -0.8255826, 1.0]], ['2, k, 15', [-0.09843482, -0.9152, 1.0]], ['2, k, 16', [0.2670906, -0.3015004, 1.0]], ['2, k, 17', [0.3129001, -0.5899058, 1.0]], ['2, k, 18', [0.357394, -0.9052487, 1.0]], ['2, k, 19', [0.349744, -0.8306035, 1.0]], ['2, k, 20', [0.2074636, 0.1917955, 1.0]], ['2, k, 21', [0.03563978, -0.4313476, 1.0]], ['2, k, 22', [0.0576594, -0.3694425, 1.0]], ['2, k, 23', [0.3539672, -0.3163884, 1.0]], ['2, k, 24', [0.3480738, -0.3372845, 1.0]]]
[['2, k, 0', [0.2026105, -0.3020633, 1.0]], ['2, k, 1', [0.2036595, -0.01660958, 1.0]], ['2, k, 2', [0.2016352, 0.2610165, 1.0]], ['2, k, 3', [0.2114839, 0.3909633, 1.0]], ['2, k, 4', [0.03684951, 0.1375102, 1.0]], ['2, k, 5', [-0.002043825, -0.1006818, 1.0]], ['2, k, 6', [0.01417221, -0.3156121, 1.0]], ['2, k, 7', [0.01218909, -0.3649042, 1.0]], ['2, k, 8', [0.3730753, 0.1610962, 1.0]], ['2, k, 9', [0.3872831, -0.07386434, 1.0]], ['2, k, 10', [0.3689624, -0.2423987, 1.0]], ['2, k, 11', [0.3488453, -0.2788277, 1.0]], ['2, k, 12', [0.1324137, -0.2940951, 1.0]], ['2, k, 13', [0.03833061, -0.5722234, 1.0]], ['2, k, 14', [-0.08677714, -0.8242728, 1.0]], ['2, k, 15', [-0.09843516, -0.9152076, 1.0]], ['2, k, 16', [0.2663585, -0.3005362, 1.0]], ['2, k, 17', [0.3112359, -0.5891347, 1.0]], ['2, k, 18', [0.3568042, -0.9050312, 1.0]], ['2, k, 19', [0.3479026, -0.8355187, 1.0]], ['2, k, 20', [0.2024667, 0.1926801, 1.0]], ['2, k, 21', [0.02562689, -0.4329489, 1.0]], ['2, k, 22', [0.05101272, -0.3708017, 1.0]], ['2, k, 23', [0.3487376, -0.3113202, 1.0]], ['2, k, 24', [0.3519265, -0.3442863, 1.0]]]
[['2, k, 0', [0.1984175, -0.301156, 1.0]], ['2, k, 1', [0.1961535, -0.01557272, 1.0]], ['2, k, 2', [0.1916095, 0.2619873, 1.0]], ['2, k, 3', [0.2002005, 0.3920428, 1.0]], ['2, k, 4', [0.02786864, 0.1376968, 1.0]], ['2, k, 5', [-0.009359388, -0.09987798, 1.0]], ['2, k, 6', [0.005415988, -0.3146785, 1.0]], ['2, k, 7', [0.003965279, -0.3640267, 1.0]], ['2, k, 8', [0.3637892, 0.1657066, 1.0]], ['2, k, 9', [0.379953, -0.0744218, 1.0]], ['2, k, 10', [0.3638015, -0.2418363, 1.0]], ['2, k, 11', [0.3425401, -0.2784036, 1.0]], ['2, k, 12', [0.12792, -0.2938911, 1.0]], ['2, k, 13', [0.03591741, -0.5727525, 1.0]], ['2, k, 14', [-0.07129798, -0.8309575, 1.0]], ['2, k, 15', [-0.09856976, -0.9166729, 1.0]], ['2, k, 16', [0.2624295, -0.2989092, 1.0]], ['2, k, 17', [0.308341, -0.5874045, 1.0]], ['2, k, 18', [0.356486, -0.9074093, 1.0]], ['2, k, 19', [0.3481297, -0.8294141, 1.0]], ['2, k, 20', [0.1929858, 0.1936824, 1.0]], ['2, k, 21', [0.01483178, -0.435435, 1.0]], ['2, k, 22', [0.04488373, -0.3784573, 1.0]], ['2, k, 23', [0.3437745, -0.3103302, 1.0]], ['2, k, 24', [0.3471481, -0.3439322, 1.0]]]
[['2, k, 0', [0.1924367, -0.299457, 1.0]], ['2, k, 1', [0.1869424, -0.01408773, 1.0]], ['2, k, 2', [0.1796464, 0.2630751, 1.0]], ['2, k, 3', [0.186797, 0.393607, 1.0]], ['2, k, 4', [0.01618991, 0.1384935, 1.0]], ['2, k, 5', [-0.01938136, -0.09901253, 1.0]], ['2, k, 6', [-0.004636933, -0.3144287, 1.0]], ['2, k, 7', [-0.005676071, -0.3636155, 1.0]], ['2, k, 8', [0.3523672, 0.1720248, 1.0]], ['2, k, 9', [0.3726232, -0.07146485, 1.0]], ['2, k, 10', [0.3572511, -0.2347944, 1.0]], ['2, k, 11', [0.3359841, -0.2747577, 1.0]], ['2, k, 12', [0.1217105, -0.2931309, 1.0]], ['2, k, 13', [0.0328021, -0.5730286, 1.0]], ['2, k, 14', [-0.07755638, -0.8310221, 1.0]], ['2, k, 15', [-0.09870764, -0.916374, 1.0]], ['2, k, 16', [0.2569629, -0.2963302, 1.0]], ['2, k, 17', [0.3009515, -0.5852296, 1.0]], ['2, k, 18', [0.3536424, -0.9136093, 1.0]], ['2, k, 19', [0.3455972, -0.837553, 1.0]], ['2, k, 20', [0.1816785, 0.1948827, 1.0]], ['2, k, 21', [0.008365273, -0.4374857, 1.0]], ['2, k, 22', [0.03696044, -0.3409184, 1.0]], ['2, k, 23', [0.3351834, -0.3106729, 1.0]], ['2, k, 24', [0.3380415, -0.3395313, 1.0]]]
