[['2, k, 0', [0.03809741, -0.2645356, 1.0]], ['2, k, 1', [0.02041547, 0.03274924, 1.0]], ['2, k, 2', [0.002801652, 0.3220441, 1.0]], ['2, k, 3', [0.004722789, 0.4546102, 1.0]], ['2, k, 4', [-0.1621699, 0.2048125, 1.0]], ['2, k, 5', [-0.2143255, -0.04032932, 1.0]], ['2, k, 6', [-0.2589534, -0.2368468, 1.0]], ['2, k, 7', [-0.2665712, -0.2818098, 1.0]], ['2, k, 8', [0.1789877, 0.2066093, 1.0]], ['2, k, 9', [0.2417218, 0.00437825, 1.0]], ['2, k, 10', [0.2020749, -0.1094816, 1.0]], ['2, k, 11', [0.1696769, -0.1390559, 1.0]], ['2, k, 12', [-0.05064987, -0.2642483, 1.0]], ['2, k, 13', [-0.126936, -0.2802235, 1.0]], ['2, k, 14', [-0.1207189, -0.6206719, 1.0]], ['2, k, 15', [-0.1148402, -0.6565012, 1.0]], ['2, k, 16', [0.1257589, -0.2571914, 1.0]], ['2, k, 17', [0.1753235, -0.270464, 1.0]], ['2, k, 18', [0.1501535, -0.6159778, 1.0]], ['2, k, 19', [0.1858128, -0.7004712, 1.0]], ['2, k, 20', [0.007140474, 0.250803, 1.0]], ['2, k, 21', [-0.274496, -0.3484251, 1.0]], ['2, k, 22', [-0.2387928, -0.297624, 1.0]], ['2, k, 23', [0.157386, -0.1800841, 1.0]], ['2, k, 24', [0.1246165, -0.1611126, 1.0]]]
[['2, k, 0', [0.0381256, -0.265666, 1.0]], ['2, k, 1', [0.02031468, 0.03095554, 1.0]], ['2, k, 2', [0.002585439, 0.3194039, 1.0]], ['2, k, 3', [0.005083664, 0.4507029, 1.0]], ['2, k, 4', [-0.1539434, 0.2073992, 1.0]], ['2, k, 5', [-0.2167465, 0.02018102, 1.0]], ['2, k, 6', [-0.1854957, 0.1744802, 1.0]], ['2, k, 7', [-0.1709465, 0.2097657, 1.0]], ['2, k, 8', [0.179592, 0.2038009, 1.0]], ['2, k, 9', [0.2406751, 0.003716562, 1.0]], ['2, k, 10', [0.2048627, -0.1118661, 1.0]], ['2, k, 11', [0.1620803, -0.1230236, 1.0]], ['2, k, 12', [-0.05057682, -0.265082, 1.0]], ['2, k, 13', [-0.1278683, -0.2792857, 1.0]], ['2, k, 14', [-0.1257851, -0.619675, 1.0]], ['2, k, 15', [-0.1155481, -0.655474, 1.0]], ['2, k, 16', [0.1257402, -0.2589087, 1.0]], ['2, k, 17', [0.1755859, -0.2700718, 1.0]], ['2, k, 18', [0.151206, -0.615759, 1.0]], ['2, k, 19', [0.1573849, -0.6515558, 1.0]], ['2, k, 20', [0.0069925, 0.2483256, 1.0]], ['2, k, 21', [-0.15682, 0.2515982, 1.0]], ['2, k, 22', [-0.1835424, 0.2206371, 1.0]], ['2, k, 23', [0.1344795, -0.166157, 1.0]], ['2, k, 24', [0.1115927, -0.1602071, 1.0]]]
[['2, k, 0', [0.03810751, -0.2656145, 1.0]], ['2, k, 1', [0.02031432, 0.03098119, 1.0]], ['2, k, 2', [0.002605272, 0.3194274, 1.0]], ['2, k, 3', [0.005178432, 0.4509719, 1.0]], ['2, k, 4', [-0.1547544, 0.2078017, 1.0]], ['2, k, 5', [-0.2184347, 0.01542364, 1.0]], ['2, k, 6', [-0.1716575, 0.1477434, 1.0]], ['2, k, 7', [-0.1684593, 0.1733058, 1.0]], ['2, k, 8', [0.1795636, 0.2038189, 1.0]], ['2, k, 9', [0.2405866, 0.003299019, 1.0]], ['2, k, 10', [0.2034183, -0.1120988, 1.0]], ['2, k, 11', [0.1551907, -0.1254143, 1.0]], ['2, k, 12', [-0.05059653, -0.2650092, 1.0]], ['2, k, 13', [-0.1278599, -0.2792586, 1.0]], ['2, k, 14', [-0.1258429, -0.6195568, 1.0]], ['2, k, 15', [-0.1160141, -0.6553676, 1.0]], ['2, k, 16', [0.1257226, -0.2588675, 1.0]], ['2, k, 17', [0.1756586, -0.2699867, 1.0]], ['2, k, 18', [0.151336, -0.6157603, 1.0]], ['2, k, 19', [0.1571039, -0.6515654, 1.0]], ['2, k, 20', [0.00700591, 0.2483491, 1.0]], ['2, k, 21', [-0.1531354, 0.1997605, 1.0]], ['2, k, 22', [-0.1664781, 0.1924832, 1.0]], ['2, k, 23', [0.138279, -0.1714599, 1.0]], ['2, k, 24', [0.1031708, -0.08358778, 1.0]]]
[['2, k, 0', [0.03804355, -0.2654872, 1.0]], ['2, k, 1', [0.02021865, 0.0310959, 1.0]], ['2, k, 2', [0.002480133, 0.3195531, 1.0]], ['2, k, 3', [0.004929699, 0.4507681, 1.0]], ['2, k, 4', [-0.1562201, 0.2095534, 1.0]], ['2, k, 5', [-0.22169, 0.01188676, 1.0]], ['2, k, 6', [-0.1774778, 0.1033336, 1.0]], ['2, k, 7', [-0.1648235, 0.1289555, 1.0]], ['2, k, 8', [0.179505, 0.2038568, 1.0]], ['2, k, 9', [0.2405033, 0.003321474, 1.0]], ['2, k, 10', [0.2034234, -0.112157, 1.0]], ['2, k, 11', [0.1554353, -0.1250701, 1.0]], ['2, k, 12', [-0.05065778, -0.2647957, 1.0]], ['2, k, 13', [-0.1279063, -0.2793611, 1.0]], ['2, k, 14', [-0.1258176, -0.6196287, 1.0]], ['2, k, 15', [-0.1165832, -0.6554473, 1.0]], ['2, k, 16', [0.125655, -0.2587911, 1.0]], ['2, k, 17', [0.1756264, -0.2700492, 1.0]], ['2, k, 18', [0.1510299, -0.6157457, 1.0]], ['2, k, 19', [0.1562086, -0.6515604, 1.0]], ['2, k, 20', [0.006886673, 0.2484742, 1.0]], ['2, k, 21', [-0.1532564, 0.1476433, 1.0]], ['2, k, 22', [-0.140591, 0.1573578, 1.0]], ['2, k, 23', [0.1389057, -0.1726229, 1.0]], ['2, k, 24', [0.1030504, -0.08335873, 1.0]]]
[['2, k, 0', [0.03794013, -0.2652999, 1.0]], ['2, k, 1', [0.02019281, 0.03114641, 1.0]], ['2, k, 2', [0.002535138, 0.3195207, 1.0]], ['2, k, 3', [0.004760019, 0.4510775, 1.0]], ['2, k, 4', [-0.1576568, 0.2138355, 1.0]], ['2, k, 5', [-0.2239062, 0.009908613, 1.0]], ['2, k, 6', [-0.1763538, 0.04803678, 1.0]], ['2, k, 7', [-0.1636397, 0.07291426, 1.0]], ['2, k, 8', [0.1790992, 0.2041533, 1.0]], ['2, k, 9', [0.2405606, 0.002886625, 1.0]], ['2, k, 10', [0.2025259, -0.1123768, 1.0]], ['2, k, 11', [0.1546123, -0.1241081, 1.0]], ['2, k, 12', [-0.0507552, -0.264338, 1.0]], ['2, k, 13', [-0.1279625, -0.2793672, 1.0]], ['2, k, 14', [-0.1252753, -0.6194116, 1.0]], ['2, k, 15', [-0.1172807, -0.6552506, 1.0]], ['2, k, 16', [0.1255028, -0.2587041, 1.0]], ['2, k, 17', [0.1755082, -0.2701905, 1.0]], ['2, k, 18', [0.1509548, -0.6158324, 1.0]], ['2, k, 19', [0.1549033, -0.6516631, 1.0]], ['2, k, 20', [0.006912161, 0.2484723, 1.0]], ['2, k, 21', [-0.1473188, 0.09140013, 1.0]], ['2, k, 22', [-0.1354374, 0.09909322, 1.0]], ['2, k, 23', [0.1372883, -0.1715917, 1.0]], ['2, k, 24', [0.1031689, -0.08354434, 1.0]]]
[['2, k, 0', [0.03792578, -0.2651709, 1.0]], ['2, k, 1', [0.0201399, 0.03126206, 1.0]], ['2, k, 2', [0.002435966, 0.3196145, 1.0]], ['2, k, 3', [0.004572766, 0.4515983, 1.0]], ['2, k, 4', [-0.1596695, 0.2128669, 1.0]], ['2, k, 5', [-0.2309887, 0.009518323, 1.0]], ['2, k, 6', [-0.1771972, 0.006047277, 1.0]], ['2, k, 7', [-0.1599398, 0.0161742, 1.0]], ['2, k, 8', [0.1786524, 0.2043871, 1.0]], ['2, k, 9', [0.2404287, 0.002621, 1.0]], ['2, k, 10', [0.1793391, -0.1130884, 1.0]], ['2, k, 11', [0.132441, -0.1484986, 1.0]], ['2, k, 12', [-0.05074509, -0.2642474, 1.0]], ['2, k, 13', [-0.1279716, -0.2795219, 1.0]], ['2, k, 14', [-0.1252597, -0.6196408, 1.0]], ['2, k, 15', [-0.1176415, -0.6554666, 1.0]], ['2, k, 16', [0.1254601, -0.2585409, 1.0]], ['2, k, 17', [0.1755149, -0.2701995, 1.0]], ['2, k, 18', [0.1509483, -0.6158346, 1.0]], ['2, k, 19', [0.1545206, -0.651656, 1.0]], ['2, k, 20', [0.006824732, 0.248578, 1.0]], ['2, k, 21', [-0.1504696, 0.02830611, 1.0]], ['2, k, 22', [-0.1477689, 0.04391861, 1.0]], ['2, k, 23', [0.1278105, -0.1915172, 1.0]], ['2, k, 24', [0.07269572, -0.132704, 1.0]]]
[['2, k, 0', [0.03792994, -0.2650323, 1.0]], ['2, k, 1', [0.02013895, 0.03137682, 1.0]], ['2, k, 2', [0.002444208, 0.319721, 1.0]], ['2, k, 3', [0.00457762, 0.4523367, 1.0]], ['2, k, 4', [-0.1609907, 0.2105032, 1.0]], ['2, k, 5', [-0.2319634, 0.01456652, 1.0]], ['2, k, 6', [-0.1361141, -0.08531065, 1.0]], ['2, k, 7', [-0.1490342, -0.02951852, 1.0]], ['2, k, 8', [0.1784052, 0.2046752, 1.0]], ['2, k, 9', [0.2402477, 0.002597283, 1.0]], ['2, k, 10', [0.1997594, -0.1129529, 1.0]], ['2, k, 11', [0.1530029, -0.1241764, 1.0]], ['2, k, 12', [-0.05073474, -0.2641982, 1.0]], ['2, k, 13', [-0.1280687, -0.2796407, 1.0]], ['2, k, 14', [-0.1258641, -0.6199948, 1.0]], ['2, k, 15', [-0.1187863, -0.6558213, 1.0]], ['2, k, 16', [0.125452, -0.258285, 1.0]], ['2, k, 17', [0.1754953, -0.2702368, 1.0]], ['2, k, 18', [0.1510447, -0.6158708, 1.0]], ['2, k, 19', [0.1540661, -0.6516998, 1.0]], ['2, k, 20', [0.006830372, 0.2486873, 1.0]], ['2, k, 21', [-0.1523933, -0.03469701, 1.0]], ['2, k, 22', [-0.1225455, -0.01193514, 1.0]], ['2, k, 23', [0.1287176, -0.1710788, 1.0]], ['2, k, 24', [0.102936, -0.07838954, 1.0]]]
[['2, k, 0', [0.03789316, -0.2648409, 1.0]], ['2, k, 1', [0.02010266, 0.03145197, 1.0]], ['2, k, 2', [0.002421504, 0.3197381, 1.0]], ['2, k, 3', [0.004159908, 0.4524207, 1.0]], ['2, k, 4', [-0.1617071, 0.2102222, 1.0]], ['2, k, 5', [-0.2345854, 0.01288358, 1.0]], ['2, k, 6', [-0.132581, -0.09582981, 1.0]], ['2, k, 7', [-0.1255167, -0.1169642, 1.0]], ['2, k, 8', [0.1781929, 0.2047939, 1.0]], ['2, k, 9', [0.2401346, 0.002857745, 1.0]], ['2, k, 10', [0.224924, -0.1377891, 1.0]], ['2, k, 11', [0.1692557, -0.1579637, 1.0]], ['2, k, 12', [-0.05075055, -0.2640706, 1.0]], ['2, k, 13', [-0.1280616, -0.2795978, 1.0]], ['2, k, 14', [-0.1257856, -0.6198943, 1.0]], ['2, k, 15', [-0.1187887, -0.6557246, 1.0]], ['2, k, 16', [0.1253914, -0.2580189, 1.0]], ['2, k, 17', [0.1755137, -0.270296, 1.0]], ['2, k, 18', [0.1507311, -0.6158919, 1.0]], ['2, k, 19', [0.1536775, -0.651723, 1.0]], ['2, k, 20', [0.006804258, 0.2487154, 1.0]], ['2, k, 21', [-0.1536464, -0.09539025, 1.0]], ['2, k, 22', [-0.1587335, -0.04511179, 1.0]], ['2, k, 23', [0.1499019, -0.1974667, 1.0]], ['2, k, 24', [0.1196917, -0.1446467, 1.0]]]
[['2, k, 0', [0.0378807, -0.2648221, 1.0]], ['2, k, 1', [0.02009913, 0.031469, 1.0]], ['2, k, 2', [0.002456349, 0.3197456, 1.0]], ['2, k, 3', [0.004292739, 0.4532798, 1.0]], ['2, k, 4', [-0.1623129, 0.2096766, 1.0]], ['2, k, 5', [-0.2342146, 0.01190038, 1.0]], ['2, k, 6', [-0.1340145, -0.09724584, 1.0]], ['2, k, 7', [-0.1199954, -0.1243496, 1.0]], ['2, k, 8', [0.1781819, 0.2045894, 1.0]], ['2, k, 9', [0.2404557, 0.002443496, 1.0]], ['2, k, 10', [0.200701, -0.1133744, 1.0]], ['2, k, 11', [0.1539273, -0.1221552, 1.0]], ['2, k, 12', [-0.05077271, -0.2640302, 1.0]], ['2, k, 13', [-0.128274, -0.2785689, 1.0]], ['2, k, 14', [-0.1260398, -0.6189491, 1.0]], ['2, k, 15', [-0.1190395, -0.6547871, 1.0]], ['2, k, 16', [0.1253718, -0.257995, 1.0]], ['2, k, 17', [0.1755128, -0.2703277, 1.0]], ['2, k, 18', [0.1508344, -0.6159713, 1.0]], ['2, k, 19', [0.1537786, -0.651797, 1.0]], ['2, k, 20', [0.006827245, 0.2487265, 1.0]], ['2, k, 21', [-0.1466215, -0.1473712, 1.0]], ['2, k, 22', [-0.162795, -0.08315002, 1.0]], ['2, k, 23', [0.1296932, -0.1715234, 1.0]], ['2, k, 24', [0.1045835, -0.07521264, 1.0]]]
[['2, k, 0', [0.03787669, -0.2647141, 1.0]], ['2, k, 1', [0.02004219, 0.0315337, 1.0]], ['2, k, 2', [0.002332132, 0.3197699, 1.0]], ['2, k, 3', [0.004238633, 0.453279, 1.0]], ['2, k, 4', [-0.1630471, 0.208649, 1.0]], ['2, k, 5', [-0.2338359, 0.009353496, 1.0]], ['2, k, 6', [-0.1341044, -0.1156861, 1.0]], ['2, k, 7', [-0.1076633, -0.1606363, 1.0]], ['2, k, 8', [0.1780431, 0.2047882, 1.0]], ['2, k, 9', [0.2400552, 0.002842298, 1.0]], ['2, k, 10', [0.2012559, -0.1133486, 1.0]], ['2, k, 11', [0.1550458, -0.1245729, 1.0]], ['2, k, 12', [-0.05077166, -0.2639797, 1.0]], ['2, k, 13', [-0.1285347, -0.2777099, 1.0]], ['2, k, 14', [-0.1263334, -0.6184146, 1.0]], ['2, k, 15', [-0.1198381, -0.6542611, 1.0]], ['2, k, 16', [0.1253648, -0.2578009, 1.0]], ['2, k, 17', [0.1754806, -0.2703334, 1.0]], ['2, k, 18', [0.1506245, -0.6159306, 1.0]], ['2, k, 19', [0.1883766, -0.699749, 1.0]], ['2, k, 20', [0.006721553, 0.2487634, 1.0]], ['2, k, 21', [-0.08361974, -0.2126215, 1.0]], ['2, k, 22', [-0.1519656, -0.1542802, 1.0]], ['2, k, 23', [0.1331507, -0.1717026, 1.0]], ['2, k, 24', [0.1032864, -0.07912675, 1.0]]]
[['2, k, 0', [0.03786448, -0.264694, 1.0]], ['2, k, 1', [0.02004534, 0.03153343, 1.0]], ['2, k, 2', [0.002356724, 0.3197536, 1.0]], ['2, k, 3', [0.004070234, 0.4532185, 1.0]], ['2, k, 4', [-0.1631815, 0.2083977, 1.0]], ['2, k, 5', [-0.2216525, 0.005939684, 1.0]], ['2, k, 6', [-0.1353593, -0.1195169, 1.0]], ['2, k, 7', [-0.1044107, -0.1618723, 1.0]], ['2, k, 8', [0.1780549, 0.2047744, 1.0]], ['2, k, 9', [0.2401354, 0.002769389, 1.0]], ['2, k, 10', [0.1900149, -0.1118813, 1.0]], ['2, k, 11', [0.1418853, -0.1224864, 1.0]], ['2, k, 12', [-0.05078923, -0.2639705, 1.0]], ['2, k, 13', [-0.1287052, -0.2764904, 1.0]], ['2, k, 14', [-0.1282009, -0.6170107, 1.0]], ['2, k, 15', [-0.1217655, -0.6528803, 1.0]], ['2, k, 16', [0.1253565, -0.2577791, 1.0]], ['2, k, 17', [0.1755619, -0.2703111, 1.0]], ['2, k, 18', [0.1507068, -0.6159174, 1.0]], ['2, k, 19', [0.1871368, -0.7002338, 1.0]], ['2, k, 20', [0.00673867, 0.2487524, 1.0]], ['2, k, 21', [-0.08427065, -0.211458, 1.0]], ['2, k, 22', [-0.1432856, -0.1580945, 1.0]], ['2, k, 23', [0.1201937, -0.1721923, 1.0]], ['2, k, 24', [0.08888926, -0.0774068, 1.0]]]
[['2, k, 0', [0.03786576, -0.2646895, 1.0]], ['2, k, 1', [0.02008856, 0.03156184, 1.0]], ['2, k, 2', [0.002493833, 0.3198279, 1.0]], ['2, k, 3', [0.00403285, 0.4532508, 1.0]], ['2, k, 4', [-0.1634266, 0.2074062, 1.0]], ['2, k, 5', [-0.2206128, 0.00584039, 1.0]], ['2, k, 6', [-0.1412557, -0.1164097, 1.0]], ['2, k, 7', [-0.1071512, -0.1514615, 1.0]], ['2, k, 8', [0.1780798, 0.2047558, 1.0]], ['2, k, 9', [0.2401481, 0.0027398, 1.0]], ['2, k, 10', [0.1729805, -0.1334619, 1.0]], ['2, k, 11', [0.1517965, -0.1606006, 1.0]], ['2, k, 12', [-0.05080353, -0.2640082, 1.0]], ['2, k, 13', [-0.1285758, -0.2753356, 1.0]], ['2, k, 14', [-0.1282259, -0.6159455, 1.0]], ['2, k, 15', [-0.1219537, -0.651826, 1.0]], ['2, k, 16', [0.1253677, -0.2577562, 1.0]], ['2, k, 17', [0.1755682, -0.2703049, 1.0]], ['2, k, 18', [0.1509496, -0.6158755, 1.0]], ['2, k, 19', [0.1869924, -0.7004076, 1.0]], ['2, k, 20', [0.006848386, 0.2488137, 1.0]], ['2, k, 21', [-0.0863583, -0.20153, 1.0]], ['2, k, 22', [-0.1518848, -0.1497666, 1.0]], ['2, k, 23', [0.1376817, -0.1867031, 1.0]], ['2, k, 24', [0.1053019, -0.1648024, 1.0]]]
[['2, k, 0', [0.03784415, -0.2646586, 1.0]], ['2, k, 1', [0.02012272, 0.03158098, 1.0]], ['2, k, 2', [0.002638635, 0.3198306, 1.0]], ['2, k, 3', [0.003986298, 0.4532843, 1.0]], ['2, k, 4', [-0.1638053, 0.2067744, 1.0]], ['2, k, 5', [-0.2202969, 0.005719758, 1.0]], ['2, k, 6', [-0.1425081, -0.1154509, 1.0]], ['2, k, 7', [-0.09741191, -0.1506543, 1.0]], ['2, k, 8', [0.178056, 0.2045987, 1.0]], ['2, k, 9', [0.2402421, 0.002706815, 1.0]], ['2, k, 10', [0.2075675, -0.1138722, 1.0]], ['2, k, 11', [0.1618922, -0.124706, 1.0]], ['2, k, 12', [-0.05083989, -0.2639912, 1.0]], ['2, k, 13', [-0.1286826, -0.2740827, 1.0]], ['2, k, 14', [-0.1281438, -0.6148033, 1.0]], ['2, k, 15', [-0.1220638, -0.6506978, 1.0]], ['2, k, 16', [0.1253534, -0.2577214, 1.0]], ['2, k, 17', [0.1755877, -0.2702883, 1.0]], ['2, k, 18', [0.1509221, -0.6158543, 1.0]], ['2, k, 19', [0.186554, -0.7005413, 1.0]], ['2, k, 20', [0.006959841, 0.2488218, 1.0]], ['2, k, 21', [-0.09173827, -0.2081115, 1.0]], ['2, k, 22', [-0.1721626, -0.1668081, 1.0]], ['2, k, 23', [0.1428035, -0.1703363, 1.0]], ['2, k, 24', [0.1087781, -0.109778, 1.0]]]
[['2, k, 0', [0.0378277, -0.2646451, 1.0]], ['2, k, 1', [0.02012781, 0.03157283, 1.0]], ['2, k, 2', [0.002679866, 0.3197896, 1.0]], ['2, k, 3', [0.004002189, 0.4531875, 1.0]], ['2, k, 4', [-0.1639585, 0.2068379, 1.0]], ['2, k, 5', [-0.2205348, 0.005548147, 1.0]], ['2, k, 6', [-0.1398607, -0.118069, 1.0]], ['2, k, 7', [-0.1051773, -0.1554695, 1.0]], ['2, k, 8', [0.1783809, 0.2045165, 1.0]], ['2, k, 9', [0.2403741, 0.002445402, 1.0]], ['2, k, 10', [0.1751752, -0.1317821, 1.0]], ['2, k, 11', [0.1561527, -0.1588391, 1.0]], ['2, k, 12', [-0.05085985, -0.26397, 1.0]], ['2, k, 13', [-0.1286258, -0.2735637, 1.0]], ['2, k, 14', [-0.128139, -0.614294, 1.0]], ['2, k, 15', [-0.1220037, -0.6501952, 1.0]], ['2, k, 16', [0.1253442, -0.2577166, 1.0]], ['2, k, 17', [0.1755671, -0.2702026, 1.0]], ['2, k, 18', [0.1508643, -0.615781, 1.0]], ['2, k, 19', [0.1865355, -0.7004511, 1.0]], ['2, k, 20', [0.006988071, 0.2487928, 1.0]], ['2, k, 21', [-0.0822763, -0.2087033, 1.0]], ['2, k, 22', [-0.1482314, -0.1497235, 1.0]], ['2, k, 23', [0.1334369, -0.1844929, 1.0]], ['2, k, 24', [0.1083433, -0.165913, 1.0]]]
[['2, k, 0', [0.03780974, -0.2646436, 1.0]], ['2, k, 1', [0.02015516, 0.031558, 1.0]], ['2, k, 2', [0.002901801, 0.3197036, 1.0]], ['2, k, 3', [0.003811681, 0.4530985, 1.0]], ['2, k, 4', [-0.164247, 0.2064357, 1.0]], ['2, k, 5', [-0.2207578, 0.005305417, 1.0]], ['2, k, 6', [-0.15359, -0.1194101, 1.0]], ['2, k, 7', [-0.1129461, -0.1552084, 1.0]], ['2, k, 8', [0.1784466, 0.2040462, 1.0]], ['2, k, 9', [0.2403956, 0.002548944, 1.0]], ['2, k, 10', [0.2157025, -0.1156192, 1.0]], ['2, k, 11', [0.1691336, -0.1278411, 1.0]], ['2, k, 12', [-0.05088006, -0.2639728, 1.0]], ['2, k, 13', [-0.1285988, -0.273583, 1.0]], ['2, k, 14', [-0.1282739, -0.6143681, 1.0]], ['2, k, 15', [-0.1223607, -0.6502752, 1.0]], ['2, k, 16', [0.1253334, -0.2577158, 1.0]], ['2, k, 17', [0.1755396, -0.2701541, 1.0]], ['2, k, 18', [0.1508296, -0.6157396, 1.0]], ['2, k, 19', [0.1526522, -0.6515813, 1.0]], ['2, k, 20', [0.007143317, 0.24873, 1.0]], ['2, k, 21', [-0.09054469, -0.2054359, 1.0]], ['2, k, 22', [-0.1561286, -0.1522176, 1.0]], ['2, k, 23', [0.1508577, -0.17202, 1.0]], ['2, k, 24', [0.1177053, -0.1150382, 1.0]]]
[['2, k, 0', [0.03781049, -0.2646306, 1.0]], ['2, k, 1', [0.02015951, 0.03154908, 1.0]], ['2, k, 2', [0.002928167, 0.3196291, 1.0]], ['2, k, 3', [0.003771476, 0.4529876, 1.0]], ['2, k, 4', [-0.1642643, 0.2062732, 1.0]], ['2, k, 5', [-0.2208261, 0.005282254, 1.0]], ['2, k, 6', [-0.1483207, -0.1219719, 1.0]], ['2, k, 7', [-0.1120735, -0.1580165, 1.0]], ['2, k, 8', [0.1784992, 0.2041437, 1.0]], ['2, k, 9', [0.2405324, 0.002749575, 1.0]], ['2, k, 10', [0.1749274, -0.1320276, 1.0]], ['2, k, 11', [0.1534997, -0.1600745, 1.0]], ['2, k, 12', [-0.05087844, -0.2639784, 1.0]], ['2, k, 13', [-0.1287598, -0.2732607, 1.0]], ['2, k, 14', [-0.1276897, -0.6139764, 1.0]], ['2, k, 15', [-0.1218454, -0.6498933, 1.0]], ['2, k, 16', [0.1253363, -0.2576948, 1.0]], ['2, k, 17', [0.1755427, -0.2701063, 1.0]], ['2, k, 18', [0.1506883, -0.6156914, 1.0]], ['2, k, 19', [0.1866688, -0.7000583, 1.0]], ['2, k, 20', [0.007163185, 0.2486787, 1.0]], ['2, k, 21', [-0.0876637, -0.2107764, 1.0]], ['2, k, 22', [-0.1543339, -0.1549131, 1.0]], ['2, k, 23', [0.1371273, -0.1858294, 1.0]], ['2, k, 24', [0.1057285, -0.169103, 1.0]]]
